,AZIN2 (113451)
ACH-000004,0.0091841627694789
ACH-000005,-0.10200264916443308
ACH-000007,-0.316278294493257
ACH-000009,-0.2870845654839543
ACH-000011,0.13339122235851747
ACH-000012,-0.16603065706206127
ACH-000013,-0.20327720682964173
ACH-000014,0.08061864108028803
ACH-000015,-0.13716402694273788
ACH-000017,-0.1083286445745308
ACH-000018,-0.2717116882564795
ACH-000019,-0.16302099173223916
ACH-000021,-0.06133745098951127
ACH-000022,-0.11274834068419227
ACH-000025,-0.15320098946362753
ACH-000028,-0.14381580452149745
ACH-000030,-0.07605084777288368
ACH-000035,-0.24561802798872798
ACH-000036,-0.2155784130069284
ACH-000037,-0.05644062598094642
ACH-000039,-0.0927197790769874
ACH-000040,-0.2219219176636684
ACH-000041,-0.32870470961006176
ACH-000042,-0.04985699553723532
ACH-000045,-0.03732566636435343
ACH-000047,-0.16171208411355795
ACH-000052,-0.18106941817898856
ACH-000053,-0.03815386362055696
ACH-000054,0.01567479888780637
ACH-000055,-0.008754087378092992
ACH-000060,-0.11939471227515375
ACH-000067,-0.15956547031076165
ACH-000070,0.04771973273578038
ACH-000075,0.021506141536634087
ACH-000078,-0.05663104441570928
ACH-000082,-0.0994758055748572
ACH-000085,-0.41860452120393865
ACH-000086,-0.14307875565706574
ACH-000087,-0.14715275835534605
ACH-000092,-0.3912931681161403
ACH-000095,-0.08516081191924106
ACH-000097,0.025644680847402325
ACH-000098,-0.07405348294400554
ACH-000099,-0.01995677680608186
ACH-000108,-0.16699097232409968
ACH-000113,-0.11343849970201846
ACH-000116,-0.1318590475997382
ACH-000118,-0.10267486077740047
ACH-000120,0.012882085167334537
ACH-000123,-0.3713817213527775
ACH-000127,-0.07291984376461826
ACH-000128,-0.2260902309765609
ACH-000132,-0.10118420433842076
ACH-000133,-0.223660874178618
ACH-000137,-0.10165268277551108
ACH-000138,-0.07784953274951041
ACH-000142,-0.16653137374132562
ACH-000143,-0.1197433314945098
ACH-000146,0.024472601640688374
ACH-000148,-0.1583877682730407
ACH-000150,-0.14625441518999366
ACH-000152,-0.051718015882364216
ACH-000153,0.05023156061004122
ACH-000159,-0.06056432214327063
ACH-000160,-0.20674625631447865
ACH-000163,-0.1002431822807669
ACH-000167,-0.3121226975899463
ACH-000168,-0.09550413335535952
ACH-000169,-0.12126195915980888
ACH-000178,-0.126839040581563
ACH-000183,-0.03497815233084073
ACH-000188,-0.2034804005084626
ACH-000189,0.18085072286903853
ACH-000190,-0.013904143518033008
ACH-000198,0.01343133275721119
ACH-000203,-0.7016185040995453
ACH-000204,-0.09442007731264368
ACH-000206,-0.03181586413028153
