,N4BP2L2 (10443)
ACH-000004,0.16374672377297825
ACH-000005,0.20367760260526552
ACH-000007,-0.04424245127781847
ACH-000009,0.08675609713801953
ACH-000011,-0.014153755553350737
ACH-000012,0.032811397210625114
ACH-000013,-0.10106610445236396
ACH-000014,0.05336275322658445
ACH-000015,-0.105223117168745
ACH-000017,0.14876944389799432
ACH-000018,-0.0013599591071272448
ACH-000019,0.21324161935283306
ACH-000021,-0.008550395293429177
ACH-000022,0.05975834501030645
ACH-000025,0.008266093023557861
ACH-000028,-0.013535072874816164
ACH-000030,-0.05716277554406374
ACH-000035,-0.059373487501273026
ACH-000036,-0.01242685832580448
ACH-000037,-0.04562075446972028
ACH-000039,0.042046121683065804
ACH-000040,0.08369116688615652
ACH-000041,-0.031985556229634754
ACH-000042,0.031627100740055716
ACH-000045,-0.08251477115732707
ACH-000047,-0.049067476672629486
ACH-000052,-0.08672392457131005
ACH-000053,-0.014187603932456043
ACH-000054,0.020040757979055763
ACH-000055,-0.07757708007485536
ACH-000060,-0.09773720518959368
ACH-000067,0.11480605281831575
ACH-000070,-0.019479296060153643
ACH-000075,0.017898947581021372
ACH-000078,-0.1597552911842034
ACH-000082,0.015419134784642225
ACH-000085,0.1154528777004228
ACH-000086,-0.04697403333859946
ACH-000087,0.04494118612354795
ACH-000092,-0.0826253227803175
ACH-000095,-0.1152682664619049
ACH-000097,0.00043209286843511117
ACH-000098,0.005173376287083296
ACH-000099,-0.07302863134106027
ACH-000108,0.08584319978870436
ACH-000113,-0.07011373658870143
ACH-000116,0.020648722850011986
ACH-000118,-0.03224545421971107
ACH-000120,-0.08951368097788133
ACH-000123,-0.12091454885117145
ACH-000127,0.030594888102328893
ACH-000128,-0.1578286737853328
ACH-000132,-0.1643925505754359
ACH-000133,-0.07112925675621783
ACH-000137,-0.07712522144364059
ACH-000138,0.04908824984208497
ACH-000142,-0.03409763844392763
ACH-000143,0.08208772033422071
ACH-000146,0.13295136553673947
ACH-000148,-0.0493056127297619
ACH-000150,0.006725773651813658
ACH-000152,-0.026024189377196826
ACH-000153,0.060076234115062466
ACH-000159,-0.02651525802660252
ACH-000160,0.3386537524351249
ACH-000163,-0.04595163643285465
ACH-000167,0.6580020692639927
ACH-000168,-0.12403119936772655
ACH-000169,-0.037075318910286974
ACH-000178,0.07762000244148141
ACH-000183,0.19549141013015156
ACH-000188,-0.014022289618897654
ACH-000189,0.10275392897271148
ACH-000190,0.3515101073815784
ACH-000198,0.10720983487282364
ACH-000203,-0.22340390403806235
ACH-000204,0.12658947252576253
ACH-000206,0.03162659648761462
ACH-000207,-0.05452248110229368
ACH-000208,0.24692619827671397
ACH-000210,-0.1675570530026643
ACH-000211,0.022928738503639773
ACH-000215,0.0690406586828847
ACH-000221,0.036596670531757615
ACH-000222,0.13128583865659854
ACH-000223,-0.04013461450974753
ACH-000226,0.013625371551745723
ACH-000227,0.04669740196111153
ACH-000228,-0.17144924292630453
ACH-000231,0.0861956319252915
ACH-000232,-0.13180368306385845
ACH-000233,-0.012260948854428598
ACH-000234,-0.08121961225727158
ACH-000235,0.07322671200182576
ACH-000237,0.026612564136028367
ACH-000238,0.036122442230857976
ACH-000242,0.039822856291336264
ACH-000243,0.05143757075610838
ACH-000244,-0.043457345238584084
ACH-000246,0.0374956417376672
ACH-000248,0.11697287690766996
ACH-000250,-0.06330166870693339
ACH-000251,0.0024195119815279787
ACH-000252,-0.04706335569069525
ACH-000253,0.06802259997314403
ACH-000255,0.0057377666869631895
ACH-000256,-0.05056279372169421
ACH-000257,-0.07324198910115942
ACH-000258,0.06844498156484914
ACH-000259,-0.011614405364362736
ACH-000260,0.015789553428717403
ACH-000261,0.02257963161116202
ACH-000262,-0.11823398979136855
ACH-000263,0.22195020015029288
ACH-000264,-0.006398937908652863
ACH-000265,-0.031340490558658604
ACH-000266,0.013510328239752685
ACH-000272,0.028580310081932063
ACH-000274,0.022660342004860556
ACH-000277,0.07519963481991819
ACH-000278,-0.022661640269016764
ACH-000279,0.02401273939754201
ACH-000280,0.07088572419971477
ACH-000281,-0.01878985182400841
ACH-000288,-0.023971639500221676
ACH-000291,0.04865123908340559
ACH-000293,-0.028726297036990527
ACH-000294,0.029963004904740933
ACH-000295,0.25208673432169504
ACH-000296,0.005508975316392586
ACH-000302,-0.05958842887837576
ACH-000304,-0.06827131179296869
ACH-000307,0.043283586222441335
ACH-000308,0.04801128652813042
ACH-000310,-0.0024993225591345195
ACH-000311,0.0037117710529970646
ACH-000312,0.10442910738861036
ACH-000315,0.2051128347388872
ACH-000316,0.09211175694061537
ACH-000317,0.0005114530929664992
ACH-000318,0.16154170593628112
ACH-000319,0.04504204258436256
ACH-000320,0.18344742944970932
ACH-000322,-0.06413190156720358
ACH-000323,0.04397625983285605
ACH-000324,-0.019743114443293085
ACH-000329,0.04546442246448927
ACH-000330,0.03549051945405092
ACH-000331,-0.01680114169835466
ACH-000332,0.041189735389791295
ACH-000334,-0.06179216086798905
ACH-000335,-0.14072334797570862
ACH-000336,0.17180859970403986
ACH-000337,0.18389308092141973
ACH-000338,-0.17279354825596882
ACH-000339,0.005462048877821257
ACH-000341,0.10982808640919713
ACH-000348,0.026161169442437064
ACH-000350,0.06810260816116688
ACH-000352,0.06555318348842179
ACH-000356,0.04828226471751932
ACH-000361,0.017880323703720148
ACH-000362,-0.13205229635861016
ACH-000363,-0.030353900080135145
ACH-000364,0.08063720148867788
ACH-000365,-0.09222628320652199
ACH-000366,0.02081779816559664
ACH-000368,-0.021403834838572142
ACH-000374,-0.06404962014381795
ACH-000375,-0.011883813638359558
ACH-000376,0.039556512228517256
ACH-000381,-0.04636635098715463
ACH-000383,0.06879419706877674
ACH-000387,0.0339963387378997
ACH-000389,-0.08705918784398106
ACH-000390,-0.01101542758867847
ACH-000393,-0.10094924595920242
ACH-000395,-0.14379843634454995
ACH-000396,0.1009413337639029
ACH-000397,0.05089896176274058
ACH-000401,0.039212925458400334
ACH-000402,-0.05793773006881229
ACH-000403,-0.08879123588927135
ACH-000404,-0.10446952204028427
ACH-000406,0.033508371086583666
ACH-000407,0.07657328960807291
ACH-000408,0.017305155787185222
ACH-000410,-0.01942058752345205
ACH-000411,0.00262068398880793
ACH-000414,0.017635311161126762
ACH-000415,-0.06525441354229057
ACH-000416,-0.04195565750850732
ACH-000420,0.02341705989130517
ACH-000421,-0.054577080242871535
ACH-000424,-0.1517011397255196
ACH-000425,-0.0699800955393912
