,CYB5R4 (51167)
ACH-000004,-0.1658541507999287
ACH-000005,-0.27302406340906005
ACH-000007,-0.5364968316467571
ACH-000009,-0.43402636172503856
ACH-000011,-0.5974161017338726
ACH-000012,-0.8656439159054284
ACH-000013,-0.505254530041596
ACH-000014,-0.35141808065966096
ACH-000015,-0.30826898389340457
ACH-000017,-0.5173834374833666
ACH-000018,-0.3063315553760662
ACH-000019,-0.3668128029737004
ACH-000021,-0.4741653508200832
ACH-000022,-0.7090179526846367
ACH-000025,-0.3526267651135833
ACH-000028,-0.5921083796682147
ACH-000030,-0.2757362557267141
ACH-000035,-0.2369809470531763
ACH-000036,-0.48784519430103795
ACH-000037,-0.2987510228324382
ACH-000039,-0.17318288913378524
ACH-000040,-0.3977863561615072
ACH-000041,-0.2733210357658549
ACH-000042,-0.3912647881556246
ACH-000045,-0.3469835295121569
ACH-000047,-0.3778958521251987
ACH-000052,-0.5318897511826151
ACH-000053,-0.3035843920839837
ACH-000054,-0.2940868740012236
ACH-000055,-0.2682338162036877
ACH-000060,-0.3286093457097921
ACH-000067,-0.10670568576398144
ACH-000070,0.05153401468977683
ACH-000075,-0.22757236058045915
ACH-000078,-0.6885417461417213
ACH-000082,-0.6624884534503584
ACH-000085,-0.4978202297772557
ACH-000086,-0.4504072953683446
ACH-000087,-0.5593872162239719
ACH-000092,-0.2694943520938725
ACH-000095,-0.2270399572462511
ACH-000097,-0.6296672968225864
ACH-000098,-0.09952225576420057
ACH-000099,-0.6431672481335744
ACH-000108,-0.3764153215191831
ACH-000113,-0.5078755796469699
ACH-000116,-0.2688157372671317
ACH-000118,-0.5491561944048423
ACH-000120,-0.2977500598470093
ACH-000123,-0.4126179644806371
ACH-000127,-0.42381265475316016
ACH-000128,-0.4863477720588924
ACH-000132,-0.4001606601919784
ACH-000133,-0.4554792184020471
ACH-000137,-0.5041232870766099
ACH-000138,-0.35777801746384097
ACH-000142,-0.2942944300037155
ACH-000143,-0.4162972751159381
ACH-000146,-0.1881929121754087
ACH-000148,-0.4499949392976968
ACH-000150,-0.2460951752308164
ACH-000152,-0.6051520064590873
ACH-000153,-0.21267872845942254
ACH-000159,-0.5944157588920251
ACH-000160,-0.2869473575791976
ACH-000163,-0.480620158850498
ACH-000167,-0.6318593436842233
ACH-000168,-0.34967497985707313
ACH-000169,-0.6320265940557228
ACH-000178,-0.3883086985511841
ACH-000183,-0.2597312031516111
ACH-000188,-0.2626459459101196
ACH-000189,-0.247913735041434
ACH-000190,-0.515362606304248
ACH-000198,-0.19845119740352424
ACH-000203,-0.4438143460579618
ACH-000204,-0.2692395163119234
ACH-000206,-0.1718617086260482
ACH-000207,-0.23494694892380225
ACH-000208,-0.6376659623447013
ACH-000210,-0.33338714881456605
ACH-000211,-0.3409192561492423
ACH-000215,-0.5976982251353233
ACH-000221,-0.6130105627319766
ACH-000222,-0.25713713362067275
ACH-000223,-0.7120368891878331
ACH-000226,-0.265595768444433
ACH-000227,-0.2824019746779753
ACH-000228,-0.40022342626214985
ACH-000231,-0.3351066851236544
ACH-000232,-0.20680151767439794
ACH-000233,-0.2499694242205609
ACH-000234,-0.2821539643354328
ACH-000235,-0.6680241427859487
ACH-000237,-0.2203468110257537
ACH-000238,-0.30724083498870103
ACH-000242,-0.4018585697203307
ACH-000243,-0.6365333469524176
ACH-000244,-0.5202393938620187
ACH-000246,-0.25919885787574004
ACH-000248,-0.5552058285021232
ACH-000250,-0.4764055655238256
ACH-000251,-0.5967636317137927
ACH-000252,-0.4190390324561957
ACH-000253,-0.7193412189520689
ACH-000255,-0.4709834445678329
ACH-000256,-0.38320292577081205
ACH-000257,-0.19882574795353755
ACH-000258,-0.287243036465718
ACH-000259,-0.14923677354826909
ACH-000260,-0.5036094220258599
ACH-000261,-0.015478125216040087
ACH-000262,-0.11819827978800605
ACH-000263,-0.22042552678789856
ACH-000264,-0.41962532262004143
ACH-000265,-0.27862701538340817
ACH-000266,-0.1819120805343312
ACH-000272,-0.3408097320790289
ACH-000274,-0.2119115702845766
ACH-000277,-0.2925545039651799
ACH-000278,-0.5410680655133032
ACH-000279,-0.4908711910244374
ACH-000280,-0.2154642498183775
ACH-000281,-0.34836688180882325
ACH-000288,-0.3430524641348522
ACH-000291,-0.7591048133041632
ACH-000293,-0.5139657393150624
ACH-000294,-0.2844781971043517
ACH-000295,-0.3794429459681193
ACH-000296,-0.7217971189548729
ACH-000302,-0.679768122111952
ACH-000304,-0.7964011779988461
ACH-000307,-0.3924907656398767
ACH-000308,-0.3219551439302226
ACH-000310,-0.1986635674959364
ACH-000311,-0.24434057672329534
ACH-000312,-0.10073796316760304
ACH-000315,-0.22281207871609968
ACH-000316,-0.26974620433044244
ACH-000317,-0.4263268088613322
ACH-000318,-0.1888975395377105
ACH-000319,-0.3900864057018808
ACH-000320,-0.06385594156911995
ACH-000322,-0.2721013385135284
ACH-000323,-0.2843607791626244
ACH-000324,-0.5724527771939709
ACH-000329,-0.16957987481688594
ACH-000330,-0.3046912568644512
ACH-000331,-0.4060920346351464
ACH-000332,-0.4484952219816252
ACH-000334,-0.20579958843214646
ACH-000335,-0.2487243818294372
ACH-000336,-0.17916774835836294
ACH-000337,-0.5526399729143266
ACH-000338,-0.6301598805388253
ACH-000339,-0.5939626010422183
ACH-000341,-0.2547816205607584
ACH-000348,-0.6005369696146724
ACH-000350,-0.22135465165272292
ACH-000352,-0.4615779664532729
ACH-000356,-0.22483455246864384
ACH-000361,-0.11536138625667207
ACH-000362,-0.2775620219312949
ACH-000363,-0.047080971301581405
ACH-000364,-0.3039120541151277
ACH-000365,-0.1212401856054212
ACH-000366,-0.3473729112671024
ACH-000368,-0.6681785732079947
ACH-000374,-0.3178313473329448
ACH-000375,-0.5807147087864833
ACH-000376,-0.3292542680879544
ACH-000381,-0.4423904194671851
ACH-000383,-0.4507658333254638
ACH-000387,-0.3479754385847253
ACH-000389,-0.6725316003253069
ACH-000390,-0.3683910429095164
ACH-000393,-0.368876971613677
ACH-000395,-0.4957711835272333
ACH-000396,-0.4352718408041818
ACH-000397,-0.4409582691643174
ACH-000401,-0.5811879811872551
ACH-000402,-0.08087515987051218
ACH-000403,-0.4459483114792253
ACH-000404,-0.6702455586648918
ACH-000406,-0.21735244911039012
ACH-000407,-0.7140089153321376
ACH-000408,-0.2135509713815862
ACH-000410,-0.3247570793700618
ACH-000411,-0.17265197975816474
ACH-000414,-0.3723076049191567
ACH-000415,-0.30874481289127576
ACH-000416,-0.1570546907955957
ACH-000420,-0.3721490839867637
ACH-000421,-0.5020891545078586
ACH-000424,-0.3470409321472111
ACH-000425,-0.5053890729534825
ACH-000426,-0.21529834165396894
ACH-000427,-0.20131646117542729
ACH-000433,-0.4356170628370611
ACH-000435,-0.7188765448720088
ACH-000436,-0.14893051049319414
ACH-000444,-0.275920243490036
ACH-000445,-0.16724196008485534
ACH-000448,-0.3219877933325948
ACH-000450,-0.4532001211153259
ACH-000452,-0.3398996225755576
ACH-000454,-0.2195423815834424
ACH-000458,-0.3671008960643232
ACH-000459,-0.3671594984555343
ACH-000460,-0.5091448013482851
ACH-000461,-0.5818995639041189
ACH-000463,-0.5660442433444496
ACH-000464,-0.4378276170926377
ACH-000466,-0.33849715777898365
ACH-000467,-0.4754905885304511
ACH-000468,-0.2552537159740529
ACH-000469,-0.16679727262533506
ACH-000470,-0.5212244451550893
ACH-000471,-0.3405152904883724
ACH-000472,-0.4209134709478297
ACH-000473,-0.2137804521377863
ACH-000475,-0.2385427491657569
ACH-000476,-0.35503176309576084
ACH-000477,-0.8326941342197302
ACH-000479,-0.5054414474773347
ACH-000480,-0.4595628477903463
ACH-000481,-0.4734716774475177
ACH-000483,-0.12865268488129694
ACH-000484,-0.3681812672037588
ACH-000485,-0.7336140440996141
ACH-000486,-0.5153540941120615
ACH-000487,-0.269652304758135
ACH-000488,-0.3782158731702682
ACH-000490,-0.6660670423840358
ACH-000491,-0.0771888239282389
ACH-000495,-0.3808088091070119
ACH-000496,-0.36940627688097183
ACH-000499,-0.11161093327142227
ACH-000500,-0.16890210016010346
ACH-000502,-0.2344054051049404
ACH-000503,-0.3367942006076545
ACH-000505,-0.4703412844176719
ACH-000507,-0.4165867800399069
ACH-000510,-0.2847795582221656
ACH-000511,-0.254413663381455
ACH-000512,-0.3456912621325132
ACH-000516,-0.337308999697565
ACH-000517,-0.4172928151104349
ACH-000518,-0.5202333505676477
ACH-000520,-0.35883356793828936
ACH-000521,-0.4903854241088123
ACH-000522,-0.2697926772319914
ACH-000524,-0.1532562441648066
ACH-000527,-0.3318179811629972
ACH-000528,-0.4274760403904783
ACH-000537,-0.38153782290804494
ACH-000541,-0.11575251398239568
ACH-000542,-0.3255637930726304
ACH-000544,-0.3456465696645446
ACH-000545,-0.5852454895566817
ACH-000547,-0.6037523383922377
ACH-000548,-0.3488528842180177
ACH-000549,-0.2622388562867
ACH-000550,-0.22233071095824825
ACH-000552,-0.6081217900888386
ACH-000556,-0.0904907883908836
ACH-000557,0.02435581822155209
ACH-000569,-0.5656760278946682
ACH-000570,-0.38887320224179056
ACH-000571,-0.23517095844790645
ACH-000573,-0.36260589758360173
ACH-000576,0.129733012448444
ACH-000579,-0.5832920785233743
ACH-000580,-0.5386728060059892
ACH-000584,-0.6230541022538034
ACH-000585,-0.08266436272788558
ACH-000588,-0.2960661726008733
ACH-000589,-0.1517674702926774
ACH-000591,-0.3159931404469969
ACH-000593,-0.121229690194056
