,MLYCD (23417)
ACH-000004,-0.0602809969001203
ACH-000005,-0.17523269749357073
ACH-000007,0.05985897239037774
ACH-000009,0.11765806602079347
ACH-000011,0.01619241891775056
ACH-000012,0.03831346312434543
ACH-000013,0.12100559696211165
ACH-000014,0.1142185145837798
ACH-000015,0.08853305755090182
ACH-000017,0.15825310690108876
ACH-000018,0.16233111596819652
ACH-000019,0.011480493700746636
ACH-000021,0.04710863997667513
ACH-000022,0.12924170389935533
ACH-000025,-0.04274664418046877
ACH-000028,0.09740911941801822
ACH-000030,0.13756108174491333
ACH-000035,0.1605894284947115
ACH-000036,0.020585499522327612
ACH-000037,-0.05274630240740974
ACH-000039,0.11575441547514995
ACH-000040,0.03654328618867545
ACH-000041,0.1771702948633091
ACH-000042,0.0025795053645960037
ACH-000045,0.1523987889411987
ACH-000047,-0.03738981124371496
ACH-000052,0.08505624334654907
ACH-000053,0.09898688826779152
ACH-000054,-0.07140278070446165
ACH-000055,0.1020843490247462
ACH-000060,0.056262627942715165
ACH-000067,0.11407359501315525
ACH-000070,0.1365508651027165
ACH-000075,0.10830471404066737
ACH-000078,0.16800424887045676
ACH-000082,0.08117245177637816
ACH-000085,-0.0008686404034369732
ACH-000086,0.06523388359236566
ACH-000087,0.19867842425561416
ACH-000092,0.0610177938122323
ACH-000095,0.09484077237731199
ACH-000097,0.05934278300320541
ACH-000098,0.05927714818524489
ACH-000099,0.1473435759831902
ACH-000108,-0.07340395025789576
ACH-000113,0.14322706897395462
ACH-000116,0.0669514170204641
ACH-000118,0.11984782123603535
ACH-000120,-0.22858491664937144
ACH-000123,0.150644165209837
ACH-000127,-0.05697623703739901
ACH-000128,0.10182423947125764
ACH-000132,0.14312876129342714
ACH-000133,0.05469839461218425
ACH-000137,-0.003526465653895201
ACH-000138,0.02262549177736634
ACH-000142,0.14843991318032038
ACH-000143,-0.07860817377308307
ACH-000146,0.03571121497807925
ACH-000148,0.059412705509125176
ACH-000150,0.09971775465669527
ACH-000152,0.043927075649582384
ACH-000153,0.3065433307079006
ACH-000159,0.06793786254150215
ACH-000160,0.00947689838255554
ACH-000163,0.0800622805019175
ACH-000167,0.10187128196060367
ACH-000168,-0.0617702193144378
ACH-000169,0.09308762824110298
ACH-000178,0.12338910281582853
ACH-000183,0.028898374246708526
ACH-000188,0.02134620466061821
ACH-000189,-0.027276207278642703
ACH-000190,0.09599308956102172
ACH-000198,0.15587518559587885
ACH-000203,0.29854338090726484
ACH-000204,-0.01774449933413395
ACH-000206,0.08956445062400788
ACH-000207,0.16996223586234255
ACH-000208,0.1857752393455065
ACH-000210,0.2476443114653921
ACH-000211,0.06640126821933641
ACH-000215,0.08657189649991577
ACH-000221,0.10481395095873518
ACH-000222,0.14818681855783214
ACH-000223,0.07685958599030905
ACH-000226,0.22890575161434346
ACH-000227,0.15612080791678595
ACH-000228,0.03753691949939738
ACH-000231,0.08093500166473101
ACH-000232,0.07746289898709863
ACH-000233,0.1620250434702251
ACH-000234,0.16361231933985482
ACH-000235,0.0855174171750021
ACH-000237,0.07495960475550041
ACH-000238,0.1779640913063892
ACH-000242,0.2757021370865709
ACH-000243,0.10496813287264813
ACH-000244,0.09464297443941966
ACH-000246,0.002401467161134931
ACH-000248,-0.05893692212820933
ACH-000250,0.1265811789579362
ACH-000251,0.09894526385248267
ACH-000252,-0.023804779371959132
ACH-000253,0.11972700985722025
ACH-000255,-0.017909134359025733
ACH-000256,0.2447500034290244
ACH-000257,-0.13675633513987162
ACH-000258,0.2365143892652128
ACH-000259,0.08525117925745034
ACH-000260,-0.017292233086938218
ACH-000261,0.09672903760816798
ACH-000262,-0.0033512727004264423
ACH-000263,0.15256434678874853
ACH-000264,0.05375164263163072
ACH-000265,0.1267827724153637
ACH-000266,0.0356602210471492
ACH-000272,0.17160403604915628
ACH-000274,0.06719990248679991
ACH-000277,-0.04969854038959772
ACH-000278,0.1314643037949303
ACH-000279,0.035058157371378004
ACH-000280,-0.009328106850727243
ACH-000281,-0.06931838594580557
ACH-000288,0.02985018047556979
ACH-000291,0.033235172009848914
ACH-000293,0.007154360289480616
ACH-000294,0.15101730763481058
ACH-000295,-0.04091763085061621
