,RGPD6 (729540)
ACH-000004,-0.9889438986182678
ACH-000005,-0.8502988379592743
ACH-000007,-0.9224449369752036
ACH-000009,-0.8442002169753385
ACH-000011,-0.9571071143057188
ACH-000012,-0.7580028220928682
ACH-000013,-0.8947562542145857
ACH-000014,-0.8891513424980212
ACH-000015,-0.7878800764894158
ACH-000017,-0.8416507246847137
ACH-000018,-0.8818581223961479
ACH-000019,-0.7406323185490563
ACH-000021,-0.8413248305931806
ACH-000022,-0.7747251946342639
ACH-000025,-0.7085178983841048
ACH-000028,-0.6951628720911709
ACH-000030,-0.8549033280133891
ACH-000035,-0.7788528023750875
ACH-000036,-0.6426111333579269
ACH-000037,-0.9949575846827098
ACH-000039,-0.7433186143627102
ACH-000040,-0.8704029775764119
ACH-000041,-1.140520558996697
ACH-000042,-0.8997522515066246
ACH-000045,-0.808755030981636
ACH-000047,-0.8381614269330233
ACH-000052,-0.7039138457516825
ACH-000053,-0.8555518501988929
ACH-000054,-0.6268684861168096
ACH-000055,-1.0601927049029118
ACH-000060,-1.04215322866926
ACH-000067,-0.8828703713576423
ACH-000070,-0.6658586567441755
ACH-000075,-0.8430272337348603
ACH-000078,-0.8388147467602061
ACH-000082,-0.9156916541083036
ACH-000085,-1.0230329546722337
ACH-000086,-0.74274678330421
ACH-000087,-1.1216798446769314
ACH-000092,-0.8039930311234287
ACH-000095,-0.8274941215956473
ACH-000097,-0.9774966992981384
ACH-000098,-0.9063194157646622
ACH-000099,-0.7141168057132644
ACH-000108,-0.9025227983566042
ACH-000113,-0.8056276612818405
ACH-000116,-0.7990232815864343
ACH-000118,-0.9120827110791482
ACH-000120,-0.9670889975803844
ACH-000123,-0.7130110471433935
ACH-000127,-0.8458030422872013
ACH-000128,-0.7751853941210646
ACH-000132,-0.943498668198786
ACH-000133,-0.829092313605366
ACH-000137,-0.7690831232871556
ACH-000138,-0.9870786199364876
ACH-000142,-0.881294218970173
ACH-000143,-1.0171136111677153
ACH-000146,-1.090562267281448
ACH-000148,-0.9552620744396256
ACH-000150,-0.9085078845373222
ACH-000152,-0.7674516553347545
ACH-000153,-0.8153376578670452
ACH-000159,-0.7856623317028041
ACH-000160,-0.8223598952510304
ACH-000163,-0.951514056532984
ACH-000167,-1.3569996025104771
ACH-000168,-0.7494581953730266
ACH-000169,-0.8488548600403392
ACH-000178,-0.8301503565567391
ACH-000183,-0.7893375744075278
ACH-000188,-0.9904387059342521
ACH-000189,-0.7323370445363602
ACH-000190,-1.0977395912850485
ACH-000198,-0.8373604369211384
ACH-000203,-1.0239134974724176
ACH-000204,-0.7375935981640063
ACH-000206,-0.8535336736116274
ACH-000207,-0.8485594700739684
ACH-000208,-0.8818601089709437
ACH-000210,-0.928186527457274
ACH-000211,-0.7698224966177386
ACH-000215,-0.9479703233079132
ACH-000221,-0.7930302356177859
ACH-000222,-1.0444597642668638
ACH-000223,-0.8214136267152431
ACH-000226,-0.7900570038033614
ACH-000227,-0.6838230122813433
ACH-000228,-0.8642724171559117
ACH-000231,-0.9178746152606778
ACH-000232,-0.7619967371289496
ACH-000233,-0.9262465458327798
ACH-000234,-0.7252299988469771
ACH-000235,-0.8911417307250158
ACH-000237,-0.8612589265228343
ACH-000238,-0.7908647860110369
ACH-000242,-1.1580347455275266
ACH-000243,-0.7843873840986473
ACH-000244,-0.9255928910513478
ACH-000246,-0.8194807361550094
ACH-000248,-0.7709889670251184
ACH-000250,-0.8779957373868594
ACH-000251,-0.9082447423329936
ACH-000252,-0.9628535841547082
ACH-000253,-0.8028176745998031
ACH-000255,-0.7163186477365983
ACH-000256,-0.948110036137288
ACH-000257,-0.7279670917770735
ACH-000258,-1.0002735540526504
ACH-000259,-1.0275349221104326
ACH-000260,-0.8514080330917547
ACH-000261,-0.7404305756751871
ACH-000262,-0.596669704213503
ACH-000263,-0.4781989183976924
ACH-000264,-0.8488620455169328
ACH-000265,-0.7745186713001143
ACH-000266,-0.8427475549718114
ACH-000272,-0.8012039512555102
ACH-000274,-0.8513979562489488
ACH-000277,-0.7584570444537176
ACH-000278,-0.9262883935336852
ACH-000279,-0.839738357809342
ACH-000280,-0.8285245050114911
ACH-000281,-0.8993690066051169
ACH-000288,-0.9730008376944496
ACH-000291,-0.8555890350595806
ACH-000293,-0.7808239154232689
ACH-000294,-1.0230370980984371
ACH-000295,-0.8363628490003042
ACH-000296,-0.9099178909556238
ACH-000302,-0.8710341637387641
ACH-000304,-0.8772528643889059
ACH-000307,-0.7779992480976073
ACH-000308,-0.9096011123282624
ACH-000310,-0.7577541275659707
ACH-000311,-0.8907494586657427
ACH-000312,-0.9556787223479752
ACH-000315,-0.7627797408994199
ACH-000316,-0.832682571905611
ACH-000317,-0.8592150380548849
ACH-000318,-0.8152013869158128
ACH-000319,-0.9378513264900522
ACH-000320,-1.0670688687261405
ACH-000322,-0.9023990348254256
ACH-000323,-0.8888671152981507
ACH-000324,-0.6962948567860062
ACH-000329,-0.8080074160506405
ACH-000330,-0.9748182155510304
ACH-000331,-0.7354136503738716
ACH-000332,-0.9038330622044016
ACH-000334,-0.9628540413112208
ACH-000335,-0.8871565386393586
ACH-000336,-0.8878551752058832
ACH-000337,-0.7525999161212125
ACH-000338,-0.8810484949140219
ACH-000339,-0.925898773093414
ACH-000341,-0.8257064789453724
ACH-000348,-0.8053423519818075
ACH-000350,-0.9762700845061071
ACH-000352,-1.003631363831363
ACH-000356,-0.6728317484196504
ACH-000361,-0.7519665288597337
ACH-000362,-0.7834959890742166
ACH-000363,-0.8154480143407629
ACH-000364,-0.7453377471188435
ACH-000365,-0.9398520643699152
ACH-000366,-0.8077353373587304
ACH-000368,-0.6343123053362896
ACH-000374,-0.8610915004362616
ACH-000375,-0.7880192185382655
ACH-000376,-0.9075210448728676
ACH-000381,-0.8659648893177746
ACH-000383,-0.6991395326559362
ACH-000387,-0.8682372911980601
ACH-000389,-0.7377639293823233
ACH-000390,-0.7808914188645495
ACH-000393,-0.8075834841948695
ACH-000395,-0.8397842856305289
ACH-000396,-0.9853357424977351
ACH-000397,-0.7739416568278781
ACH-000401,-0.8758392613225532
ACH-000402,-0.9622142322041948
ACH-000403,-0.7482424008487172
ACH-000404,-0.7152971026309649
ACH-000406,-0.8946138314878077
ACH-000407,-0.8969024658297737
ACH-000408,-0.7894932983551904
ACH-000410,-0.8065710490558864
ACH-000411,-0.7397466447620018
ACH-000414,-0.8996682225722454
ACH-000415,-0.9118668848948244
ACH-000416,-0.7744821724764203
ACH-000420,-0.9596885264105138
ACH-000421,-0.8489040944494388
ACH-000424,-0.7310707170180846
ACH-000425,-0.7297073524256141
ACH-000426,-1.0372440000196783
ACH-000427,-0.8180305175760987
ACH-000433,-0.8523469759887268
ACH-000435,-0.8267516811498514
ACH-000436,-0.8732592521043037
ACH-000444,-0.8916513043056895
ACH-000445,-0.6226175436903021
ACH-000448,-0.8372064112801308
ACH-000450,-0.7197919943409553
ACH-000452,-0.7672943308182373
ACH-000454,-0.9354057260865172
ACH-000458,-0.8748480702316116
ACH-000459,-1.035234874807999
ACH-000460,-0.8162831137417912
ACH-000461,-0.7696237409990755
ACH-000463,-0.6511148423394401
ACH-000464,-0.8136726108629647
ACH-000466,-0.7948704020928591
ACH-000467,-0.9859584129623998
ACH-000468,-0.7964500731802499
ACH-000469,-0.8650785143039087
ACH-000470,-0.9408642079238446
ACH-000471,-0.8520783981718497
ACH-000472,-0.8661261389097694
ACH-000473,-0.8315333071347215
ACH-000475,-0.8339424762997814
ACH-000476,-0.7760381840716597
ACH-000477,-0.8997172019689605
ACH-000479,-0.7716655683227654
ACH-000480,-0.6777616190330432
ACH-000481,-0.7483073044915909
ACH-000483,-0.9326163670870938
