,PTTG1IP (754)
ACH-000004,0.1321316537302871
ACH-000005,-0.11213915453292006
ACH-000007,-0.13531753079484596
ACH-000009,-0.04299646107359812
ACH-000011,0.01102084263160137
ACH-000012,0.019855100998986176
ACH-000013,0.11861090076061324
ACH-000014,-0.08443633846713118
ACH-000015,-0.005307675610082207
ACH-000017,-0.03511814225470655
ACH-000018,-0.22289486096313807
ACH-000019,-0.12550650066336894
ACH-000021,-0.10515026975710473
ACH-000022,0.011176532205001512
ACH-000025,0.04936548347929233
ACH-000028,-0.08868652191457152
ACH-000030,0.04734568143907674
ACH-000035,0.043710809286567946
ACH-000036,-0.07951474181267643
ACH-000037,-0.09320296152645036
ACH-000039,-0.12939195028508887
ACH-000040,-0.11679960731277013
ACH-000041,0.16724329800073365
ACH-000042,-0.06229208980834919
ACH-000045,0.023616587518181503
ACH-000047,-0.024845645665428105
ACH-000052,0.07462231883876319
ACH-000053,-0.03384223674600489
ACH-000054,-0.11549789197727553
ACH-000055,0.0328314422545408
ACH-000060,-0.2272636744013009
ACH-000067,0.012136790908635968
ACH-000070,-0.07899935115595205
ACH-000075,-0.17632356674805347
ACH-000078,0.034965193951046365
ACH-000082,-0.20868737880455496
ACH-000085,0.11074282060003662
ACH-000086,0.03056422642286142
ACH-000087,-0.09092117777895052
ACH-000092,-0.08824317397780802
ACH-000095,-0.03255031795198904
ACH-000097,-0.04970638584839437
ACH-000098,-0.12939875188877262
ACH-000099,-0.015015245508412984
ACH-000108,0.0022728211011341067
ACH-000113,0.009805430581683622
ACH-000116,-0.13635694882819846
ACH-000118,0.011574028346430006
ACH-000120,-0.01317148096564812
ACH-000123,0.053351635364653364
ACH-000127,-0.027728540850894986
ACH-000128,-0.11004979237249206
ACH-000132,-0.0807805103780129
ACH-000133,0.06475748273073945
ACH-000137,0.09578100169223704
ACH-000138,0.05143047489864492
ACH-000142,-0.14462645549056602
ACH-000143,-0.020653138022885917
ACH-000146,-0.003367774278554581
ACH-000148,0.01401678690812125
ACH-000150,-0.0075354503596773564
ACH-000152,0.011694399577666343
ACH-000153,-0.2689931336358466
ACH-000159,-0.06668750066408892
ACH-000160,-0.07946388843279564
ACH-000163,-0.06518574446083943
ACH-000167,0.07626672876132867
ACH-000168,-0.12038664576415377
ACH-000169,0.010470022347339007
ACH-000178,-0.08451214028446516
ACH-000183,-0.026593573510195492
ACH-000188,-0.12281946893553652
ACH-000189,0.027938710264823727
ACH-000190,0.20681184036872985
ACH-000198,-0.1660970269758955
ACH-000203,0.16214105129304704
ACH-000204,-0.18503959041823054
ACH-000206,-0.07667868301199661
ACH-000207,0.06345572003119451
ACH-000208,0.0685924742915088
ACH-000210,-0.06744646527084143
ACH-000211,-0.030748637160213182
ACH-000215,-0.04576244518700919
ACH-000221,0.05919121797501563
ACH-000222,-0.096286891017171
ACH-000223,-0.04964079141153805
ACH-000226,-0.010830884386728737
ACH-000227,-0.004119701300737446
ACH-000228,9.38080360443639e-05
ACH-000231,-0.1787622725818367
ACH-000232,0.05433620646283825
ACH-000233,0.018235572853628642
ACH-000234,-0.0048789839052617925
ACH-000235,-0.06046192019202764
ACH-000237,-0.0384572201701679
ACH-000238,-0.08937511352882033
ACH-000242,0.20888967621161766
ACH-000243,0.07455980777806949
ACH-000244,0.10999334326561913
ACH-000246,0.06569981422134205
ACH-000248,0.08452949231269889
ACH-000250,-0.05910553800251206
ACH-000251,-0.05648197514354177
ACH-000252,-0.21657048437330567
ACH-000253,-0.07672293082813544
ACH-000255,0.054414564572005344
ACH-000256,-0.06334485628874352
ACH-000257,-0.14638419042584172
ACH-000258,-0.20406458988039164
ACH-000259,-0.08886203798729612
ACH-000260,0.0029871922006853165
ACH-000261,-0.02328145307570057
ACH-000262,0.14839572994735112
ACH-000263,-0.4292857361225175
ACH-000264,-0.01728225116233285
ACH-000265,0.030284867394001925
ACH-000266,-0.09722100525734573
ACH-000272,-0.13538882390715912
ACH-000274,-0.09097214411220547
ACH-000277,0.034786806278001174
ACH-000278,-0.12926647791874502
ACH-000279,0.056670166724853685
ACH-000280,0.04348147498597095
ACH-000281,-0.08733654552875267
ACH-000288,-0.009533301411851077
ACH-000291,0.06041627548411014
ACH-000293,0.012939145089475057
ACH-000294,-0.01856895933005472
ACH-000295,0.027099948362587518
ACH-000296,-0.039813400389714856
ACH-000302,0.037686864985723316
ACH-000304,-0.1417344744311443
ACH-000307,0.02373632100148218
