,JAKMIP2 (9832)
ACH-000004,0.03697698415320984
ACH-000005,0.041807330243823285
ACH-000007,-0.07379831224019708
ACH-000009,0.09581065129738812
ACH-000011,-0.047575287121041705
ACH-000012,0.04827512105790313
ACH-000013,0.10388667345984297
ACH-000014,-0.16844393012708947
ACH-000015,-0.06343109037085329
ACH-000017,0.12710169295750004
ACH-000018,-0.1354975855446833
ACH-000019,0.02182844779020501
ACH-000021,0.0805420029142769
ACH-000022,0.13927732610734758
ACH-000025,0.16517278594902385
ACH-000028,0.019856521454706462
ACH-000030,0.055178247291757104
ACH-000035,-0.026956364312756064
ACH-000036,0.06094023534990976
ACH-000037,-0.2173233826918414
ACH-000039,0.09676935621152326
ACH-000040,0.049899288479825804
ACH-000041,0.08239229386247797
ACH-000042,-0.021396802664138403
ACH-000045,-0.03865977190784965
ACH-000047,0.015445453547118682
ACH-000052,-0.021715012231573082
ACH-000053,0.014474004739117663
ACH-000054,0.15737047017165542
ACH-000055,0.08371544274164673
ACH-000060,-0.02560089843815502
ACH-000067,0.05883054715908821
ACH-000070,0.02209154732903275
ACH-000075,0.15947628329092425
ACH-000078,-0.03713401753778234
ACH-000082,0.08461818230499292
ACH-000085,-0.027762788166190388
ACH-000086,0.037275665491712316
ACH-000087,-0.056513258289602665
ACH-000092,0.08065344301027991
ACH-000095,0.042026027156835136
ACH-000097,0.0437143538300437
ACH-000098,0.06237097674702952
ACH-000099,0.025517136334019305
ACH-000108,0.04937182281206473
ACH-000113,0.020402076022534982
ACH-000116,0.12938891521857473
ACH-000118,0.03740611191535776
ACH-000120,0.09362431484959664
ACH-000123,0.06990999661461912
ACH-000127,0.008832129557821299
ACH-000128,0.12327116636089895
ACH-000132,0.060580626131734025
ACH-000133,0.04487531278178571
ACH-000137,0.00039777063148136035
ACH-000138,-0.02046035469499635
ACH-000142,0.07042613452465735
ACH-000143,-0.13454119557245384
ACH-000146,0.040127460847830976
ACH-000148,0.05263663248523116
ACH-000150,-0.11382647290678875
ACH-000152,-0.06336651639863046
ACH-000153,0.13351154923049036
ACH-000159,-0.011337490650177787
ACH-000160,-0.004284995023554557
ACH-000163,-0.08793357079233037
ACH-000167,0.0756654011548441
ACH-000168,-0.018056470727169885
ACH-000169,0.013474041066112668
ACH-000178,-0.05735331597825743
ACH-000183,-0.02022650640193524
ACH-000188,0.07199724657688779
ACH-000189,-0.14969162013384926
ACH-000190,0.05384218983399381
ACH-000198,-0.1026979164195024
ACH-000203,0.09787458422429897
ACH-000204,0.08943005388958915
ACH-000206,0.04715626769214186
ACH-000207,0.060604630175572376
ACH-000208,-0.13334355867273073
ACH-000210,-0.017573764907944014
ACH-000211,-0.05515177988286033
ACH-000215,-0.026001971555186583
ACH-000221,0.1424137278305416
ACH-000222,0.06596061330256517
ACH-000223,-0.009317712087944694
ACH-000226,0.04647051408060069
ACH-000227,0.14212048000354416
ACH-000228,0.0311163360610696
ACH-000231,-0.002664685498492502
ACH-000232,-0.1168839584353244
ACH-000233,-0.05439400795376656
ACH-000234,0.030794537946924338
ACH-000235,-0.012619434430994224
ACH-000237,0.051171765439628585
ACH-000238,0.058782989808933914
ACH-000242,-0.2777871152181957
ACH-000243,0.04502808167888543
ACH-000244,0.12980348921998666
ACH-000246,0.11701758395089334
ACH-000248,0.018546496788205302
ACH-000250,-0.02521346092452585
ACH-000251,-0.2273479685433422
ACH-000252,-0.017788336769444673
ACH-000253,0.04372291442142436
ACH-000255,0.022278441762299057
ACH-000256,0.11297809386883705
ACH-000257,0.020208746559129173
ACH-000258,0.061780647526876474
ACH-000259,0.04485833695267481
ACH-000260,-0.04967644820301314
ACH-000261,0.034593109370254164
ACH-000262,0.021424588364649232
ACH-000263,0.10996901946726018
ACH-000264,-0.07117591204037255
ACH-000265,-0.020939404454677516
ACH-000266,0.017537926177066933
ACH-000272,0.01892635895659674
ACH-000274,0.12120688150500356
ACH-000277,0.024571858284186614
ACH-000278,0.049574572404166926
ACH-000279,-0.040827303346095065
ACH-000280,0.013547907097439523
ACH-000281,-0.045290425251212615
ACH-000288,0.04294182283324812
ACH-000291,0.0108090015852561
ACH-000293,0.006309578046056971
ACH-000294,0.13624627165402028
ACH-000295,0.18595325394750492
ACH-000296,-0.029457600388548694
ACH-000302,0.08345847397336292
ACH-000304,0.2791875588718888
ACH-000307,-0.0915500460300694
ACH-000308,0.015805950162367882
ACH-000310,0.029100183281926567
ACH-000311,0.05081141139641774
ACH-000312,0.07181173398599379
ACH-000315,0.13338935519630907
ACH-000316,0.09009412385943076
ACH-000317,-0.0010833829639988334
ACH-000318,0.013191306998968984
