,CXCL17 (284340)
ACH-000004,-0.015035110697600712
ACH-000005,-0.33507899506535443
ACH-000007,-0.014580374811712213
ACH-000009,-0.05404066878876078
ACH-000011,-0.1249712344604923
ACH-000012,-0.04659924620216999
ACH-000013,-0.08539259949179227
ACH-000014,0.010966314774434056
ACH-000015,-0.10219779968082676
ACH-000017,-0.002352720623029767
ACH-000018,-0.14055338759936764
ACH-000019,-0.12177013687156395
ACH-000021,-0.12921763026316546
ACH-000022,-0.13041275182222245
ACH-000025,-0.05696452592085983
ACH-000028,-0.0788689530716394
ACH-000030,-0.12075788723946795
ACH-000035,0.00784718527904029
ACH-000036,-0.03987612240648628
ACH-000037,-0.0805373389513178
ACH-000039,-0.3553761305881528
ACH-000040,-0.03090185106787006
ACH-000041,-0.126160599618122
ACH-000042,-0.08815194533845494
ACH-000045,-0.2321487865838771
ACH-000047,-0.05434117338813617
ACH-000052,-0.14940882967223146
ACH-000053,-0.16987959812206646
ACH-000054,0.025173629628339696
ACH-000055,0.304218927482161
ACH-000060,0.14238283149572514
ACH-000067,-0.1639769372050575
ACH-000070,0.06390570943832345
ACH-000075,-0.12017376926843157
ACH-000078,-0.1827968348194769
ACH-000082,-0.1320399752852241
ACH-000085,-0.11301736184220093
ACH-000086,-0.04304453849924757
ACH-000087,-0.27823775372562803
ACH-000092,-0.04606819136549131
ACH-000095,-0.13529397665241893
ACH-000097,-0.17433308696396027
ACH-000098,-0.12849112555324668
ACH-000099,-0.1058338219036608
ACH-000108,-0.04930904349165564
ACH-000113,0.011212562284488218
ACH-000116,-0.020722984681257262
ACH-000118,-0.15576285058355785
ACH-000120,-0.005383104471328638
ACH-000123,-0.23573376193389364
ACH-000127,-0.19208683945028554
ACH-000128,0.08328705173802636
ACH-000132,-0.029539661172403944
ACH-000133,-0.13652160300008248
ACH-000137,-0.4341473365640156
ACH-000138,0.03974681167106455
ACH-000142,-0.23083349959967456
ACH-000143,-0.033230775044511836
ACH-000146,-0.25264883835507945
ACH-000148,0.07140123662306895
ACH-000150,0.023104258480979568
ACH-000152,-0.03193594026764221
ACH-000153,-0.04974285594874076
ACH-000159,-0.08105784378347126
ACH-000160,-0.08409920643485927
ACH-000163,-0.10764948787956607
ACH-000167,0.04363720941021188
ACH-000168,-0.17819488287937132
ACH-000169,-0.2585917208392531
ACH-000178,-0.05100810694309416
ACH-000183,-0.04761997213719765
ACH-000188,-0.057329468326582186
ACH-000189,-0.24298736595789924
ACH-000190,-0.03633814260384542
ACH-000198,-0.020421512021684837
ACH-000203,-0.011299699552723188
ACH-000204,0.004606874721025587
ACH-000206,-0.15428648781343055
ACH-000207,-0.034394233603455684
ACH-000208,0.3483007746260406
ACH-000210,-0.11691762420569005
ACH-000211,-0.036929792436377895
ACH-000215,-0.0122762618859256
ACH-000221,-0.21314492048105768
ACH-000222,-0.1272814051278408
ACH-000223,-0.04235117801158146
ACH-000226,-0.044347294569323126
ACH-000227,0.0018171614642793995
ACH-000228,-0.012540525387403963
ACH-000231,0.02231928151220135
ACH-000232,-0.025952898519480457
ACH-000233,-0.03779008828545458
ACH-000234,-0.10588497472246243
ACH-000235,-0.1202598176613981
ACH-000237,-0.12119654708185365
ACH-000238,0.01297972670827245
ACH-000242,0.07449217507171753
ACH-000243,0.05056816776018589
ACH-000244,0.0638354748025804
ACH-000246,-0.07335894482385906
ACH-000248,-0.0029682016045249303
ACH-000250,-0.14705727485565892
ACH-000251,-0.0828622793493206
ACH-000252,-0.13161878160994775
ACH-000253,-0.22301448012838945
ACH-000255,-0.24245190740937786
ACH-000256,-0.04680412677976911
ACH-000257,0.04941738979680226
ACH-000258,-0.0848947047364961
ACH-000259,-0.0865995403336199
ACH-000260,-0.18255424642345744
ACH-000261,-0.12961255557377774
ACH-000262,-0.13457609933886114
ACH-000263,0.3410530117642355
ACH-000264,-0.02154452960936865
ACH-000265,0.08297016691221917
ACH-000266,-0.0345001130590086
ACH-000272,-0.07297210777134394
ACH-000274,-0.04786722157692739
ACH-000277,-0.09027677293477553
ACH-000278,-0.026442331808863826
ACH-000279,0.116620748694999
ACH-000280,-0.18145372215157524
ACH-000281,0.10144113707506283
ACH-000288,0.10944291547944016
ACH-000291,-0.18772165687581333
ACH-000293,-0.016614672775851026
ACH-000294,-0.044972778299286906
ACH-000295,0.028187309982026114
ACH-000296,-0.1273622862240214
ACH-000302,-0.12574150442594614
ACH-000304,0.0470774595657544
ACH-000307,-0.028401566835328806
ACH-000308,-0.19248620368945
ACH-000310,-0.03945036718058837
ACH-000311,-0.02521581191949003
ACH-000312,-0.07964523895675009
ACH-000315,-0.19740707114201225
ACH-000316,3.869968414630487e-05
ACH-000317,0.2602922942901575
ACH-000318,-0.06490648293802896
ACH-000319,-0.18685671555131064
ACH-000320,0.2091319552379988
ACH-000322,0.07504434151788507
ACH-000323,-0.06722302261554315
ACH-000324,-0.08539774590395248
ACH-000329,-0.20398477372290288
ACH-000330,-0.17563010907345253
ACH-000331,0.007602664878629353
ACH-000332,-0.04262335329362293
ACH-000334,-0.2884846383946637
ACH-000335,-0.07347202619810375
ACH-000336,0.06865718381561803
ACH-000337,-0.08697623701844992
ACH-000338,0.38314012443027
ACH-000339,-0.1759527248118295
ACH-000341,0.050802502459604264
ACH-000348,-0.07092645054807598
ACH-000350,0.044963959313024375
ACH-000352,-0.01601069153606074
ACH-000356,-0.10158296301506234
ACH-000361,0.11623410706189605
ACH-000362,-0.11546717225098935
ACH-000363,-0.06103247234500597
ACH-000364,-0.05320378566686968
ACH-000365,-0.048214571959769116
ACH-000366,-0.21092977022377676
ACH-000368,-0.09263697279059126
ACH-000374,0.050887919467616574
ACH-000375,0.01895495519775977
ACH-000376,-0.0605310899507284
ACH-000381,0.05694484822588593
ACH-000383,-0.16170566587550195
ACH-000387,-0.06729156736222909
ACH-000389,-0.12574863641658093
ACH-000390,-0.0637569584916201
ACH-000393,-0.0875055903886377
ACH-000395,-0.17409785708134098
ACH-000396,0.1920531885720249
ACH-000397,-0.16643574130526964
ACH-000401,-0.04841403332962227
ACH-000402,-0.20885093875806085
ACH-000403,-0.1233630085262718
ACH-000404,-0.08882745058456715
ACH-000406,0.033545390129588445
ACH-000407,-0.1538822482350614
ACH-000408,0.04295597834717749
ACH-000410,-0.00023122972647096783
ACH-000411,-0.13522169622443952
ACH-000414,-0.06823813290395303
ACH-000415,-0.109237125686625
ACH-000416,0.023061719076027932
ACH-000420,-0.025905195595144464
ACH-000421,-0.11398520278122508
ACH-000424,0.11541935445824425
ACH-000425,-0.046115953116337836
ACH-000426,-0.2729465686504584
ACH-000427,-0.030197046039231668
ACH-000433,-0.19091842552578706
ACH-000435,-0.012163648977561912
ACH-000436,-0.182515054352308
ACH-000444,-0.013478262059998351
ACH-000445,-0.018955484445161343
ACH-000448,-0.10746841942918013
ACH-000450,-0.035797990599830534
ACH-000452,-0.018215147712255443
ACH-000454,0.058756344276678814
ACH-000458,-0.23840084689982224
ACH-000459,-0.17609032941431038
ACH-000460,-0.04376005585380099
ACH-000461,0.05308736776348577
ACH-000463,-0.11051181489681
ACH-000464,0.08570576526992943
ACH-000466,-0.2750000573284869
ACH-000467,-0.10621218231598377
ACH-000468,-0.18285282040975076
ACH-000469,-0.17574925784946072
ACH-000470,-0.07412337716561591
ACH-000471,-0.08547297086566942
ACH-000472,-0.0941355727807121
ACH-000473,-0.01800822960522358
ACH-000475,-0.026329771494886176
ACH-000476,-0.12069860185878513
ACH-000477,-0.11861379799340672
ACH-000479,-0.029500776064221638
ACH-000480,-0.08868299414212674
ACH-000481,-0.2133616428106144
ACH-000483,0.08830990216590084
ACH-000484,-0.37000464501952735
ACH-000485,0.047922461794585904
ACH-000486,-0.2565137709716977
ACH-000487,-0.08092074592807119
ACH-000488,-0.014274052232112804
ACH-000490,-0.14995946787895262
ACH-000491,0.04977437506853477
ACH-000495,0.04795212179417586
ACH-000496,-0.03315343263536995
ACH-000499,-0.3673525735909366
ACH-000500,-0.22206450299312727
ACH-000502,0.01211860024192663
ACH-000503,-0.0326878790301443
ACH-000505,-0.13175837800455162
ACH-000507,0.042033811420198526
ACH-000510,-0.3638774178089013
ACH-000511,-0.010982397970223635
ACH-000512,-0.3794458973325421
ACH-000516,-0.031612140355644545
ACH-000517,-0.2688732660461931
ACH-000518,0.13350349401126313
ACH-000520,-0.05473114780659848
ACH-000521,0.1548167237427769
ACH-000522,-0.05621286822565357
ACH-000524,-0.14175390273446087
ACH-000527,-0.11708011511438265
ACH-000528,0.06244587782384922
ACH-000537,0.019487538676280104
ACH-000541,-0.4869870468115605
ACH-000542,-0.1828163989910768
ACH-000544,0.02597192427661067
ACH-000545,0.17082234099843632
ACH-000547,0.05579464457483998
ACH-000548,-0.21876253036347248
ACH-000549,0.04850482352072779
ACH-000550,0.05229075034772511
ACH-000552,-0.1240697619304547
ACH-000556,-0.13203343087219313
ACH-000557,-0.2679355861295734
ACH-000569,-0.1467436306536333
ACH-000570,0.001374928098681716
ACH-000571,-0.18466032217429126
ACH-000573,-0.004090883700617568
ACH-000576,-0.07568865242756939
ACH-000579,0.1265607017301132
ACH-000580,-0.1084862392332041
ACH-000584,-0.07502119902679652
ACH-000585,-0.1809212935302129
ACH-000588,-0.2285084527643411
ACH-000589,-0.024335075508748548
ACH-000591,-0.08117318464540076
ACH-000593,-0.09553758003387336
ACH-000600,-0.061340999373730526
ACH-000601,-0.12062491773277105
ACH-000605,-0.11276110944657634
ACH-000606,-0.12166580196777825
ACH-000608,-0.1396075929668714
ACH-000614,-0.05823155911172781
ACH-000616,-0.246563611768076
ACH-000618,-0.2011855189760324
ACH-000619,0.17518191967136354
ACH-000620,-0.1805084950452843
ACH-000621,-0.10265324766096083
ACH-000622,-0.04658958754489469
ACH-000623,-0.04268332343242238
ACH-000624,-0.15091283386505555
ACH-000627,-0.1292434091747513
ACH-000630,-0.09151114698596903
ACH-000631,-0.6983544340358446
ACH-000632,-0.002628171050078596
ACH-000633,-0.0159786792914367
ACH-000637,-0.1708502761755886
