,YWHAH (7533)
ACH-000004,-0.3023154943445413
ACH-000005,-0.15555575757407494
ACH-000007,-0.3607483879256582
ACH-000009,-0.04372347704059254
ACH-000011,-0.13787471724397626
ACH-000012,-0.13919785393479478
ACH-000013,-0.07177002825648159
ACH-000014,-0.3587103508926851
ACH-000015,-0.18770352086378797
ACH-000017,-0.08639808123318274
ACH-000018,0.016005762507024613
ACH-000019,-0.06192769033420365
ACH-000021,-0.0608635015819497
ACH-000022,-0.06953857126524307
ACH-000025,-0.1829403872000422
ACH-000028,-0.12054047121263005
ACH-000030,-0.1084697980746255
ACH-000035,-0.009584022008019574
ACH-000036,-0.2260659251564853
ACH-000037,-0.16823977480269514
ACH-000039,-0.081053063648404
ACH-000040,-0.1504632797012647
ACH-000041,-0.16467497859166638
ACH-000042,-0.09612951355889926
ACH-000045,-0.31367975037553986
ACH-000047,-0.09601104971559574
ACH-000052,0.1882754431417944
ACH-000053,-0.13604160139991536
ACH-000054,-0.13302102216091746
ACH-000055,0.1936510309702662
ACH-000060,-0.2312274065296508
ACH-000067,0.034020576870118474
ACH-000070,-0.2335429760563052
ACH-000075,-0.02656494190054035
ACH-000078,-0.041104103438631724
ACH-000082,-0.04157342079214005
ACH-000085,-0.1268039471501239
ACH-000086,0.09934833078173844
ACH-000087,0.03914910638274074
ACH-000092,-0.09016313366889273
ACH-000095,-0.1704475159507152
ACH-000097,-0.15493242817608185
ACH-000098,-0.08411796472402128
ACH-000099,-0.07516961625037655
ACH-000108,0.003108592500836946
ACH-000113,-0.12196738913882695
ACH-000116,-0.016391021773114203
ACH-000118,-0.21012095976205866
ACH-000120,-0.06416764482822013
ACH-000123,-0.003086229963126867
ACH-000127,-0.12044098298678654
ACH-000128,0.01900892344285932
ACH-000132,-0.19042755256844093
ACH-000133,-0.20968892458661093
ACH-000137,-0.36717687618128864
ACH-000138,0.0823861204558665
ACH-000142,0.0759858761891826
ACH-000143,-0.1187099734382332
ACH-000146,-0.2094796135234374
ACH-000148,-0.061458428806630036
ACH-000150,-0.05706895915181717
ACH-000152,-0.0758356770467214
ACH-000153,-0.22892224737989855
ACH-000159,-0.05156461703268301
ACH-000160,-0.10451865737820304
ACH-000163,-0.3264877609808998
ACH-000167,-0.251648936181183
ACH-000168,-0.35909214091309416
ACH-000169,-0.036559442002548535
ACH-000178,-0.007035058800877582
ACH-000183,-0.2108765105248792
ACH-000188,0.052575376041989225
ACH-000189,-0.14911662680395982
ACH-000190,-0.05495444586435119
ACH-000198,0.030450292775004738
ACH-000203,-0.5571151869763588
ACH-000204,-0.15356853312420934
ACH-000206,-0.1971907321036501
ACH-000207,-0.1393727249886231
ACH-000208,-0.3889083174798168
ACH-000210,0.04940773201957031
ACH-000211,-0.08384248329131942
ACH-000215,-0.11500716129665835
ACH-000221,-0.056369286753038976
ACH-000222,-0.21610830006621293
ACH-000223,-0.1033230451352381
ACH-000226,-0.3369383277485063
ACH-000227,-0.14344270442104642
ACH-000228,-0.024742784741013747
ACH-000231,-0.12895688852137882
ACH-000232,-0.16566040056292575
ACH-000233,-0.04687502100767725
ACH-000234,-0.07002329060856231
ACH-000235,-0.060848691750963024
ACH-000237,-0.1212500549105944
ACH-000238,-0.052341854208200485
ACH-000242,-0.289152574002201
ACH-000243,-0.2012884096302936
ACH-000244,0.014528164268619437
ACH-000246,-0.1719474655560653
ACH-000248,-0.0716062882541104
ACH-000250,-0.03458493248541298
ACH-000251,0.044906608287890185
ACH-000252,-0.08166592770300503
ACH-000253,-0.04196820530447394
ACH-000255,-0.1412235099467462
ACH-000256,0.1032898632605589
ACH-000257,-0.009553317148833422
ACH-000258,-0.3032287002448866
ACH-000259,0.015986269802509903
ACH-000260,-0.04962192966950562
ACH-000261,-0.021437893800711056
ACH-000262,-0.07438557851391031
ACH-000263,-0.09191999101695528
ACH-000264,-0.1153272089605876
ACH-000265,-0.14749091638459724
ACH-000266,-0.015200378449591581
ACH-000272,-0.20757088864552892
ACH-000274,-0.08937011085775383
ACH-000277,-0.17019454974015052
ACH-000278,-0.10124316924812952
ACH-000279,-0.13489728579387372
ACH-000280,-0.05957959417999674
ACH-000281,-0.033741246371009316
ACH-000288,-0.13037098420635912
ACH-000291,-0.19867713421931735
ACH-000293,-0.2139035981928762
ACH-000294,-0.1279686310577382
ACH-000295,-0.15153368471891318
ACH-000296,-0.1124344283280839
ACH-000302,-0.16799644269160166
ACH-000304,-0.34387455924289595
ACH-000307,-0.02780696563862748
ACH-000308,-0.09139590437791266
ACH-000310,-0.04554807741613591
ACH-000311,-0.12299262698803742
ACH-000312,-0.052459636642612266
ACH-000315,-0.2584314069862406
ACH-000316,0.11792463897694125
ACH-000317,0.0710436212840446
ACH-000318,0.025741726539306856
ACH-000319,-0.09396876366021407
ACH-000320,-0.16151239637645146
ACH-000322,-0.1363984403940564
ACH-000323,-0.230627990618772
ACH-000324,-0.1994890261077444
ACH-000329,0.09630613411412878
ACH-000330,-0.03643733538575873
ACH-000331,-0.0334292755402385
ACH-000332,-0.13403696905169366
ACH-000334,-0.2244774020305121
ACH-000335,-0.10245472900476496
ACH-000336,-0.01823756455567356
ACH-000337,-0.3074706740666932
ACH-000338,-0.25481437585633565
ACH-000339,-0.03439572090479212
ACH-000341,0.011700672881505598
ACH-000348,-0.043724975714247015
ACH-000350,-0.03544853194128979
ACH-000352,-0.03620761573181451
ACH-000356,-0.07936713437534362
ACH-000361,-0.3651302283823453
ACH-000362,-0.05092666476058956
ACH-000363,-0.024638973427336532
ACH-000364,-0.007637577932446404
ACH-000365,-0.15398309621261785
ACH-000366,-0.16356081026718755
ACH-000368,-0.11737444535349005
ACH-000374,-0.026377859548528032
ACH-000375,-0.1212652021481196
ACH-000376,-0.04434183367099392
ACH-000381,-0.04626351742818029
ACH-000383,-0.11724613822119224
ACH-000387,0.05425718295950687
ACH-000389,-0.1257498993821692
ACH-000390,-0.14988090772104687
ACH-000393,-0.2501104751697393
ACH-000395,-0.17897289731446064
ACH-000396,-0.2917248843359108
ACH-000397,-0.15332353278864047
ACH-000401,-0.043168944150951884
ACH-000402,-0.289326442360802
ACH-000403,-0.043887878057240565
ACH-000404,-0.16911092269232927
ACH-000406,-0.09852596362496743
ACH-000407,-0.036637520792077084
ACH-000408,-0.122078886307755
ACH-000410,-0.06449270212623273
ACH-000411,-0.01100202336568153
ACH-000414,-0.12119260502193753
ACH-000415,-0.04365270916113821
ACH-000416,-0.1092707155911379
ACH-000420,-0.026933522618239884
ACH-000421,-0.04291918522475305
ACH-000424,-0.1636439771770798
ACH-000425,-0.22599172211003485
ACH-000426,-0.10870688377784472
ACH-000427,-0.20297505514605568
ACH-000433,-0.18012940456876125
ACH-000435,0.032456111270183594
ACH-000436,-0.0730590838546594
ACH-000444,-0.05933548528496538
ACH-000445,0.10924692669372403
