,DYTN (391475)
ACH-000004,-0.013290420309873305
ACH-000005,0.2641116937641539
ACH-000007,-0.0034309713571436173
ACH-000009,-0.04516564636796932
ACH-000011,0.02762963483245669
ACH-000012,0.05507645167995253
ACH-000013,0.019878159214221938
ACH-000014,0.05177118449402898
ACH-000015,0.06916423724872055
ACH-000017,0.05067462706233252
ACH-000018,0.11066148944863444
ACH-000019,0.15518237738971347
ACH-000021,0.04077166106055343
ACH-000022,-0.006797250623372767
ACH-000025,0.12045591110616967
ACH-000028,0.06567343675922499
ACH-000030,0.09730538520326444
ACH-000035,0.2644828631221381
ACH-000036,-0.08677582938461642
ACH-000037,-0.013010621688213035
ACH-000039,0.15117471418289766
ACH-000040,0.10095870811180252
ACH-000041,0.0812657646140448
ACH-000042,0.035116282980539315
ACH-000045,0.16022392643794195
ACH-000047,0.01927236439486875
ACH-000052,0.1902593644431523
ACH-000053,0.10984587049680727
ACH-000054,0.0542129925103632
ACH-000055,0.3566713870970216
ACH-000060,0.11317969556235248
ACH-000067,0.06270062238474887
ACH-000070,0.02150559312069551
ACH-000075,0.12103045441294838
ACH-000078,0.2174245507529589
ACH-000082,0.061589979592362475
ACH-000085,0.09416030110033556
ACH-000086,0.07969989638773133
ACH-000087,0.2027263675061384
ACH-000092,-0.03723320605862397
ACH-000095,0.11178504413028066
ACH-000097,0.06545331552927364
ACH-000098,-0.023753330472470004
ACH-000099,0.05341821820947545
ACH-000108,0.07099466467546127
ACH-000113,0.015137628673696722
ACH-000116,0.06574073171981076
ACH-000118,0.0015769705756472495
ACH-000120,0.058883633391629886
ACH-000123,0.18300773690366326
ACH-000127,0.012797353018349842
ACH-000128,0.10462611812567436
ACH-000132,-0.005263379885696053
ACH-000133,-0.047723301167146986
ACH-000137,0.0054013813478454705
ACH-000138,0.06904140574574633
ACH-000142,0.058963626658312014
ACH-000143,0.0003311925091201062
ACH-000146,0.11023952819208983
ACH-000148,0.12134244518047076
ACH-000150,0.07497673284259804
ACH-000152,-0.029833626345109693
ACH-000153,0.1441589996259549
ACH-000159,0.09306040311412714
ACH-000160,0.003436455741909325
ACH-000163,0.187750776787427
ACH-000167,-0.3215019202347441
ACH-000168,-0.011037564310279205
ACH-000169,0.052795516013858894
ACH-000178,-0.03179839305161921
ACH-000183,0.13444213939637767
ACH-000188,0.14835475127051073
ACH-000189,0.21700262546693425
ACH-000190,0.15262584119645065
ACH-000198,0.022959980615948825
ACH-000203,0.3186266672960729
ACH-000204,-0.13357548287660906
ACH-000206,-0.01300844419068967
ACH-000207,0.1362459333549001
ACH-000208,0.09788754383234878
ACH-000210,0.034112393196940524
ACH-000211,0.05436912922938435
ACH-000215,0.05035043219303998
ACH-000221,0.15687175140302256
ACH-000222,0.21097401738137614
ACH-000223,0.06857986301765626
ACH-000226,0.04264467845375616
ACH-000227,0.04198259857242071
ACH-000228,0.1747994929624253
ACH-000231,0.061720309307065985
ACH-000232,0.06902559157801476
ACH-000233,0.07481372261125299
ACH-000234,-0.0037946223237993993
ACH-000235,0.06684364380457615
ACH-000237,-0.0065992779699118
ACH-000238,-0.03251217717809751
ACH-000242,0.3377406679967878
ACH-000243,0.04711675075086154
ACH-000244,-0.08728007287392356
ACH-000246,0.055161633888572925
ACH-000248,0.22250511794995892
ACH-000250,0.004010443764379715
ACH-000251,0.07598422833814902
ACH-000252,0.026724562607182725
ACH-000253,0.04859479284808517
ACH-000255,0.08784267761379
ACH-000256,0.16797441170609131
ACH-000257,0.07804948942288369
ACH-000258,0.0863862504035205
ACH-000259,0.038345220869996165
ACH-000260,0.09193348375361253
ACH-000261,0.09014322685024333
ACH-000262,0.2127171915226712
ACH-000263,0.07390323360306413
ACH-000264,0.09660500172847164
ACH-000265,0.012115434752828207
ACH-000266,0.058082197825065164
ACH-000272,0.03628114459673865
ACH-000274,-0.057063773628938434
ACH-000277,-0.018873370866055426
ACH-000278,0.022448209378282805
ACH-000279,0.11078404760639876
ACH-000280,0.06538196526306661
ACH-000281,0.1961865699695202
ACH-000288,-0.011987039507578671
ACH-000291,0.05952278325478366
ACH-000293,0.07947177948296162
ACH-000294,0.09266656542552866
ACH-000295,0.13004619228132513
ACH-000296,0.13248226864702645
ACH-000302,0.04360917721211268
ACH-000304,-0.02091204333245943
ACH-000307,0.020455762308779254
ACH-000308,0.08997785430086105
ACH-000310,0.051030832968829834
ACH-000311,0.0846372280247976
ACH-000312,0.15848972486347496
ACH-000315,0.0020994928711990557
ACH-000316,0.0972262009876751
ACH-000317,0.06874899204338117
ACH-000318,0.042866891075586486
ACH-000319,-0.011420529849054535
ACH-000320,0.04498878086993361
ACH-000322,0.1034442240953262
ACH-000323,0.0745516796840994
ACH-000324,0.013248622006276555
ACH-000329,0.0193830782963161
ACH-000330,0.21903927471927728
ACH-000331,-0.11643896128711825
ACH-000332,0.010475409770257163
ACH-000334,0.0274901510164965
ACH-000335,0.026677860861799296
ACH-000336,0.08754518347849845
ACH-000337,0.07145609084582083
ACH-000338,0.37540740841890746
ACH-000339,0.05509385157965788
ACH-000341,0.17510451036123287
ACH-000348,0.09131307696018598
