,RALGPS1 (9649)
ACH-000004,-0.20560846389220006
ACH-000005,-0.2990500801075924
ACH-000007,-0.5557776606739139
ACH-000009,-0.4360314819585637
ACH-000011,-0.17177821287740822
ACH-000012,-0.23606263192722066
ACH-000013,-0.3489963336844109
ACH-000014,-0.1281252078595926
ACH-000015,-0.35360326322564944
ACH-000017,-0.13214856306050796
ACH-000018,-0.23369586702241654
ACH-000019,-0.15708460132288296
ACH-000021,-0.2828325821504269
ACH-000022,-0.22855230517302635
ACH-000025,-0.12168586034219755
ACH-000028,-0.2111402335425533
ACH-000030,-0.2639339787757908
ACH-000035,-0.04911899319926848
ACH-000036,-0.2536384885731
ACH-000037,-0.1634234783728893
ACH-000039,-0.2047554666103182
ACH-000040,-0.3030411515829471
ACH-000041,-0.2322127290628849
ACH-000042,-0.2672831226784132
ACH-000045,-0.2165560815125663
ACH-000047,-0.2931246071196816
ACH-000052,-0.16205478806652324
ACH-000053,-0.2200435925278703
ACH-000054,-0.1922770063416495
ACH-000055,-0.16333252972943393
ACH-000060,-0.17976209030021312
ACH-000067,-0.32310108184050085
ACH-000070,-0.19961589098113391
ACH-000075,-0.2471812606837683
ACH-000078,-0.2847855966124459
ACH-000082,-0.2463302365968607
ACH-000085,-0.10821286798100707
ACH-000086,-0.2959887376367309
ACH-000087,-0.1778427578236318
ACH-000092,-0.09461479431929552
ACH-000095,-0.217070902201404
ACH-000097,-0.2466128549714087
ACH-000098,-0.3855129865512359
ACH-000099,-0.3741617030936932
ACH-000108,-0.29089503187900506
ACH-000113,-0.203015612214349
ACH-000116,-0.3485336392608997
ACH-000118,-0.20752108785138595
ACH-000120,-0.2117131271528952
ACH-000123,-0.2730951777480877
ACH-000127,-0.20273278630811853
ACH-000128,-0.29671517658124025
ACH-000132,-0.21760506453156234
ACH-000133,-0.3779034649660776
ACH-000137,-0.2665436126537389
ACH-000138,-0.2268401261105711
ACH-000142,-0.08328083384741244
ACH-000143,-0.15816966430213802
ACH-000146,-0.3080918768579888
ACH-000148,-0.18907194685836745
ACH-000150,-0.2646095797376465
ACH-000152,-0.2531179573940687
ACH-000153,-0.23424100059774544
ACH-000159,-0.21679215553762585
ACH-000160,-0.19780662318893066
ACH-000163,-0.2919111874372639
ACH-000167,-0.1944605509469553
ACH-000168,-0.2517112198406866
ACH-000169,-0.20518228738132505
ACH-000178,-0.2722963552831529
ACH-000183,-0.2191510743794484
ACH-000188,-0.3396764248834662
ACH-000189,-0.16056165448512394
ACH-000190,-0.11147262848825032
ACH-000198,-0.10711411047231444
ACH-000203,-0.2821781275767423
ACH-000204,-0.4360381855228393
ACH-000206,-0.1542282922093304
ACH-000207,-0.16910654913579035
ACH-000208,-0.29555849304075016
ACH-000210,-0.10359788487029843
ACH-000211,-0.32656465249155153
ACH-000215,-0.20736696879978336
ACH-000221,-0.2346556307940228
ACH-000222,-0.09736392667467493
ACH-000223,-0.15460964741972386
ACH-000226,-0.08230550557926655
ACH-000227,-0.25187473503314384
ACH-000228,-0.12171318078554692
ACH-000231,-0.24952756090768136
ACH-000232,-0.2787561711594886
ACH-000233,-0.3189825058632326
ACH-000234,-0.2636179352632021
ACH-000235,-0.2131056884666646
ACH-000237,-0.2472099526406249
ACH-000238,-0.14075180437250026
ACH-000242,-0.28468538466532
ACH-000243,-0.11048549684949087
ACH-000244,-0.3209178147773564
ACH-000246,-0.3206614948818562
ACH-000248,-0.3471725000516981
ACH-000250,-0.3552983427934222
ACH-000251,-0.3040428406597498
ACH-000252,-0.434179603363442
ACH-000253,-0.3589400519877353
ACH-000255,-0.2740367284496151
ACH-000256,-0.2602019300459608
ACH-000257,-0.1935832737356172
ACH-000258,-0.3953702675032189
ACH-000259,-0.25951737827115323
ACH-000260,-0.2544202369728757
ACH-000261,-0.22466600778701448
ACH-000262,-0.26455837275567035
ACH-000263,-0.2662658609194507
ACH-000264,-0.1942691855520812
ACH-000265,-0.2467913205917961
ACH-000266,-0.25018302553063204
ACH-000272,-0.28181046994737824
ACH-000274,-0.2755351284884738
ACH-000277,-0.24203157009178405
ACH-000278,-0.2440850491383913
ACH-000279,-0.22509653644708064
ACH-000280,-0.1740691822624011
ACH-000281,-0.11484124138665945
ACH-000288,-0.06998993131814124
ACH-000291,-0.435916810673431
ACH-000293,-0.19088297891215936
ACH-000294,-0.36706348706924347
ACH-000295,-0.2416956386228253
ACH-000296,-0.2526063169131914
ACH-000302,-0.2577444648670178
ACH-000304,-0.5425775965388273
ACH-000307,-0.1432718246696497
ACH-000308,-0.21155050951623908
ACH-000310,-0.4563154012221762
ACH-000311,-0.10432251687398336
ACH-000312,-0.2693479368768906
ACH-000315,-0.06475166075255273
ACH-000316,-0.19935747388135291
ACH-000317,-0.35875373571760066
ACH-000318,-0.2548069132125736
ACH-000319,-0.1495368075068365
ACH-000320,-0.2052472236186617
ACH-000322,-0.2949457916444073
ACH-000323,-0.2647742346507594
ACH-000324,-0.2879228777580149
ACH-000329,-0.216346003153222
ACH-000330,-0.2023046470274101
ACH-000331,-0.18567965816101115
ACH-000332,-0.2804310677441505
ACH-000334,-0.3197326387679286
ACH-000335,0.17398642218095428
ACH-000336,-0.2516320445555584
ACH-000337,-0.3499112303252835
ACH-000338,-0.7031242930014623
ACH-000339,-0.20559826418710034
ACH-000341,-0.33438868992721504
ACH-000348,-0.3085951507306105
ACH-000350,-0.23155483081936296
ACH-000352,-0.16079355078747068
ACH-000356,-0.21754426247633515
ACH-000361,-0.14333325858083862
ACH-000362,-0.2794014675487516
ACH-000363,-0.2150420912122934
ACH-000364,-0.3176492378975417
ACH-000365,-0.22186103326465198
ACH-000366,-0.257131661252894
ACH-000368,-0.06821494395640572
ACH-000374,-0.06745524930783323
ACH-000375,-0.2393105344166743
ACH-000376,-0.12320431356693565
ACH-000381,-0.2885325220230307
ACH-000383,-0.2293899338902845
ACH-000387,-0.17484608091347176
ACH-000389,-0.05171175365430117
