,CCNL1 (57018)
ACH-000004,-0.25145780148845825
ACH-000005,-0.571576246380177
ACH-000007,-0.5405887727366032
ACH-000009,-0.7680489580559948
ACH-000011,-0.7430042080976288
ACH-000012,-0.4884116734097263
ACH-000013,-0.1415355097782124
ACH-000014,-0.7056805206760323
ACH-000015,-0.3378606217948872
ACH-000017,-0.3061756025203197
ACH-000018,-0.3357954756415789
ACH-000019,-0.31439039392762225
ACH-000021,-0.3335124007958193
ACH-000022,-0.5963641982855742
ACH-000025,-0.7550965717333168
ACH-000028,-0.3194401585133571
ACH-000030,-0.6492785422631513
ACH-000035,-0.7244797801858309
ACH-000036,-0.26052030891526984
ACH-000037,-0.5271299325552536
ACH-000039,-0.6072895525895957
ACH-000040,-0.6906755540336437
ACH-000041,-0.20661267666357927
ACH-000042,-0.0989926318270362
ACH-000045,-0.4655311326749009
ACH-000047,-0.8221949493970195
ACH-000052,-0.5907804502139721
ACH-000053,-0.5813860181678983
ACH-000054,-0.5644684111680289
ACH-000055,-0.3558344149530949
ACH-000060,-0.39791608621048297
ACH-000067,-0.4403255349322302
ACH-000070,-0.6289097771653434
ACH-000075,-0.4739808093265314
ACH-000078,-0.7687942849229871
ACH-000082,-0.5576466211417379
ACH-000085,-0.3152252882103218
ACH-000086,-0.4023475941906233
ACH-000087,-0.6538193531994066
ACH-000092,-0.6719230458898973
ACH-000095,-0.4258759759673135
ACH-000097,-0.5399124448727275
ACH-000098,-0.3307094592058961
ACH-000099,-0.7959484711802437
ACH-000108,-0.4384114274353878
ACH-000113,-0.9669683762814058
ACH-000116,-0.3422026699815187
ACH-000118,-0.3935000412454312
ACH-000120,-0.803920320679927
ACH-000123,-0.4733214417862787
ACH-000127,-0.8497018101097479
ACH-000128,-0.35932306340413983
ACH-000132,-0.307791429436482
ACH-000133,-0.5815066377907145
ACH-000137,-0.6894698775084557
ACH-000138,-0.47487203638857295
ACH-000142,-0.3955978876726881
ACH-000143,-0.4312227805204685
ACH-000146,-0.11144117383007723
ACH-000148,-0.5128184604899801
ACH-000150,-0.22272023984540085
ACH-000152,-0.5266970721151549
ACH-000153,-0.6194982956723057
ACH-000159,-0.4372520151441617
ACH-000160,-0.4463100302420003
ACH-000163,-0.564130792012278
ACH-000167,-0.9509091396203062
ACH-000168,-0.41985720412549227
ACH-000169,-0.25236356521488457
ACH-000178,-0.3719357411811258
ACH-000183,-0.4033069794972195
ACH-000188,-0.4576113220424283
ACH-000189,-0.7086325728409
ACH-000190,-0.5487763784786813
ACH-000198,-0.34312112783132426
ACH-000203,-0.8671231093629398
ACH-000204,-0.5796618863549877
ACH-000206,-0.598013877205741
ACH-000207,-0.3303162832047305
ACH-000208,-0.5848633898817677
ACH-000210,-0.4547859788010207
ACH-000211,-0.999362003244063
ACH-000215,-0.47483591819518
ACH-000221,-0.3361928994771909
ACH-000222,-0.4251882840616941
ACH-000223,-0.3657429180836063
ACH-000226,-0.4937724925124858
ACH-000227,-0.9031816926374652
ACH-000228,-0.34909613726484545
ACH-000231,-0.38009514925195786
ACH-000232,-0.4566421232036392
ACH-000233,-0.6532939305735728
ACH-000234,-0.5339988992223799
ACH-000235,-0.4414701624983876
ACH-000237,-0.4751193924523832
ACH-000238,-0.6888203419058702
ACH-000242,-0.2803316070291953
ACH-000243,-0.8663672435528954
ACH-000244,-0.4908390493028537
ACH-000246,-0.5264320472873186
ACH-000248,-0.12880454547779127
ACH-000250,-0.4395513039247632
ACH-000251,-0.6613493249373186
ACH-000252,-0.5869638525127512
ACH-000253,-0.39743858306512375
ACH-000255,-0.5025295378548588
ACH-000256,-0.3957693983354693
ACH-000257,-0.34661750189930834
ACH-000258,-0.2694261874843321
ACH-000259,-0.34316503163596823
ACH-000260,-0.5208013359694563
ACH-000261,-0.7923935895526389
ACH-000262,-0.8209984403988873
ACH-000263,-0.5365843623724192
ACH-000264,-0.7234073204232716
ACH-000265,-0.34773914043239507
ACH-000266,-0.321537696298957
ACH-000272,-0.461457576606517
ACH-000274,-0.3471399670211678
ACH-000277,-0.5002539664280469
ACH-000278,-0.3195736168677565
ACH-000279,-0.3324159767274457
ACH-000280,0.015698580576580985
ACH-000281,-0.3733810576420824
ACH-000288,-0.3705404176593183
ACH-000291,-0.3142657816888796
ACH-000293,-0.3938940244312339
ACH-000294,-0.5607372678225017
ACH-000295,-0.5893654191366542
ACH-000296,-0.5037737002521998
ACH-000302,-0.5108358598666307
ACH-000304,-0.5559606185944541
ACH-000307,-0.14960718324745484
ACH-000308,-0.30442285165150945
ACH-000310,-0.6425587082860909
ACH-000311,-0.32061511541653914
ACH-000312,-0.5791603395483961
ACH-000315,-0.5495349742481241
ACH-000316,-0.32462467277751217
ACH-000317,-0.7296237750191773
ACH-000318,-0.6512608024419678
ACH-000319,-0.4059005875762208
ACH-000320,-0.4909276094664613
ACH-000322,-0.5504707315898913
ACH-000323,-0.3858460862518306
ACH-000324,-0.7592834481245468
ACH-000329,-0.4567943296552886
ACH-000330,-1.0326277595144735
ACH-000331,-0.7196322582285042
ACH-000332,-0.3575389228427072
ACH-000334,-0.4857689171233377
ACH-000335,-0.5304926408398016
ACH-000336,-0.4754771839921248
ACH-000337,-0.3528435296231993
ACH-000338,-0.5662959347913975
ACH-000339,-0.2988267355157326
ACH-000341,-0.4867056216301213
ACH-000348,-0.5273471424622129
ACH-000350,-0.22935684778523996
ACH-000352,-0.6118049560169423
ACH-000356,-0.5087980800089243
ACH-000361,-0.651755540499678
ACH-000362,-0.4765358560525514
ACH-000363,-0.8768714732970116
ACH-000364,-0.5335192452198807
ACH-000365,-0.7859180738698174
ACH-000366,-0.7027400506561265
ACH-000368,-0.3570414621203071
ACH-000374,-0.5265933130241678
ACH-000375,-0.3788770737304023
ACH-000376,-0.5245382333275294
ACH-000381,-0.748445603473584
ACH-000383,-0.7049239526412003
ACH-000387,-0.3273836549391265
ACH-000389,-0.1018177860720284
ACH-000390,-0.5579018612677099
ACH-000393,-0.6496466842894891
ACH-000395,-0.46369022638950497
ACH-000396,-0.6368495615532985
ACH-000397,-0.9917065878048484
ACH-000401,-0.4739844170707181
ACH-000402,-0.25995677891314506
ACH-000403,-0.5143567336225582
ACH-000404,-0.5489994039743517
ACH-000406,-0.3748969353556309
ACH-000407,-0.6184910884283975
ACH-000408,-0.8988363168035668
ACH-000410,-0.36737997060771294
ACH-000411,-0.7281905388009202
ACH-000414,-0.3772639492509777
ACH-000415,-0.28670016736530324
ACH-000416,-0.3968037729975082
ACH-000420,-0.4839496755089257
ACH-000421,-0.3170310683729713
ACH-000424,-0.685321925506185
ACH-000425,-0.7358845404369943
ACH-000426,-0.6683249430813335
ACH-000427,-0.5368570200610606
ACH-000433,-0.4103147172273807
ACH-000435,-0.4808119042407949
ACH-000436,-0.4307781453619324
ACH-000444,-0.8266065289154013
ACH-000445,-0.3096132008017887
ACH-000448,-0.5471439812535815
ACH-000450,-0.4862224320901669
ACH-000452,-0.43055340364967815
ACH-000454,-0.5131969239315779
ACH-000458,-0.15570805307189714
ACH-000459,-0.4366718301274472
ACH-000460,-0.7265090223808173
ACH-000461,-0.33562719590709245
ACH-000463,-0.7392899791966001
ACH-000464,-0.5993322266091983
ACH-000466,-0.2521669226025167
ACH-000467,-0.7722186392880602
ACH-000468,-0.6028468474863944
ACH-000469,-0.4333992542950693
ACH-000470,-0.4734882509972598
ACH-000471,-0.3850754704138529
ACH-000472,-0.5847394265069104
ACH-000473,-0.6006576164478625
ACH-000475,-0.3131816864547184
ACH-000476,-0.3521196515367357
ACH-000477,-0.5127744021629993
ACH-000479,-0.7516268744643266
ACH-000480,-0.17749229894399646
ACH-000481,-0.5907916912518864
ACH-000483,-0.21929577739094974
ACH-000484,-0.5248705509586212
ACH-000485,-0.422102009796685
ACH-000486,-0.09556188102378634
ACH-000487,-0.2942442755944728
ACH-000488,-0.40642527976576814
ACH-000490,-0.6546580674603394
ACH-000491,-0.5097101444825317
ACH-000495,-0.6841747477202529
ACH-000496,-0.5110201340944465
ACH-000499,-0.5929220683594039
ACH-000500,-0.35051622574288743
ACH-000502,-0.928601584534899
ACH-000503,-0.9179373352589938
ACH-000505,-0.4964633229950586
ACH-000507,-0.33176845550456546
ACH-000510,-0.4475386836819532
ACH-000511,-0.4111001052345804
ACH-000512,-0.8598077591516827
ACH-000516,-0.5341713609319801
ACH-000517,-0.5443160388684638
ACH-000518,-0.07520409853695505
ACH-000520,-0.7150410178651389
ACH-000521,-0.5771425433383572
ACH-000522,-0.41893043688341497
ACH-000524,-0.39414263627473217
ACH-000527,-0.3633946893851148
ACH-000528,-0.4342329887447373
ACH-000537,-0.2257259761093488
ACH-000541,-0.7688003000356137
ACH-000542,-0.5799919137362168
ACH-000544,-0.6381477886071277
ACH-000545,-0.41342102290447336
ACH-000547,-0.5383426491193773
ACH-000548,-0.6480298228637758
ACH-000549,-0.4114401305645283
ACH-000550,-0.28650889372555155
ACH-000552,-0.4309900222648767
ACH-000556,-0.4490678505471202
ACH-000557,-0.2866901586519754
ACH-000569,-0.7262399277649296
ACH-000570,-0.36496318149169504
ACH-000571,-0.6629776219560928
ACH-000573,-0.7148471713856787
ACH-000576,-0.2895491178731405
ACH-000579,-0.4953088880537897
ACH-000580,-0.7643633660509058
ACH-000584,-0.3950546468156284
ACH-000585,-0.6232508885936654
ACH-000588,-0.5119933427549492
ACH-000589,-0.6354858225547411
ACH-000591,-0.3142119650667052
ACH-000593,-0.5279946221369585
ACH-000600,-0.4530611557944716
ACH-000601,-0.6674767589093932
ACH-000605,-0.3691200517046619
ACH-000606,-0.2564721213327815
ACH-000608,-0.4206806355431769
ACH-000614,-0.3843461838155169
ACH-000616,-0.4598885170168777
ACH-000618,-0.193555878445108
ACH-000619,-0.7208501868758329
ACH-000620,-0.3395712681236598
ACH-000621,-0.4939045197436405
ACH-000622,-1.2983018343859971
ACH-000623,-0.5225219235594591
ACH-000624,-0.3872185118433895
ACH-000627,-0.4643196883675309
ACH-000630,-0.4498891529047229
ACH-000631,-0.15240462981527114
ACH-000632,-0.3338475646323881
ACH-000633,-0.308581016625763
ACH-000637,-0.5710697825023633
ACH-000638,-0.5565076430576754
ACH-000646,-0.6145058522488545
ACH-000647,-0.35412704309378634
ACH-000648,-0.8517487238479092
ACH-000649,-0.4197368536620332
ACH-000651,-0.31759718881306964
ACH-000652,-0.50942268878652
