,ITGAV (3685)
ACH-000004,0.17349432875315252
ACH-000005,0.17711789167137973
ACH-000007,-0.561722690629578
ACH-000009,-0.8115840458257686
ACH-000011,-0.9701248585863828
ACH-000012,-0.04843391551391176
ACH-000013,-0.18071788802596575
ACH-000014,-0.6824148656447915
ACH-000015,-0.5025677145501166
ACH-000017,-0.5816997069980214
ACH-000018,-0.8971978605455783
ACH-000019,-0.4495676540461692
ACH-000021,-0.5509079781882316
ACH-000022,-0.06464686637815785
ACH-000025,-0.8171711785406296
ACH-000028,-0.32900278030011204
ACH-000030,-0.08995276711091205
ACH-000035,-0.21733945318698294
ACH-000036,-1.0386470252282611
ACH-000037,0.2160377135251375
ACH-000039,-0.21423439240009226
ACH-000040,-0.4914180773998853
ACH-000041,0.1390053324336491
ACH-000042,0.22127381373103167
ACH-000045,-0.3030159133355139
ACH-000047,-0.3220916939290997
ACH-000052,-0.1837136552524645
ACH-000053,0.0725231463291766
ACH-000054,-0.8513396126136206
ACH-000055,-0.07137319433529989
ACH-000060,-0.6029355930060695
ACH-000067,-0.7193799780985067
ACH-000070,-0.2282381981397633
ACH-000075,-0.21915755316506166
ACH-000078,-0.26068180157743753
ACH-000082,-0.4653037870521882
ACH-000085,-0.1875679668588643
ACH-000086,-0.3661118493676024
ACH-000087,-0.10828465388197536
ACH-000092,-0.6365010656822906
ACH-000095,-0.10094211421431744
ACH-000097,-0.5057249943231256
ACH-000098,-0.8980960788664019
ACH-000099,-0.4194414335200862
ACH-000108,-0.5955204714212827
ACH-000113,-0.2990301743713252
ACH-000116,-0.03221855143141901
ACH-000118,-0.3022478303486169
ACH-000120,-0.2776498817105551
ACH-000123,-0.15623423933782782
ACH-000127,-1.04656344908903
ACH-000128,-0.6089126607932294
ACH-000132,-1.0695929736032554
ACH-000133,-0.8172804314478229
ACH-000137,-0.610185632616949
ACH-000138,0.08959765854480409
ACH-000142,-0.3375200778077781
ACH-000143,-0.5784886513710339
ACH-000146,0.15693980107782676
ACH-000148,-0.5474532307575188
ACH-000150,-0.8963162688937336
ACH-000152,-0.5646887585006344
ACH-000153,0.2095281387000054
ACH-000159,-0.5600887238167152
ACH-000160,-0.0077234241892298015
ACH-000163,-0.14589943506971587
ACH-000167,-0.9395814273664798
ACH-000168,-0.04930058890416869
ACH-000169,-0.2841003193401143
ACH-000178,-0.779025577029659
ACH-000183,-0.2573894391277681
ACH-000188,0.12576221946447969
ACH-000189,-0.5636682159260458
ACH-000190,-0.3748504371677368
ACH-000198,-0.235176487911814
ACH-000203,-0.30626648739091544
ACH-000204,-0.13086851121906665
ACH-000206,-0.3097002786229919
ACH-000207,0.3948941845381436
ACH-000208,-0.3820174960564385
ACH-000210,-0.1264273447076908
ACH-000211,-0.7563439179239155
ACH-000215,-0.3758607610630413
ACH-000221,-0.23107125419219304
ACH-000222,-0.023536174637532933
ACH-000223,0.04063173180192698
ACH-000226,-0.02205933333657351
ACH-000227,-0.011136943273449171
ACH-000228,-0.00546135013648989
ACH-000231,-0.14377348331923412
ACH-000232,-1.0009042232699454
ACH-000233,-0.07481533909323881
ACH-000234,-0.7208329728283824
ACH-000235,0.16593233699204096
ACH-000237,-0.4399801028435252
ACH-000238,0.2399540484055223
ACH-000242,-0.8362125204840195
ACH-000243,-0.4798454047189806
ACH-000244,-0.8890586149983766
ACH-000246,-0.7289441963399913
ACH-000248,-0.8097232180046006
ACH-000250,-0.7479418369363211
ACH-000251,-0.7741664661666913
ACH-000252,-0.4965949541111082
ACH-000253,0.055279017530582016
ACH-000255,-0.6338879751693438
ACH-000256,-0.8934822634562251
ACH-000257,-0.15133134133386403
ACH-000258,-0.03864520890269597
ACH-000259,-0.2262581867997685
ACH-000260,-0.4400527808055495
ACH-000261,-0.9422782835985952
ACH-000262,-0.6553919094203302
ACH-000263,-0.2619837121345216
ACH-000264,-0.7444512925801584
ACH-000265,-0.7781757695883594
ACH-000266,0.08913103374404427
ACH-000272,-0.827045234106327
ACH-000274,-0.9100158118217312
ACH-000277,-0.2496270073202736
ACH-000278,-0.3772301610138723
ACH-000279,-0.3302775605487771
ACH-000280,-0.2339236501675405
ACH-000281,-0.4701053514160226
ACH-000288,-1.0195718999411068
ACH-000291,-0.6957422336734385
ACH-000293,-0.3340326434777137
ACH-000294,-0.028737528848305605
ACH-000295,-0.1629501627474932
ACH-000296,-0.3542141040673962
ACH-000302,-0.9994076561588436
ACH-000304,-0.4598774095510554
ACH-000307,-0.2355723327520117
ACH-000308,-0.6095908587130684
ACH-000310,-0.1815312618959468
ACH-000311,-0.1203128865169863
ACH-000312,-0.12983885275697338
ACH-000315,-0.1773836605033567
ACH-000316,-0.3873152929528521
ACH-000317,-0.9092748624224885
ACH-000318,-0.18765944856544076
ACH-000319,-0.2475455776901609
ACH-000320,-0.6673585786420734
ACH-000322,-0.09826716292182223
ACH-000323,-0.4001667756124527
ACH-000324,-0.4125152844856605
ACH-000329,-0.4183694405984069
ACH-000330,-0.7005612126616237
ACH-000331,-0.9659884909840172
ACH-000332,-0.029787625624006383
ACH-000334,0.09355724527807853
ACH-000335,-0.13977400987728994
ACH-000336,-0.3553627800323707
ACH-000337,-0.5449123322810294
ACH-000338,0.3371413423201973
ACH-000339,-0.9416030125181564
ACH-000341,-0.2389627936459033
ACH-000348,-0.6688092484334116
ACH-000350,-0.2570386143800876
ACH-000352,-0.2646586264115749
ACH-000356,-0.1927042460503428
ACH-000361,-0.3007262526886378
ACH-000362,-0.2512192129629413
ACH-000363,0.15953123883945192
ACH-000364,-0.9535702660232588
ACH-000365,-0.15431591410668255
ACH-000366,0.009788006431124392
ACH-000368,-0.5576361210770895
ACH-000374,-0.05169235070049268
ACH-000375,-0.9751882480578344
ACH-000376,-0.4989823793806206
ACH-000381,-0.2622179823877384
ACH-000383,-0.04958217341900408
ACH-000387,-0.030652724391063237
ACH-000389,-0.9312127263802276
ACH-000390,-0.04006809876051433
ACH-000393,-0.9022743933577552
ACH-000395,-0.3767554375496792
ACH-000396,-0.7816529693978438
ACH-000397,-0.054395068208655986
ACH-000401,-0.354419751400586
ACH-000402,-0.2658831850738509
ACH-000403,-0.5365295439016285
ACH-000404,-0.7292771213705441
ACH-000406,-0.0365949713757181
ACH-000407,-0.6744811438912408
ACH-000408,-0.484501653748456
ACH-000410,-0.6727560368281154
ACH-000411,-0.6367327579633931
ACH-000414,-0.3063692534268257
ACH-000415,0.08892413985092333
ACH-000416,-1.0757243826776035
ACH-000420,-0.862888713010679
ACH-000421,-0.17047225436726507
ACH-000424,-0.3162177387496573
ACH-000425,-0.02494655684243389
ACH-000426,-0.06870233128758324
ACH-000427,-0.11619729475930216
ACH-000433,-0.7550236111528291
ACH-000435,0.06539927949929225
ACH-000436,-0.13495945663534994
ACH-000444,-0.4751181456914185
ACH-000445,-0.5902737238145269
ACH-000448,0.13394878352287753
ACH-000450,-0.5976313902370542
ACH-000452,0.124340919124868
ACH-000454,-0.1673773877139474
ACH-000458,-0.15177296065297222
ACH-000459,-0.7422411138110547
ACH-000460,0.09018007508132188
ACH-000461,0.06961557796434213
ACH-000463,-0.4268571806124152
ACH-000464,-0.4971497967782579
ACH-000466,-0.6605082951268312
ACH-000467,-0.2047309132802762
