,CREB3 (10488)
ACH-000004,-0.12732192834625972
ACH-000005,-0.5181675384146872
ACH-000007,-0.2447340954338208
ACH-000009,-0.3401674664576235
ACH-000011,-0.3781607156741456
ACH-000012,0.037739285138531226
ACH-000013,-0.10381333491835974
ACH-000014,-0.14484091208777633
ACH-000015,-0.303797455250074
ACH-000017,-0.11124876328509327
ACH-000018,-0.2891085658572906
ACH-000019,-0.1880311542622403
ACH-000021,-0.27946253272926896
ACH-000022,-0.2402720656849145
ACH-000025,-0.16281132672638246
ACH-000028,-0.20477296169216805
ACH-000030,-0.205302486837736
ACH-000035,-0.07340310090050133
ACH-000036,-0.17181224969959213
ACH-000037,-0.3260724357084343
ACH-000039,-0.0945091083226484
ACH-000040,-0.18064112231581625
ACH-000041,-0.12464289828550967
ACH-000042,-0.16487825494116806
ACH-000045,-0.0585957935262783
ACH-000047,-0.16062679655850734
ACH-000052,-0.33195155966901235
ACH-000053,-0.08760804189691496
ACH-000054,-0.27174278398504914
ACH-000055,-0.137707747060341
ACH-000060,-0.09188400943577632
ACH-000067,-0.109715176447751
ACH-000070,0.019979403658484517
ACH-000075,-0.2963280291876404
ACH-000078,-0.05204679910194458
ACH-000082,-0.2134673532403584
ACH-000085,-0.2588973414425477
ACH-000086,-0.2711743115658835
ACH-000087,-0.1254920345162534
ACH-000092,-0.19244791270340386
ACH-000095,-0.13496316985793178
ACH-000097,-0.17659407293920884
ACH-000098,-0.4310964400708834
ACH-000099,-0.16852225189203246
ACH-000108,-0.2276388023558424
ACH-000113,-0.13662421623613166
ACH-000116,-0.12309976723101372
ACH-000118,-0.1538688259281354
ACH-000120,-0.03511194563959883
ACH-000123,-0.10801423721772198
ACH-000127,-0.21925856221229986
ACH-000128,-0.1028080428611888
ACH-000132,-0.2726772997547906
ACH-000133,-0.1848118139535529
ACH-000137,-0.037497684729297265
ACH-000138,-0.20135831496882906
ACH-000142,-0.006892119797286876
ACH-000143,-0.2738960329280921
ACH-000146,-0.04719928609991268
ACH-000148,-0.13607786493954355
ACH-000150,-0.3558066151464049
ACH-000152,-0.028083901364636343
ACH-000153,-0.1504713364783169
ACH-000159,-0.19099683399749176
ACH-000160,-0.3310515403431422
ACH-000163,-0.2985024173182466
ACH-000167,-0.3162323823448048
