,ZNF585B (92285)
ACH-000004,0.07588109347552491
ACH-000005,0.061946020614419124
ACH-000007,0.03599988491940381
ACH-000009,0.14956808395203494
ACH-000011,-0.06237114634580261
ACH-000012,0.0826837661789972
ACH-000013,-0.18138089672521704
ACH-000014,0.09869687064179228
ACH-000015,-0.08099410837332573
ACH-000017,0.11259199674780936
ACH-000018,0.01516933820815716
ACH-000019,0.2074579748627704
ACH-000021,-0.0480047572960099
ACH-000022,0.06820150069846344
ACH-000025,0.2699897129464537
ACH-000028,0.0853066693365523
ACH-000030,0.04267116247452701
ACH-000035,0.16558943006280502
ACH-000036,0.1222984630558244
ACH-000037,0.29610216749419155
ACH-000039,0.1479216174908451
ACH-000040,0.17459428884158604
ACH-000041,0.17367746991619634
ACH-000042,0.2049795345849376
ACH-000045,0.1491244554229495
ACH-000047,0.038927348670981965
ACH-000052,0.15786770579203907
ACH-000053,0.08194415807379626
ACH-000054,0.06002660874020865
ACH-000055,0.09795757396097704
ACH-000060,0.2779978144914121
ACH-000067,0.10154119183188516
ACH-000070,0.26287629554585057
ACH-000075,0.03533039798747667
ACH-000078,0.1088096671773161
ACH-000082,0.09448361216365952
ACH-000085,0.278673420902194
ACH-000086,-0.005536300033456397
ACH-000087,0.1771856163476453
ACH-000092,0.032130734653426016
ACH-000095,0.12043654695858075
ACH-000097,-0.0011687514470288046
ACH-000098,0.1100527128347308
ACH-000099,0.04964309418948479
ACH-000108,0.09829000619002838
ACH-000113,0.19548325685275156
ACH-000116,0.06357743924845292
ACH-000118,0.09970180300810748
ACH-000120,0.15649126728258453
ACH-000123,0.0309098907031676
ACH-000127,0.18738488990033814
ACH-000128,0.07802523856987173
ACH-000132,0.14281791165463073
ACH-000133,0.012193240305846344
ACH-000137,-0.005459339295043428
ACH-000138,0.13978613310271715
ACH-000142,0.10088741490423822
ACH-000143,0.15827309061902806
ACH-000146,0.1009207055194868
ACH-000148,0.12183003010777226
ACH-000150,0.0009604965931876133
ACH-000152,0.18438632574140545
ACH-000153,-0.002517679251700258
ACH-000159,0.09641159535570773
ACH-000160,0.06585244150713981
ACH-000163,0.09159601077855123
ACH-000167,0.18163527116249373
ACH-000168,0.22639722798246026
ACH-000169,0.15348224619056214
ACH-000178,0.08439242048595569
ACH-000183,0.17243057849127402
ACH-000188,0.1512194031134059
ACH-000189,-0.061872540649109936
ACH-000190,-0.025181174087097597
ACH-000198,0.1232513595981241
ACH-000203,-0.041807200124173896
ACH-000204,0.342231174598931
ACH-000206,0.2682539800307301
ACH-000207,0.0071470600572635015
ACH-000208,-0.032433983561235
ACH-000210,0.2868494679415093
ACH-000211,0.15999624819544347
ACH-000215,0.14797016144428266
ACH-000221,-0.020615672077277485
ACH-000222,0.18473353010484228
ACH-000223,0.10146267826439646
ACH-000226,0.04846922632273642
ACH-000227,0.0379427075899211
ACH-000228,0.08046428804882169
ACH-000231,0.29519587804937003
ACH-000232,0.11125485875853852
ACH-000233,0.06374545414168954
ACH-000234,0.20705765315537705
ACH-000235,0.06111944856902531
ACH-000237,0.05920152795921638
ACH-000238,0.2785874747418082
ACH-000242,-0.02184429185815396
ACH-000243,0.06711598003565357
ACH-000244,0.12529244204418924
ACH-000246,0.12624754063934693
ACH-000248,0.06577753931035549
ACH-000250,0.13968412238588826
ACH-000251,-0.16124619694095552
ACH-000252,0.17122698866935027
ACH-000253,0.08404109347480676
ACH-000255,0.03255192169125227
ACH-000256,0.30069901864859744
ACH-000257,0.15747061545158791
ACH-000258,0.2676531181577883
ACH-000259,0.16262180105042606
ACH-000260,0.02893918549565913
ACH-000261,0.121123735022026
ACH-000262,0.08286328776498794
ACH-000263,0.21503673938346451
ACH-000264,0.2613946138927349
ACH-000265,0.1007600459967665
ACH-000266,0.09300269063254897
ACH-000272,0.1095031335983335
ACH-000274,0.12820797580277327
ACH-000277,0.18876300463657908
ACH-000278,-0.010967262836632168
ACH-000279,0.12335886603177325
ACH-000280,0.14028887303242393
ACH-000281,0.3248836336040217
ACH-000288,0.20231206753607156
ACH-000291,0.03407566041542565
ACH-000293,-0.1653714810862986
ACH-000294,0.04862214233589742
ACH-000295,0.08888238808800275
ACH-000296,0.06613157147656781
ACH-000302,-0.005492952515264127
ACH-000304,0.2957427591602357
ACH-000307,0.2111747281975561
ACH-000308,0.0088040315320274
ACH-000310,0.1060291092255805
ACH-000311,0.17230863286136924
ACH-000312,0.21983538750151152
ACH-000315,-0.03983708901604704
ACH-000316,0.26898928897551083
ACH-000317,0.3480009117581164
ACH-000318,0.09320736360664382
ACH-000319,0.058798832516859585
ACH-000320,0.2394972612919311
ACH-000322,0.3493427251137027
ACH-000323,0.02793538435149871
ACH-000324,0.03243278034071983
ACH-000329,0.10599591879861586
ACH-000330,0.12273763797402865
ACH-000331,0.19157541322601365
ACH-000332,0.09968809583180616
ACH-000334,0.06257667654162268
ACH-000335,-0.04069060178838251
ACH-000336,0.25288543077048914
ACH-000337,0.06805072714738833
ACH-000338,0.18935401548460096
ACH-000339,0.04754012529501095
ACH-000341,0.13205920192016798
ACH-000348,0.2035506753279296
ACH-000350,0.10971960134448272
ACH-000352,0.09787387074202758
ACH-000356,0.20853634290193732
ACH-000361,0.124796276304548
ACH-000362,0.0572030680665825
ACH-000363,0.1551217451578472
ACH-000364,0.05620084335728985
ACH-000365,0.1512260481130996
ACH-000366,0.06044199754319377
ACH-000368,0.21868294043272374
ACH-000374,0.25870596685454905
ACH-000375,0.09339316349237983
ACH-000376,0.21908926679188345
ACH-000381,0.08732384872797759
ACH-000383,0.12156670941644207
ACH-000387,-0.03226340153779108
ACH-000389,0.16389544551031604
ACH-000390,0.11898864219964506
ACH-000393,0.12309840601943102
ACH-000395,0.059630159213018265
ACH-000396,0.23202582421747805
ACH-000397,0.04714939187304236
ACH-000401,0.2845389163453878
ACH-000402,0.2548116428626791
ACH-000403,0.1831644759611765
ACH-000404,0.3489016045029511
ACH-000406,0.14628960064465793
ACH-000407,0.1359707771166248
ACH-000408,0.10560902379983994
ACH-000410,0.18979462357215893
ACH-000411,-0.01883821144691477
ACH-000414,0.09906328688105684
ACH-000415,0.14662127184394586
ACH-000416,0.18180068656758952
ACH-000420,0.021239078881178385
ACH-000421,0.13378462857393392
ACH-000424,0.3202747154177424
ACH-000425,0.12995002738466935
ACH-000426,0.12517567640020996
ACH-000427,0.14460287005671188
ACH-000433,0.22186744955609536
ACH-000435,0.08397323631729865
ACH-000436,-0.04143324667822277
ACH-000444,0.14269220859396475
ACH-000445,0.110708875949601
ACH-000448,0.08078679969132868
ACH-000450,0.3974754179079357
ACH-000452,0.2013576553974218
ACH-000454,-0.009012029207398416
ACH-000458,0.16544574987921262
ACH-000459,0.1719278135742919
ACH-000460,-0.00492815807234609
ACH-000461,0.13578661408057624
ACH-000463,0.031026622394077438
ACH-000464,-0.024630448162104388
ACH-000466,0.040084514083974905
ACH-000467,0.13351796122487436
ACH-000468,0.12465793562545065
ACH-000469,0.14136687023374547
ACH-000470,0.06618692894580336
ACH-000471,0.1530415118752743
ACH-000472,-0.001218269040536924
ACH-000473,0.09002022818288301
ACH-000475,0.10801256393233982
ACH-000476,0.1812530253941673
ACH-000477,0.025331471140301483
ACH-000479,0.06582179339475082
ACH-000480,0.13292404086824816
ACH-000481,0.16605444937597824
ACH-000483,0.11142221781987996
ACH-000484,0.08059730102131635
ACH-000485,0.1208574411645717
ACH-000486,0.06250861563180214
ACH-000487,0.07135837848130007
ACH-000488,0.14153420366276895
ACH-000490,0.14752453991548276
ACH-000491,0.18480829519000236
ACH-000495,0.2928238015872855
ACH-000496,0.17854095906416256
ACH-000499,0.1039533987612812
ACH-000500,0.24638879025754176
ACH-000502,0.1181523483360662
ACH-000503,0.4239369625540355
ACH-000505,0.05579865643258458
ACH-000507,0.12848699995280927
ACH-000510,-0.11555829228175488
ACH-000511,0.10404061869524872
ACH-000512,-0.16997544683282706
ACH-000516,0.02941516180790031
ACH-000517,0.12808521650589633
ACH-000518,0.2152672583141726
ACH-000520,0.11613163553151885
ACH-000521,0.16293946130437284
ACH-000522,0.12547829011846953
ACH-000524,0.07741562419454186
ACH-000527,0.013881483776064137
ACH-000528,0.11556478756971973
ACH-000537,0.21870275835038525
ACH-000541,-0.2448010907369587
ACH-000542,0.09603537946991088
ACH-000544,0.1440119815239765
ACH-000545,0.09220155973192537
ACH-000547,0.2029333970036979
ACH-000548,0.1520639355943001
ACH-000549,0.014974742403300332
ACH-000550,0.14442303572682708
ACH-000552,0.16140430735507413
ACH-000556,0.13058298085717554
ACH-000557,0.20668309686337036
ACH-000569,-0.02696028600555837
ACH-000570,0.1270465896857966
ACH-000571,0.08787804768072108
ACH-000573,0.07740046122381047
ACH-000576,0.17943268161544898
ACH-000579,0.031314843838544805
ACH-000580,0.0346326065926917
ACH-000584,0.0017535424465361408
ACH-000585,0.03535801620719066
ACH-000588,0.10429111938889687
ACH-000589,0.0815505313619021
ACH-000591,0.19569167570467166
ACH-000593,0.0905956691702828
ACH-000600,0.09533891125184246
ACH-000601,0.16218898871343074
ACH-000605,0.31119217392986553
ACH-000606,0.18702244310575056
ACH-000608,0.08156018461160422
ACH-000614,0.1131261585420408
ACH-000616,0.013567204709667746
ACH-000618,0.19004220243175893
ACH-000619,0.21231629822281795
ACH-000620,0.0538852412351424
ACH-000621,-0.0105471975880424
ACH-000622,0.2327750797739707
ACH-000623,0.11599739444426535
ACH-000624,0.08813814929451118
ACH-000627,0.09302205970550684
ACH-000630,0.1496954036843933
ACH-000631,-0.2045036424255965
ACH-000632,0.2244805523909553
ACH-000633,0.05262988808444052
ACH-000637,0.0672425211544085
ACH-000638,0.18848708619142449
ACH-000646,0.1101017989928828
ACH-000647,0.20714644963761028
ACH-000648,0.2582479101741809
ACH-000649,0.08161693430343735
ACH-000651,0.13541017002038566
ACH-000652,0.34372463707020273
ACH-000653,0.18987889344707226
ACH-000657,0.17973476317160694
ACH-000658,0.03897015517864648
ACH-000661,0.2265414359797177
ACH-000662,0.17738378719347006
ACH-000663,0.06312843729081295
ACH-000665,0.20173332429935234
ACH-000671,0.15744769053099927
ACH-000672,0.16567706814559185
ACH-000673,0.09569388467834206
ACH-000676,0.11228036172711707
ACH-000677,0.10588882484000348
ACH-000681,-0.06105588598495736
ACH-000683,0.14254258594752062
ACH-000684,0.2807944527577215
ACH-000688,-0.020608495198827643
ACH-000693,0.09833810989717373
ACH-000694,0.07033231221705666
ACH-000695,0.18669198934146836
ACH-000696,0.06393229432237209
ACH-000697,0.06054909811939116
ACH-000699,0.08492065538695527
ACH-000701,0.03606195407516068
ACH-000706,0.2031562860644268
