,GUK1 (2987)
ACH-000470,-1.3882092984457968
ACH-000471,-1.3462024075160053
ACH-000472,-1.3779640822962824
ACH-000473,-1.2162836861349322
ACH-000475,-1.1441434666511443
ACH-000476,-1.227488334961372
ACH-000477,-1.0314041954611344
ACH-000479,-0.9726309176278634
ACH-000480,-1.1199182799750143
ACH-000481,-1.3791001171096808
ACH-000483,-1.0295504710843832
ACH-000484,-0.9835183430498268
ACH-000485,-1.0875557423611766
ACH-000486,-1.0952868403422968
ACH-000487,-1.0121447704665791
ACH-000488,-1.0282031029436756
ACH-000490,-1.0748708027741516
ACH-000491,-0.9824157954640425
ACH-000495,-1.3572234299528745
ACH-000496,-1.1937503400508254
ACH-000499,-1.0904857655273756
ACH-000500,-1.4005525235887504
ACH-000502,-1.1430820733441407
ACH-000503,-0.7857073151755509
ACH-000505,-1.313649557657152
ACH-000507,-1.181351864072955
ACH-000510,-1.3608056762294531
ACH-000511,-1.2695614527294437
ACH-000512,-1.4044543064766577
ACH-000516,-0.6754249153845748
ACH-000517,-1.3489810296230345
ACH-000518,-1.288371953946347
ACH-000520,-1.1929741734685202
ACH-000521,-1.4173174086745464
ACH-000522,-1.347156676883124
ACH-000524,-0.7767963489553441
ACH-000527,-1.2340254754528124
ACH-000528,-1.1102939253285575
ACH-000537,-1.0376620392931903
ACH-000541,-1.1866149509788004
ACH-000542,-1.2239346589907545
ACH-000544,-1.0584959468675994
ACH-000545,-1.3790205655945529
ACH-000547,-1.1362161600713891
ACH-000548,-1.1732943899178911
ACH-000549,-1.0887577458369058
ACH-000550,-1.4053894810971015
ACH-000552,-1.1587694681221845
ACH-000556,-1.2327807115476404
ACH-000557,-1.2089446943225477
ACH-000569,-1.0011637904150144
ACH-000570,-1.160341756841465
ACH-000571,-1.2987873212727838
ACH-000573,-1.1823071477985785
ACH-000576,-0.9635558802606012
ACH-000579,-1.6605317366273111
ACH-000580,-1.0440077412715607
ACH-000584,-1.2874941823860984
ACH-000585,-1.2682794165200513
ACH-000588,-1.3245887792214
ACH-000589,-1.2457314404440674
ACH-000591,-1.00529738196177
ACH-000593,-1.298217193798481
ACH-000600,-1.0568007732770222
ACH-000601,-1.0144161992593002
ACH-000605,-1.4088080600555148
ACH-000606,-1.1789771911687583
ACH-000608,-0.6287265788492739
ACH-000614,-1.2977084431599046
ACH-000616,-1.2628334011125453
ACH-000618,-1.190451450035749
ACH-000619,-1.308625350439676
ACH-000620,-1.161131377000072
ACH-000621,-0.9508311989963956
ACH-000622,-1.0473501371565368
ACH-000623,-1.0306506324729416
ACH-000624,-1.2460527574454758
ACH-000627,-1.2972646715627272
ACH-000630,-1.2892702851822602
ACH-000631,-1.5413416526887262
ACH-000632,-1.365910454065007
ACH-000633,-1.0431421486376835
ACH-000637,-0.9650154163442924
ACH-000638,-1.1279368732272457
ACH-000646,-0.9064738457063056
ACH-000647,-1.207358512587675
ACH-000648,-1.0056530183740962
ACH-000649,-1.2443704782334946
ACH-000651,-1.3461356262768367
ACH-000652,-1.1564202720357664
ACH-000653,-1.2602921961468854
ACH-000657,-1.076773798341879
ACH-000658,-1.338263543115419
ACH-000661,-0.8870826215106691
ACH-000662,-1.3673553001711054
ACH-000663,-1.1241797014220845
ACH-000665,-1.2681413093881893
ACH-000671,-1.2787053384686708
ACH-000672,-0.9677282170515892
ACH-000673,-1.2749534112697585
ACH-000676,-1.2795033448834117
ACH-000677,-1.0179733310815082
ACH-000681,-1.0967745851248918
ACH-000683,-1.272272973238643
ACH-000684,-1.1831057774502038
ACH-000688,-1.1060386316554394
ACH-000693,-1.0996392813353209
ACH-000694,-1.2700563091002128
ACH-000695,-1.123572108585778
ACH-000696,-1.1734947807614478
ACH-000697,-0.8395406793516774
ACH-000699,-1.0510864395176112
ACH-000701,-1.1447654276245554
ACH-000706,-1.3136634123270992
ACH-000711,-1.2149731955021283
ACH-000713,-1.180882737182688
ACH-000714,-1.2933848020779526
ACH-000718,-1.161291475949533
ACH-000720,-1.223707766935447
ACH-000721,-1.3003417349141917
ACH-000724,-0.9076952077481656
ACH-000725,-0.6623366936236751
ACH-000732,-1.1061983229972776
ACH-000734,-1.1848697172262666
ACH-000735,-1.197889457437247
ACH-000736,-0.9758012433609468
ACH-000738,-1.1797946444755
ACH-000746,-1.2954279924303933
ACH-000747,-1.084958548539115
ACH-000748,-1.27893806289326
ACH-000753,-1.238281012343886
ACH-000756,-0.8949334596565857
ACH-000757,-1.20689992804774
ACH-000758,-1.2369163930120572
ACH-000760,-1.2263586919145204
ACH-000762,-1.1874348901414982
ACH-000763,-0.8251476236755905
ACH-000764,-1.3654274697128044
ACH-000765,-1.5092444129393852
ACH-000766,-1.2397805341896606
ACH-000767,-1.4996082860537268
ACH-000768,-1.1982192664215017
ACH-000769,-1.174534128614735
ACH-000770,-1.1800950028252035
ACH-000771,-1.1865042512249218
ACH-000773,-0.9158480827903616
ACH-000776,-1.0328356852356366
ACH-000777,-1.1873064278650367
ACH-000778,-1.1936919385515272
ACH-000781,-1.2469119864015112
ACH-000782,-1.1024446542365087
ACH-000783,-1.1077524691481626
ACH-000784,-1.2992522887424809
ACH-000785,-0.897399449943175
ACH-000787,-1.397176770154572
ACH-000788,-1.2370376756911494
ACH-000791,-1.2211299030725846
ACH-000792,-1.1571426790074275
ACH-000794,-1.214257870842567
ACH-000796,-1.1754461302773316
ACH-000798,-1.377674169013824
ACH-000799,-0.9987498006421696
ACH-000800,-1.395063189455086
ACH-000802,-1.2988431030293277
ACH-000804,-1.0033017401471842
ACH-000805,-1.2219291578441354
ACH-000809,-1.1844880425543327
ACH-000810,-1.2462786458527615
ACH-000811,-1.2068489321483704
ACH-000817,-0.9400703079185632
ACH-000819,-1.332698924573196
ACH-000820,-1.3663867466401685
ACH-000821,-1.0270110767169531
ACH-000822,-1.2952092798725436
ACH-000823,-1.3269500227755957
ACH-000824,-1.370781157376197
ACH-000827,-1.1362778316919175
ACH-000829,-1.100403418892372
ACH-000831,-0.9362163832817524
ACH-000832,-1.2105137607872316
ACH-000833,-1.2421903820473734
ACH-000834,-1.283465662620665
ACH-000835,-1.2764952984036253
ACH-000836,-1.3345696921860772
ACH-000837,-1.3387309043500797
ACH-000838,-1.1567266854668428
ACH-000839,-1.3566741636445798
ACH-000840,-1.2867132970963011
ACH-000841,-1.0788420372918837
ACH-000843,-1.2984350245488774
ACH-000846,-1.2779704001899763
ACH-000847,-1.1939382343526743
ACH-000848,-1.233052182045618
ACH-000849,-1.3522559859179215
ACH-000851,-1.093545589251566
ACH-000855,-1.3033519018751183
ACH-000856,-1.0307041800324228
ACH-000858,-1.1398026940315478
ACH-000859,-1.4097644581875146
ACH-000861,-1.2189260419874717
ACH-000862,-1.313841370122083
ACH-000865,-1.2310491626376827
ACH-000866,-1.1569619062784264
ACH-000867,-1.0005616778316784
ACH-000869,-1.2627900782714845
ACH-000872,-1.31631282016027
ACH-000873,-1.2076244461512995
ACH-000876,-0.7242348300935236
ACH-000878,-1.1840676279718096
ACH-000880,-0.9688408711411196
ACH-000881,-1.1337692792763976
ACH-000882,-0.999735661395622
ACH-000884,-1.3640907631059072
ACH-000885,-1.1792714200434864
ACH-000887,-1.2666435110141676
ACH-000889,-1.2530245554312591
ACH-000896,-1.217528958640883
ACH-000898,-1.0915388750622528
ACH-000900,-1.1943694024556484
ACH-000901,-1.2871743785321623
ACH-000905,-1.3054856251349125
ACH-000906,-1.2931736322632383
ACH-000907,-0.9177939572690502
ACH-000910,-1.1753691976530491
ACH-000911,-1.0980508967410498
ACH-000912,-1.1081295297094398
ACH-000913,-1.3159269136825664
ACH-000915,-1.22303224197573
ACH-000916,-1.3205350167805994
ACH-000917,-1.2369298389803791
ACH-000920,-1.0378853690782317
ACH-000921,-1.2812404279993053
ACH-000924,-1.3873001284150204
ACH-000926,-1.3366630807390685
ACH-000928,-1.0905202940136642
ACH-000929,-1.3608298528115408
ACH-000932,-1.0984903217042212
ACH-000935,-0.8033011769639288
ACH-000936,-1.3639778986938549
ACH-000937,-1.1981737672033101
ACH-000938,-1.0394626917655263
ACH-000939,-1.4876568583846796
ACH-000941,-1.1405273371495162
ACH-000943,-1.2223905178463723
ACH-000946,-0.9537374004125578
ACH-000947,-1.0558163215954912
ACH-000948,-1.0607505345551511
ACH-000950,-1.4475832218537636
ACH-000953,-1.1322473309987868
ACH-000954,-1.051992741969798
ACH-000957,-1.1762825858338175
ACH-000958,-0.9943087926720372
ACH-000960,-1.2075369391763362
ACH-000963,-1.282661119194406
ACH-000968,-1.259357963073538
ACH-000969,-1.3410259383676777
ACH-000972,-1.2558581525069932
ACH-000973,-1.2580522124475406
ACH-000974,-1.0734475673132065
ACH-000978,-0.9599825112606896
ACH-000984,-1.3157538297156983
ACH-000986,-1.0936121545173991
ACH-000988,-1.3234531605438271
ACH-000993,-0.9464092616105246
ACH-000994,-1.1272892302706938
ACH-000996,-1.2559128706009357
ACH-001001,-1.3152550615546394
ACH-001020,-1.261417471900078
ACH-001028,-1.152592095797455
ACH-001031,-1.0879751749719109
ACH-001038,-1.1969427201220821
ACH-001048,-1.275806113137748
ACH-001050,-1.2715805120794292
ACH-001053,-1.3889439849673175
ACH-001054,-1.183038279676421
ACH-001061,-1.3611165055914962
ACH-001067,-1.0862287687121062
ACH-001075,-1.1250881866044506
ACH-001096,-1.0555772234195928
ACH-001111,-1.4634491662795668
ACH-001119,-0.9061401651160812
ACH-001128,-1.081263403920665
ACH-001134,-0.8612562534478484
ACH-001151,-1.2243470956154299
ACH-001163,-1.3137138169067228
ACH-001164,-1.0978578377574106
ACH-001183,-0.8171119765680206
ACH-001192,-1.2131733406660865
ACH-001193,-1.334602893386748
ACH-001196,-1.036963486174964
ACH-001197,-0.9203692931076796
ACH-001205,-0.7782423442055303
ACH-001211,-1.0523141614713527
ACH-001212,-1.3491097733963104
ACH-001228,-1.311563227285664
ACH-001232,-1.2601263622581087
ACH-001239,-1.2290642453657237
ACH-001270,-1.1887330454510712
ACH-001274,-1.0936386190947935
ACH-001275,-1.1249260540439183
ACH-001277,-1.1461644549641428
ACH-001278,-1.236944160056082
ACH-001280,-0.8451193404311433
ACH-001283,-1.216855427519275
ACH-001289,-1.0915657744011584
ACH-001300,-1.1099993534005137
ACH-001301,-1.153480745959639
ACH-001302,-1.410820601932656
ACH-001306,-1.111870503144003
ACH-001318,-1.2579984509854143
ACH-001322,-1.3946689426236845
ACH-001328,-1.1328157432719832
ACH-001332,-1.4298402239217485
ACH-001336,-1.4132889810823903
ACH-001346,-1.1082033351242804
ACH-001353,-1.307412440839192
ACH-001354,-1.02056714333401
ACH-001367,-1.515382305255113
ACH-001368,-1.2217501022782948
ACH-001374,-1.27368169086007
ACH-001377,-0.9397387867342162
ACH-001380,-1.1685370461048392
ACH-001391,-1.2554890174330648
ACH-001408,-1.1885778089645942
ACH-001430,-1.3844384711514606
ACH-001431,-1.1704720520045944
ACH-001450,-1.1615812355913753
ACH-001496,-1.3704720225680354
ACH-001500,-1.3279541656203215
ACH-001523,-1.1197438933256298
ACH-001532,-1.0347376617078023
ACH-001550,-1.3443166941247269
ACH-001552,-1.0544049202566703
ACH-001554,-1.0704528148245676
ACH-001654,-1.2563832728070337
ACH-001735,-1.143557925956482
ACH-001736,-1.0407629722920724
ACH-001737,-1.0487091131352573
ACH-001740,-1.0562651723964454
ACH-001745,-1.1499940461093363
ACH-001765,-1.1815054334692017
