,NSA2 (10412)
ACH-000004,-0.8296082994476403
ACH-000005,-1.401338341050013
ACH-000007,-0.7828984547392723
ACH-000009,-0.97803554949878
ACH-000011,-0.6597326464227401
ACH-000012,-0.9948196132266316
ACH-000013,-0.6814686463246322
ACH-000014,-0.7287855414761824
ACH-000015,-0.7933059100654385
ACH-000017,-0.9602390851839652
ACH-000018,-0.9715064532722688
ACH-000019,-0.8222186049339681
ACH-000021,-0.9090969051697958
ACH-000022,-0.7543979653049109
ACH-000025,-0.7596202717842626
ACH-000028,-0.7947330415144545
ACH-000030,-0.7592970043004231
ACH-000035,-0.8442922518118575
ACH-000036,-0.6459301000832676
ACH-000037,-1.0701983381687412
ACH-000039,-0.6849649848069871
ACH-000040,-0.8837278538713552
ACH-000041,-0.8961584020773423
ACH-000042,-0.8018426230404083
ACH-000045,-0.7382114848753841
ACH-000047,-0.9566006962569203
ACH-000052,-0.8710309903084774
ACH-000053,-0.8621900181239642
ACH-000054,-0.8263567663030541
ACH-000055,-0.8548879689048481
ACH-000060,-0.7944360465104188
ACH-000067,-0.8509406217006387
ACH-000070,-0.9410198648777209
ACH-000075,-1.0112939539759978
ACH-000078,-0.7033414762150951
ACH-000082,-0.9056565863261749
ACH-000085,-0.6621348851593226
ACH-000086,-1.0286075230297795
ACH-000087,-0.8689538249345777
ACH-000092,-1.0055990179875554
ACH-000095,-0.8734290556022233
ACH-000097,-0.7618668131095033
ACH-000098,-0.8832124813287563
ACH-000099,-0.7650877112707961
ACH-000108,-0.9359215820019512
ACH-000113,-0.8294036223958653
ACH-000116,-0.7997876249781624
ACH-000118,-0.802414361553108
ACH-000120,-0.7674261029877248
ACH-000123,-0.8951018985538407
ACH-000127,-0.742699763911127
ACH-000128,-0.8475706816320834
ACH-000132,-0.9804886389869438
ACH-000133,-0.5587452318582279
ACH-000137,-0.8276041588511464
ACH-000138,-0.8115441204875579
ACH-000142,-0.7309596748913464
ACH-000143,-0.6963634611798086
ACH-000146,-0.9286520951783516
ACH-000148,-0.8152609273291282
ACH-000150,-0.6762642962526983
ACH-000152,-0.9404441751025076
ACH-000153,-0.6913364139002379
ACH-000159,-0.8950926630438872
ACH-000160,-0.9188580284707346
ACH-000163,-0.8651860458339573
ACH-000167,-1.1993275365498544
ACH-000168,-0.9319534004800852
ACH-000169,-0.8063812476619809
ACH-000178,-0.6988542499021315
ACH-000183,-0.6043577440971561
ACH-000188,-0.9182025962367846
ACH-000189,-0.9762093122391649
ACH-000190,-1.0476322211222124
ACH-000198,-0.8608424500474301
ACH-000203,-0.8679575478710512
ACH-000204,-0.7613786857214656
ACH-000206,-0.8315611876345148
ACH-000207,-0.8046324430519974
ACH-000208,-0.6775201155222211
ACH-000210,-0.9539042984017756
ACH-000211,-0.7812671586558559
ACH-000215,-0.910730605940302
ACH-000221,-1.1455045724552348
ACH-000222,-0.7696365981338155
ACH-000223,-0.8251409631762799
ACH-000226,-0.7806813575839505
ACH-000227,-0.98004423229185
ACH-000228,-0.8898686127318585
ACH-000231,-0.9936147396261236
ACH-000232,-0.8688813040690411
ACH-000233,-0.5642042134121019
ACH-000234,-0.8400333661118896
ACH-000235,-1.0168150754731045
ACH-000237,-0.9482000490474763
ACH-000238,-0.8633432414110414
ACH-000242,-0.6872356219103627
ACH-000243,-0.8147466503521082
ACH-000244,-0.599836702186475
ACH-000246,-0.8086267853769469
ACH-000248,-0.8462849491099576
ACH-000250,-0.7443208094302853
ACH-000251,-0.8071442194365902
ACH-000252,-0.877634066029255
ACH-000253,-0.8417888565231302
ACH-000255,-1.0214760747447498
ACH-000256,-0.964080142595948
ACH-000257,-0.8806084939077657
ACH-000258,-0.9170132050682668
ACH-000259,-0.8065414746520071
ACH-000260,-0.7770723016554514
ACH-000261,-0.9505531906745964
ACH-000262,-0.7760935898268659
ACH-000263,-0.912813314857495
ACH-000264,-0.8857865181219042
ACH-000265,-0.8262711317937672
ACH-000266,-0.9746588095650552
ACH-000272,-1.0628033292916859
ACH-000274,-0.8343570063988361
ACH-000277,-0.782634805091894
ACH-000278,-0.7922726485017068
ACH-000279,-0.8658977686795912
ACH-000280,-0.8101110860881247
ACH-000281,-0.8595366801820853
ACH-000288,-0.736784448861285
ACH-000291,-0.9565321445965668
ACH-000293,-0.7181065569943124
ACH-000294,-0.9406710698627231
ACH-000295,-0.8371004042867974
ACH-000296,-1.0152649308388482
ACH-000302,-0.9273077734966958
ACH-000304,-0.9696177172833336
ACH-000307,-0.7796480851703911
ACH-000308,-0.9639475644196782
ACH-000310,-0.8666497791473866
ACH-000311,-0.8759166003109647
ACH-000312,-0.8723865695398636
ACH-000315,-0.7246195077389643
ACH-000316,-0.7582972609900446
ACH-000317,-0.8942853033266916
ACH-000318,-1.0174899691819357
ACH-000319,-0.8270552031981252
ACH-000320,-0.5465247752589992
ACH-000322,-0.8034326808734572
ACH-000323,-1.1403580967601679
ACH-000324,-0.8259253124554269
ACH-000329,-0.929278932470846
ACH-000330,-0.8703394084271632
ACH-000331,-0.8936415017998691
ACH-000332,-0.8899149553727805
ACH-000334,-0.6869475896541254
ACH-000335,-0.7017264329551282
ACH-000336,-0.5083385372067424
ACH-000337,-0.8479942910862711
ACH-000338,-1.156469958009084
ACH-000339,-0.8051501471751125
ACH-000341,-0.8746190374081979
ACH-000348,-0.8054877656272216
ACH-000350,-0.5618143775805079
ACH-000352,-0.8252776375029359
ACH-000356,-0.8981414610366297
ACH-000361,-0.7566658286584234
ACH-000362,-0.7079347264366096
ACH-000363,-0.9591839710751948
ACH-000364,-0.7245687540729514
ACH-000365,-0.667365135419424
ACH-000366,-0.7611130584449051
ACH-000368,-0.9391030226688656
ACH-000374,-0.7663663574513411
ACH-000375,-0.7628156042211522
ACH-000376,-0.7268459163116107
ACH-000381,-0.7882575258158492
ACH-000383,-0.8782399950183021
ACH-000387,-1.0379436397449655
ACH-000389,-0.6503257751169118
ACH-000390,-0.9970669365311896
ACH-000393,-0.9789655486270896
ACH-000395,-0.7083113364438429
ACH-000396,-0.5236048370600059
ACH-000397,-0.8888187670068161
ACH-000401,-0.8001638681765182
ACH-000402,-0.800890136329577
ACH-000403,-0.8833607676427659
ACH-000404,-0.7086871166908324
ACH-000406,-0.7410640299965735
ACH-000407,-0.8178032503597283
ACH-000408,-0.8037620281258725
ACH-000410,-0.9653479068436612
ACH-000411,-1.0611986104663615
ACH-000414,-0.7753245259634082
ACH-000415,-0.7274640493940558
ACH-000416,-0.9372497029031792
ACH-000420,-0.914474094599659
ACH-000421,-0.7352813009961962
ACH-000424,-1.0293221546175315
ACH-000425,-0.6749560588028422
ACH-000426,-0.7240413009527958
ACH-000427,-0.8817209521024044
ACH-000433,-0.8541564879560888
ACH-000435,-0.6936584534538149
ACH-000436,-0.8565326444100935
ACH-000444,-0.6805908180040381
ACH-000445,-0.8564745347027108
ACH-000448,-0.744702244200007
ACH-000450,-0.7380807640172569
ACH-000452,-0.6428673239528206
ACH-000454,-0.8583117115123888
ACH-000458,-0.7426152317860509
ACH-000459,-0.4619037727695232
ACH-000460,-0.7244989596892365
ACH-000461,-0.6111892297912586
ACH-000463,-0.7628910027736854
ACH-000464,-0.763351652673707
ACH-000466,-0.9783885413634096
ACH-000467,-0.8528063375360675
ACH-000468,-0.7678267342702616
ACH-000469,-0.8297588783289774
ACH-000470,-0.8838646562205613
ACH-000471,-0.8936698494114471
ACH-000472,-0.6660348050047247
ACH-000473,-0.744529395602898
ACH-000475,-0.9797662412220359
