,A2M (2)
ACH-000004,-0.14020860145708847
ACH-000005,0.044364933449685534
ACH-000007,-0.03619651494933899
ACH-000009,0.02711419588543141
ACH-000011,-0.000740787784681372
ACH-000012,0.15343195832021994
ACH-000013,-0.04632276077649982
ACH-000014,0.028806113050829182
ACH-000015,-0.09384618313295016
ACH-000017,-0.04554460755642077
ACH-000018,-0.24731486076797446
ACH-000019,0.08603109627310698
ACH-000021,-0.04579687913570678
ACH-000022,0.07270438292708649
ACH-000025,-0.05113345972453653
ACH-000028,0.08532915436533534
ACH-000030,0.04835528607806908
ACH-000035,-0.04770539996357977
ACH-000036,-0.04861503280557266
ACH-000037,-0.04363743127702016
ACH-000039,-0.012862806265680971
ACH-000040,-0.09226693372632946
ACH-000041,0.04763319043667299
ACH-000042,0.05407813976655832
ACH-000045,0.008474369573542908
ACH-000047,-0.03830656660295835
ACH-000052,0.09186011171777493
ACH-000053,-0.01115178278000359
ACH-000054,-0.05558409865205885
ACH-000055,-0.036909944743405115
ACH-000060,-0.1127107673365789
ACH-000067,-0.06450937481408138
ACH-000070,0.03862437275167638
ACH-000075,0.12856201842860132
ACH-000078,-0.010865643627232559
ACH-000082,-0.04847032521108542
ACH-000085,0.09247700330740144
ACH-000086,0.019830658548411862
ACH-000087,-0.3127320356218423
ACH-000092,0.06890711584455568
ACH-000095,-0.0016724147448033534
ACH-000097,0.035821278982677146
ACH-000098,0.0885835740230903
ACH-000099,-0.0957537770863714
ACH-000108,0.061805308770132586
ACH-000113,0.04296561676046486
ACH-000116,-0.05240792466643855
ACH-000118,-0.032909597778957106
ACH-000120,0.10344330012743172
ACH-000123,-0.21199573802682345
ACH-000127,-0.048950441197157135
ACH-000128,-0.033629352917402835
ACH-000132,0.004211201508174583
ACH-000133,0.09542323950543688
ACH-000137,-0.07070093312438003
ACH-000138,-0.06433967167724862
ACH-000142,-0.07218248804556435
ACH-000143,-0.07285582802429072
ACH-000146,-0.0651531334851259
ACH-000148,-0.0009172809464790414
ACH-000150,-0.17801395640520196
ACH-000152,-0.048352741364290006
ACH-000153,-0.06836057019820439
ACH-000159,0.05982663798542175
ACH-000160,-0.08877043344810907
ACH-000163,0.09381837096844177
ACH-000167,-0.16893009495602554
ACH-000168,0.17817237723453375
ACH-000169,-0.03204417575892892
ACH-000178,0.003281188316719117
ACH-000183,-0.03284515377785993
ACH-000188,-0.10347009172408313
ACH-000189,-0.07486755492031122
ACH-000190,0.028849321623169263
ACH-000198,-0.0006349095489541843
ACH-000203,-0.2721200145132055
ACH-000204,-0.10221173719124964
ACH-000206,-0.030983363145051325
ACH-000207,0.00965217634567282
ACH-000208,0.0038625922827011366
ACH-000210,0.14864803987023825
ACH-000211,0.021452557187764537
ACH-000215,-0.008328480925015064
ACH-000221,-0.08988984618060054
ACH-000222,-0.10028580203302076
ACH-000223,0.015689456411417297
ACH-000226,-0.033054031336923466
ACH-000227,-0.14949467120919738
ACH-000228,-0.03498328212647376
ACH-000231,-0.04457129365756585
ACH-000232,0.012025978171332993
ACH-000233,-0.0798601004711614
ACH-000234,-0.050460225831434384
ACH-000235,-0.03317166644971195
ACH-000237,-0.0003063336298659873
