,ARPP19 (10776)
ACH-000004,-0.2765050642604309
ACH-000005,-0.2384111840709238
ACH-000007,-0.15650489237062284
ACH-000009,-0.26063243637945066
ACH-000011,-0.21091125565945748
ACH-000012,-0.2513365139558157
ACH-000013,-0.2191146867259869
ACH-000014,-0.3733132850126727
ACH-000015,-0.2849085085086661
ACH-000017,-0.4040270927706923
ACH-000018,-0.11887306208802212
ACH-000019,-0.03075609672494675
ACH-000021,-0.11947056465947893
ACH-000022,-0.3696236626453854
ACH-000025,-0.3258354038744548
ACH-000028,-0.08967199695621843
ACH-000030,-0.23085700822548766
ACH-000035,-0.2294043321847507
ACH-000036,-0.18962590298834106
ACH-000037,-0.20915794007956556
ACH-000039,-0.3169642712082543
ACH-000040,-0.3672479403062314
ACH-000041,-0.2325369327870837
ACH-000042,-0.2315619948718568
ACH-000045,-0.19808124775003605
ACH-000047,-0.29648741031251863
ACH-000052,-0.49970989693003404
ACH-000053,-0.12462195025241148
ACH-000054,-0.3855342672493273
ACH-000055,-0.4714782763894886
ACH-000060,-0.1170161817388696
ACH-000067,-0.23427127079472124
ACH-000070,-0.3540326114522345
ACH-000075,-0.3787292807503625
ACH-000078,-0.060740696709746564
ACH-000082,-0.4745794774159815
ACH-000085,-0.4952877871146182
ACH-000086,-0.3431960581750245
ACH-000087,-0.2464925997263949
ACH-000092,-0.2824032482146753
ACH-000095,-0.24259709062861576
ACH-000097,-0.33344865372496696
ACH-000098,-0.08369311929447737
ACH-000099,-0.02577117621075796
ACH-000108,-0.16553141236447652
ACH-000113,-0.21303377633393508
ACH-000116,-0.21020156091228626
ACH-000118,-0.20674675881569485
ACH-000120,-0.1073327874009837
ACH-000123,-0.16852126258276173
ACH-000127,-0.2758468672334179
ACH-000128,-0.12680313463712806
ACH-000132,-0.2813845547376729
ACH-000133,-0.2711654516042465
ACH-000137,-0.3411507519789988
ACH-000138,-0.10157906157851553
ACH-000142,-0.06091487207684626
ACH-000143,-0.2431403703630393
ACH-000146,-0.31875810505815383
ACH-000148,-0.22810529311315456
ACH-000150,-0.3205607118153003
ACH-000152,-0.2731982172166569
