,CRYGC (1420)
ACH-000226,-0.12936731442638474
ACH-000227,-0.2290043540551291
ACH-000228,-0.06357439641650456
ACH-000231,-0.18987233312604432
ACH-000232,-0.13440119503571896
ACH-000233,-0.15582859924831258
ACH-000234,-0.2708246639888532
ACH-000235,-0.2755244812731454
ACH-000237,-0.0939855954216714
ACH-000238,-0.20090170903006035
ACH-000242,-0.2070103771302128
ACH-000243,-0.20877266733446154
ACH-000244,-0.36377440216124174
ACH-000246,-0.12107827059855948
ACH-000248,-0.06632655728778501
ACH-000250,-0.232006593173502
ACH-000251,-0.1258284406436441
ACH-000252,-0.27697211971071023
ACH-000253,-0.2765371434865708
ACH-000255,-0.17156132817431094
ACH-000256,-0.11047064741450473
ACH-000257,-0.3992924940953638
ACH-000258,-0.4909581779443821
ACH-000259,-0.2526446375633776
ACH-000260,-0.2812143037949589
ACH-000261,-0.2607368817445617
ACH-000262,-0.2452048983435248
ACH-000263,-0.22830896691803895
ACH-000264,-0.15330483994340868
ACH-000265,-0.10000347097485617
ACH-000266,-0.2261633256826245
ACH-000272,-0.1303275122926524
ACH-000274,-0.4170737912596751
ACH-000277,-0.1053219668289193
ACH-000278,-0.16192718601297582
ACH-000279,-0.2104122475049594
ACH-000280,-0.11595171116482385
ACH-000281,-0.09868293682649017
ACH-000288,-0.24125249590387626
ACH-000291,-0.2865028673532156
ACH-000293,-0.24587218801828825
ACH-000294,-0.13535359861286825
ACH-000295,-0.3968103468463237
ACH-000296,-0.2864557859733361
ACH-000302,-0.13067294553943234
ACH-000304,-0.3915292294473751
ACH-000307,-0.18151704063740556
ACH-000308,-0.1839329733420318
ACH-000310,-0.07959121115415553
ACH-000311,-0.2285228595054781
ACH-000312,-0.2186420536051728
ACH-000315,-0.07248632315254995
ACH-000316,-0.3890930167728576
ACH-000317,-0.2954113452976084
ACH-000318,-0.11360848329237973
ACH-000319,-0.20544250071884007
ACH-000320,-0.1906942886272168
ACH-000322,-0.20831488000208376
ACH-000323,-0.2279277769345303
ACH-000324,-0.3222700901842105
ACH-000329,-0.24908435799456705
ACH-000330,0.0004144117743708413
ACH-000331,-0.07554391678754083
ACH-000332,-0.14567237415106407
ACH-000334,0.012236259873534631
ACH-000335,-0.15496320094668029
ACH-000336,-0.058075803799435124
ACH-000337,-0.25685478045923105
ACH-000338,-0.5521139481241989
ACH-000339,-0.14070358554233947
ACH-000341,-0.3330416478595448
ACH-000348,-0.25168647269914035
ACH-000350,-0.14888810595121774
ACH-000352,-0.2205287639920722
ACH-000356,-0.08710865978993536
ACH-000361,-0.10287592799704152
ACH-000362,-0.16910554697427815
ACH-000363,-0.2856903242373637
ACH-000364,0.0013522934463569235
ACH-000365,-0.2562674246054141
ACH-000366,-0.13890185850803222
ACH-000368,-0.14777931671843514
ACH-000374,-0.20282392649239772
ACH-000375,-0.2373297840689071
ACH-000376,-0.18648889394498666
ACH-000381,-0.3717249089312248
ACH-000383,-0.2196259572743149
ACH-000387,-0.2905849400932439
ACH-000389,-0.22144189014284305
ACH-000390,-0.18074107967969574
ACH-000393,-0.3462346337199364
ACH-000395,-0.0626885778201493
ACH-000396,-0.17166272930497178
ACH-000397,-0.2611854172801869
ACH-000401,-0.4246655679141746
ACH-000402,-0.1896751905149191
ACH-000403,-0.2983151581651631
ACH-000404,-0.20172543087092448
ACH-000406,-0.11473549835384565
ACH-000407,-0.18620601195685915
ACH-000408,-0.2347845069051143
ACH-000410,-0.1765551966122094
ACH-000411,-0.2480794442544229
ACH-000414,-0.29053000803486145
ACH-000415,-0.3961028281028689
ACH-000416,-0.05140532157489283
ACH-000420,-0.39384320016685376
ACH-000421,-0.12006625166841167
ACH-000424,-0.09713595725868912
ACH-000425,-0.16364185664310474
ACH-000426,-0.28871445501597925
ACH-000427,-0.264207441150486
ACH-000433,-0.12552135402366724
ACH-000435,0.08278540563855989
ACH-000436,-0.2912275623767389
ACH-000444,-0.10282506508269892
ACH-000445,-0.2364116438312591
ACH-000448,-0.3461314311647455
ACH-000450,-0.1826144539708619
ACH-000452,-0.21414375406039984
ACH-000454,-0.2470031996618278
ACH-000458,-0.21217643266795166
ACH-000459,-0.14277221056856368
ACH-000460,-0.2590407886600408
ACH-000461,-0.0667259234611158
ACH-000463,-0.28617386319050625
ACH-000464,-0.21965220735263072
ACH-000466,-0.0640910369798179
ACH-000467,-0.1504920615455486
ACH-000468,-0.04478971933342903
ACH-000469,-0.2084291406361372
ACH-000470,-0.2266230273067205
ACH-000471,-0.191260545391332
ACH-000472,-0.18163528640270166
ACH-000473,-0.2507467017643629
ACH-000475,-0.2261408850130765
ACH-000476,-0.2020054833289108
ACH-000477,-0.4188964875587157
ACH-000479,-0.15303719591484918
ACH-000480,-0.14571061102559227
ACH-000481,-0.1750299395168786
ACH-000483,-0.17898865562610655
ACH-000484,-0.35613766325479324
ACH-000485,-0.3117133638963661
ACH-000486,-0.09403812512726872
ACH-000487,-0.3407823239815387
ACH-000488,-0.1757022052683488
ACH-000490,-0.10264706714077987
ACH-000491,-0.206107914955853
ACH-000495,-0.3049291634997613
ACH-000496,-0.3136533351646639
ACH-000499,-0.14114664092420695
ACH-000500,-0.3457137624397265
ACH-000502,-0.20140896694586333
ACH-000503,0.07540279904588944
ACH-000505,-0.21857871114347652
ACH-000507,-0.32920426159877864
ACH-000510,-0.12514161976695695
ACH-000511,-0.15073057395622108
ACH-000512,-0.17509733298114682
ACH-000516,-0.2470654794387952
ACH-000517,-0.20359290558506696
ACH-000518,-0.22171839744223612
ACH-000520,-0.2547375245445052
ACH-000521,-0.3788344199770392
ACH-000522,-0.16154500327300858
ACH-000524,-0.09835204424969957
ACH-000527,-0.2274792458574288
ACH-000528,-0.191179359286942
ACH-000537,-0.2812435543163941
ACH-000541,-0.023480086932691602
ACH-000542,-0.14556085956365386
ACH-000544,-0.1210758843700409
ACH-000545,-0.07681182674374737
ACH-000547,-0.27961021919693424
ACH-000548,-0.1958012017369534
ACH-000549,-0.2263425655957927
ACH-000550,-0.2886941106397113
ACH-000552,-0.2557261820067612
ACH-000556,-0.10530255129591257
ACH-000557,-0.292272475612661
ACH-000569,-0.4289115691551543
ACH-000570,-0.2750749606619441
ACH-000571,-0.203701393290172
ACH-000573,-0.2527178209893985
ACH-000576,-0.09132136234524504
ACH-000579,-0.10304656994585427
ACH-000580,-0.12636259370002625
ACH-000584,-0.26392723584452465
ACH-000585,-0.217152329959298
ACH-000588,-0.2370471972129258
ACH-000589,-0.260105765335548
ACH-000591,-0.29905950150940264
ACH-000593,-0.28747267553700745
ACH-000600,-0.23343906673823736
ACH-000601,-0.17308549058572315
ACH-000605,-0.22811860412109305
ACH-000606,-0.1680991789443645
ACH-000608,-0.23956635978190524
ACH-000614,-0.13553633965351905
ACH-000616,-0.32745889996669136
ACH-000618,-0.20283548968246626
ACH-000619,-0.26971275010644835
ACH-000620,-0.07984022095135432
ACH-000621,-0.2634595981496096
ACH-000622,-0.3821608335534084
ACH-000623,-0.23443137252455615
ACH-000624,-0.29288122297826696
ACH-000627,-0.2158177688223344
ACH-000630,-0.09030720095233924
ACH-000631,0.06664941646597806
ACH-000632,-0.290454291243093
ACH-000633,-0.2346611897176508
ACH-000637,-0.19080257072433887
ACH-000638,-0.3047299840897385
ACH-000646,-0.20644936863638327
ACH-000647,-0.21065799156513654
ACH-000648,-0.34519829539093233
ACH-000649,-0.2702400802736085
ACH-000651,-0.08201786356856207
ACH-000652,-0.3332967507310561
ACH-000653,-0.3869129374347202
ACH-000657,-0.1634849667428977
ACH-000658,-0.12890024336964265
ACH-000661,-0.2312948844339748
ACH-000662,-0.17665024254564862
ACH-000663,-0.2554234168655947
ACH-000665,-0.16931830104823933
ACH-000671,-0.09953355198170924
ACH-000672,-0.4227022890285089
ACH-000673,-0.2797620167915424
ACH-000676,-0.15849668540937192
ACH-000677,0.03115788065844959
ACH-000681,-0.35261513569224345
ACH-000683,-0.2740258985561345
ACH-000684,-0.17003723083219194
ACH-000688,-0.3581804665768825
ACH-000693,-0.11718896160924905
ACH-000694,-0.13887916372944498
ACH-000695,-0.11985089858924006
ACH-000696,-0.20197093204490635
ACH-000697,0.00778523434087515
ACH-000699,-0.15553936323132234
ACH-000701,-0.2781538987581251
ACH-000706,-0.05563669387038974
ACH-000711,-0.172761117491846
ACH-000713,-0.0824186709886241
ACH-000714,-0.34110494448650963
ACH-000718,-0.10538457120665272
ACH-000720,-0.19430766664948
ACH-000721,-0.24030915762803176
ACH-000724,-0.1044414777979
ACH-000725,-0.2404333208782975
ACH-000732,-0.3974473822593477
ACH-000734,-0.09486752082934598
ACH-000735,-0.12922328516118128
ACH-000736,-0.19296406333269026
ACH-000738,-0.19152131861827346
ACH-000746,-0.1192200157017884
ACH-000747,-0.3836352542096402
ACH-000748,-0.1051184039077203
ACH-000753,-0.3055971529167819
ACH-000756,-0.3056746532006586
ACH-000757,-0.2276893890530211
ACH-000758,-0.24668876454636984
ACH-000760,-0.12119157787742545
ACH-000762,-0.2853708073909113
ACH-000763,-0.20124589851166771
ACH-000764,0.01517544691887398
ACH-000765,-0.34199682409953663
ACH-000766,-0.29774601153215097
ACH-000767,-0.17034719962612604
ACH-000768,-0.1334859796719683
ACH-000769,-0.12459815185432024
ACH-000770,-0.3492181908447225
ACH-000771,-0.06562387168853967
ACH-000773,-0.22389423572457934
ACH-000776,-0.24049369925775246
ACH-000777,-0.16490347291432564
ACH-000778,-0.12036168860040873
ACH-000781,-0.22654950290666526
ACH-000782,-0.2502842117854588
ACH-000783,-0.1408325219555622
ACH-000784,-0.2389865643629337
ACH-000785,-0.2684053270608919
ACH-000787,-0.18738642784716505
ACH-000788,-0.29972587135412704
ACH-000791,-0.21091596530443865
ACH-000792,-0.2396641360551423
ACH-000794,-0.09810796839666763
ACH-000796,-0.2963743464349093
ACH-000798,-0.24822684108502466
ACH-000799,-0.3335826428388364
ACH-000800,-0.3057442630522891
ACH-000802,-0.2364219437437149
ACH-000804,-0.3952768545767653
ACH-000805,-0.16458207474915534
ACH-000809,-0.27623149201413993
ACH-000810,-0.02417932895136597
ACH-000811,-0.3158085293918879
ACH-000817,-0.21151136665869447
ACH-000819,-0.0888768425939958
ACH-000820,-0.29497008307723105
ACH-000821,-0.0795452079973825
ACH-000822,-0.18718532278396244
ACH-000823,-0.2012703430400204
ACH-000824,-0.21297606614752693
ACH-000827,-0.2262987300281017
ACH-000829,-0.23399062798833525
ACH-000831,-0.15003695408682735
ACH-000832,-0.1049288123430582
ACH-000833,-0.16051724466592876
ACH-000834,-0.12857207523660666
ACH-000835,-0.06847782825429469
ACH-000836,-0.1838509201959355
ACH-000837,-0.2880403183399266
ACH-000838,-0.1926909322020414
ACH-000839,-0.2433080123154027
ACH-000840,-0.15602216408328107
ACH-000841,-0.22860692421822745
ACH-000843,-0.2981447863413659
ACH-000846,0.05511306433182587
ACH-000847,-0.03573917772735632
ACH-000848,-0.10624451501167877
ACH-000849,-0.1598063990585589
ACH-000851,-0.2770784692471503
ACH-000855,0.05719592458323984
ACH-000856,-0.11268572749067053
ACH-000858,-0.2171821807994969
ACH-000859,-0.07500337401344882
ACH-000861,-0.2707690637917362
ACH-000862,-0.2450791448187431
ACH-000865,-0.25545797748066523
ACH-000866,-0.1955402757017734
ACH-000867,-0.2365131179802527
ACH-000869,-0.15370345605096342
ACH-000872,-0.2691460734178166
ACH-000873,-0.22748358577293296
ACH-000876,-0.2038906269653468
ACH-000878,-0.1096296594005122
ACH-000880,-0.1525571624997405
ACH-000881,-0.23707602840032505
ACH-000882,-0.14393408170513936
ACH-000884,-0.30572492983602706
ACH-000885,-0.363948548745196
ACH-000887,-0.2260339273623624
ACH-000889,-0.3314994505107616
ACH-000896,-0.26819343475541085
ACH-000898,-0.15529203929314495
ACH-000900,-0.209594492734168
ACH-000901,-0.2387131157591025
ACH-000905,-0.2979294324363748
ACH-000906,-0.2676116266418119
ACH-000907,-0.22969918109247345
ACH-000910,-0.34972352317351985
ACH-000911,-0.20094927967196372
ACH-000912,-0.16321812745455005
ACH-000913,-0.12473050675091273
ACH-000915,-0.038845563862157866
ACH-000916,-0.24476338207749254
ACH-000917,-0.3048339130430216
ACH-000920,0.12748638592943312
ACH-000921,-0.11114914248491567
ACH-000924,-0.21036555494448309
ACH-000926,-0.23120826975312855
ACH-000928,-0.3811352336671529
ACH-000929,-0.4274668142454757
ACH-000932,-0.09912962438191568
ACH-000935,-0.06699488895943294
ACH-000936,-0.1723133884190756
ACH-000937,-0.18161920310399385
ACH-000938,-0.2467342986915594
ACH-000939,-0.1778274315352886
ACH-000941,-0.2222576220308734
ACH-000943,-0.1746066144437008
ACH-000946,-0.28296675251137154
ACH-000947,-0.3442702465049612
ACH-000948,-0.2191711262484204
ACH-000950,-0.04748936497695301
ACH-000953,-0.18016138724710956
ACH-000954,-0.10693747240368624
ACH-000957,-0.16845062225738822
ACH-000958,-0.3671298642815668
ACH-000960,-0.14636144768897008
ACH-000963,-0.2390128118750956
ACH-000968,-0.2312981413056179
ACH-000969,-0.21649119550147414
ACH-000972,-0.1427179168992018
ACH-000973,-0.11250561260679902
ACH-000974,-0.23918006817393336
ACH-000978,0.07138299943358335
ACH-000984,-0.1993787475879001
ACH-000986,-0.3518608354922646
ACH-000988,-0.20947967669523435
ACH-000993,-0.16736085084415184
ACH-000994,-0.09946910239173393
ACH-000996,-0.3843588464885112
ACH-001001,-0.2852324792450567
ACH-001020,-0.08713445941498188
ACH-001028,-0.2931034027798381
ACH-001031,-0.15876512778165935
ACH-001038,-0.19034383423331144
ACH-001048,-0.2271144827772633
ACH-001050,-0.13571150435957122
ACH-001053,-0.34713199287714125
ACH-001054,-0.2898432307477151
ACH-001061,-0.2011248958502785
ACH-001067,-0.13293347213284326
ACH-001075,-0.21053974887152255
ACH-001096,-0.18749699960564176
ACH-001111,-0.16524458176677911
ACH-001119,-0.13646878664330953
ACH-001128,0.1816108958493496
ACH-001134,-0.21485147278156386
ACH-001151,-0.14936098930938108
ACH-001163,-0.24737320606937346
ACH-001164,-0.1052901372915748
ACH-001183,-0.34000753621480384
ACH-001192,-0.25745246377234954
ACH-001193,-0.30844012177147145
ACH-001196,-0.441091784502388
ACH-001197,-0.19856334905874995
ACH-001205,-0.2732836810686283
ACH-001211,-0.04848935962164589
ACH-001212,-0.16923425331653172
ACH-001228,-0.10060249346905636
ACH-001232,-0.1818195203972452
ACH-001239,-0.19424248702655345
ACH-001270,-0.23006444501250603
ACH-001274,-0.4235894047061096
ACH-001275,-0.050018924530606135
ACH-001277,-0.08011212434716969
ACH-001278,-0.3613922308831676
ACH-001280,-0.09909839604223544
ACH-001283,-0.29229166737161394
ACH-001289,-0.3300566465223328
ACH-001300,-0.1766514225144707
ACH-001301,-0.36460743977274507
ACH-001302,-0.1765444662396232
ACH-001306,-0.12272576186382805
ACH-001318,-0.2627202348099081
ACH-001322,-0.1772905072046968
ACH-001328,-0.11283806467759427
ACH-001332,0.01631539744717679
ACH-001336,-0.093275100784857
ACH-001346,-0.19387252970804766
ACH-001353,-0.20233314110010134
ACH-001354,-0.4206933483079081
ACH-001367,-0.3036460868171021
ACH-001368,-0.2054775456941766
ACH-001374,-0.3111597967838524
ACH-001377,-0.18457754250607347
ACH-001380,-0.301913635571242
ACH-001391,-0.2803372314044704
ACH-001408,-0.11659214680616647
ACH-001430,-0.2739192297568556
ACH-001431,-0.023161123762402768
ACH-001450,-0.19255913984120127
ACH-001496,-0.315552429645136
ACH-001500,-0.18494858940811032
ACH-001523,-0.2729160589542369
ACH-001532,-0.25147441387904385
ACH-001550,-0.14674287720135876
ACH-001552,-0.3887107338084325
ACH-001554,-0.2348103076582125
ACH-001654,-0.22340441460963228
ACH-001735,-0.25927951141556604
ACH-001736,-0.22463297540234334
ACH-001737,-0.2667838732176517
ACH-001740,-0.1030531514184953
ACH-001745,-0.2396106305205119
ACH-001765,-0.21876347725044692
