,TICAM2 (353376)
ACH-000004,0.028581783209892263
ACH-000005,-0.3736460962236858
ACH-000007,-0.15956765663460887
ACH-000009,-0.046044387385246285
ACH-000011,0.04917434606129673
ACH-000012,-0.09484610780808768
ACH-000013,-0.024187529682072325
ACH-000014,-0.10140923636787187
ACH-000015,-0.0007599186842650601
ACH-000017,-0.025342457206359817
ACH-000018,-0.15103935742308647
ACH-000019,0.0035599534881900095
ACH-000021,-0.06473598558706144
ACH-000022,-0.1215018860088164
ACH-000025,0.16025168362983855
ACH-000028,0.004211406293574895
ACH-000030,-0.033554599803447896
ACH-000035,-0.05787997433352585
ACH-000036,-0.19157469191431248
ACH-000037,-0.15633187477485894
ACH-000039,-0.14004448585674975
ACH-000040,-0.15955610722201186
ACH-000041,-0.12440616562585273
ACH-000042,-0.11827584479691113
ACH-000045,-0.06442132199975711
ACH-000047,-0.09550316832922924
ACH-000052,-0.129218100697807
ACH-000053,-0.015534858138213968
ACH-000054,-0.18783699734157194
ACH-000055,-0.1947189685986536
ACH-000060,-0.033585682781592886
ACH-000067,0.010387441734311352
ACH-000070,-0.2431644543902088
ACH-000075,-0.023530592002644724
ACH-000078,-0.12004667472717052
ACH-000082,-0.22936415896881285
ACH-000085,-0.35636919073870754
ACH-000086,-0.0684667672829182
ACH-000087,-0.015667866944561737
ACH-000092,-0.033220208277501745
ACH-000095,-0.17094402824708213
ACH-000097,-0.046990165884185336
ACH-000098,-0.0948081233397994
ACH-000099,-0.05574711077102909
ACH-000108,-0.01760186928800304
ACH-000113,-0.0404019556901605
ACH-000116,-0.11394374777785585
ACH-000118,-0.015078408301910694
ACH-000120,0.07281949579504927
ACH-000123,-0.04700208783482388
ACH-000127,-0.08205554078231107
ACH-000128,-0.17249897365932296
ACH-000132,-0.01913591733125345
ACH-000133,-0.10898789829947922
ACH-000137,-0.0009935774889612194
ACH-000138,0.01746534385423734
ACH-000142,-0.14842989692057146
ACH-000143,-0.04856693810692007
ACH-000146,-0.1765040754119769
ACH-000148,-0.01188747731489167
ACH-000150,-0.06400451904924116
ACH-000152,-0.1648807121506157
ACH-000153,-0.007944614154812856
ACH-000159,-0.07040327330495963
ACH-000160,-0.109756776946244
ACH-000163,-0.07058443642938128
ACH-000167,-0.09601485645953654
ACH-000168,0.018943294073512987
ACH-000169,-0.07306396462711409
ACH-000178,-0.054257419571018636
ACH-000183,0.1783248103897981
ACH-000188,-0.22214355182475676
ACH-000189,-0.10178346416838137
ACH-000190,0.0794151433462011
ACH-000198,-0.09313227617315896
ACH-000203,0.06788023918821635
ACH-000204,-0.01638044561846257
ACH-000206,-0.2984940174801808
ACH-000207,-0.13006498565662944
ACH-000208,-0.21803547071513746
ACH-000210,-0.03759777634255336
ACH-000211,-0.10404759297487633
ACH-000215,-0.0753679667476058
ACH-000221,-0.0370352520303968
ACH-000222,-0.16275747216724742
ACH-000223,-0.07071870264858303
ACH-000226,-0.2336540540824063
ACH-000227,-0.17212089233295585
ACH-000228,-0.0345140459024734
ACH-000231,-0.14683018722014554
ACH-000232,-0.2327669660145762
ACH-000233,0.0366012990255447
ACH-000234,-0.05817424412046762
ACH-000235,-0.13771612198975688
ACH-000237,-0.046769053457263364
ACH-000238,-0.11247092895378977
ACH-000242,0.007172572262204474
ACH-000243,-0.13916831963019408
ACH-000244,-0.04430324067760173
ACH-000246,-0.11358199428404935
ACH-000248,0.11008518467986247
ACH-000250,-0.20294779706140428
ACH-000251,-0.3090981731948257
ACH-000252,0.021508781027364608
ACH-000253,-0.12168152676970632
ACH-000255,-0.13590677688445155
ACH-000256,-0.16101363741361732
ACH-000257,-0.1487819410042201
ACH-000258,-0.135710812843995
ACH-000259,-0.09275422012974956
ACH-000260,-0.03917716381098536
ACH-000261,-0.2070454298040632
ACH-000262,0.1130603605913474
ACH-000263,-0.412280532857908
ACH-000264,-0.03414619165033218
ACH-000265,-0.02994892478669077
ACH-000266,-0.10071655725137582
ACH-000272,-0.18775907178897194
ACH-000274,-0.2997536309909015
ACH-000277,-0.08104082031133795
ACH-000278,-0.0832785758221086
ACH-000279,-0.03755860359443505
ACH-000280,-0.14211439682479193
ACH-000281,0.0019994233661670994
ACH-000288,-0.09398498520732923
ACH-000291,0.0183700646456545
ACH-000293,0.13102170809288113
ACH-000294,0.11799852238125845
ACH-000295,-0.09653192848333862
ACH-000296,-0.04758619027296178
ACH-000302,-0.05389588219765749
ACH-000304,-0.4892872261326269
ACH-000307,-0.04002283747176872
ACH-000308,0.010537469470736551
ACH-000310,-0.2010839500430929
ACH-000311,-0.15359264855100874
ACH-000312,-0.05290348329138174
ACH-000315,-0.003628214093651689
ACH-000316,0.1022049584459743
ACH-000317,-0.07408476825154148
ACH-000318,-0.1522271956381439
ACH-000319,-0.007101760279292668
ACH-000320,-0.05835558774268172
ACH-000322,-0.2320078000875782
ACH-000323,-0.21907837857743495
ACH-000324,-0.0074799078452702766
ACH-000329,-0.0940412530951346
ACH-000330,-0.2496095291714576
ACH-000331,-0.1238327671885296
ACH-000332,-0.10225722168285854
ACH-000334,-0.1440799201535722
ACH-000335,-0.006108878766875408
ACH-000336,0.1125468931306246
ACH-000337,-0.28901720837148576
ACH-000338,0.2144745824129124
ACH-000339,-0.12684402351229687
ACH-000341,-0.07517068007808578
ACH-000348,-0.11940979338000507
ACH-000350,-0.04526208437929173
ACH-000352,0.004107033173746695
ACH-000356,-0.13897715126906462
ACH-000361,-0.09774175236661746
ACH-000362,-0.005170956530204519
ACH-000363,-0.02574313890580911
ACH-000364,0.040537845635885285
ACH-000365,-0.13884601268492158
ACH-000366,0.021679081548449945
ACH-000368,-0.0663025063292145
ACH-000374,-0.2155610753240868
ACH-000375,0.0883076993948104
ACH-000376,0.05888432737663884
ACH-000381,-0.03174184411234556
ACH-000383,-0.0678455070073368
ACH-000387,-0.09871530790243643
ACH-000389,-0.09423068851735793
ACH-000390,-0.1606696793639301
ACH-000393,-0.22280170534398155
ACH-000395,-0.19610420464499956
ACH-000396,0.10399489315281216
ACH-000397,-0.14247013224895014
ACH-000401,0.030330736520619832
ACH-000402,0.19200284103165507
ACH-000403,-0.26713200401233345
ACH-000404,-0.08263141887421227
ACH-000406,-0.002127099281340768
ACH-000407,-0.1222630735717842
ACH-000408,0.04148563169396
ACH-000410,0.036078616584200925
ACH-000411,-0.1523771496523039
ACH-000414,-0.20857867740652802
ACH-000415,-0.09072798319712043
ACH-000416,-0.15397138594860682
ACH-000420,-0.07473634849000724
ACH-000421,-0.08656561989311215
ACH-000424,-0.09306950377152888
ACH-000425,-0.1930814117803996
ACH-000426,0.01853123532325873
ACH-000427,-0.1087063440832469
ACH-000433,-0.14687929472556985
ACH-000435,-0.3073822248678795
ACH-000436,-0.03597156903593436
ACH-000444,-0.06351652576391534
ACH-000445,-0.2531811626536903
ACH-000448,-0.1248629810624878
ACH-000450,-0.11847013637565502
ACH-000452,-0.06405731768094197
ACH-000454,-0.02342706511179689
ACH-000458,-0.05376744141206942
ACH-000459,-0.058531216510503574
ACH-000460,-0.02404262411210817
ACH-000461,-0.13257347402489336
ACH-000463,-0.09684010369126687
ACH-000464,-0.06743131309482142
ACH-000466,-0.12327640106853185
ACH-000467,-0.22833796514379784
ACH-000468,-0.0897687390946709
ACH-000469,-0.03932165656821937
ACH-000470,-0.19139663025534973
ACH-000471,-0.02113216631054697
ACH-000472,-0.09316737590446317
ACH-000473,-0.019048259387843252
ACH-000475,-0.15409065557954782
ACH-000476,-0.209442322096466
ACH-000477,-0.1863085785628489
ACH-000479,0.01799909457161052
ACH-000480,-0.03695817662750113
ACH-000481,-0.33875294899883435
ACH-000483,0.0897347549266896
ACH-000484,-0.06973000742686955
ACH-000485,-0.17106708545334035
ACH-000486,-0.04482405153484607
ACH-000487,-0.00601628198623741
ACH-000488,-0.209069177214094
ACH-000490,-0.037560999368100485
ACH-000491,-0.26798182143870863
ACH-000495,-0.1973758594817268
