,POLR3H (171568)
ACH-000004,-1.7578764902083603
ACH-000005,-1.6320488383766298
ACH-000007,-1.3308625052567589
ACH-000009,-1.3622156450559588
ACH-000011,-1.1724673920804831
ACH-000012,-1.2272148538982304
ACH-000013,-1.42268050868073
ACH-000014,-1.3046320085190568
ACH-000015,-1.407455908527134
ACH-000017,-1.4748798667311331
ACH-000018,-1.150914232342153
ACH-000019,-1.052981193478979
ACH-000021,-1.2384193769416592
ACH-000022,-1.4837404429988423
ACH-000025,-1.3966506123527076
ACH-000028,-1.4139115777310125
ACH-000030,-1.3538307776437926
ACH-000035,-1.5013737639249698
ACH-000036,-1.4620250595196231
ACH-000037,-1.323519902591285
ACH-000039,-1.3386863123196222
ACH-000040,-1.1723998642199625
ACH-000041,-1.2550058686119685
ACH-000042,-1.486446026333644
ACH-000045,-1.2807617424124846
ACH-000047,-1.1761896182922045
ACH-000052,-1.2902292185861055
ACH-000053,-1.22950798323241
ACH-000054,-1.1682679175137587
ACH-000055,-1.4429431641452557
ACH-000060,-1.3069578812155342
ACH-000067,-1.223217376863748
ACH-000070,-1.1750164536724124
ACH-000075,-1.3865665961656115
ACH-000078,-1.174086511245198
ACH-000082,-1.0073411983676563
ACH-000085,-1.5317722038645276
ACH-000086,-1.3137104266310469
ACH-000087,-1.3215300458560932
ACH-000092,-1.3671225118154822
ACH-000095,-1.2042358068929857
ACH-000097,-1.3679277600287874
ACH-000098,-1.4381507472937014
ACH-000099,-1.0739742990295709
ACH-000108,-1.3286722000014506
ACH-000113,-1.3611183256170505
ACH-000116,-1.356979919107717
ACH-000118,-1.2840493992893336
ACH-000120,-1.2995658399023913
ACH-000123,-1.312420311942929
ACH-000127,-1.148431033455095
ACH-000128,-1.3212893489205106
ACH-000132,-1.4499155961791308
ACH-000133,-1.3828724916896746
ACH-000137,-1.3910903969456772
ACH-000138,-1.255934541933844
ACH-000142,-1.4918878356292102
ACH-000143,-1.4314669915339109
ACH-000146,-1.2895228310326436
ACH-000148,-1.227714495845375
ACH-000150,-1.2950300096021907
ACH-000152,-1.0979898594124613
ACH-000153,-1.2962836908516897
ACH-000159,-0.9320807242797384
ACH-000160,-0.8195734812712933
ACH-000163,-1.2519306905848873
ACH-000167,-1.2303760188133128
ACH-000168,-1.3362104278932536
ACH-000169,-1.1920548795643553
ACH-000178,-1.143270679988574
ACH-000183,-1.369248145697507
ACH-000188,-1.2971373772173058
ACH-000189,-1.5284153257688158
ACH-000190,-1.002004756115518
ACH-000198,-1.2311569208378916
ACH-000203,-0.7779204430886523
ACH-000204,-1.3174337933308544
ACH-000206,-1.2591974458926831
ACH-000207,-1.293289815766551
ACH-000208,-1.5471252272183325
ACH-000210,-1.334061732136627
ACH-000211,-1.3194741991872951
ACH-000215,-1.0943120049541903
ACH-000221,-1.7347174973419262
ACH-000222,-1.313527810820336
ACH-000223,-1.3712700169403846
ACH-000226,-1.1907076846837874
ACH-000227,-0.8998881781614919
ACH-000228,-1.4025305002749395
ACH-000231,-1.4347906877244228
ACH-000232,-1.4005796938743649
ACH-000233,-1.2599429367263757
ACH-000234,-0.9991898504636756
ACH-000235,-1.2499985664637658
ACH-000237,-1.4411523249580571
ACH-000238,-1.2237265244341835
ACH-000242,-1.2595206572771709
ACH-000243,-1.27412359238135
ACH-000244,-0.9032465192991916
ACH-000246,-1.0634995376682064
ACH-000248,-1.5010179155773449
ACH-000250,-1.2905665622167213
ACH-000251,-1.313165389290185
ACH-000252,-1.3707236123923916
ACH-000253,-1.1366382806186102
ACH-000255,-1.3224127880946224
ACH-000256,-1.3304522480669099
ACH-000257,-1.0777825750706989
ACH-000258,-1.2427101893390078
ACH-000259,-1.087157130045698
ACH-000260,-1.3196893952328492
ACH-000261,-0.7561577667479371
ACH-000262,-1.371883215864106
ACH-000263,-1.3372004137519056
ACH-000264,-1.325870206162444
ACH-000265,-1.2769326083676125
ACH-000266,-1.2994853730611502
ACH-000272,-1.2590631376320187
ACH-000274,-1.054290555743854
ACH-000277,-1.2505884698548868
