,RPTOR (57521)
ACH-000697,-0.6629210791108114
ACH-000699,-0.5966258025463979
ACH-000701,-0.3983138952574528
ACH-000706,-0.7228277625189566
ACH-000711,-0.9057843904870212
ACH-000713,-0.7982669241107515
ACH-000714,-0.8836359398220612
ACH-000718,-0.8620667133627534
ACH-000720,-0.8240102488456633
ACH-000721,-0.8027721014158458
ACH-000724,-0.3236160295432424
ACH-000725,-0.8987104118623737
ACH-000732,-0.6254799375256217
ACH-000734,-0.5204053951514748
ACH-000735,-0.7186995108321186
ACH-000736,-0.7409269451442473
ACH-000738,-0.7601202024083659
ACH-000746,-0.6938414881723206
ACH-000747,-0.5800102692261516
ACH-000748,-0.6383309687512568
ACH-000753,-0.5719892747463415
ACH-000756,-1.0114885161721194
ACH-000757,-0.5653029517675832
ACH-000758,-0.4439806991656288
ACH-000760,-1.024937241882543
ACH-000762,-0.7875156946675037
ACH-000763,-0.5477140067523212
ACH-000764,-0.8316530847469051
ACH-000765,-0.8929337998146223
ACH-000766,-0.842387238735835
ACH-000767,-0.5537425196097429
ACH-000768,-0.6379868902349252
ACH-000769,-0.8606925383946818
ACH-000770,-0.8858989949052299
ACH-000771,-0.4658888409667612
ACH-000773,-0.669065853571836
ACH-000776,-0.7040497214956113
ACH-000777,-0.5214213350321846
ACH-000778,-0.6062512076464238
ACH-000781,-0.7431903026826916
ACH-000782,-0.4432640781038307
ACH-000783,-0.7809599322689881
ACH-000784,-0.7733966751773138
ACH-000785,-0.7198670296135751
ACH-000787,-0.7018615413313409
ACH-000788,-1.0746066593495274
ACH-000791,-0.7872797989202543
ACH-000792,-0.7811387258114204
ACH-000794,-0.722015663379332
ACH-000796,-0.6850132081443889
ACH-000798,-0.6817323293501791
ACH-000799,-0.5790652447615315
ACH-000800,-0.7490840865271712
ACH-000802,-0.7310191577003151
ACH-000804,-0.7530863841764986
ACH-000805,-0.5452761432758073
ACH-000809,-0.7192156131170309
ACH-000810,-0.8408108709446578
ACH-000811,-0.8237492713446496
ACH-000817,-0.8665172608609576
ACH-000819,-0.7591033433697447
ACH-000820,-0.9647116178525889
ACH-000821,-0.618211091700528
ACH-000822,-0.6661692501880149
ACH-000823,-0.6943315222815106
ACH-000824,-0.6771408770783331
ACH-000827,-0.8201291376630875
ACH-000829,-0.693374348589693
ACH-000831,-0.8380110076633297
ACH-000832,-0.7220744242561747
ACH-000833,-0.5389867545120629
ACH-000834,-0.5545162788138029
ACH-000835,-0.7989397508403742
ACH-000836,-0.777455380295034
ACH-000837,-0.6180232288631099
ACH-000838,-0.7210704036791709
ACH-000839,-0.7828023301538943
ACH-000840,-0.5887257266772448
ACH-000841,-0.9151205944187359
ACH-000843,-0.5756989225204517
ACH-000846,-0.6717685751560772
ACH-000847,-0.8031452259579618
ACH-000848,-0.7930055023176795
ACH-000849,-0.7093716138766023
ACH-000851,-0.7711301256446644
ACH-000855,-0.3333229143831357
ACH-000856,-0.6744047782478516
ACH-000858,-0.6166632559922701
ACH-000859,-0.7502918883973599
ACH-000861,-0.7228372573478159
ACH-000862,-0.6673168115520957
ACH-000865,-0.8621134314065685
ACH-000866,-0.7013042565395003
ACH-000867,-0.5362108162282736
ACH-000869,-1.0369544764453638
ACH-000872,-0.8435636490573082
ACH-000873,-0.4674773895024513
ACH-000876,-0.8102674015310001
ACH-000878,-0.7216740750389786
ACH-000880,-0.5709683952861224
ACH-000881,-0.7112289665809395
ACH-000882,-0.7341276096440384
ACH-000884,-0.8466117376456035
ACH-000885,-0.6535174346502195
ACH-000887,-0.9043431608442656
ACH-000889,-0.6643246822527463
ACH-000896,-0.7155722142154113
ACH-000898,-0.3080035164337466
ACH-000900,-0.6184999677984747
ACH-000901,-0.6750631222323515
ACH-000905,-0.6929160215623802
ACH-000906,-0.69576153677661
ACH-000907,-0.945572262385282
ACH-000910,-0.7401425138880325
ACH-000911,-0.8334244217895596
ACH-000912,-0.7116165973685044
ACH-000913,-0.7002906435130137
ACH-000915,-0.7845788273523342
ACH-000916,-1.1519909796278818
ACH-000917,-0.8812524063465068
ACH-000920,-0.758318384260478
ACH-000921,-0.8255336561439499
ACH-000924,-0.8598032133929577
ACH-000926,-0.794951633268033
ACH-000928,-0.9668092620619916
ACH-000929,-0.6156778037563679
ACH-000932,-0.5810449572721782
ACH-000935,-0.990535539908816
ACH-000936,-0.8703479314884387
ACH-000937,-0.7904981066324769
ACH-000938,-0.5848928874119118
ACH-000939,-0.4461821511865241
ACH-000941,-0.811103822767845
ACH-000943,-0.7262500741508805
ACH-000946,-0.6652164400063845
ACH-000947,-1.0372327161682602
ACH-000948,-0.6466097929080205
ACH-000950,-0.7433720126263441
ACH-000953,-0.7301357480157914
ACH-000954,-0.4169921949462745
ACH-000957,-0.7887077036446923
ACH-000958,-0.6729736869909171
ACH-000960,-0.581906736967356
ACH-000963,-0.9084036987791629
ACH-000968,-0.5590765339612223
ACH-000969,-0.7562482708641121
ACH-000972,-0.7754024248770932
ACH-000973,-0.7640011601019452
ACH-000974,-0.5980947844965789
ACH-000978,-0.4889890428737673
ACH-000984,-0.7931571136959505
ACH-000986,-0.8890492347433354
ACH-000988,-0.8636734306333991
ACH-000993,-0.7496639139780434
ACH-000994,-0.7869215400377232
ACH-000996,-0.6988623027882139
ACH-001001,-0.5994986683214379
ACH-001020,-0.989550500191569
ACH-001028,-0.9347502545040712
ACH-001031,-0.6786538216300368
ACH-001038,-0.8243624997072029
ACH-001048,-0.5575032508327953
ACH-001050,-0.8722208124337463
ACH-001053,-0.835945123121716
ACH-001054,-0.9291451367038621
ACH-001061,-0.8155373807189541
ACH-001067,-0.8444196131083388
ACH-001075,-0.6642348972913906
ACH-001096,-0.7319058405028179
ACH-001111,-0.5656114900197861
ACH-001119,-0.7124130480398884
ACH-001128,-0.8810939936945523
ACH-001134,-0.3518177158643245
ACH-001151,-0.6514660397926606
ACH-001163,-0.6850782293735591
ACH-001164,-0.7550582003802832
ACH-001183,-0.8637291543523827
ACH-001192,-0.7505337142571272
ACH-001193,-0.780089270782495
ACH-001196,-0.7938868974645279
ACH-001197,-0.41013804745260496
ACH-001205,-0.8275372025187804
ACH-001211,-0.7080804431833165
ACH-001212,-0.797384756731961
ACH-001228,-0.5694718973122582
ACH-001232,-0.94191793111448
ACH-001239,-0.7900102891787253
ACH-001270,-0.8807258000051805
ACH-001274,-0.7169133502186601
ACH-001275,-0.5613050005054337
ACH-001277,-0.9001333787027181
ACH-001278,-0.7270181003075391
ACH-001280,-0.6232331808064624
ACH-001283,-0.6012683137168027
ACH-001289,-0.5494192206959582
ACH-001300,-0.6496882883246679
ACH-001301,-0.7530789418480791
ACH-001302,-0.902872052494648
ACH-001306,-0.6949700477508977
ACH-001318,-0.9631634102209272
ACH-001322,-0.7787634084478319
ACH-001328,-0.7840188371731542
ACH-001332,-0.6144258850893298
ACH-001336,-0.8523920710557549
ACH-001346,-0.6755367672470712
ACH-001353,-0.8893959330172511
ACH-001354,-0.5215259736693235
ACH-001367,-1.1143882788551271
ACH-001368,-0.8094905014078954
ACH-001374,-1.5432439079955025
ACH-001377,-0.4718674998666778
ACH-001380,-0.7448244157961732
ACH-001391,-0.7475881583473077
ACH-001408,-0.5367588408570558
ACH-001430,-1.0152931761767878
ACH-001431,-0.7821240698377139
ACH-001450,-0.7639896395485886
ACH-001496,-0.7880325308415694
ACH-001500,-0.873478039875897
ACH-001523,-0.8330874144095484
ACH-001532,-0.5038748146062602
ACH-001550,-0.595891105755584
ACH-001552,-0.8813186587615639
ACH-001554,-0.5813623918121145
ACH-001654,-0.8163862367625709
ACH-001735,-0.8076552430837234
ACH-001736,-0.5483561316829337
ACH-001737,-0.9409171769334224
ACH-001740,-0.7402159924904224
ACH-001745,-0.5572435216735828
ACH-001765,-0.6476383431304089
