,SUCO (51430)
ACH-000671,-0.3751826445059633
ACH-000672,-0.799596582227986
ACH-000673,-0.5224239957802579
ACH-000676,-0.1920352155305426
ACH-000677,-0.6338554980237354
ACH-000681,-0.5159873061461643
ACH-000683,-0.701484659177362
ACH-000684,-0.2015496630932709
ACH-000688,-0.010692752680384646
ACH-000693,-0.6986261705869894
ACH-000694,-0.3400339965862512
ACH-000695,-0.44579306378063976
ACH-000696,-0.3033994234479021
ACH-000697,-0.3693076260649785
ACH-000699,-0.7360635462265764
ACH-000701,-0.45981663868837297
ACH-000706,-0.5453117954576573
ACH-000711,-0.36266412121730063
ACH-000713,-0.5998414894941138
ACH-000714,-0.3762784630278176
ACH-000718,-0.2809832738095356
ACH-000720,-0.6200117899024159
ACH-000721,-0.5661158714740141
ACH-000724,-0.34719585567692124
ACH-000725,-0.21416595986423845
ACH-000732,-0.49506302309537104
ACH-000734,-0.26564541792755664
ACH-000735,-0.03162661285123386
ACH-000736,-0.15981556491261856
ACH-000738,-0.2768640317207683
ACH-000746,-0.18169888995311675
ACH-000747,-0.6699167018767684
ACH-000748,-0.4724401662657988
ACH-000753,-0.2415932392837158
ACH-000756,-0.2435101648335781
ACH-000757,-0.06015825181970137
ACH-000758,-0.4168855434740862
ACH-000760,-0.3667596241579248
ACH-000762,-0.27295162116273125
ACH-000763,-0.2375682522935532
ACH-000764,-0.4564817938830879
ACH-000765,-0.4765330071995403
ACH-000766,-0.7141311854997763
ACH-000767,-0.1191413298144406
ACH-000768,-0.17744398632313058
ACH-000769,-0.24782446491428495
ACH-000770,-0.2502975347967799
ACH-000771,-0.04033467924361776
ACH-000773,-0.4069230342459008
ACH-000776,-0.20339406999515575
ACH-000777,-0.10471393661148476
ACH-000778,-0.1684019201409792
ACH-000781,-0.6353347039511961
ACH-000782,-0.2364138170565803
ACH-000783,-0.1257499810264664
ACH-000784,-0.6306690316817459
ACH-000785,-0.4644837165636689
ACH-000787,-0.7794821333173115
ACH-000788,-0.4378169109669582
ACH-000791,0.048134213977454106
ACH-000792,-0.2444560638856412
ACH-000794,-0.13750555475632747
ACH-000796,-0.14334365025111162
ACH-000798,-0.40099797759491207
ACH-000799,-0.25406081754552423
ACH-000800,-0.22167316388814887
ACH-000802,-0.1383096237235552
ACH-000804,-0.4753236937000016
ACH-000805,-0.4250957285420319
ACH-000809,-0.4401411521686912
ACH-000810,-0.3038997461823052
ACH-000811,-0.3773151763334393
ACH-000817,-0.1379930407461834
ACH-000819,-0.4617845957324456
ACH-000820,-0.2492470162292065
ACH-000821,0.013640030160164058
ACH-000822,-0.3718098667346916
ACH-000823,-0.3012878819374033
ACH-000824,-0.11401201605258815
ACH-000827,-0.7487857594321536
ACH-000829,-0.26332225283770705
ACH-000831,-0.23532183346135205
ACH-000832,-0.2809691169570481
ACH-000833,-0.0579643335736661
ACH-000834,-0.21346076819096704
ACH-000835,-0.19444333602122016
ACH-000836,-0.17825585625818818
ACH-000837,-0.5910014069295073
ACH-000838,-0.297801854648562
ACH-000839,-0.3782898575617756
ACH-000840,-0.5161405380810595
ACH-000841,-0.4945387630070769
ACH-000843,-0.18167975816154391
ACH-000846,-0.3096665476467339
ACH-000847,-0.24635760995977105
ACH-000848,-0.19070659404845397
ACH-000849,-0.03196863824493813
ACH-000851,-0.2208815644650102
ACH-000855,-0.22005663686522356
ACH-000856,-0.2337934418261736
ACH-000858,-0.680527187259864
ACH-000859,-0.5662764686122693
ACH-000861,-0.27439322843933484
ACH-000862,-0.12988381102114302
ACH-000865,-0.2437894459783431
ACH-000866,-0.20181471765487025
ACH-000867,-0.5630180836021279
ACH-000869,-0.2011555240730835
ACH-000872,-0.2959695182539869
ACH-000873,-0.2468361640969165
ACH-000876,-0.22914578175116135
ACH-000878,-0.37975413420090975
ACH-000880,-0.2505178507386142
ACH-000881,-0.329539348923281
ACH-000882,-0.3870620982042192
ACH-000884,-0.5264599083809578
ACH-000885,-0.018435947775796286
ACH-000887,-0.3618867377263433
ACH-000889,-0.09283870191725982
ACH-000896,-0.21567730049402445
ACH-000898,-0.25428697134749084
ACH-000900,-0.5392683668620772
ACH-000901,-0.5098802531712524
ACH-000905,-0.18294383405706932
ACH-000906,-0.294785433465066
ACH-000907,-0.2538028493786517
ACH-000910,-0.22300298868832272
ACH-000911,-0.2684942850345016
ACH-000912,-0.2502858238141969
ACH-000913,-0.2464323208730501
ACH-000915,-0.22155842249430505
ACH-000916,-0.7153573724003276
ACH-000917,-0.63160466002985
ACH-000920,-0.2655563078564676
ACH-000921,-0.5455096681487148
ACH-000924,-0.3816958936573671
ACH-000926,-0.3202563835152193
ACH-000928,-0.5169975153833478
ACH-000929,-0.5345673348374455
ACH-000932,-0.15660939284444067
ACH-000935,-0.019560025960136698
ACH-000936,-0.06845083875595594
ACH-000937,-0.10338938701444486
ACH-000938,-0.1930584769014916
ACH-000939,-0.20846795215105632
ACH-000941,-0.6349097923019744
ACH-000943,-0.40472576697886
ACH-000946,-0.13611168878303828
ACH-000947,-0.11838841343231996
ACH-000948,-0.3705489030999014
ACH-000950,-0.7323490769351054
ACH-000953,-0.18561788592571746
ACH-000954,-0.17278106886973968
ACH-000957,-0.1673672838917136
ACH-000958,-0.6801612348422256
ACH-000960,-0.2616558426374761
ACH-000963,0.01240327035089672
ACH-000968,-0.6614974491712684
ACH-000969,-0.3003545917384894
ACH-000972,-0.012828661466686032
ACH-000973,-0.18502907754102046
ACH-000974,-0.13765897362319174
ACH-000978,0.0999341569244066
ACH-000984,-0.3079272952519841
ACH-000986,-0.4999846106277773
ACH-000988,-0.2123202910836606
ACH-000993,-0.3355789293800293
ACH-000994,0.023012952192147062
ACH-000996,-0.07190099905613134
ACH-001001,-0.12129296490334615
ACH-001020,-0.6662257906229861
ACH-001028,-0.034770651300587506
ACH-001031,0.3473723173668496
ACH-001038,-0.14336341547741546
ACH-001048,-0.3424358147761816
ACH-001050,-0.3386297462284602
ACH-001053,-0.21849792633077528
ACH-001054,-0.08995446276614429
ACH-001061,-0.1423743451680064
ACH-001067,-0.4991783013272025
ACH-001075,-0.19898283502777706
ACH-001096,-0.3099321281826688
ACH-001111,-0.1840787927872171
ACH-001119,-0.15225930865929033
ACH-001128,-0.2737872367248163
ACH-001134,-0.6251278684537329
ACH-001151,-0.3504176514192224
ACH-001163,-0.39311964644883785
ACH-001164,-0.33557945970201153
ACH-001183,-0.3930424757995325
ACH-001192,-0.22403724065737168
ACH-001193,-0.027195010129597973
ACH-001196,-0.10219450481573697
ACH-001197,-0.3268590300942721
ACH-001205,-0.20672380277631167
ACH-001211,-0.4764154657422968
ACH-001212,-0.6225264494124211
ACH-001228,-0.2789820088816464
ACH-001232,-0.048453766179431264
ACH-001239,-0.1814936638359129
ACH-001270,-0.1848184813616961
ACH-001274,-0.5026168750925804
ACH-001275,-0.3316681678944481
ACH-001277,-0.4296360998836891
ACH-001278,-0.4865011225850221
ACH-001280,-0.2546258735520573
ACH-001283,-0.4337277283897166
ACH-001289,-0.24740820111982675
ACH-001300,-0.03410703463123367
ACH-001301,-0.2888293918966981
ACH-001302,-0.016173668276358178
ACH-001306,-0.4567546581367433
ACH-001318,-0.2262149076868538
ACH-001322,-0.4155880049083394
ACH-001328,-0.6896416697777719
ACH-001332,-0.3218862040429276
ACH-001336,-0.060396391076899016
ACH-001346,-0.460880494871355
ACH-001353,-0.16247513821338014
ACH-001354,-0.18520535690741866
ACH-001367,-0.010461573913928476
ACH-001368,-0.32660933505927064
ACH-001374,-0.04184901623495989
ACH-001377,-0.24738628095800536
ACH-001380,-0.05027194879612761
ACH-001391,-0.36514636457964705
ACH-001408,-0.5619798867998
ACH-001430,-0.6521804625108171
ACH-001431,-0.3919902894380375
ACH-001450,-0.12173534950001645
ACH-001496,-0.5841370156785716
ACH-001500,-0.19368625889585286
ACH-001523,-0.15290540584612392
ACH-001532,-0.18024469804443224
ACH-001550,-0.28635467061233466
ACH-001552,-0.4554743677623348
ACH-001554,-0.5013158004796066
ACH-001654,-0.7339533757689215
ACH-001735,-0.25903440806932554
ACH-001736,-0.2674039505279749
ACH-001737,-0.4586253185105058
ACH-001740,0.03818441296769541
ACH-001745,-0.09022866000577627
ACH-001765,-0.19498709111372145
