,LMAN2L (81562)
ACH-000004,-0.00614026552058418
ACH-000005,0.13984089707719352
ACH-000007,0.2860202482372213
ACH-000009,-0.06006532526416825
ACH-000011,0.14115428525091775
ACH-000012,0.043596730553595066
ACH-000013,-0.06515879686689671
ACH-000014,-0.21007177604103164
ACH-000015,0.015116510490478078
ACH-000017,-0.05704282218741901
ACH-000018,0.1345035308477857
ACH-000019,0.07289148927899074
ACH-000021,0.09032604425430343
ACH-000022,-0.054218521255054136
ACH-000025,0.056808705164721626
ACH-000028,-0.05018241791827574
ACH-000030,-0.02579551882040973
ACH-000035,-0.2765745973092455
ACH-000036,0.06012114976768738
ACH-000037,-0.055512025567384986
ACH-000039,0.052446009708475023
ACH-000040,0.10726683430006544
ACH-000041,-0.0084549528022789
ACH-000042,0.01640729871791614
ACH-000045,-0.06346736565341754
ACH-000047,0.039269089922731766
ACH-000052,-0.18705601502356795
ACH-000053,0.013469411095050976
ACH-000054,0.033104990644644464
ACH-000055,0.002146502767385659
ACH-000060,-0.07850153575721425
ACH-000067,0.10862451129119632
ACH-000070,-0.0501602918282014
ACH-000075,-0.05297088340631488
ACH-000078,-0.08713225354565753
ACH-000082,-0.112154943262284
ACH-000085,0.09018169369645666
ACH-000086,-0.07660229113446264
ACH-000087,-0.1252753689333038
ACH-000092,-0.1822424460379348
ACH-000095,-0.0005492020483190841
ACH-000097,-0.0621029983226377
ACH-000098,-0.20133823869869785
ACH-000099,-0.07752060870369339
ACH-000108,-0.0599381379265656
ACH-000113,0.03902430751983625
ACH-000116,-0.01838578695563844
ACH-000118,-0.020100446833966702
ACH-000120,0.0914211474075162
ACH-000123,-0.0345328973193381
ACH-000127,6.358880443362188e-06
ACH-000128,-0.16846343101743097
ACH-000132,0.006980025187978175
ACH-000133,-0.2108103241210311
ACH-000137,-0.13299640321516326
ACH-000138,0.1280895228378622
ACH-000142,0.13944139088954854
ACH-000143,0.07828326180066156
ACH-000146,-0.01866234585695733
ACH-000148,-0.046118785091234994
ACH-000150,-0.04629365296973418
ACH-000152,0.1863403596123714
ACH-000153,-0.1993479262785216
ACH-000159,0.04161944854355952
ACH-000160,-0.003115064376945132
ACH-000163,0.1413136523077745
ACH-000167,0.08301646557473699
ACH-000168,0.12098246238687785
ACH-000169,0.023915306771110385
ACH-000178,-0.004488537466535747
ACH-000183,-0.0449329517060218
ACH-000188,0.182554442929534
ACH-000189,-0.27515125500162513
ACH-000190,-0.10804118958185358
ACH-000198,-0.08682478614521963
ACH-000203,-0.18913267427875646
ACH-000204,0.14464098591974547
ACH-000206,0.0007177970113713785
ACH-000207,0.054034052355279145
ACH-000208,-0.10449172149085624
ACH-000210,0.038047414884105145
ACH-000211,0.03463013632582948
ACH-000215,-0.13774166099439825
ACH-000221,-0.22168579321474485
ACH-000222,-0.17365228503151522
ACH-000223,-0.13848559227692284
ACH-000226,-0.052570177993595736
ACH-000227,-0.02064271953440069
ACH-000228,-0.10717897938714532
ACH-000231,-0.06147949721020617
ACH-000232,-0.05769604698154679
ACH-000233,-0.08010939310994428
ACH-000234,0.006742719502328934
ACH-000235,-0.06802711516017527
ACH-000237,-0.016302168749515792
ACH-000238,-0.004845396253385233
ACH-000242,-0.012962751867707154
ACH-000243,-0.10394624481429128
ACH-000244,0.007875313707372789
ACH-000246,-0.00394629062209636
ACH-000248,-0.11528138025240126
ACH-000250,-0.06045848159702375
ACH-000251,-0.060537278198840486
ACH-000252,-0.0044457614468690135
ACH-000253,0.09317502818388616
ACH-000255,-0.04822659737239352
ACH-000256,-0.08696477833059825
ACH-000257,-0.09726759966968007
ACH-000258,-0.0030317006043257123
ACH-000259,-0.007671549944136242
ACH-000260,0.0205503400984116
ACH-000261,-0.0806702330106246
ACH-000262,-0.2260508854166907
ACH-000263,0.22915048774178734
ACH-000264,0.022436001901004508
ACH-000265,-0.14319761689051744
ACH-000266,-0.07529518800711447
ACH-000272,6.872879780427456e-05
ACH-000274,-0.09565025166961308
ACH-000277,0.020258607831450445
ACH-000278,0.09397748423336552
ACH-000279,0.005133551617193802
ACH-000280,0.006778691449084891
ACH-000281,-0.05584789241667314
ACH-000288,-0.1774101834127864
ACH-000291,-0.2383005009046839
ACH-000293,0.023076445267747325
ACH-000294,0.14850878835777015
ACH-000295,-0.02263058206068044
