,FDX1 (2230)
ACH-000302,-0.01648564830319661
ACH-000304,-0.7074161479958582
ACH-000307,-0.2765148171174373
ACH-000308,-0.394373780646073
ACH-000310,-0.14766046922557075
ACH-000311,-0.5703986069041399
ACH-000312,-0.5780217765138321
ACH-000315,-0.25870465299155193
ACH-000316,-0.5231618965046892
ACH-000317,-0.4578928627714999
ACH-000318,-0.2930634141622334
ACH-000319,-0.3246672980808156
ACH-000320,-0.24869713136030985
ACH-000322,-0.7374150291358976
ACH-000323,-0.4768701601869853
ACH-000324,-0.2662805579834812
ACH-000329,-0.4606925278570637
ACH-000330,-0.423276952423968
ACH-000331,-0.3175736394725568
ACH-000332,-0.30297770397223783
ACH-000334,-0.3963896569080777
ACH-000335,-0.37167462474448776
ACH-000336,-0.6676017591394962
ACH-000337,-0.44454306922408937
ACH-000338,-0.8835976224233008
ACH-000339,-0.3711712035607195
ACH-000341,-0.1536039206489749
ACH-000348,-0.432848196339098
ACH-000350,-0.3690531777673268
ACH-000352,-0.5809288779145724
ACH-000356,-0.8010052064560074
ACH-000361,-0.12995250865790953
ACH-000362,-0.33776415210045424
ACH-000363,-0.4873498564781544
ACH-000364,-0.4011325063975236
ACH-000365,-0.29770272790995383
ACH-000366,-0.4278827072653491
ACH-000368,-0.1608831971600338
ACH-000374,-0.607810491188261
ACH-000375,-0.4923564556017958
ACH-000376,-0.3780236647071709
ACH-000381,-0.215255973291446
ACH-000383,-0.43783640000710056
ACH-000387,-0.30843119795187485
ACH-000389,-0.2444268403034982
ACH-000390,-0.24516811767090696
ACH-000393,-0.3775229505233009
ACH-000395,-0.11319863276324935
ACH-000396,-0.6170183377425523
ACH-000397,-0.3458349503914078
ACH-000401,-0.4639012888782456
ACH-000402,-0.1385887622460388
ACH-000403,-0.4716359100225172
ACH-000404,-0.6494707379603042
ACH-000406,-0.4937503167565129
ACH-000407,-0.27501410954100153
ACH-000408,-0.4355255078669394
ACH-000410,-0.41821537044240825
ACH-000411,-0.22952653420454305
ACH-000414,-0.5257524150598057
ACH-000415,-0.3784904812578512
ACH-000416,-0.2302236878626641
ACH-000420,-0.5862475463128844
ACH-000421,-0.2849349105641342
ACH-000424,-0.1626165687289609
ACH-000425,-0.4761072910850135
ACH-000426,-0.400087041013854
ACH-000427,-0.5482170545593891
ACH-000433,-0.470736277721753
ACH-000435,-0.602585914144678
ACH-000436,-0.4212881168053314
ACH-000444,-0.6051373572664751
ACH-000445,-0.4264522763849933
ACH-000448,-0.39750689015135215
ACH-000450,-0.8004812018651489
ACH-000452,-0.3626128409013426
ACH-000454,-0.4844119774583812
ACH-000458,-0.4230564474283506
ACH-000459,-0.4908933156196788
ACH-000460,-0.16834284526643062
ACH-000461,-0.4521951090611541
ACH-000463,-0.29293660510761066
ACH-000464,-0.41097766606899067
ACH-000466,-0.3488016733524838
ACH-000467,-0.4400566512265364
ACH-000468,-0.22209406776189355
ACH-000469,-0.2515334832035319
ACH-000470,-0.4579199090221751
ACH-000471,-0.4158099597060352
ACH-000472,-0.3996237575565758
ACH-000473,-0.31445967382385304
ACH-000475,-0.3997132201773057
ACH-000476,-0.5201063802331654
ACH-000477,-0.3880688926632827
ACH-000479,-0.3969010252075001
ACH-000480,-0.3869598196878292
ACH-000481,-0.3995603449977945
ACH-000483,-0.3199105796677472
ACH-000484,-0.2401453059675957
ACH-000485,-0.2807959128683151
ACH-000486,-0.5208626246407847
ACH-000487,-0.4157252873091829
ACH-000488,-0.7131771342887386
ACH-000490,-0.37298390810045856
ACH-000491,-0.2774299154974019
ACH-000495,-0.2858184046399471
ACH-000496,-0.4954505508506578
ACH-000499,-0.5249088433413642
ACH-000500,0.2795117674645704
ACH-000502,-0.3348908772976558
ACH-000503,-0.5373792043910673
ACH-000505,-0.4306947252589404
ACH-000507,-0.34527235082313623
ACH-000510,-0.2448391024981317
ACH-000511,-0.19028399920664196
ACH-000512,-0.5583399763263567
ACH-000516,-0.3710974090455915
ACH-000517,-0.32637470797771745
ACH-000518,-0.0678913438766197
ACH-000520,-0.19615586866041912
ACH-000521,-0.5185232676913724
ACH-000522,-0.397246626850038
ACH-000524,-0.27646987894010633
ACH-000527,-0.3631348290314895
ACH-000528,-0.28415494754317155
ACH-000537,-0.473903307828126
ACH-000541,-0.3710801536760639
ACH-000542,-0.32191910994244183
ACH-000544,-0.4545906109380895
ACH-000545,-0.4260006500515933
ACH-000547,-0.16184137638206222
ACH-000548,-0.4467968742706955
ACH-000549,-0.3661170945838303
ACH-000550,-0.432289507537194
ACH-000552,-0.4176116038873875
ACH-000556,-0.6048425282285841
ACH-000557,-0.3480358803257641
ACH-000569,-0.2996450692778431
ACH-000570,-0.3431765980247626
ACH-000571,-0.42171799255194425
ACH-000573,-0.3816408018063111
ACH-000576,-0.6967490800996015
ACH-000579,-0.44162474610110175
ACH-000580,-0.6612608899385787
ACH-000584,-0.4335206319826465
ACH-000585,-0.20969024119331514
ACH-000588,-0.4199162995623473
ACH-000589,-0.5578681962796849
ACH-000591,-0.3637850011523536
ACH-000593,-0.33050533107106445
ACH-000600,-0.3473256608197214
ACH-000601,-0.4149666248273024
ACH-000605,-0.2602161977140253
ACH-000606,-0.4392383700980471
ACH-000608,-0.2713971467293849
ACH-000614,-0.550979386002697
ACH-000616,-0.20402010446187335
ACH-000618,-0.9358264038313291
ACH-000619,-0.3085702925779219
ACH-000620,-0.2887615785098299
ACH-000621,-0.2911293913298185
ACH-000622,-0.3711053493570872
ACH-000623,-0.35955893367548897
ACH-000624,-0.3497697755639739
ACH-000627,-0.23878134672741896
ACH-000630,-0.32419926996820925
ACH-000631,-0.3660163196784422
ACH-000632,-0.4069260104725271
ACH-000633,-0.6406565797494194
ACH-000637,-0.49098026423891
ACH-000638,-0.5932971086293967
ACH-000646,-0.21850756634196905
ACH-000647,-0.31183481414535724
ACH-000648,-0.4445814846264872
ACH-000649,-0.20215059318667272
ACH-000651,-0.5211645306118572
ACH-000652,-0.2330643690103721
ACH-000653,-0.4108267150693681
ACH-000657,-0.3101151941453752
ACH-000658,-0.6031950738813484
ACH-000661,-0.536291654124844
ACH-000662,-0.6202547887067199
ACH-000663,-0.4721709657628172
ACH-000665,-0.3594200434630663
ACH-000671,-0.5544043984882945
ACH-000672,-0.7145165857346651
ACH-000673,-0.3778821847613413
ACH-000676,-0.5003181795656455
ACH-000677,-0.7007603323218327
ACH-000681,-0.34873577770021713
ACH-000683,-0.3652440233232828
ACH-000684,-0.4768496270769673
ACH-000688,-0.438530999963496
ACH-000693,-0.4526865841723847
ACH-000694,-0.6193796427498867
ACH-000695,-0.28887785134358035
ACH-000696,-0.3607007036784613
ACH-000697,-0.3909435055533087
ACH-000699,-0.23400962679256185
ACH-000701,-0.2183377093081673
ACH-000706,-0.3408271576967984
ACH-000711,-0.22229095140969096
ACH-000713,-0.34623519915404605
ACH-000714,-0.3177342138362685
ACH-000718,-0.34742943478075494
ACH-000720,-0.27677192932602945
ACH-000721,-0.2251653799996056
ACH-000724,-0.5293154220251215
ACH-000725,-0.5596093141047667
ACH-000732,-0.07579033948545144
ACH-000734,-0.4003518056202641
ACH-000735,-0.3408069409152565
ACH-000736,-0.3903691452460776
ACH-000738,-0.3433002556769356
ACH-000746,-0.4830883039231666
ACH-000747,-0.5347521033883483
ACH-000748,-0.3155868602808545
ACH-000753,-0.3540975691383942
ACH-000756,-0.34534883559733603
ACH-000757,-0.2988469172994222
ACH-000758,-0.4940275213505994
ACH-000760,-0.2355264011678249
ACH-000762,-0.4200326655503193
ACH-000763,-1.0107063669037608
ACH-000764,-0.4763294812870076
ACH-000765,-0.4576249802785218
ACH-000766,-0.17141552856728165
ACH-000767,-0.4798859685586145
ACH-000768,-0.5278364899038189
ACH-000769,-0.13171744232447186
ACH-000770,-0.23178787340704746
ACH-000771,-0.26378548451501943
ACH-000773,-0.2634621630458189
ACH-000776,-0.31413643661713186
ACH-000777,-0.2608242266797547
ACH-000778,-0.2873215101555773
ACH-000781,-0.1548907228496939
ACH-000782,-0.497812229515825
ACH-000783,-0.3038812024668594
ACH-000784,-0.3815271570967492
ACH-000785,-0.3470349834008299
ACH-000787,-0.19957962587931047
ACH-000788,-0.2405795745605451
ACH-000791,-0.5917611266558749
ACH-000792,-0.4160802759160517
ACH-000794,-0.4972017494513624
ACH-000796,-0.2547240285525303
ACH-000798,-0.2750994099183133
ACH-000799,-0.4171146227632285
ACH-000800,-0.369894974814951
ACH-000802,-0.3260148430873309
ACH-000804,-0.3381327771986334
ACH-000805,-0.27662578315113384
ACH-000809,-0.1550364072820276
ACH-000810,-0.4161623328018881
ACH-000811,-0.3072648670722254
ACH-000817,-0.38537655632985707
ACH-000819,-0.26260779442800564
ACH-000820,-0.3106881902011174
ACH-000821,-0.4328668392187815
ACH-000822,-0.4841362160523489
ACH-000823,-0.14322895117249745
ACH-000824,-0.296548791131768
ACH-000827,-0.39954540424622187
ACH-000829,-0.3403215240996117
ACH-000831,-0.5174668749208765
ACH-000832,-0.3501378353902934
ACH-000833,-0.4490738026486935
ACH-000834,-0.30255838478417857
ACH-000835,-0.26052269646783804
ACH-000836,-0.14040662606731902
ACH-000837,-0.5146525268077115
ACH-000838,-0.5276366278883837
ACH-000839,-0.2892928852020669
ACH-000840,-0.4211898073924492
ACH-000841,-0.5194379281902424
ACH-000843,-0.6906946964905761
ACH-000846,-0.3210355806560464
ACH-000847,-0.38531875519103737
ACH-000848,-0.4569308270192177
ACH-000849,-0.3268772309471261
ACH-000851,-0.2473187772499713
ACH-000855,-0.2906694208600103
ACH-000856,-0.4547743813958229
ACH-000858,-0.6033663717660684
ACH-000859,-0.2004172161557895
ACH-000861,-0.3925878640855017
ACH-000862,-0.4668418339106621
ACH-000865,-0.22986513103167736
ACH-000866,-0.3184361928955966
ACH-000867,-0.3161011693505137
ACH-000869,-0.33384131108606313
ACH-000872,-0.3954706186960601
ACH-000873,-0.384575966913108
ACH-000876,-0.8704778642158754
ACH-000878,-0.24073261252917816
ACH-000880,-0.34694406812570056
ACH-000881,-0.42481091632134205
ACH-000882,-0.4233203052716775
ACH-000884,-0.31639416280408034
ACH-000885,-0.6699944667877888
ACH-000887,-0.3150518495942283
ACH-000889,-0.35048024677240697
ACH-000896,-0.5162644054328801
ACH-000898,-0.4820529144516227
ACH-000900,-0.4648011369016762
ACH-000901,-0.20656553885515852
ACH-000905,-0.1832251688891222
ACH-000906,-0.4240058990579458
ACH-000907,-0.3144030925508247
ACH-000910,-0.6729894230709104
ACH-000911,-0.4240890062984043
ACH-000912,-0.1786359167098696
ACH-000913,-0.3443380030898047
ACH-000915,-0.4556462190719909
ACH-000916,-0.2809759264563039
ACH-000917,-0.4665174924376954
ACH-000920,-0.4087372482062328
ACH-000921,-0.5534076382183875
ACH-000924,-0.2490697161764913
ACH-000926,-0.2562470647450815
ACH-000928,-0.5148024598570121
ACH-000929,-0.44386185452666665
ACH-000932,-0.4679114836327154
ACH-000935,-0.17345921239311815
ACH-000936,-0.4336608964946344
ACH-000937,-0.6741314885711235
ACH-000938,-0.5410831530667537
ACH-000939,-0.5886193309212453
ACH-000941,-0.4475333802355092
ACH-000943,-0.7194647515338899
ACH-000946,-0.4456789311460848
ACH-000947,-0.7790291128685385
ACH-000948,-0.466597359338558
ACH-000950,-0.4151147813414688
ACH-000953,-0.2823534429591187
ACH-000954,-0.29713367626219395
ACH-000957,-0.5825863674074162
ACH-000958,-0.14909453519756835
ACH-000960,-0.4854106622615952
ACH-000963,-0.21669878038002796
ACH-000968,-0.573628066497987
ACH-000969,-0.4827408699299887
ACH-000972,-0.27505228854811475
ACH-000973,-0.3371070402784396
ACH-000974,-0.4705146700698364
ACH-000978,-0.31281268651953753
ACH-000984,-0.41746205216025184
ACH-000986,-0.1803567479900742
ACH-000988,-0.3435850473795707
ACH-000993,-0.10444861153066536
ACH-000994,-0.4032234111313969
ACH-000996,-0.5309253870975545
ACH-001001,-0.4350049513356456
ACH-001020,-0.5413653491669065
ACH-001028,-0.2748916748311084
ACH-001031,-0.10267836502118076
ACH-001038,-0.3056584966456751
ACH-001048,-0.4937127443029526
ACH-001050,-0.17450219687391955
ACH-001053,-0.17024465370395386
ACH-001054,-0.5063652534256312
ACH-001061,-0.12262777320386208
ACH-001067,-0.09533373415060266
ACH-001075,-0.31387927278594285
ACH-001096,-0.5698683696048035
ACH-001111,-0.2557858468133817
ACH-001119,-0.3059000687511765
ACH-001128,-0.3248978664414096
ACH-001134,-0.2612642801311857
ACH-001151,-0.35353057045387737
ACH-001163,-0.4398748322491799
ACH-001164,-0.5251110212925708
ACH-001183,-0.22190855482666755
ACH-001192,-0.2395836544125853
ACH-001193,-0.4368899493108337
ACH-001196,-0.3276569612057592
ACH-001197,-0.06586172698558579
ACH-001205,-0.39557245740881297
ACH-001211,-0.2848870875169716
ACH-001212,-0.28435307202194154
ACH-001228,-0.487782312299461
ACH-001232,-0.2726470516089894
ACH-001239,-0.3010559238066761
ACH-001270,-0.2316720714405889
ACH-001274,-0.4513974117975133
ACH-001275,-0.3750499880204505
ACH-001277,-0.2568853245341184
ACH-001278,-0.4946122466756322
ACH-001280,-0.2637236482009325
ACH-001283,-0.12609892664619662
ACH-001289,-0.4481572782099844
ACH-001300,-0.2530078791159479
ACH-001301,-0.17008364736353304
ACH-001302,-0.22939791207068486
ACH-001306,-0.4518508697199564
ACH-001318,-0.3015930878219664
ACH-001322,-0.17374479028804746
ACH-001328,-0.3526200834422667
ACH-001332,-0.379903702225818
ACH-001336,-0.26270865558585715
ACH-001346,-0.3310491921974331
ACH-001353,-0.2643334205088294
ACH-001354,-0.3598243459555264
ACH-001367,-0.5582000811091938
ACH-001368,-0.5845230581159347
ACH-001374,-0.2747003511577477
ACH-001377,-0.3300571575880582
ACH-001380,-0.3984629438344864
ACH-001391,-0.45946142065079
ACH-001408,-0.2518496460658244
ACH-001430,-0.2796854751261085
ACH-001431,-0.17578115362312707
ACH-001450,-0.6599368099647592
ACH-001496,-0.3619428677010194
ACH-001500,-0.26174746232085955
ACH-001523,-0.18407502385229213
ACH-001532,-0.4113021347704313
ACH-001550,-0.5349465198505055
ACH-001552,-0.5822661374222083
ACH-001554,-0.3896209821974307
ACH-001654,-0.29510694322253644
ACH-001735,-0.5505641934558999
ACH-001736,-0.36312289737988895
ACH-001737,-0.5976844143033245
ACH-001740,-0.26156604695790675
ACH-001745,-0.2851272338178281
ACH-001765,-0.20507147692797764
