,PRRG2 (5639)
ACH-000004,-0.01646753847028745
ACH-000005,0.0914304227339676
ACH-000007,0.07914174707847851
ACH-000009,-0.12080840539780532
ACH-000011,0.050665070309489635
ACH-000012,-0.1618783321287016
ACH-000013,-0.13954658959563615
ACH-000014,-0.0629841773688424
ACH-000015,-0.20964522997229385
ACH-000017,0.07169232137162443
ACH-000018,-0.10078386734694278
ACH-000019,0.0452813889438985
ACH-000021,-0.0592426027256057
ACH-000022,-0.11125529768911854
ACH-000025,0.009291093772551346
ACH-000028,-0.09695376936485896
ACH-000030,0.018345218861728598
ACH-000035,-0.07410890501296248
ACH-000036,0.01533985041387764
ACH-000037,0.03770139651193452
ACH-000039,-0.06987784808434888
ACH-000040,-0.020372651935950285
ACH-000041,0.012742041165858082
ACH-000042,0.02148114727084394
ACH-000045,-0.08355931276550647
ACH-000047,0.02560307633454376
ACH-000052,-0.027893830970090256
ACH-000053,0.01426531866653064
ACH-000054,-0.062306888306058274
ACH-000055,0.09538606296265953
ACH-000060,0.1260606775974027
ACH-000067,0.09995923021734968
ACH-000070,-0.0006959990008059847
ACH-000075,-0.035212804674669806
ACH-000078,-0.2044636286768443
ACH-000082,-0.008055772788308428
ACH-000085,0.06041946728652176
ACH-000086,-0.02611910235809645
ACH-000087,-0.0611979310145316
ACH-000092,-0.06852178286537547
ACH-000095,0.010158202810446354
ACH-000097,-0.1464684672197592
ACH-000098,-0.1402686216413593
ACH-000099,-0.0915012156076676
ACH-000108,0.01092782968155764
ACH-000113,-0.15010135570053038
ACH-000116,0.08323711989544245
ACH-000118,-0.002843321782010368
ACH-000120,-0.1963882769006435
ACH-000123,-0.02400310992294702
ACH-000127,-0.07529940867351856
ACH-000128,-0.11549450281567487
ACH-000132,0.1583646862173387
ACH-000133,-0.02291275608442186
ACH-000137,-0.18515890618416408
ACH-000138,0.00601654741738679
ACH-000142,-0.12146915221182072
ACH-000143,-0.09844533769974904
ACH-000146,-0.18094555577795293
ACH-000148,0.0055554538183106746
ACH-000150,0.14339223856718927
ACH-000152,-0.02297374838647485
ACH-000153,0.006960097393701664
ACH-000159,-0.055991125912025534
ACH-000160,0.0034024818681520227
ACH-000163,0.044617587882722916
ACH-000167,0.07170602072986244
ACH-000168,-0.07980223112797895
ACH-000169,-0.036660970332395015
ACH-000178,0.06322440222100204
ACH-000183,-0.10166563727112024
ACH-000188,0.02839843892177667
ACH-000189,-0.1857616063996271
ACH-000190,-0.07970009025781179
ACH-000198,-0.12412469222198913
ACH-000203,0.2586165542874451
ACH-000204,-0.007074400866151397
ACH-000206,0.05890804093307095
ACH-000207,-0.11798922117092488
ACH-000208,0.04150498606874499
ACH-000210,0.024653030200637752
ACH-000211,-0.05032380076348875
ACH-000215,-0.007727776832583315
ACH-000221,-0.050597391807414016
ACH-000222,0.010402433051260842
ACH-000223,0.01615880096515676
ACH-000226,0.040903162347519915
ACH-000227,0.153910168195596
ACH-000228,0.05317424214546117
ACH-000231,0.01542837277254939
ACH-000232,-0.0256597052524911
ACH-000233,-0.05121353996130107
ACH-000234,-0.16980140379140346
ACH-000235,-0.10941677033949786
ACH-000237,-0.031863546251474605
ACH-000238,0.013204372567928098
ACH-000242,-0.04473709106673872
ACH-000243,0.041039733333744124
ACH-000244,-0.03182161845266604
ACH-000246,-0.09617523346245424
ACH-000248,0.010218906338595887
ACH-000250,-0.0037984934723055367
ACH-000251,-0.2625907394083041
ACH-000252,-0.10217576251530114
ACH-000253,-0.03722445940714585
ACH-000255,-0.2490636007952552
ACH-000256,-0.03316277627736429
ACH-000257,0.0912420937657129
ACH-000258,0.19656617096312884
ACH-000259,0.03968780047280159
ACH-000260,-0.11625852009316855
ACH-000261,0.05356407373260448
ACH-000262,0.01416463022164606
ACH-000263,0.10617806732805836
ACH-000264,0.0385445178291676
ACH-000265,-0.05683207405348454
ACH-000266,-0.04923913035359502
ACH-000272,-0.00018647237684659644
ACH-000274,-0.12467690217492737
ACH-000277,0.03542246750091433
ACH-000278,0.0447316955911926
ACH-000279,-0.08157800546607287
ACH-000280,0.060676404868041364
