,BAHD1 (22893)
ACH-000004,-0.046832067806643965
ACH-000005,-0.009797103010120848
ACH-000007,-0.06495454656683591
ACH-000009,-0.10482142806480997
ACH-000011,0.044803171366092985
ACH-000012,-0.12685399894688126
ACH-000013,0.05278083833854886
ACH-000014,-0.1773822354950874
ACH-000015,-0.024082797002734614
ACH-000017,-0.09455271648261207
ACH-000018,0.0339364091700562
ACH-000019,-0.029176744986183813
ACH-000021,-0.0547821707380729
ACH-000022,-0.04068354038785395
ACH-000025,-0.04828166660044693
ACH-000028,0.1302318622810115
ACH-000030,-0.0111275929387955
ACH-000035,-0.2323434738766716
ACH-000036,-0.04224231391548565
ACH-000037,-0.1056063990453088
ACH-000039,-0.0919691147199491
ACH-000040,0.03692213076265438
ACH-000041,0.043147974002037334
ACH-000042,0.010244704312696777
ACH-000045,0.1454876061014911
ACH-000047,-0.012760462811280165
ACH-000052,-0.11250426798714823
ACH-000053,-0.07751367207796718
ACH-000054,-0.0915413642577284
ACH-000055,0.025575906341775645
ACH-000060,-0.07912274855704643
ACH-000067,-0.08644732919659642
ACH-000070,-0.25131630282112954
ACH-000075,-0.07873236530080728
ACH-000078,-0.16264340944780495
ACH-000082,-0.05858495097529244
ACH-000085,-0.07830998382089656
ACH-000086,-0.046139037070457765
ACH-000087,0.06647520098723338
ACH-000092,-0.19157413781509885
ACH-000095,-0.10932366549761542
ACH-000097,-0.017109084170046637
ACH-000098,0.015693340639109845
ACH-000099,0.01077906632422904
ACH-000108,-0.09265257818173647
ACH-000113,-0.2100275914143621
ACH-000116,-0.10315144040241617
ACH-000118,-0.013783131033683258
ACH-000120,-0.21673927890059708
ACH-000123,-0.04204799591178787
ACH-000127,0.0909067140341832
ACH-000128,-0.08493445935775376
ACH-000132,-0.22708391333283026
ACH-000133,-0.19781865361402487
ACH-000137,-0.01776826717664915
ACH-000138,0.01841690989314576
ACH-000142,-0.08209961952066487
ACH-000143,-0.21600048730372773
ACH-000146,-0.06899581547952982
ACH-000148,0.007835215244967598
ACH-000150,-0.0879378309156869
ACH-000152,0.055798526392470085
ACH-000153,-0.030999349833003724
ACH-000159,0.06074530770044444
ACH-000160,0.05947112282099056
ACH-000163,0.03504927523731111
ACH-000167,0.4121430554124429
ACH-000168,-0.033405034023916966
ACH-000169,-0.1260467414851169
ACH-000178,0.003471228879577658
ACH-000183,-0.09446336373050246
ACH-000188,-0.043841763789051406
ACH-000189,-0.01028659338934952
ACH-000190,0.29569480099325673
ACH-000198,-0.291809765675106
ACH-000203,-0.2279124193318311
ACH-000204,-0.007444435220949582
ACH-000206,-0.03100514355130465
ACH-000207,-0.34019580064795163
ACH-000208,-0.34981571795929545
ACH-000210,-0.015892317085454646
ACH-000211,-0.0786595794885237
ACH-000215,-0.02080994131650877
ACH-000221,0.061138590867041126
ACH-000222,0.014806504191721841
ACH-000223,-0.1750357604915068
ACH-000226,-0.20320840924242164
ACH-000227,-0.19385240994634548
ACH-000228,-0.14110579770877116
ACH-000231,-0.18019790840727729
ACH-000232,-0.1527500341513532
ACH-000233,-0.1439131210380206
ACH-000234,-0.08113865071064576
