,POLR3G (10622)
ACH-000004,-0.0414589606981521
ACH-000005,-0.12541654373544608
ACH-000007,0.1085331526602404
ACH-000009,-0.023212144229180845
ACH-000011,0.10538489237359924
ACH-000012,0.005764323209974039
ACH-000013,-0.05466711361334842
ACH-000014,-0.03487959058819153
ACH-000015,-0.07601493817287983
ACH-000017,-0.14200265845000326
ACH-000018,-0.09532550049389038
ACH-000019,-0.196855272624544
ACH-000021,-0.0733973329563844
ACH-000022,-0.030290034170168487
ACH-000025,0.08349732623693888
ACH-000028,-0.078022904473697
ACH-000030,-0.0490988028120255
ACH-000035,-0.033113233566124306
ACH-000036,-0.016864921494868994
ACH-000037,0.0006490071738566001
ACH-000039,-0.02417412106349161
ACH-000040,0.0074996664902364785
ACH-000041,-0.15081985589775876
ACH-000042,-0.16621977611818994
ACH-000045,-0.048481595768720916
ACH-000047,-0.004377127845736256
ACH-000052,0.03137931448840706
ACH-000053,0.013938581487715424
ACH-000054,-0.1191265086368153
ACH-000055,0.14262925987402758
ACH-000060,-0.007819459576570499
ACH-000067,-0.011224527730329859
ACH-000070,0.1452437577107936
ACH-000075,0.07466611029645802
ACH-000078,-0.06691764816527729
ACH-000082,-0.025816842394277274
ACH-000085,-0.14327773894791734
ACH-000086,-0.039441302796541074
ACH-000087,0.017586154278589144
ACH-000092,-0.055317423797065286
ACH-000095,-0.15520381437709824
ACH-000097,-0.04009320854780738
ACH-000098,-0.04075717437987825
ACH-000099,0.014288473313332916
ACH-000108,-0.08344465938099542
ACH-000113,-0.04077567071503267
ACH-000116,-0.06876127336138389
ACH-000118,0.06583446992174997
ACH-000120,-0.11573026985860554
ACH-000123,-0.034010676335782426
ACH-000127,0.0050738639580892204
ACH-000128,0.05794586139173194
ACH-000132,-0.2432169297162373
ACH-000133,0.1543051521523645
ACH-000137,-2.7744991563785236e-05
ACH-000138,-0.00011473028560065288
ACH-000142,0.00033953939072015293
ACH-000143,-0.2265972142522299
ACH-000146,0.00431548923422959
ACH-000148,-0.05172345888453636
ACH-000150,-0.08671038847981698
ACH-000152,0.1266373554172938
ACH-000153,0.2246759081774683
ACH-000159,0.029839283719997774
ACH-000160,0.0819983639207703
ACH-000163,0.07722686234504897
ACH-000167,0.24882579897937115
ACH-000168,-0.1968122212849927
ACH-000169,0.0006250879883412978
ACH-000178,-0.09713484552336778
ACH-000183,-0.15706775484832994
ACH-000188,0.05717136804289868
ACH-000189,0.10602301883891148
ACH-000190,0.18809490271805027
ACH-000198,-0.171044883998834
ACH-000203,-0.6925540290081265
ACH-000204,-0.18109072409767926
ACH-000206,-0.19029807196102752
ACH-000207,-0.07141661890949923
ACH-000208,-0.217069917169578
ACH-000210,0.0341428238008356
ACH-000211,-0.035905747594929364
ACH-000215,-0.045246814422279805
ACH-000221,0.013505318112440516
ACH-000222,-0.009415488425182429
ACH-000223,-0.10649896914517336
ACH-000226,-0.12713863402894165
ACH-000227,-0.08333803843864111
ACH-000228,-0.1133377800933524
ACH-000231,-0.056461469531911564
ACH-000232,-0.041641475634796414
ACH-000233,0.04731402721130381
ACH-000234,-0.048796284263381264
ACH-000235,-0.03344610754871228
ACH-000237,0.03840208362111922
ACH-000238,-0.22734901327484344
ACH-000242,0.21990637098196525
ACH-000243,-0.046001950107005966
ACH-000244,0.007267579678272084
ACH-000246,-0.05536400533181519
ACH-000248,-0.029133561888663367
ACH-000250,-0.08860638339332016
ACH-000251,-0.029421352406780545
ACH-000252,0.01038174385895287
ACH-000253,-0.1011850291170893
ACH-000255,-0.07335307011465175
ACH-000256,-0.061707371321606926
ACH-000257,-0.1331517194560637
ACH-000258,0.003924839780015235
ACH-000259,-0.06612629127350682
ACH-000260,-0.019028481708591196
ACH-000261,-0.007485314993360349
ACH-000262,0.011209524955600776
ACH-000263,-0.3451211665459299
ACH-000264,-0.06410950778413775
ACH-000265,-0.068433295850559
ACH-000266,-0.05875984655243401
ACH-000272,-0.04172554641599992
ACH-000274,-0.060143903419404135
ACH-000277,0.07048073696426914
ACH-000278,-0.09560258550771984
ACH-000279,-0.045259119221745296
ACH-000280,-0.13219296864946573
ACH-000281,-0.09796550132509653
ACH-000288,0.07257703516482385
ACH-000291,0.015067721789569588
ACH-000293,-0.09500902306835676
ACH-000294,0.009657679902539964
ACH-000295,-0.2282571689008088
ACH-000296,-0.1872003636446143
ACH-000302,0.019248589589534987
ACH-000304,-0.051017449670605695
ACH-000307,-0.01122018529980293
ACH-000308,0.012334235402228222
ACH-000310,-0.06091626927508328
ACH-000311,-0.030534117153042814
ACH-000312,-0.04469488815781384
ACH-000315,-0.013087648646808562
ACH-000316,-0.0612533576871972
ACH-000317,-0.008763819835351438
ACH-000318,-0.0398837782013154
ACH-000319,0.0033861763984142203
ACH-000320,-0.019150959349409382
ACH-000322,-0.01973145874100685
ACH-000323,0.006235521881764902
ACH-000324,-0.05635056752735429
ACH-000329,0.042204082749226816
ACH-000330,-0.057775663845741135
ACH-000331,-0.05268934951905516
ACH-000332,-0.04534794553997611
ACH-000334,-0.15184639527588922
ACH-000335,0.10157388029710407
ACH-000336,0.06728891283445734
ACH-000337,0.06864037375830014
ACH-000338,0.13279957969501685
ACH-000339,-0.002355360475613184
ACH-000341,0.06183715283269897
ACH-000348,-0.047699237180866334
ACH-000350,-0.14858898768614706
ACH-000352,0.04032099483501113
ACH-000356,-0.12828331023380932
ACH-000361,0.175496494484219
ACH-000362,0.10607699187040656
ACH-000363,-0.02713580924792344
ACH-000364,-0.12060485649782116
ACH-000365,-0.019610321529027697
ACH-000366,-0.04294756303419744
ACH-000368,-0.1739802230996635
ACH-000374,-0.07817385052580927
ACH-000375,-0.019581792879706676
ACH-000376,0.03976811762433721
ACH-000381,-0.03987008973679892
ACH-000383,-0.020593213182007818
ACH-000387,0.016998901773157354
ACH-000389,0.003137288743977087
ACH-000390,-0.0072016450951484815
ACH-000393,-0.13280166113771832
ACH-000395,-0.027507710249517432
ACH-000396,0.0981752073524106
ACH-000397,-0.1192711013622162
ACH-000401,-0.052059478414723435
ACH-000402,0.05819618648325028
ACH-000403,-0.11003838912076144
ACH-000404,-0.006304279443996679
ACH-000406,0.004754444943394406
ACH-000407,-0.0838041636262037
ACH-000408,0.2363316750630758
ACH-000410,0.02215045559203582
ACH-000411,0.06888971314131173
ACH-000414,-0.06944723669107772
ACH-000415,-0.032984353749272985
ACH-000416,-0.1461918966683358
ACH-000420,-0.008542680632022879
ACH-000421,0.0031083031884691532
ACH-000424,0.05739248388868243
ACH-000425,0.029182769181298706
ACH-000426,-0.10915572259497476
ACH-000427,-0.048118984798247895
ACH-000433,-0.02319698233190849
ACH-000435,-0.03216765339933815
ACH-000436,0.049428245160052287
ACH-000444,0.01876853197781224
ACH-000445,-0.05271743862948789
ACH-000448,0.08256854290516183
ACH-000450,-0.03999876609599018
ACH-000452,-0.04829512691879534
ACH-000454,-0.1146903282712512
ACH-000458,-0.011395298573636031
ACH-000459,0.024218617397079038
ACH-000460,-0.0019808120217452764
ACH-000461,5.133001221055222e-05
ACH-000463,-0.07528995806656569
ACH-000464,0.02034787811270557
ACH-000466,-0.1612349220163734
ACH-000467,0.0501624742073237
ACH-000468,0.03868979830686328
ACH-000469,0.0672521733376065
ACH-000470,0.020201630287382387
ACH-000471,-0.005321675053653922
ACH-000472,-0.06724907601104768
ACH-000473,-0.06633007362789864
ACH-000475,-0.01872270777456605
ACH-000476,-0.031642982685480416
ACH-000477,-0.00571802589580838
ACH-000479,0.027559764859395302
ACH-000480,-0.13685134113258576
ACH-000481,-0.062211502084111074
ACH-000483,-0.07266137025668579
ACH-000484,-0.0052402769204000395
ACH-000485,0.0004077634691755386
ACH-000486,-0.03224597893451668
ACH-000487,-0.06898166666664117
ACH-000488,-0.07266807057608253
ACH-000490,-0.08615163366508963
ACH-000491,-0.06637901075253043
ACH-000495,0.07829761058602766
ACH-000496,0.035822950802144114
ACH-000499,0.20669350360694466
ACH-000500,-0.05233573306555205
ACH-000502,-0.035733094752312664
ACH-000503,-0.07384831416016352
ACH-000505,-0.10665285997147736
ACH-000507,0.015530305401750375
ACH-000510,-0.018050300455596528
ACH-000511,-0.0173456539041482
ACH-000512,-0.059653697095819476
ACH-000516,-0.04506040019406395
ACH-000517,-0.0416660812023824
ACH-000518,-0.010572521153005051
ACH-000520,0.027152431256624657
ACH-000521,0.0501332979166905
ACH-000522,0.03007630465441613
ACH-000524,-0.08729863042513274
ACH-000527,0.03749660056412947
ACH-000528,-0.10120554192855856
ACH-000537,-0.05094791202334397
ACH-000541,0.041265781871054716
ACH-000542,0.012175112598607709
ACH-000544,-0.08418599045155913
ACH-000545,-0.1131586378256136
ACH-000547,0.02258526395211457
ACH-000548,-0.07426684362912814
ACH-000549,-0.11528693763319672
ACH-000550,-0.11209128949441484
ACH-000552,0.0970884133710506
ACH-000556,0.021553781588153825
ACH-000557,-0.07918161901705836
ACH-000569,0.023628531196732968
ACH-000570,0.0002747793747514937
ACH-000571,-0.0010614887337597452
ACH-000573,0.009796197445941143
ACH-000576,0.006875861837546863
ACH-000579,0.08362595815399294
ACH-000580,-0.03028808849352613
ACH-000584,-0.04057481703989711
ACH-000585,-0.0936027219176788
ACH-000588,-0.06942969758758316
ACH-000589,-0.026150317642116668
ACH-000591,-0.0962018808746374
ACH-000593,0.0989466353518903
ACH-000600,0.053127183110989115
ACH-000601,-0.07074475191907527
ACH-000605,-0.07294620010934164
ACH-000606,-0.04756895244914535
ACH-000608,-0.024183610025604263
