,ENPEP (2028)
ACH-000004,-0.2319552590184697
ACH-000005,0.11999221094369855
ACH-000007,0.03804024997463127
ACH-000009,-0.024448281063326475
ACH-000011,-0.037858091448988856
ACH-000012,-0.06214547837111178
ACH-000013,0.03639661207617333
ACH-000014,-0.011599650255819915
ACH-000015,-0.09495115259253048
ACH-000017,-0.17858223293058104
ACH-000018,-0.15191209817316045
ACH-000019,-0.1328739822069364
ACH-000021,-0.17269471533166306
ACH-000022,-0.03758046755964761
ACH-000025,-0.055908470729719016
ACH-000028,-0.05384407397632894
ACH-000030,0.014999459354141353
ACH-000035,-0.15647537125148694
ACH-000036,-0.10984902320960603
ACH-000037,-0.12378135585570745
ACH-000039,-0.11054098598848593
ACH-000040,-0.09464394693813337
ACH-000041,-0.07347453842096872
ACH-000042,-0.1225948526616088
ACH-000045,-0.19587025518580534
ACH-000047,-0.00987865659056469
ACH-000052,-0.2525518393453045
ACH-000053,-0.07166618571985042
ACH-000054,-0.08619152627044356
ACH-000055,-0.04670118643319419
ACH-000060,-0.22282531451016704
ACH-000067,-0.09986985031370868
ACH-000070,-0.04010683020837965
ACH-000075,-0.13107846070251894
ACH-000078,0.12319259607465576
ACH-000082,-0.032805646765925664
ACH-000085,-0.3245593354508975
ACH-000086,-0.1860066032179119
ACH-000087,-0.040019409565946684
ACH-000092,-0.16597526428423506
ACH-000095,-0.13628024998432015
ACH-000097,-0.020391795698291103
ACH-000098,-0.25719093600552523
ACH-000099,-0.04963561688705484
ACH-000108,-0.060675557020731886
ACH-000113,-0.15923831984215386
ACH-000116,-0.14593568244562816
ACH-000118,-0.040184092023658254
ACH-000120,-0.06946171197058991
ACH-000123,-0.08557039211453682
ACH-000127,-0.06253842133025668
ACH-000128,-0.0174328857776428
ACH-000132,-0.19374108188898195
ACH-000133,-0.07312464088001079
ACH-000137,-0.2510335520809761
ACH-000138,0.008955570416790971
ACH-000142,-0.07220356973929261
ACH-000143,-0.032258406030454025
ACH-000146,-0.03286930688228852
ACH-000148,-0.1432598109928588
ACH-000150,-0.12833851101591334
ACH-000152,0.002725359246345164
ACH-000153,-0.2639108195722303
ACH-000159,0.028543709537284107
ACH-000160,-0.1097739772202924
ACH-000163,0.024388787073178982
ACH-000167,-0.1955307649066558
ACH-000168,-0.13287194718053882
ACH-000169,-0.06155864602154125
ACH-000178,-0.14475179187639942
ACH-000183,-0.09908262860988792
ACH-000188,-0.13889306000686874
ACH-000189,-0.032286965440452904
ACH-000190,0.09554603636105974
ACH-000198,-0.18790184707119967
ACH-000203,0.2691468071209906
ACH-000204,-0.23897866219934374
ACH-000206,0.024986928808436143
ACH-000207,0.030085850456751325
ACH-000208,0.0978983896211372
ACH-000210,-0.2451501111289297
ACH-000211,-0.09622823042080968
ACH-000215,-0.06782477870175692
ACH-000221,-0.11564153327141455
ACH-000222,-0.06735407692550922
ACH-000223,-0.13003512320334756
ACH-000226,-0.1683424798097756
ACH-000227,-0.17213234197456598
ACH-000228,-0.12400534814890925
ACH-000231,-0.1332332571748361
ACH-000232,-0.09862412631178097
ACH-000233,-0.09966350420474897
ACH-000234,-0.14941647642536238
ACH-000235,-0.16333379524924002
ACH-000237,-0.06668229054762717
ACH-000238,-0.014669227842724912
ACH-000242,0.11761816897925667
ACH-000243,-0.10049955800314478
ACH-000244,-0.07202750208401844
ACH-000246,-0.1250341292956143
ACH-000248,-0.002414958370527277
ACH-000250,-0.0399602862408311
ACH-000251,-0.21155139875649048
ACH-000252,-0.09199989239323614
ACH-000253,-0.12910277891175462
ACH-000255,-0.19466498808246416
ACH-000256,-0.036136718137539665
ACH-000257,-0.1985887554829122
ACH-000258,-0.1029686408447818
ACH-000259,-0.040507582282197266
ACH-000260,-0.07762883063051833
ACH-000261,-0.13680708144143613
ACH-000262,-0.04250391870623512
ACH-000263,-0.158313738729506
ACH-000264,-0.08216239059731321
ACH-000265,-0.20239654393511372
ACH-000266,-0.10158368610790494
ACH-000272,-0.07279537255683396
ACH-000274,-0.08730040777801018
ACH-000277,-0.0436588368774196
ACH-000278,-0.04401103202230301
ACH-000279,-0.13096334626853728
ACH-000280,-0.02293420206410357
ACH-000281,-0.14237767932256
ACH-000288,-0.05279039172617175
ACH-000291,-0.21051187223116224
ACH-000293,-0.18567486988532936
ACH-000294,-0.028180034512055693
ACH-000295,0.029120174716069838
ACH-000296,-0.11815623849144175
ACH-000302,-0.11410096000243032
ACH-000304,0.014029338563935066
ACH-000307,-0.16545985085634854
ACH-000308,-0.07359272580910634
ACH-000310,0.10705894972534492
ACH-000311,-0.1611162185363544
ACH-000312,-0.0261578954993757
ACH-000315,-0.2992814202064876
ACH-000316,-0.0936023762491592
ACH-000317,-0.14110912363200212
ACH-000318,-0.10079845079460548
ACH-000319,-0.18882302451337246
ACH-000320,-0.1564402566483394
ACH-000322,-0.15650133121718082
ACH-000323,0.05678005393771584
ACH-000324,-0.10283559578248293
ACH-000329,-0.19524703454919448
ACH-000330,-0.07165057136792727
ACH-000331,-0.09811791705944506
ACH-000332,-0.03275126096774438
ACH-000334,0.050784472894794194
ACH-000335,-0.10456424942654816
ACH-000336,0.0724816144150401
ACH-000337,-0.15308830712942728
ACH-000338,0.5075156321829383
ACH-000339,-0.12706675622628988
ACH-000341,-0.15004676220481195
ACH-000348,-0.07441889301891669
ACH-000350,-0.13165450144452864
ACH-000352,-0.20186052957025216
ACH-000356,-0.1304478054996273
ACH-000361,-0.043845227919950484
ACH-000362,0.013708966559912886
ACH-000363,-0.051583063281991415
ACH-000364,0.007153575899381592
ACH-000365,-0.10657540537423058
ACH-000366,-0.06686646075289268
ACH-000368,0.010480846242376472
ACH-000374,-0.3008903701587499
ACH-000375,-0.10403131831163252
ACH-000376,-0.27334933394861705
ACH-000381,-0.0632112679761019
ACH-000383,-0.08301510768126316
ACH-000387,-0.15482021960638395
ACH-000389,-0.3797949638944416
ACH-000390,-0.055198425976155235
ACH-000393,0.0703636513389034
ACH-000395,-0.02142577675043577
ACH-000396,-0.2029082427751847
ACH-000397,-0.04687290104596215
ACH-000401,-0.12106560252097788
ACH-000402,0.1316912762764209
ACH-000403,-0.1004783319487088
ACH-000404,-0.048653965486705385
ACH-000406,-0.04825063537833688
ACH-000407,-0.18081445208820215
ACH-000408,-0.20494393441306052
ACH-000410,-0.04847891837263088
ACH-000411,0.05225103554951874
ACH-000414,-0.011660433651481221
ACH-000415,-0.10158211326957986
ACH-000416,-0.12921829071030602
ACH-000420,-0.08818459602483678
ACH-000421,-0.14392052696597446
ACH-000424,-0.11636687914800875
ACH-000425,-0.022052260633070246
ACH-000426,-0.2311584201448952
ACH-000427,-0.12494730882602915
ACH-000433,-0.010292870266758932
ACH-000435,-0.2788588355895149
ACH-000436,0.006329754869554901
ACH-000444,-0.13372392393489993
ACH-000445,-0.1031024880619941
ACH-000448,-0.10580911080178028
ACH-000450,-0.10655886558510554
ACH-000452,-0.11014010883489653
ACH-000454,-0.08820682772558673
ACH-000458,-0.21496037328834047
ACH-000459,0.3566171608185333
ACH-000460,-0.10523729822732676
ACH-000461,-0.02112780648627416
ACH-000463,-0.1155846500504068
ACH-000464,-0.03286856199343999
ACH-000466,-0.14737135611664354
ACH-000467,-0.09469578374920018
ACH-000468,-0.17392120069779068
ACH-000469,-0.018470081579781382
ACH-000470,-0.14078081420588218
ACH-000471,-0.05470656147686497
ACH-000472,-0.054224801027365946
ACH-000473,0.04175420202655625
ACH-000475,-0.07011220250304967
ACH-000476,-0.04418652251164032
ACH-000477,-0.13378251497069238
ACH-000479,-0.04476393220755898
ACH-000480,0.13586472796887358
ACH-000481,-0.04629698333396613
ACH-000483,-0.1424551248566046
ACH-000484,-0.09092217453381113
ACH-000485,0.03947552462842402
ACH-000486,-0.024706863335453584
ACH-000487,-0.15274786771227247
ACH-000488,-0.09770808187342506
ACH-000490,-0.07776310322738014
ACH-000491,-0.13734422449301795
ACH-000495,0.018298009564340783
ACH-000496,-0.15359005413366614
ACH-000499,0.06165086206547923
ACH-000500,-0.30082543921252713
ACH-000502,-0.03155683262145649
ACH-000503,-0.2073320996595796
ACH-000505,-0.08195462186848587
ACH-000507,-0.040296569600742835
ACH-000510,-0.28299060514198643
ACH-000511,-0.018681604743942804
ACH-000512,-0.019284713509485008
ACH-000516,-0.026104405047726025
ACH-000517,-0.06906261808504635
ACH-000518,-0.0753235380319974
ACH-000520,-0.1927066082930673
ACH-000521,0.012047063026516458
ACH-000522,-0.10896559974668836
ACH-000524,-0.1270660602609508
ACH-000527,-0.11377540516549857
ACH-000528,-0.042503188167610326
ACH-000537,-0.04968735020541007
ACH-000541,0.033580827979394746
ACH-000542,-0.07248016766895997
ACH-000544,-0.20477496858262287
ACH-000545,-0.10602476117664587
ACH-000547,-0.12665458455918474
ACH-000548,-0.006049488772245362
