,ADH6 (130)
ACH-000004,0.1381115190270624
ACH-000005,0.3013457467593889
ACH-000007,0.3270615548080973
ACH-000009,0.27963905398494737
ACH-000011,0.27482412215577545
ACH-000012,0.21905792359848328
ACH-000013,0.1247875853831082
ACH-000014,0.2120063235887184
ACH-000015,0.2755480743431177
ACH-000017,0.1320920371830411
ACH-000018,0.05556002674080073
ACH-000019,0.19949301432268232
ACH-000021,0.19725838433637174
ACH-000022,0.19801979576123124
ACH-000025,0.3362473259632196
ACH-000028,0.1879011104017284
ACH-000030,0.20583882754378985
ACH-000035,0.09291963956006008
ACH-000036,0.23257121045205115
ACH-000037,0.15010816531854632
ACH-000039,0.14449306073623716
ACH-000040,0.10820803863767424
ACH-000041,0.22075594281018293
ACH-000042,0.16966567405237334
ACH-000045,0.3189313918921864
ACH-000047,0.046860299225000485
ACH-000052,0.09405940152509383
ACH-000053,0.2845117693934906
ACH-000054,0.2713831269392613
ACH-000055,0.3055892912027429
ACH-000060,0.08823133520054106
ACH-000067,0.14710052259670986
ACH-000070,0.09790292433024604
ACH-000075,0.03484401125747112
ACH-000078,0.24017402125979898
ACH-000082,0.13964032022467374
ACH-000085,0.16789113189591118
ACH-000086,0.14803404288577174
ACH-000087,0.1877666145974847
ACH-000092,0.19598120574165445
ACH-000095,0.15603841104814087
ACH-000097,0.10455586194274027
ACH-000098,0.009331686384127713
ACH-000099,0.3341122806589577
ACH-000108,0.22371353757930534
ACH-000113,0.18393418929710934
ACH-000116,0.2174672413855998
ACH-000118,0.26934963425702163
ACH-000120,0.1848577204051617
ACH-000123,0.21898065054643426
ACH-000127,0.11793290038460227
ACH-000128,0.0967535533644939
ACH-000132,0.15363826060266902
ACH-000133,0.1835991487349241
ACH-000137,0.25640678315306364
ACH-000138,0.2927419689764996
ACH-000142,0.2082492561619835
ACH-000143,0.184858108868464
ACH-000146,0.276815097159977
ACH-000148,0.18927609106123008
ACH-000150,0.1351315852767358
ACH-000152,0.1869430430334484
ACH-000153,0.014758342186951837
ACH-000159,0.24141587433967535
ACH-000160,0.13583895052132325
ACH-000163,0.12084975184646354
ACH-000167,0.05556904544425268
ACH-000168,0.2990048823550663
ACH-000169,0.2194052578801427
ACH-000178,0.16100061395219795
ACH-000183,0.28098345940979835
ACH-000188,0.1928501783383756
ACH-000189,0.2879489972634478
ACH-000190,0.20150438748506155
ACH-000198,0.2592174243763781
ACH-000203,0.3052297258936099
ACH-000204,0.3351612748485312
ACH-000206,0.20476997513346812
ACH-000207,0.2441187451254041
ACH-000208,0.3952528198298812
ACH-000210,0.39297083524840704
ACH-000211,0.17670978606925009
ACH-000215,0.24251660499510416
ACH-000221,0.2680393224066801
ACH-000222,0.17596953426977913
ACH-000223,0.07894587832507655
ACH-000226,0.19195646203343492
ACH-000227,0.2567187490847209
ACH-000228,0.02298680158515108
ACH-000231,0.13707636525572522
ACH-000232,0.2536207688530905
ACH-000233,0.23486928924610034
ACH-000234,0.21864703474678573
ACH-000235,0.2482178710654185
ACH-000237,0.17058596967406486
ACH-000238,0.2235925719044137
ACH-000242,0.6954725967463571
ACH-000243,0.17893359993615088
ACH-000244,0.21576504368025548
ACH-000246,0.2422928719337241
ACH-000248,0.2644526383204308
ACH-000250,0.17651207197037302
ACH-000251,-0.07911890390506955
ACH-000252,0.2336481203159144
ACH-000253,0.21021854454291874
ACH-000255,0.2979251527732477
ACH-000256,0.39867785496493
ACH-000257,0.18801742254312745
ACH-000258,0.21214832046444013
ACH-000259,0.15456988065095595
ACH-000260,0.2438165291441537
ACH-000261,0.16403978968886984
ACH-000262,0.07472195840862407
ACH-000263,0.34897226373706275
ACH-000264,0.08869312491574162
ACH-000265,0.1478912607243178
ACH-000266,0.20679432512181944
ACH-000272,0.2416369470411377
ACH-000274,0.16735648172341622
ACH-000277,0.12367435939443748
