,GMFB (2764)
ACH-000004,0.1000232140215846
ACH-000005,0.14381063091504484
ACH-000007,0.10190463992165999
ACH-000009,0.09115814380654397
ACH-000011,0.05356210551341479
ACH-000012,-0.024456403603658645
ACH-000013,0.02134424664530488
ACH-000014,0.12922061256978915
ACH-000015,-0.020389671885522
ACH-000017,0.04425706723455185
ACH-000018,0.04171875755886266
ACH-000019,-0.10207297317877867
ACH-000021,-0.0051959705391058045
ACH-000022,-0.0526604535558126
ACH-000025,-0.010139793219972751
ACH-000028,-0.05503990135745744
ACH-000030,0.013750584431406204
ACH-000035,0.028850934413603882
ACH-000036,0.06394310273019409
ACH-000037,0.12461161784701792
ACH-000039,-0.09205941775284524
ACH-000040,0.021715572401704655
ACH-000041,0.0495685559778424
ACH-000042,0.12295656294302874
ACH-000045,0.1108997622216282
ACH-000047,0.08154561223494705
ACH-000052,0.09462996186878203
ACH-000053,0.03325869263786866
ACH-000054,-0.16983148022226435
ACH-000055,0.022694522410561368
ACH-000060,-0.07222571877735404
ACH-000067,0.08064015998248572
ACH-000070,-0.05080741791709842
ACH-000075,0.0464601161258365
ACH-000078,0.010206266717298013
ACH-000082,-0.1092926876859752
ACH-000085,-0.012917248843072418
ACH-000086,0.01541635921469051
ACH-000087,0.21460994842712688
ACH-000092,0.02379900656679966
ACH-000095,-0.02046226079204886
ACH-000097,-0.0617509684891905
ACH-000098,0.01857929043394584
ACH-000099,-0.0001708905991342161
ACH-000108,0.06628565702031693
ACH-000113,-0.026048710634345416
ACH-000116,0.02269628239561961
ACH-000118,-0.08197613579037809
ACH-000120,0.038330788817179835
ACH-000123,0.014303747429086609
ACH-000127,0.008935532591019368
ACH-000128,-0.06865096897240182
ACH-000132,-0.013864873675339687
ACH-000133,-0.10522434963566138
ACH-000137,0.1730852367963874
ACH-000138,0.048870372941963496
ACH-000142,0.10678982108962992
ACH-000143,0.031061825319710207
ACH-000146,0.04499806585794471
ACH-000148,0.05374039727320033
ACH-000150,0.19889405702403015
ACH-000152,-0.02826620526473517
ACH-000153,-0.003673464630141793
ACH-000159,0.06693447345482502
ACH-000160,-0.13165952160961544
ACH-000163,0.05138194082475662
ACH-000167,0.06552896527793907
ACH-000168,-0.003017463520443016
ACH-000169,0.013810621438771313
ACH-000178,0.011341902613866842
ACH-000183,0.015170194927987548
ACH-000188,0.032435902755913334
ACH-000189,-0.08673108458459228
ACH-000190,0.032817507174981615
ACH-000198,-0.06019197441362305
ACH-000203,-0.0111061665168554
ACH-000204,0.07471911859875094
ACH-000206,0.1220049786579316
ACH-000207,-0.02159835392512046
ACH-000208,-0.028454275325632175
ACH-000210,-0.16541713836928434
ACH-000211,-0.02942358470512322
ACH-000215,0.05724929775851498
ACH-000221,0.01446331453095854
ACH-000222,-0.07158429622348708
ACH-000223,0.0624683081084912
ACH-000226,0.044455638000767024
ACH-000227,0.07696621462837146
ACH-000228,0.044436031810687664
ACH-000231,-0.08096376018326035
ACH-000232,0.053248067144034295
ACH-000233,0.04371187617149424
ACH-000234,0.06314238870233768
ACH-000235,-0.03043968056900889
ACH-000237,0.2393670143830758
ACH-000238,-0.051093085206542335
ACH-000242,0.16895957181147558
ACH-000243,-0.07313388809962265
ACH-000244,-0.2131734178415967
ACH-000246,-0.06586422452236097
ACH-000248,-0.03281632947238521
ACH-000250,-0.049301080065800994
ACH-000251,-0.0074116840340576065
ACH-000252,-0.0568247608953211
ACH-000253,-0.013800035778341626
ACH-000255,-0.012209469425345577
ACH-000256,0.0649425542988682
ACH-000257,-0.16990752138180726
ACH-000258,0.10087877586410587
ACH-000259,0.01828933319246653
ACH-000260,-0.04781374985427495
ACH-000261,-0.05388986357807723
ACH-000262,0.05522264086518156
ACH-000263,0.04739993398286327
ACH-000264,-0.00034222244693743416
ACH-000265,0.016767394207229967
ACH-000266,-0.06182727124461841
ACH-000272,0.019705004140368455
ACH-000274,-0.04851540899615765
ACH-000277,-0.0025790178143475146
ACH-000278,-0.006803336438401465
ACH-000279,-0.05764551782567676
ACH-000280,-0.06444202444182498
ACH-000281,0.11655111693477307
ACH-000288,-0.04874491633497124
ACH-000291,0.030077721224168668
ACH-000293,-0.08494251636364497
ACH-000294,0.1052458927132101
ACH-000295,0.06300748906143577
ACH-000296,-0.05508807762444176
ACH-000302,-0.042549416171285416
ACH-000304,-0.09352805608460953
ACH-000307,0.031609946499100365
ACH-000308,0.006219997518411187
ACH-000310,0.0444011857854337
ACH-000311,-0.05451612817329217
ACH-000312,-0.002666843444721617
ACH-000315,0.07608594348717854
ACH-000316,0.03582499608005823
ACH-000317,-0.03280512486781161
ACH-000318,-0.004370930789567581
ACH-000319,-0.03808296465444978
ACH-000320,0.028794171920193894
ACH-000322,-0.0044680663398259405
ACH-000323,-0.07832836528574769
ACH-000324,-0.033857276741409016
ACH-000329,0.05274783791841077
