,ATAD3B (83858)
ACH-000004,-0.0232923216759079
ACH-000005,-0.03685147251501402
ACH-000007,-0.3367876189456264
ACH-000009,-0.262188373535043
ACH-000011,-0.21203909455176234
ACH-000012,-0.24243257771530086
ACH-000013,-0.12173924024827075
ACH-000014,-0.10315270388180983
ACH-000015,-0.02256117834184549
ACH-000017,-0.06307386212963136
ACH-000018,-0.2577437168275067
ACH-000019,0.01712221710666536
ACH-000021,-0.07563555252661279
ACH-000022,-0.22509206777544732
ACH-000025,-0.28271451971495826
ACH-000028,-0.13483774767782886
ACH-000030,-0.1225999379807788
ACH-000035,-0.303671340598215
ACH-000036,-0.2268288107514577
ACH-000037,-0.43650358851453697
ACH-000039,-0.17022874491270676
ACH-000040,-0.3455064028371458
ACH-000041,-0.06489050098267357
ACH-000042,-0.13321439706241414
ACH-000045,-0.2054544056743714
ACH-000047,-0.05992347306092805
ACH-000052,-0.09383217142248408
ACH-000053,-0.2041332989010202
ACH-000054,-0.19325453779037505
ACH-000055,0.018965999220359075
ACH-000060,-0.31616340253272696
ACH-000067,-0.159365301914873
ACH-000070,-0.15956637456240125
ACH-000075,-0.3417979554644085
ACH-000078,-0.07684771232745513
ACH-000082,-0.0985333576294221
ACH-000085,-0.08000052042297702
ACH-000086,-0.082249579993153
ACH-000087,-0.11013259989007354
ACH-000092,-0.2983341490527237
ACH-000095,-0.12161892293907793
ACH-000097,-0.12714771409495793
ACH-000098,-0.2066801666432141
ACH-000099,-0.15927834194310125
ACH-000108,-0.20131131659775145
ACH-000113,-0.012685792028893786
ACH-000116,-0.032590895972329746
ACH-000118,-0.04791954165225823
ACH-000120,-0.2620591680736682
ACH-000123,-0.13405809090938334
ACH-000127,-0.3902123339904919
ACH-000128,-0.08348072683110247
ACH-000132,-0.10274925770042716
ACH-000133,-0.17630316576535848
ACH-000137,-0.07384063210246132
ACH-000138,-0.058101450664776365
ACH-000142,-0.1796058376488483
ACH-000143,-0.25628655246858323
ACH-000146,-0.1267234053115609
ACH-000148,-0.2705203893334853
ACH-000150,-0.4843450017164002
ACH-000152,-0.1601899067798823
ACH-000153,-0.2792724725932685
ACH-000159,-0.14227297427435162
ACH-000160,-0.18221640787241114
ACH-000163,-0.208438626424169
ACH-000167,-0.3682550451454146
ACH-000168,-0.0807442538998447
ACH-000169,-0.2409898392866864
ACH-000178,-0.15551752380116465
ACH-000183,-0.2739514171074943
ACH-000188,-0.3356556087690916
ACH-000189,-0.16691109173905375
ACH-000190,-0.0851589223040148
ACH-000198,-0.1657774311919306
ACH-000203,0.14950026381498033
ACH-000204,-0.2119841841518965
ACH-000206,-0.07774069059631462
ACH-000207,-0.2986290282581961
ACH-000208,-0.310935084276575
ACH-000210,-0.06512051686393207
ACH-000211,-0.1796216527074962
ACH-000215,-0.2727853409104852
ACH-000221,-0.11579580634236895
ACH-000222,-0.2280454966928777
ACH-000223,-0.30536294269032715
ACH-000226,-0.3457042322299187
ACH-000227,-0.06407006354843535
ACH-000228,-0.09493998382194176
ACH-000231,-0.21424281664268655
ACH-000232,-0.24058103023881144
ACH-000233,-0.1999247640084752
ACH-000234,-0.26229855364795523
ACH-000235,-0.166348503640012
ACH-000237,-0.1452980442850978
ACH-000238,-0.10183553227496793
ACH-000242,-0.3138021915955593
ACH-000243,-0.20574131189801045
ACH-000244,-0.15706314413259906
ACH-000246,-0.24550698074515345
ACH-000248,-0.08809592184599886
ACH-000250,-0.14754317505004355
