,GZMK (3003)
ACH-000004,-0.09237176789882842
ACH-000005,-0.03140016249454633
ACH-000007,-0.10491957302083386
ACH-000009,0.02570514660452224
ACH-000011,-0.06542679283405355
ACH-000012,-0.18502634687041705
ACH-000013,-0.03663754821442861
ACH-000014,-0.13663641969110712
ACH-000015,-0.15726432987936678
ACH-000017,-0.07902353899539484
ACH-000018,-0.1951972486991093
ACH-000019,-0.12398901912439225
ACH-000021,-0.03277589501169741
ACH-000022,-0.0816003991818011
ACH-000025,0.061961314014409914
ACH-000028,-0.03596118731606659
ACH-000030,-0.05004525745629304
ACH-000035,-0.11539244669570158
ACH-000036,-0.0050317161814982594
ACH-000037,-0.17178734467405868
ACH-000039,0.09305271571626067
ACH-000040,-0.0813388240541104
ACH-000041,-0.1930873132032279
ACH-000042,-0.006542524927071457
ACH-000045,0.0629158300311119
ACH-000047,-0.02830829067751395
ACH-000052,-0.14297918053540512
ACH-000053,-0.06563383263718002
ACH-000054,0.012234663953262068
ACH-000055,-0.058626848243704614
ACH-000060,-0.034208185021335526
ACH-000067,-0.037258508948617264
ACH-000070,-0.03692857046545154
ACH-000075,0.009215741876240208
ACH-000078,0.006414305061485573
ACH-000082,-0.09521016712277224
ACH-000085,0.02308388295054688
ACH-000086,-0.04039927197585128
ACH-000087,0.1182271594904583
ACH-000092,-0.00830144046914802
ACH-000095,0.01912047106966233
ACH-000097,-0.048048051974045984
ACH-000098,-0.19704576521923786
ACH-000099,0.009324767059306087
ACH-000108,-0.09546611139648473
ACH-000113,-0.00043758217728493245
ACH-000116,-0.032862043598636766
ACH-000118,0.02118486293120746
ACH-000120,0.08373126039331881
ACH-000123,-0.04136068027305447
ACH-000127,-0.05347460793522275
ACH-000128,0.050970239592473564
ACH-000132,0.030826300105782474
ACH-000133,-0.04957841168381085
ACH-000137,-0.2838862907213461
ACH-000138,-0.06600738610583867
ACH-000142,-0.01094718891316754
ACH-000143,0.08588277112725554
ACH-000146,-0.02685323425769369
ACH-000148,-0.05018074231334882
ACH-000150,0.04785293515092072
ACH-000152,0.0592739103634635
ACH-000153,0.020258938128776303
ACH-000159,-0.1137119487455959
ACH-000160,-0.09957777139618612
ACH-000163,-0.030655471218018808
ACH-000167,0.09741200561084126
ACH-000168,0.01262185263381797
ACH-000169,-0.13829066685168664
ACH-000178,0.0076543563940210824
ACH-000183,0.15009131692857672
ACH-000188,-0.09255295280985576
ACH-000189,0.1463057203122391
ACH-000190,0.019711235624579288
ACH-000198,-0.05335886397825795
ACH-000203,-0.07439882757862568
ACH-000204,0.08721152898547922
ACH-000206,-0.10790231371233774
ACH-000207,-0.036612602694544714
ACH-000208,-0.33000978809589715
ACH-000210,0.03968898674104668
ACH-000211,-0.044591947724253234
ACH-000215,0.03104183917004905
ACH-000221,-0.028466153686306808
ACH-000222,0.10513867180412316
ACH-000223,0.020317561573029948
ACH-000226,-0.122839691956267
ACH-000227,-0.059842414460955465
ACH-000228,-0.04164331518754928
ACH-000231,-0.003969589475799275
ACH-000232,0.009314370838310949
ACH-000233,-0.02800122277029354
ACH-000234,0.0019901917618935453
ACH-000235,-0.09783930541115342
ACH-000237,-0.0015787487468098538
ACH-000238,-0.03661642306829152
ACH-000242,-0.01169429096156534
ACH-000243,-0.040002733146046764
ACH-000244,-0.17007789131657294
ACH-000246,0.04871831290688746
ACH-000248,-0.04499540938633212
ACH-000250,0.0325061181565483
ACH-000251,0.26078716362883403
ACH-000252,-0.17675304416815532
ACH-000253,0.00455829636012681
ACH-000255,0.005887423427446897
ACH-000256,-0.09911634207708124
ACH-000257,-0.2674992130774479
ACH-000258,-0.014430984914518968
ACH-000259,-0.047085114096724834
ACH-000260,-0.0255900188689222
ACH-000261,-0.07026845212761527
ACH-000262,0.018437988838549184
ACH-000263,-0.09877568204989176
ACH-000264,-0.06035326431546646
ACH-000265,-0.004484158232989717
ACH-000266,-0.053305337967847685
ACH-000272,-0.0008575648619297869
ACH-000274,-0.05521602831779432
ACH-000277,-0.020023790730285297
ACH-000278,-0.03355910552358884
ACH-000279,-0.0725069429281647
ACH-000280,0.04615960698498496
ACH-000281,0.10245230383460456
ACH-000288,0.06254874613458522
ACH-000291,-0.054987958427593804
ACH-000293,-0.13070765325383332
ACH-000294,-0.08783946251356624
ACH-000295,-0.03445113253018075
ACH-000296,0.08560720792986208
ACH-000302,-0.043212751016405634
ACH-000304,-0.03031837717741345
ACH-000307,-0.062164671206814674
ACH-000308,-0.06171259130354614
ACH-000310,0.1045400493936184
ACH-000311,0.09058452934669377
ACH-000312,-0.05747226546983099
ACH-000315,-0.09889044438683743
ACH-000316,-0.0220951422820568
ACH-000317,0.03050804362282728
ACH-000318,0.0748461283208012
ACH-000319,-0.08677345603528988
ACH-000320,-0.1384921821715131
ACH-000322,-0.18763010274522204
ACH-000323,-0.07720870385713892
ACH-000324,-0.00978175082208891
ACH-000329,-0.07519832241692323
ACH-000330,-0.03784522200582186
ACH-000331,-0.2019748768918838
ACH-000332,-0.017732674776784772
ACH-000334,-0.08910375291195569
ACH-000335,-0.13054306701784202
ACH-000336,0.009340735852270856
ACH-000337,0.19349958841908133
ACH-000338,0.3173284787459204
ACH-000339,-0.07971659243452482
ACH-000341,-0.0708633880661052
ACH-000348,-0.025641731033214158
ACH-000350,-0.1613682262840955
ACH-000352,-0.05612324088278864
ACH-000356,-0.1680108267645935
ACH-000361,-0.1192194684565985
ACH-000362,0.028201678621997864
ACH-000363,-0.14390230754827976
ACH-000364,0.010970120397104016
ACH-000365,-0.036477250709266135
ACH-000366,0.0012839840794706386
ACH-000368,-0.013719992085383456
ACH-000374,-0.18575615174642865
ACH-000375,0.027855586067960937
ACH-000376,0.025417075470031872
ACH-000381,-0.009759172952387698
ACH-000383,-0.047326474604904537
ACH-000387,-0.04295278027544528
ACH-000389,-0.016023157277136303
ACH-000390,0.01594051658071712
ACH-000393,-0.08534094844359719
ACH-000395,-0.052288762223350105
ACH-000396,0.2336989414559291
ACH-000397,-0.0359782246832301
ACH-000401,-0.023926485854601408
ACH-000402,-0.2131650263352512
ACH-000403,0.06997638419606303
ACH-000404,-0.3774447438854843
ACH-000406,-0.02270979104444165
ACH-000407,-0.04742814295392179
ACH-000408,0.06463353801709179
ACH-000410,-0.117890111512009
ACH-000411,-0.020224305668977857
ACH-000414,0.010739530535338505
ACH-000415,-0.00798263332492955
ACH-000416,-0.16565094859600873
ACH-000420,0.0038452720788164593
ACH-000421,-0.07477879993627347
ACH-000424,-0.08210731374194985
ACH-000425,-0.04273096172036421
ACH-000426,-0.0922602828653553
ACH-000427,0.01252005287800682
ACH-000433,0.11325004762465098
ACH-000435,-0.06405812537035183
ACH-000436,-0.2191483553167122
ACH-000444,0.03570410685492493
ACH-000445,0.04865575858145026
ACH-000448,-0.02184465913206551
ACH-000450,-0.10447993474570047
ACH-000452,0.0680579319203805
ACH-000454,-0.11709171383764952
ACH-000458,0.018824309628725798
ACH-000459,0.10466781106917768
ACH-000460,-0.0013382856211724952
ACH-000461,-0.07904875833566158
ACH-000463,-0.10773063458431006
ACH-000464,-0.09269225863895723
ACH-000466,-0.081291849238871
ACH-000467,0.02738058922098595
ACH-000468,0.08875960206292044
ACH-000469,0.05303344892991646
ACH-000470,-0.05755531875615595
ACH-000471,-0.07316222762902053
ACH-000472,0.08349026872015501
ACH-000473,-0.11145206588428136
ACH-000475,-0.11009241187153336
ACH-000476,-0.045661812053980406
ACH-000477,-0.02528002942482106
ACH-000479,-0.17582715203698338
ACH-000480,-0.12802896233442548
ACH-000481,-0.0672119254583424
ACH-000483,-0.04929883484801936
ACH-000484,-0.1690578379592722
ACH-000485,0.09713723780726133
ACH-000486,-0.09783859461159523
ACH-000487,-0.025497728634241712
ACH-000488,-0.09880139578481376
ACH-000490,0.10426378601387412
ACH-000491,-0.2139217491814111
ACH-000495,-0.035053772589457334
ACH-000496,0.1173947101127957
ACH-000499,0.022056204011378887
ACH-000500,0.07310783350692224
ACH-000502,0.0023987428763896893
ACH-000503,-0.15768698236839912
ACH-000505,-0.08884123760715693
ACH-000507,-0.10610783266342916
ACH-000510,0.0035339924979050164
ACH-000511,0.059751351263736985
ACH-000512,-0.3344009184542097
ACH-000516,0.00758487328385408
ACH-000517,0.00353723720765156
ACH-000518,-0.1335589268407458
ACH-000520,-0.0338021109689503
ACH-000521,-0.11145653561404636
