,NHEJ1 (79840)
ACH-000004,-0.2421295166829161
ACH-000005,-0.15310534479547971
ACH-000007,-0.22843992268895166
ACH-000009,-0.2212145813091976
ACH-000011,-0.3763857708674202
ACH-000012,-0.1716443467862387
ACH-000013,-0.08741283151821079
ACH-000014,-0.3117595594179557
ACH-000015,-0.0589562768391817
ACH-000017,-0.12776296219837924
ACH-000018,-0.31910319043202023
ACH-000019,-0.3377410808778757
ACH-000021,-0.05672293416162099
ACH-000022,-0.22398681443881616
ACH-000025,-0.1909239378800366
ACH-000028,-0.3670335643248053
ACH-000030,-0.2482109273922279
ACH-000035,-0.1678553520359139
ACH-000036,-0.2661964381340233
ACH-000037,-0.2890307156909884
ACH-000039,-0.3827791946380683
ACH-000040,-0.27167889951626945
ACH-000041,-0.0011184266909629622
ACH-000042,-0.27436547219936325
ACH-000045,-0.2377756367751997
ACH-000047,-0.15346374741101906
ACH-000052,-0.4823049298071256
ACH-000053,-0.06092938834266436
ACH-000054,-0.2452454443037164
ACH-000055,-0.05204924999290051
ACH-000060,-0.2565236263742341
ACH-000067,-0.30552497173329024
ACH-000070,-0.2442488975345425
ACH-000075,-0.27594439872772936
ACH-000078,-0.11036516084831004
ACH-000082,-0.2591984116883403
ACH-000085,-0.20922063114636968
ACH-000086,-0.22148291655522384
ACH-000087,-0.6005080012891532
ACH-000092,-0.16551962327583072
ACH-000095,-0.07289699310851815
ACH-000097,-0.2054378263850714
ACH-000098,-0.2588451285713387
ACH-000099,-0.15106935110382724
ACH-000108,-0.17408797858767308
ACH-000113,-0.10650434248311044
ACH-000116,-0.1495874873802625
ACH-000118,-0.059226904912333914
ACH-000120,-0.21843679558712384
ACH-000123,-0.16839670618579627
ACH-000127,-0.2116416682770684
ACH-000128,-0.2077767021270992
ACH-000132,-0.1059278916785284
ACH-000133,-0.2668836359127389
ACH-000137,-0.3930245215999538
ACH-000138,-0.2179778862922735
ACH-000142,-0.2715876660134212
ACH-000143,0.1910862075370716
ACH-000146,-0.17959330438683396
ACH-000148,-0.26135154938733623
ACH-000150,-0.042839589756385237
ACH-000152,-0.2107999614753852
ACH-000153,-0.20026165060562728
ACH-000159,-0.1963558782693643
ACH-000160,-0.10445855386145636
ACH-000163,-0.21395631763207446
ACH-000167,-0.06937564038827224
ACH-000168,-0.2381879966852052
ACH-000169,-0.12554125201367633
ACH-000178,-0.2209745133688986
