,CTSE (1510)
ACH-000004,0.1925748023771384
ACH-000005,-0.0021343410563360405
ACH-000007,0.22592116893176345
ACH-000009,0.011856035313690344
ACH-000011,0.057164943564727684
ACH-000012,0.07350189427224682
ACH-000013,0.06754538914886676
ACH-000014,0.0986339117936402
ACH-000015,0.2377067080849441
ACH-000017,0.0764582446388253
ACH-000018,-0.015215518645126918
ACH-000019,-0.07324849578406901
ACH-000021,0.04837606605567575
ACH-000022,0.013272819637950337
ACH-000025,0.13125111327339228
ACH-000028,-0.0995773137363198
ACH-000030,0.1398177320221344
ACH-000035,0.0651331751422749
ACH-000036,0.182967975441818
ACH-000037,0.05039720310403825
ACH-000039,0.18186248636528254
ACH-000040,0.034623879874979765
ACH-000041,0.1689956737292306
ACH-000042,0.08144376152096744
ACH-000045,-0.010737121974306148
ACH-000047,0.08748908002236155
ACH-000052,0.19999806570501635
ACH-000053,0.0469727112524003
ACH-000054,0.12404199973647533
ACH-000055,0.07072112398107139
ACH-000060,0.12709282447045614
ACH-000067,0.2288711857215606
ACH-000070,-0.037927603826299235
ACH-000075,0.1932744398745303
ACH-000078,0.2608261366016966
ACH-000082,0.008768699566125334
ACH-000085,0.1204954982327456
ACH-000086,-0.0821004734331066
ACH-000087,-0.08073255441185544
ACH-000092,0.033049917801001825
ACH-000095,0.03930609369938806
ACH-000097,0.041058395763071104
ACH-000098,0.06434251787846534
ACH-000099,0.15326403648479944
ACH-000108,0.08643001948087059
ACH-000113,0.2074965517865841
ACH-000116,0.17295680343888445
ACH-000118,0.1475565809331742
ACH-000120,0.16959289801561078
ACH-000123,0.07719568898370212
ACH-000127,0.019564969040707484
ACH-000128,0.021536330105462725
ACH-000132,-0.03625989933532512
ACH-000133,0.0994696495400456
ACH-000137,0.0659428077277268
ACH-000138,0.12560626561573074
ACH-000142,0.02453438396513984
ACH-000143,0.1782422086530049
ACH-000146,0.029022085040149737
ACH-000148,0.12569661320166672
ACH-000150,0.08785930822262289
ACH-000152,0.10942741005389943
ACH-000153,0.08310523196572826
ACH-000159,0.11819226959107915
ACH-000160,-0.004004811244203782
ACH-000163,0.16045806359942905
ACH-000167,-0.23304969377668244
ACH-000168,0.1945863435773908
ACH-000169,0.011367083394361741
ACH-000178,0.10847950056545347
ACH-000183,0.16132644400461638
ACH-000188,0.10116215446402116
ACH-000189,0.09435019060272064
ACH-000190,0.09739878255229263
ACH-000198,0.13018462269115147
ACH-000203,-0.30969376511831603
ACH-000204,-0.12567557866216836
ACH-000206,0.3532978930324082
ACH-000207,0.21349877555931554
ACH-000208,0.2545360754130028
ACH-000210,-0.20972898890147265
ACH-000211,0.1767003063444005
ACH-000215,-0.002394131083541802
ACH-000221,0.06782569732843799
ACH-000222,0.036256567129659086
ACH-000223,0.07349963490152604
ACH-000226,-0.2249290406916746
ACH-000227,0.16536494525407902
ACH-000228,0.1157402973615029
ACH-000231,0.11871250813210747
ACH-000232,0.15612091920524584
ACH-000233,0.13417180519069094
ACH-000234,0.12251691541467953
ACH-000235,0.039774387106809764
ACH-000237,0.121613346977625
ACH-000238,0.08930482446347793
ACH-000242,0.06592187400478403
