,BACH2 (60468)
ACH-000004,0.12594809920029146
ACH-000005,-0.17397141923790801
ACH-000007,0.036379634609453364
ACH-000009,0.08417670239641974
ACH-000011,0.044660004855261067
ACH-000012,-0.13289180221786526
ACH-000013,0.15103191838155472
ACH-000014,0.013524190119725272
ACH-000015,0.01716126985069186
ACH-000017,0.00822683166925847
ACH-000018,0.059413865767466885
ACH-000019,0.05692799190568164
ACH-000021,-0.01926374223742789
ACH-000022,-0.00384375700820448
ACH-000025,0.061867682820914614
ACH-000028,-0.04698547338050799
ACH-000030,0.07808764805797537
ACH-000035,-0.05010046589803472
ACH-000036,0.2109245883933105
ACH-000037,0.13103104139466226
ACH-000039,0.03113694715058145
ACH-000040,-0.07545794036763967
ACH-000041,0.004396695209873932
ACH-000042,0.04636143333265605
ACH-000045,0.027538339702842227
ACH-000047,0.07627661807094778
ACH-000052,-0.0019733309579641448
ACH-000053,0.04358747054558604
ACH-000054,-0.01667523123617875
ACH-000055,-0.08607024077660555
ACH-000060,-0.0705242304051385
ACH-000067,0.040427294446653037
ACH-000070,0.19401789403303787
ACH-000075,0.16142316826046876
ACH-000078,-0.1595030905483334
ACH-000082,0.034056956463595904
ACH-000085,0.17136357823668885
ACH-000086,-0.07529645050357359
ACH-000087,-0.0898479360154172
ACH-000092,-0.033862410994365405
ACH-000095,-0.011790181123216358
ACH-000097,0.13858110185579922
ACH-000098,0.038286595495508065
ACH-000099,0.09839239725887554
ACH-000108,0.051577823631699896
ACH-000113,-0.04782548301453656
ACH-000116,0.07636895361013188
ACH-000118,0.030122790871284725
ACH-000120,0.0857658822309159
ACH-000123,-0.09430712967950892
ACH-000127,0.054033199477226686
ACH-000128,-0.14348279207420514
ACH-000132,0.033249876579530886
ACH-000133,0.09429004970349636
ACH-000137,0.07101912575240922
ACH-000138,0.06701272862414352
ACH-000142,0.007377739344705866
ACH-000143,0.0865490165032234
ACH-000146,0.06511799570054891
ACH-000148,0.11238101827361843
ACH-000150,0.02390212274838081
ACH-000152,0.13370874078645795
ACH-000153,0.05013852218554481
ACH-000159,0.09646272350911124
ACH-000160,0.035125459688785034
ACH-000163,0.025609901642097053
ACH-000167,0.14213194724487582
ACH-000168,-0.14173713929698245
ACH-000169,0.058396065871631674
ACH-000178,0.01205937798619913
ACH-000183,0.20925571698569928
ACH-000188,0.04441966588523828
ACH-000189,0.27713990546669115
ACH-000190,-0.16858600590307404
ACH-000198,0.11252530178445602
ACH-000203,0.05181548857747364
ACH-000204,0.17375818381894426
ACH-000206,-0.569283246824957
ACH-000207,-0.006646977115037292
ACH-000208,0.08776587381969535
ACH-000210,-0.24824776400148105
ACH-000211,0.14895997383865753
ACH-000215,-0.04755182068030928
ACH-000221,-0.1809069281000644
ACH-000222,-0.01591893583287411
ACH-000223,0.013129532994254338
ACH-000226,0.12193220665197856
ACH-000227,-0.07407464934428895
ACH-000228,-0.0765464434051354
ACH-000231,0.03820857812827806
ACH-000232,-0.01191657169308844
ACH-000233,0.1001387173667746
ACH-000234,0.06573015457125787
ACH-000235,-0.014279769281095847
ACH-000237,0.11240334557140967
ACH-000238,0.0377653180129721
ACH-000242,-0.19156426392354967
ACH-000243,0.09206981155290166
ACH-000244,0.16767309976605413
ACH-000246,-0.0014003165766510474
ACH-000248,0.0020744500864951503
ACH-000250,-0.05024572193804889
ACH-000251,0.0392062803705544
ACH-000252,0.010254719680625484
ACH-000253,0.0950894243828371
ACH-000255,0.02727712098477894
ACH-000256,0.07108475414899068
ACH-000257,0.03686018737060063
ACH-000258,-0.09195433287972037
ACH-000259,0.07654646370745792
ACH-000260,0.09044674070704167
ACH-000261,-0.033016418939643744
ACH-000262,0.027815885805826283
ACH-000263,-0.07736949676615176
ACH-000264,0.03478804496016974
ACH-000265,0.023598074049533017
ACH-000266,0.06809467764951832
ACH-000272,-0.061132426373115376
ACH-000274,-0.010446046944302585
ACH-000277,0.14096292068580848
ACH-000278,-0.018295431615768045
ACH-000279,-0.028814893548305062
ACH-000280,0.107115812448199
ACH-000281,0.03282863525205878
ACH-000288,0.08570828839591763
ACH-000291,-0.01597196830909195
ACH-000293,-0.01807812934492633
ACH-000294,0.10190039752131236
ACH-000295,-0.05988129505337274
ACH-000296,-0.03185664221058322
ACH-000302,0.03730337135571347
ACH-000304,0.009662413341303749
ACH-000307,0.13742466679400012
ACH-000308,0.0680953260757833
ACH-000310,0.1386487261791128
ACH-000311,0.16865862725187608
ACH-000312,0.08101518790565042
ACH-000315,0.12874288469358294
ACH-000316,0.03101827166933366
ACH-000317,0.1016070368176145
ACH-000318,0.15760447934557287
