,LRRC15 (131578)
ACH-000004,-0.3320217551678261
ACH-000005,0.004964914755986461
ACH-000007,-0.14715664636925527
ACH-000009,-0.20364182171497114
ACH-000011,-0.23465596460962204
ACH-000012,-0.1938269264833557
ACH-000013,-0.24413532982497
ACH-000014,-0.23377764581266103
ACH-000015,-0.30346916776979965
ACH-000017,-0.1362770788830857
ACH-000018,-0.3248172965742641
ACH-000019,-0.12632820701575068
ACH-000021,-0.2473477447666593
ACH-000022,-0.2259445479042968
ACH-000025,-0.4019715539588947
ACH-000028,-0.5004020721954369
ACH-000030,-0.1997884702925963
ACH-000035,-0.15227262154385085
ACH-000036,-0.2585013308409444
ACH-000037,-0.20820704991588845
ACH-000039,-0.34165175122569863
ACH-000040,-0.2917832233853524
ACH-000041,-0.2648781719557545
ACH-000042,-0.4594653043247638
ACH-000045,-0.1502600218359776
ACH-000047,-0.2909443526790452
ACH-000052,-0.22369638828748686
ACH-000053,-0.18417381323954785
ACH-000054,-0.3201701423025829
ACH-000055,-0.2065982725817112
ACH-000060,-0.15491475274741218
ACH-000067,-0.14273694778339313
ACH-000070,-0.3682785470923326
ACH-000075,-0.11543644584891552
ACH-000078,-0.4365416542096912
ACH-000082,-0.27330032608932553
ACH-000085,0.0355007849885817
ACH-000086,-0.2170063831512363
ACH-000087,-0.4391676380746039
ACH-000092,-0.1995671816763615
ACH-000095,-0.4101895904890418
ACH-000097,-0.23924066115163045
ACH-000098,-0.2453922073793354
ACH-000099,-0.27317084608421616
ACH-000108,-0.38055382398018
ACH-000113,-0.22905857749436764
ACH-000116,-0.3613211679130483
ACH-000118,-0.19971204685079366
ACH-000120,-0.449867996983876
ACH-000123,-0.19594532099562526
ACH-000127,-0.29698836742292656
ACH-000128,-0.2420883002828167
ACH-000132,-0.2441204753960481
ACH-000133,-0.2271924924746181
ACH-000137,-0.17242091965418516
ACH-000138,-0.24684683287853745
ACH-000142,-0.34900816214849545
ACH-000143,-0.24794737049599905
ACH-000146,-0.13949176408803504
ACH-000148,-0.28545469444454863
ACH-000150,-0.32325232361022904
ACH-000152,-0.24792189558310784
ACH-000153,-0.34174421981852915
ACH-000159,-0.21416828296204185
ACH-000160,-0.2371221970236481
ACH-000163,-0.07795118321559273
ACH-000167,-0.15146952743544276
ACH-000168,-0.3297470346562769
ACH-000169,-0.19503149763831445
ACH-000178,-0.16655081617631864
ACH-000183,-0.2849646922060831
ACH-000188,-0.2875085301700641
ACH-000189,-0.2096972953762151
ACH-000190,-0.37459353517113797
ACH-000198,-0.21339790115468213
ACH-000203,-0.5774227248131875
ACH-000204,-0.33320138904618896
ACH-000206,-0.08937971601202398
ACH-000207,-0.4689195486506385
ACH-000208,-0.4738214729332083
ACH-000210,-0.31204211601137505
ACH-000211,-0.2738368671386877
ACH-000215,-0.2063248483265863
ACH-000221,-0.2132756850432043
ACH-000222,-0.2576373440303357
ACH-000223,-0.22707774051105595
ACH-000226,-0.06953039987129413
ACH-000227,-0.3782631495783729
ACH-000228,-0.18571660976115373
ACH-000231,-0.3075409613743059
ACH-000232,-0.2730453922055435
ACH-000233,-0.4039309813198621
ACH-000234,-0.2782715180110564
ACH-000235,-0.3208690814095595
ACH-000237,-0.16679329627012796
ACH-000238,-0.3354240356884716
ACH-000242,-0.3052644457985144
ACH-000243,-0.2350899471060577
ACH-000244,-0.05027182214814474
ACH-000246,-0.36563900724894777
ACH-000248,-0.2432806361822869
ACH-000250,-0.3922288333754731
ACH-000251,-0.37568219180874185
ACH-000252,-0.1277655418600604
ACH-000253,-0.2639134615339253
ACH-000255,-0.19929397340379895
ACH-000256,-0.3487887932101523
ACH-000257,-0.3604341825628428
ACH-000258,-0.4598469503338949
ACH-000259,-0.2860205384139836
ACH-000260,-0.13762462690777946
ACH-000261,-0.21557884352242807
ACH-000262,-0.1480546713303555
ACH-000263,-0.230843333206336
ACH-000264,-0.3094999624986331
ACH-000265,-0.2184331409442016
ACH-000266,-0.360422038124038
