,PLEKHB1 (58473)
ACH-000004,-0.19783028707663894
ACH-000005,0.1317036354681985
ACH-000007,0.004674421744175726
ACH-000009,-0.14357460249819629
ACH-000011,-0.2283694171326243
ACH-000012,-0.21588445324069694
ACH-000013,-0.1934917119685121
ACH-000014,-0.08510900587464107
ACH-000015,-0.09407351135354497
ACH-000017,-0.16906564640096594
ACH-000018,-0.13787003599557804
ACH-000019,-0.4060428352024886
ACH-000021,-0.2161454700276852
ACH-000022,-0.13617418399878956
ACH-000025,-0.17264804163712805
ACH-000028,-0.2685689898528359
ACH-000030,-0.18972080964817287
ACH-000035,0.006782825083672509
ACH-000036,-0.08053217555370011
ACH-000037,-0.17384904055745126
ACH-000039,-0.22627421304064801
ACH-000040,-0.13840584180235616
ACH-000041,-0.13770105255098244
ACH-000042,-0.1855453769308468
ACH-000045,-0.20318199389767752
ACH-000047,-0.1175636182816958
ACH-000052,-0.1841171506541872
ACH-000053,-0.12502949145089026
ACH-000054,-0.163769227202379
ACH-000055,-0.05744625631951475
ACH-000060,-0.13595785203763594
ACH-000067,-0.030013231527223218
ACH-000070,-0.20756015954358634
ACH-000075,-0.07335518154474563
ACH-000078,-0.09235432382887762
ACH-000082,-0.05574843427679374
ACH-000085,-0.2801859013619634
ACH-000086,-0.2343409772448768
ACH-000087,-0.31499670755102444
ACH-000092,-0.08797178477183426
ACH-000095,-0.20549443009309226
ACH-000097,-0.1876358176479594
ACH-000098,-0.07984930170704994
ACH-000099,-0.17997185672162264
ACH-000108,-0.11694802383091195
ACH-000113,-0.1211460517747355
ACH-000116,-0.3116373451364679
ACH-000118,-0.24036348262574794
ACH-000120,-0.10854007495306073
ACH-000123,-0.02587059686299664
ACH-000127,-0.11864256878976652
ACH-000128,-0.07410814737874441
ACH-000132,-0.2755094613318764
ACH-000133,-0.16615840746135846
ACH-000137,-0.1540554621431571
ACH-000138,-0.2120453213939039
ACH-000142,-0.198544749075176
ACH-000143,-0.20465930773876045
ACH-000146,-0.2441128507549709
ACH-000148,-0.08714500574453128
ACH-000150,-0.23631588200586526
ACH-000152,-0.13771218044710795
ACH-000153,-0.462366169765521
ACH-000159,-0.06417484382541354
ACH-000160,-0.2192594651869094
ACH-000163,-0.09169257598150203
ACH-000167,-0.06575440866206593
ACH-000168,-0.2227864139943087
ACH-000169,-0.08434201816720747
ACH-000178,-0.1770598008811719
ACH-000183,-0.2263703068060612
ACH-000188,-0.3637769350186217
ACH-000189,-0.22787026818949685
ACH-000190,-0.3280641373887523
ACH-000198,-0.0836965991113297
ACH-000203,-0.26044750335291306
ACH-000204,-0.30176605922499833
ACH-000206,-0.35554214137932183
ACH-000207,-0.4325958110196284
ACH-000208,-0.15505209382730206
ACH-000210,-0.0997864224024353
ACH-000211,-0.1307653437758439
ACH-000215,-0.1768397167271423
ACH-000221,-0.12109372357462628
ACH-000222,-0.09151623838290404
ACH-000223,-0.06895096520425707
ACH-000226,-0.1504548096540785
ACH-000227,-0.05172761464703449
ACH-000228,-0.3301246904262036
ACH-000231,-0.1315907926950335
ACH-000232,-0.14400796535610444
ACH-000233,-0.050627387599659804
ACH-000234,-0.01634995294184997
ACH-000235,-0.15686169520047055
ACH-000237,-0.3998057958923724
ACH-000238,-0.12837626796635873
ACH-000242,-0.032350623033936377
ACH-000243,0.0013345949379922981
ACH-000244,0.031153238933779283
ACH-000246,-0.1453352519279749
ACH-000248,-0.07392681418491741
ACH-000250,-0.15085753739075772
ACH-000251,0.0720943040680021
ACH-000252,-0.20560949163983505
ACH-000253,-0.16437892512996705
ACH-000255,-0.0801912600181266
ACH-000256,-0.3471342949544693
ACH-000257,-0.210267658429572
ACH-000258,-0.3052812561418826
ACH-000259,-0.1203610331629566
ACH-000260,-0.16653027412093585
ACH-000261,-0.05315185606582745
ACH-000262,-0.12215493430443786
ACH-000263,-0.3552746543329689
ACH-000264,-0.17917483755659594
ACH-000265,-0.2319018590047261
ACH-000266,-0.1541201862206223
ACH-000272,-0.04147634191922688
