,CSMD2 (114784)
ACH-000004,-0.1457361428760447
ACH-000005,0.4326792905416704
ACH-000007,-0.0043260082568334895
ACH-000009,0.00264312538748384
ACH-000011,0.11951509909494505
ACH-000012,0.007004419590613675
ACH-000013,-0.041763192765240216
ACH-000014,-0.03660081538749205
ACH-000015,0.027360173659622275
ACH-000017,0.09788019002321342
ACH-000018,-0.1178551928644678
ACH-000019,0.037355073497212635
ACH-000021,0.017405034178464746
ACH-000022,0.0997407513719715
ACH-000025,0.04199926226945255
ACH-000028,0.07944466020893404
ACH-000030,-0.030492572034000208
ACH-000035,-0.12443173966098853
ACH-000036,0.018136661107263058
ACH-000037,-0.014359531924840163
ACH-000039,0.13041366670149446
ACH-000040,0.050029476541720616
ACH-000041,-0.10340293425793408
ACH-000042,0.06555997404677924
ACH-000045,-0.08778587473478949
ACH-000047,-0.020706208448576638
ACH-000052,-0.04688828920808255
ACH-000053,-0.01078653959174122
ACH-000054,0.1032399379284314
ACH-000055,0.12674147246622935
ACH-000060,-0.3113895383418797
ACH-000067,0.014065468925849069
ACH-000070,0.17815795132006162
ACH-000075,0.13898622191353535
ACH-000078,0.13438946142894656
ACH-000082,0.08842391833736694
ACH-000085,-0.02221496502394283
ACH-000086,0.0740726408683655
ACH-000087,-0.2481748722294565
ACH-000092,0.005977905888196659
ACH-000095,0.07820383433737456
ACH-000097,-0.0021268126514352925
ACH-000098,-0.03296463925334317
ACH-000099,0.04938662805902943
ACH-000108,0.012642509097069406
ACH-000113,-0.10068389254837108
ACH-000116,0.015065341965410541
ACH-000118,0.13240948459262858
ACH-000120,-0.04153220686763846
ACH-000123,0.005427120263055124
ACH-000127,-0.07088899331652276
ACH-000128,0.03514922872445519
ACH-000132,-0.13194751900784726
ACH-000133,0.006912624371080693
ACH-000137,-0.14634831487508498
ACH-000138,-0.016173535661226292
ACH-000142,-0.004890009420389239
ACH-000143,-0.1110917565960834
ACH-000146,0.09856111079858916
ACH-000148,-0.0007695917119293606
ACH-000150,-0.10087165705193657
ACH-000152,-0.034966232716194284
ACH-000153,0.007672447742595089
ACH-000159,-0.044997182066207286
ACH-000160,0.044809040742846855
ACH-000163,0.10717763306042567
ACH-000167,0.2937223601144446
ACH-000168,-0.04369315607449502
ACH-000169,-0.029102748530771418
ACH-000178,0.07056512406773394
ACH-000183,-0.041716156554929405
ACH-000188,-0.0408693597586362
ACH-000189,0.030852014650896542
ACH-000190,0.016053545925165304
ACH-000198,-0.024848085555027585
ACH-000203,-0.131376576211395
ACH-000204,-0.16531612930546058
ACH-000206,-0.09915107911476047
ACH-000207,0.0105236816431161
ACH-000208,-0.024655862993503017
ACH-000210,-0.1166064757174215
ACH-000211,0.07769712673767222
ACH-000215,0.02113651626725537
ACH-000221,-0.06428425436372058
ACH-000222,0.03697059206087328
ACH-000223,-0.0026366016635554442
ACH-000226,0.05003854547481538
