,MITF (4286)
ACH-000004,0.04333141118866827
ACH-000005,0.18141123724709055
ACH-000007,-0.05387841637415737
ACH-000009,0.10652405591149153
ACH-000011,0.2029733111615168
ACH-000012,0.06150373289866735
ACH-000013,0.10803037867634696
ACH-000014,-0.0184983770625233
ACH-000015,0.04255354283019391
ACH-000017,0.15713972781621302
ACH-000018,0.12995217397755107
ACH-000019,0.05611553566485854
ACH-000021,0.06443544668015545
ACH-000022,0.1023393407335432
ACH-000025,-0.0712748367225607
ACH-000028,0.01404487605538321
ACH-000030,0.0941357457905648
ACH-000035,-0.020537074986504686
ACH-000036,-0.03250795061121047
ACH-000037,0.0948069233136244
ACH-000039,0.1063881686541229
ACH-000040,-0.03341875115791068
ACH-000041,0.05179961368658012
ACH-000042,-0.0025669714270642823
ACH-000045,0.14239548079130687
ACH-000047,0.2303132603523019
ACH-000052,0.0390770421646584
ACH-000053,0.06583750568902927
ACH-000054,0.09688752639825862
ACH-000055,-0.006900966248584012
ACH-000060,0.03729398259310791
ACH-000067,-0.006445447026771082
ACH-000070,0.08171165899710774
ACH-000075,0.21032439183350127
ACH-000078,0.14807704509218225
ACH-000082,0.14804658799296488
ACH-000085,0.08292437539658179
ACH-000086,0.08265842852190074
ACH-000087,0.008017141906059977
ACH-000092,0.13460779160259986
ACH-000095,0.0756891701275411
ACH-000097,0.1075472059298262
ACH-000098,-0.13955244374154938
ACH-000099,0.07724459124932166
ACH-000108,0.1394354195906202
ACH-000113,0.021158152609724368
ACH-000116,0.1580058719205527
ACH-000118,-0.17004883945302904
ACH-000120,0.09301817804637633
ACH-000123,-0.013538368449401959
ACH-000127,0.1005303578824991
ACH-000128,0.18190393285245615
ACH-000132,0.2149657036667236
ACH-000133,0.10464601076483668
ACH-000137,-0.007817686256424866
ACH-000138,0.029479171951413877
ACH-000142,0.12558859421622176
ACH-000143,0.04879425230276257
ACH-000146,0.17612705184019514
ACH-000148,0.13547917668028994
ACH-000150,0.011299654958225387
ACH-000152,0.08852924786452951
ACH-000153,0.2150544188412993
ACH-000159,0.05934802240967525
ACH-000160,0.2205194959653347
ACH-000163,0.2619811855061888
ACH-000167,-0.2562280756600065
ACH-000168,0.18405529176787244
ACH-000169,0.1415322051057596
ACH-000178,0.14263923988541932
ACH-000183,0.18874158533575064
ACH-000188,-0.04079372913526308
ACH-000189,-0.0037620239010948244
ACH-000190,0.18274933966554888
ACH-000198,0.1433174849285112
ACH-000203,0.11769806258969552
ACH-000204,0.04896187004028679
ACH-000206,0.21532345681801449
ACH-000207,0.06081290018357152
ACH-000208,0.1073563652132182
ACH-000210,0.2534394626479913
