,SCRIB (23513)
ACH-000004,0.07064194424948078
ACH-000005,-0.056869771579091524
ACH-000007,0.204953209153514
ACH-000009,0.09445549638114953
ACH-000011,0.2556134462445514
ACH-000012,-0.03512846864587962
ACH-000013,-0.0627739537514158
ACH-000014,-0.09272410419022874
ACH-000015,-0.02758611994140969
ACH-000017,-0.014826486044620075
ACH-000018,0.1441211243179549
ACH-000019,0.06184131102934931
ACH-000021,-0.0231884192311274
ACH-000022,-0.19278963214675046
ACH-000025,-0.019617290509030463
ACH-000028,0.0075445547166463
ACH-000030,0.0430129336569166
ACH-000035,-0.11647837461076373
ACH-000036,-0.39456557147546173
ACH-000037,-0.15569873933020814
ACH-000039,-0.2358449056504612
ACH-000040,-0.062381236006457785
ACH-000041,0.12625982201482436
ACH-000042,-0.2666918535637227
ACH-000045,0.09657480718169208
ACH-000047,-0.04656195008525647
ACH-000052,-0.036686145192304384
ACH-000053,0.020067346151191046
ACH-000054,-0.3146630994800032
ACH-000055,-0.05447321246611374
ACH-000060,-0.20583734734563688
ACH-000067,0.048645085791345036
ACH-000070,0.1358990029255359
ACH-000075,-0.09598212041924964
ACH-000078,-0.02841724209936685
ACH-000082,-0.055705232199400406
ACH-000085,-0.30296718231824105
ACH-000086,-0.1862530288106412
ACH-000087,-0.01497009804578909
ACH-000092,-0.14729142748628374
ACH-000095,0.008835035790324786
ACH-000097,-0.04231080594265757
ACH-000098,0.03906805106664308
ACH-000099,-0.07107572336721035
ACH-000108,-0.17832438003842208
ACH-000113,-0.16140824077382804
ACH-000116,-0.02065509739342169
ACH-000118,-0.177686643167798
ACH-000120,-0.15664863590640196
ACH-000123,-0.15797288889135885
ACH-000127,0.01319687928588265
ACH-000128,-0.11787358778875814
ACH-000132,-0.17140557423598732
ACH-000133,-0.09538908096653308
ACH-000137,-0.09489205667017787
ACH-000138,0.06625011890777792
ACH-000142,0.10132302107689566
ACH-000143,-0.07609572933255074
ACH-000146,-0.1232095234336942
ACH-000148,-0.03621697288649193
ACH-000150,-0.5707608595491795
ACH-000152,-0.09349519782251407
ACH-000153,-0.08451168088335892
ACH-000159,-0.00917273136649903
ACH-000160,-0.050776189778192836
ACH-000163,-0.13848619656999625
ACH-000167,-0.2568428066778345
ACH-000168,-0.2710976891677417
ACH-000169,-0.1765701704977064
ACH-000178,-0.2153403672513615
ACH-000183,0.010963889025976007
ACH-000188,-0.04010350625364286
ACH-000189,-0.008792801044274668
ACH-000190,-0.1963670608381572
ACH-000198,-0.10510848165074813
ACH-000203,-0.2234291766834348
ACH-000204,-0.336175896056284
ACH-000206,-0.20577368138139876
ACH-000207,-0.07734564793247936
ACH-000208,-0.431248102146108
ACH-000210,-0.2449740937164208
ACH-000211,-0.05642259673930165
ACH-000215,-0.1677186166033475
ACH-000221,-0.07522415733965836
ACH-000222,-0.05300951713046146
ACH-000223,-0.037264789260750816
ACH-000226,0.10714318357014237
ACH-000227,-0.08170859827605352
ACH-000228,-0.15028640045551786
ACH-000231,-0.1945218179864951
ACH-000232,-0.10123337296908487
ACH-000233,-0.0015374445221432596
ACH-000234,-0.06335137904709559
ACH-000235,-0.17021034958157752
ACH-000237,-0.08976470556179661
ACH-000238,-0.24615007935523134
ACH-000242,0.005581265782265579
ACH-000243,0.22564004779670266
ACH-000244,-0.14249538552054788
ACH-000246,-0.09964133265004073
ACH-000248,-0.13587165094268408
ACH-000250,-0.21536992276531894
ACH-000251,-0.16710859935205766
ACH-000252,-0.16611983908523967
ACH-000253,-0.1276991638096488
ACH-000255,-0.11968280870825773
ACH-000256,-0.04208047480188177
ACH-000257,0.097491400018513
ACH-000258,-0.036890430717624635
ACH-000259,-0.024807192766590186
ACH-000260,-0.09592068584217256
ACH-000261,-0.08700414237030965
ACH-000262,-0.2207901597701018
ACH-000263,-0.22219674454643934
ACH-000264,-0.05954423132837421
ACH-000265,0.00926762811640631
ACH-000266,-0.10480550823066398
ACH-000272,-0.034530117555610085
ACH-000274,-0.2237588649765029
ACH-000277,-0.1528050236430573
ACH-000278,-0.07229421836408383
ACH-000279,-0.284932525900521
ACH-000280,-0.25784141828407425
ACH-000281,-0.0857588729050266
ACH-000288,0.03323910472250498
ACH-000291,0.001067110595368808
ACH-000293,-0.05379018178505607
ACH-000294,-0.08365870991341308
ACH-000295,-0.1725261136811278
ACH-000296,0.00786016462430407
ACH-000302,-0.05025534107255945
ACH-000304,-0.034042112388133115
ACH-000307,0.013338424411255
ACH-000308,0.00495628526290274
ACH-000310,-0.03306895501825425
ACH-000311,-0.11104383806085813
ACH-000312,-0.13869015367260706
ACH-000315,0.011839706320133044
ACH-000316,-0.10798881011843676
ACH-000317,-0.19068619659266528
ACH-000318,-0.18732578769199792
ACH-000319,0.057219029878711726
ACH-000320,-0.030255965794495625
ACH-000322,-0.16435865214456508
ACH-000323,-0.04917720014319932
ACH-000324,-0.0790597954613971
ACH-000329,-0.1154050581444358
ACH-000330,-0.03526808707098149
ACH-000331,-0.08345682848301883
ACH-000332,0.08757718142555566
ACH-000334,0.05854310883493435
ACH-000335,0.13666282466202548
ACH-000336,-0.2506142624934574
ACH-000337,-0.12173736344246182
ACH-000338,0.2822382310514853
ACH-000339,0.03300677046285045
ACH-000341,-0.15908028287838102
ACH-000348,-0.08231833148957557
ACH-000350,-0.07082910324809569
ACH-000352,-0.10985397492528548
ACH-000356,-0.2393657495009399
ACH-000361,-0.050295463158986586
ACH-000362,-0.04463328984834149
ACH-000363,-0.19000640943871508
ACH-000364,0.00272074139630632
ACH-000365,-0.044428018079475065
ACH-000366,0.07076970292469975
ACH-000368,-0.13052300570756167
ACH-000374,0.03636377308157966
ACH-000375,-0.22167021504147247
ACH-000376,-0.09937031603159883
ACH-000381,-0.2390811067581287
ACH-000383,-0.08013239668156481
ACH-000387,-0.1790620876047494
ACH-000389,0.03439764262102659
ACH-000390,-0.06401974887312012
ACH-000393,-0.21043397848750106
ACH-000395,-0.33880240281486496
ACH-000396,0.2389034942700831
ACH-000397,-0.020606042681490508
