,KIDINS220 (57498)
ACH-000004,-0.18604193687038734
ACH-000005,-0.2538426133752875
ACH-000007,0.21904131631570808
ACH-000009,-0.0014614252024063564
ACH-000011,-0.425979113429332
ACH-000012,-0.14605731306999808
ACH-000013,-0.34569447396897485
ACH-000014,0.03820232598332448
ACH-000015,0.13078330817497447
ACH-000017,-0.0824259645183389
ACH-000018,0.05697766549472755
ACH-000019,0.06282636280010129
ACH-000021,-0.35304097197900003
ACH-000022,0.014436725795608231
ACH-000025,0.04406498435996047
ACH-000028,0.11067631307493042
ACH-000030,-0.2458115926707012
ACH-000035,-0.06113924903648337
ACH-000036,-0.1531074531653505
ACH-000037,-0.1909934291769755
ACH-000039,-0.025693392298006854
ACH-000040,-0.0616734216877459
ACH-000041,0.09030402321487564
ACH-000042,-0.19846568504890613
ACH-000045,-0.04891980186047558
ACH-000047,-0.02743171107992061
ACH-000052,-0.026092737801961755
ACH-000053,0.02616393606308667
ACH-000054,-0.006274074905830393
ACH-000055,-0.2461478118340235
ACH-000060,0.014904848526870613
ACH-000067,-0.12618177492585944
ACH-000070,-0.13333451443602054
ACH-000075,-0.28449914621965605
ACH-000078,-0.1024207408983506
ACH-000082,0.0698881627851938
ACH-000085,0.07650031041343515
ACH-000086,0.06387469729762893
ACH-000087,-0.1914110119717014
ACH-000092,-0.14613872894126184
ACH-000095,-0.006520249296425576
ACH-000097,-0.5651733319925005
ACH-000098,-0.0671550998105626
ACH-000099,0.04668390372356238
ACH-000108,-0.14296343826197794
ACH-000113,0.1610571476757058
ACH-000116,-0.4117164014492814
ACH-000118,-0.3532396920675209
ACH-000120,-0.01907391444874491
ACH-000123,0.04758262049927253
ACH-000127,0.08877945015320803
ACH-000128,0.08516309752324493
ACH-000132,0.17719018511304882
ACH-000133,-0.029426248475844605
ACH-000137,-0.26297467046180184
ACH-000138,-0.045812064056204735
ACH-000142,-0.05304908006714585
ACH-000143,-5.7663285001225975e-05
ACH-000146,0.16433466731708285
ACH-000148,-0.2726574786072817
ACH-000150,0.1358194677921339
ACH-000152,-0.13538646972803073
ACH-000153,-0.1327890963978456
