,IDH3A (3419)
ACH-000004,-0.3605219814926357
ACH-000005,-0.3539550992589237
ACH-000007,-0.00938691133327782
ACH-000009,-0.197074553466392
ACH-000011,-0.16272054179628742
ACH-000012,-0.26340736388488306
ACH-000013,-0.06583627684128003
ACH-000014,-0.581409918318772
ACH-000015,-0.2078483436612259
ACH-000017,-0.7419515292035476
ACH-000018,-0.22986038708737425
ACH-000019,-0.14835769133104248
ACH-000021,-0.13945870079396938
ACH-000022,-0.3454167010922212
ACH-000025,-0.24476683512452044
ACH-000028,-0.1284439927541008
ACH-000030,-0.5135343232751015
ACH-000035,-0.3077619176897839
ACH-000036,-0.30169980048740314
ACH-000037,-0.10737960477612828
ACH-000039,0.04120725368389628
ACH-000040,-0.17230196413892476
ACH-000041,-0.1144145322803448
ACH-000042,-0.4456687332421584
ACH-000045,-0.03933940981425632
ACH-000047,-0.612802536252789
ACH-000052,-0.1912709206380437
ACH-000053,-0.23418115467828346
ACH-000054,-0.28409911545594163
ACH-000055,-0.2500636394375993
ACH-000060,-0.7838677361383555
ACH-000067,0.029834168855224736
ACH-000070,-0.05815592833682129
ACH-000075,-0.06572023986083339
ACH-000078,-0.1662948605567158
ACH-000082,-0.11695318762631805
ACH-000085,-0.469357952524318
ACH-000086,-0.238560690975674
ACH-000087,-0.18427948714561224
ACH-000092,-0.15492855929888685
ACH-000095,-0.1250379237222774
ACH-000097,-0.26009551683509324
ACH-000098,-0.07275799516050445
ACH-000099,-0.08470446352331168
ACH-000108,-0.25963339731327845
ACH-000113,-0.1910410389548564
ACH-000116,-0.06184312412204775
ACH-000118,-0.7250612961239605
ACH-000120,-0.29213702440573225
ACH-000123,-0.4659023299059421
ACH-000127,-0.6484226816647529
ACH-000128,-0.6148740442916751
ACH-000132,-0.4949677035949643
ACH-000133,-0.1559181789046318
ACH-000137,-0.33489883164537115
ACH-000138,-0.3538677204800702
ACH-000142,-0.03112911703739668
ACH-000143,-0.2452019146017056
ACH-000146,-0.05163069269553145
ACH-000148,-0.12121569111666915
ACH-000150,-0.5563464306205863
ACH-000152,-0.4456636141539616
ACH-000153,-0.19663645927148996
ACH-000159,-0.3077730458082697
ACH-000160,0.0007683454387523032
ACH-000163,-0.2420624167520057
ACH-000167,0.342869934299462
ACH-000168,-0.09454558066302884
ACH-000169,-0.1510052911512174
ACH-000178,-0.3506456459383883
ACH-000183,-0.8037760469167177
ACH-000188,0.0656032027676776
ACH-000189,-0.03887891492771893
ACH-000190,0.0859238597641109
ACH-000198,0.029202031706794862
ACH-000203,-0.4446816842085824
ACH-000204,-0.21194643899722826
ACH-000206,-0.292515544700935
ACH-000207,-0.35198203267730804
ACH-000208,0.02029102570630462
ACH-000210,-0.16413831522818909
ACH-000211,-0.19353599223880436
ACH-000215,-0.010018005979143551
ACH-000221,-0.02249226031722309
ACH-000222,-0.28430422129594435
ACH-000223,-0.472051569702247
ACH-000226,-0.5643418484923547
ACH-000227,-0.31408428217833284
ACH-000228,-0.06789516880286299
ACH-000231,0.010015311316819837
ACH-000232,-0.2597903694503212
ACH-000233,-0.6322127642809293
ACH-000234,-0.4161995632597443
ACH-000235,-0.5202002447669397
ACH-000237,-0.004417999661895131
ACH-000238,-0.2912707003752433
ACH-000242,-0.4510093202193768
ACH-000243,-0.07044977042722947
ACH-000244,-0.08038183180492323
ACH-000246,-0.3884777764772594
ACH-000248,-0.7093553770005613
ACH-000250,-0.3643695236793341
ACH-000251,-0.2356935710953035
ACH-000252,-0.21826120695223064
ACH-000253,-0.05576481157088456
ACH-000255,-0.09283381949267296
ACH-000256,-0.3344961052661896
ACH-000257,-0.30387324223801065
ACH-000258,-0.24356296965344545
ACH-000259,-0.3862257671140011
ACH-000260,-0.1718917883775329
ACH-000261,0.08083335871069046
ACH-000262,-0.08423652801335005
ACH-000263,-0.5425285740794807
ACH-000264,-0.3190672931037235
ACH-000265,-0.6392284007641851
ACH-000266,-0.4790019561983908
ACH-000272,-0.5299379058465337
ACH-000274,-0.1551269320056868
ACH-000277,-0.33355529506765075
ACH-000278,-0.3753118499503345
ACH-000279,-0.13333445442389327
ACH-000280,-0.21060254354057492
ACH-000281,-0.21742248276171255
ACH-000288,-0.2294115151780705
ACH-000291,-0.5721240428456977
ACH-000293,-0.31054305435800866
ACH-000294,-0.3535759380095623
ACH-000295,-0.28085808130288525
ACH-000296,-0.4253898131930679
ACH-000302,-0.4170222857176622
ACH-000304,-0.3211112739030654
ACH-000307,-0.629190779701031
ACH-000308,-0.5713836102918113
ACH-000310,-0.20985813041668414
ACH-000311,-0.07298336614749885
ACH-000312,-0.2059253512410646
ACH-000315,-0.5310500123545757
ACH-000316,-0.17403386794688394
ACH-000317,-0.6255904799959716
ACH-000318,-0.4851501532647322
ACH-000319,-0.14109682194138973
ACH-000320,-0.5728765489100571
ACH-000322,-0.16497060924121054
ACH-000323,-0.053197717903376886
ACH-000324,-0.4821960551955231
ACH-000329,-0.23514677724176505
ACH-000330,-0.13367205470457913
ACH-000331,-0.14791634450481247
ACH-000332,-0.1265145486426147
ACH-000334,-0.35063982299611185
ACH-000335,-0.6233764962781385
ACH-000336,-0.05847096274819954
ACH-000337,-0.4310964590628815
ACH-000338,-0.9090856003597396
ACH-000339,-0.6214926743540758
ACH-000341,-0.2859073763497753
ACH-000348,-0.18990161577019848
ACH-000350,-0.032681944229316195
ACH-000352,-0.4373166267169965
ACH-000356,-0.19075739873901226
ACH-000361,-0.4394925558641197
ACH-000362,0.04958048857843008
ACH-000363,0.016985770145935004
ACH-000364,-0.4270651976316262
ACH-000365,-0.3866827379611196
ACH-000366,-0.08385546500843324
ACH-000368,-0.18633683707716314
ACH-000374,-0.4684022583608558
ACH-000375,-0.27038999519766194
ACH-000376,-0.3630931285299205
ACH-000381,-0.19216752883030386
ACH-000383,-0.27427067609062816
ACH-000387,-0.2406589436932181
ACH-000389,-0.03182098494666187
ACH-000390,-0.08726702828591118
ACH-000393,-0.07038748423361603
ACH-000395,-0.3910872185748625
ACH-000396,-0.5969988707917339
ACH-000397,-0.5946967214128325
ACH-000401,-0.08955715375257013
ACH-000402,-0.4934175096351291
ACH-000403,-0.595016750872059
ACH-000404,-0.6202965760909731
ACH-000406,-0.04946528114250948
ACH-000407,-0.16650141555023834
ACH-000408,-0.3336336048816885
ACH-000410,0.009664160663476504
ACH-000411,-0.4005488394547146
ACH-000414,-0.02702484372580127
ACH-000415,-0.01821047497863159
ACH-000416,-0.2415493803875351
ACH-000420,-0.10268694249297347
ACH-000421,-0.2445995857421877
ACH-000424,-0.6841799761850944
ACH-000425,-0.1592036742253217
ACH-000426,-0.2202104294085832
ACH-000427,-0.14793582259915442
ACH-000433,-0.1741490993624938
ACH-000435,-0.4975869368519332
ACH-000436,-0.1573550803779262
ACH-000444,-0.20408909311647025
ACH-000445,-0.014280430378835947
ACH-000448,-0.24152089411537064
ACH-000450,-0.3541168534978767
ACH-000452,-0.3092509290899813
ACH-000454,-0.5295904909784177
ACH-000458,-0.7853434557830141
ACH-000459,-0.11859024022597202
ACH-000460,-0.7065464373624525
