,DENND4A (10260)
ACH-000004,-0.37258072766627054
ACH-000005,-0.3457831481205835
ACH-000007,-0.29928284787003256
ACH-000009,-0.28135199259571986
ACH-000011,-0.3334183223571361
ACH-000012,-0.12652132940502506
ACH-000013,-0.12619120981200005
ACH-000014,-0.2259687988845878
ACH-000015,-0.1271041218664644
ACH-000017,-0.15216798469664708
ACH-000018,-0.05604878169039622
ACH-000019,-0.19126434249456584
ACH-000021,-0.08285334300518749
ACH-000022,-0.4673752705768514
ACH-000025,-0.1376538631708384
ACH-000028,-0.12056736050446312
ACH-000030,-0.09899769706830527
ACH-000035,-0.13848303526547728
ACH-000036,-0.011561160055594929
ACH-000037,-0.20437659785737147
ACH-000039,-0.060501299419878925
ACH-000040,0.03276102314655615
ACH-000041,-0.5531907694367618
ACH-000042,-0.2444050296287573
ACH-000045,-0.2820458171661952
ACH-000047,0.02703684697774341
ACH-000052,-0.11411256658379128
ACH-000053,-0.0993073822422292
ACH-000054,-0.2446529270602473
ACH-000055,-0.00389515637819669
ACH-000060,-0.016897279720664456
ACH-000067,-0.191284229786366
ACH-000070,-0.3365395874676289
ACH-000075,-0.1982099256500792
ACH-000078,-0.036717224808315886
ACH-000082,-0.13908300467044735
ACH-000085,-0.10634897352897353
ACH-000086,-0.15584958398130344
ACH-000087,-0.013519510486824777
ACH-000092,-0.3864978865000124
ACH-000095,-0.1313925582168256
ACH-000097,-0.20318152923236416
ACH-000098,-0.09753075435932056
ACH-000099,-0.17585361257601298
ACH-000108,-0.2696381561248727
ACH-000113,-0.5970483741569721
ACH-000116,-0.17358119244111184
ACH-000118,0.09524151484545204
ACH-000120,-0.2298479320279739
ACH-000123,-0.1280477865480113
ACH-000127,-0.13079907034992705
ACH-000128,-0.1074641198076251
ACH-000132,-0.17990999964597748
ACH-000133,-0.22158068475731324
ACH-000137,-0.19897040858995094
ACH-000138,-0.05396088425466057
ACH-000142,-0.02838599833244118
ACH-000143,-0.16138590752346518
ACH-000146,-0.2426249759875232
ACH-000148,-0.0931706912892537
ACH-000150,0.013124004552448184
ACH-000152,-0.09680871205240604
ACH-000153,-0.009150763505408208
ACH-000159,-0.09039509402841732
ACH-000160,-0.3089908944360586
ACH-000163,-0.10890943717356004
ACH-000167,-0.11187629553106744
ACH-000168,-0.3815637124780276
ACH-000169,0.009022435553656154
ACH-000178,-0.12106484837808425
ACH-000183,-0.20770441014175056
ACH-000188,0.02476771767553174
ACH-000189,-0.17113638921527974
ACH-000190,-0.2301080522761745
ACH-000198,-0.4572638371599253
ACH-000203,0.09777442554287366
ACH-000204,-0.41935503002231816
ACH-000206,-0.16947688300387598
ACH-000207,-0.1049552938635374
ACH-000208,-0.10551300429996023
ACH-000210,-0.37260520429113214
ACH-000211,-0.15912118380962129
ACH-000215,-0.08644249042540401
ACH-000221,-0.19407817402317676
ACH-000222,0.017568042893336633
ACH-000223,-0.2569409936574716
ACH-000226,-0.02228195671637144
ACH-000227,-0.05522872539274858
ACH-000228,-0.20378139285177613
ACH-000231,-0.006872685110594404
ACH-000232,-0.10360296162647394
ACH-000233,-0.08896445571419942
ACH-000234,-0.2292354110892361
ACH-000235,-0.2337154414693717
ACH-000237,-0.213425899741999
ACH-000238,-0.21039688914853966
ACH-000242,-0.2591431039726942
ACH-000243,-0.020175553596841752
ACH-000244,-0.1549335836648592
ACH-000246,-0.21085786444926985
ACH-000248,-0.05574236286992753
ACH-000250,0.0295654688255953
ACH-000251,-0.0938538702560947
ACH-000252,-0.4469633304831549
