,SBF1 (6305)
ACH-000004,0.10010285906840086
ACH-000005,0.055754201652031966
ACH-000007,-0.2684547174848737
ACH-000009,0.12345353487439666
ACH-000011,0.0916530872191439
ACH-000012,-0.12058338103104832
ACH-000013,0.040242960388264484
ACH-000014,0.16046982998573248
ACH-000015,0.0958423172644291
ACH-000017,0.059922034058230475
ACH-000018,0.2797754830366784
ACH-000019,0.028988889192724007
ACH-000021,0.11559837622269376
ACH-000022,0.11446481981954855
ACH-000025,0.05868805915534012
ACH-000028,0.03957619357097453
ACH-000030,0.07549841350654217
ACH-000035,0.20817390753830764
ACH-000036,0.1474419594572277
ACH-000037,0.026934034555440682
ACH-000039,0.18231207951135767
ACH-000040,0.2412816311602287
ACH-000041,0.046830031553401714
ACH-000042,-0.0008930361833287502
ACH-000045,0.1814201362246658
ACH-000047,0.016869520534832722
ACH-000052,-0.18176426102830406
ACH-000053,0.2053359127770454
ACH-000054,0.14776044391473944
ACH-000055,0.015648883227385026
ACH-000060,0.015416404758502566
ACH-000067,0.20170298316326107
ACH-000070,0.044828227100679234
ACH-000075,0.04251591962815687
ACH-000078,0.14749085262223974
ACH-000082,0.06588212304849521
ACH-000085,-0.4407611045806061
ACH-000086,0.14546084781816326
ACH-000087,0.2544578555859218
ACH-000092,0.08021451834743085
ACH-000095,0.2610853353080172
ACH-000097,-0.05433451781102435
ACH-000098,0.035692530912932924
ACH-000099,0.22907991807618905
ACH-000108,-0.11846660150812413
ACH-000113,0.10156996499040312
ACH-000116,0.16072013232926066
ACH-000118,0.06710842591050717
ACH-000120,0.06036446739190126
ACH-000123,0.03270315909580293
ACH-000127,0.2019516088366056
ACH-000128,0.1862507910983514
ACH-000132,0.012982317406323414
ACH-000133,0.18271308785121496
ACH-000137,0.10825008023110126
ACH-000138,0.12868188947479658
ACH-000142,0.17539336394024116
ACH-000143,-0.21659763503190613
ACH-000146,0.06389099505414199
ACH-000148,0.043906174879244655
ACH-000150,0.21737796405047846
ACH-000152,0.050638948210701716
ACH-000153,0.1768223119796174
ACH-000159,0.10974003599465802
ACH-000160,0.0696013689363892
ACH-000163,0.1666283796567298
