,GAA (2548)
ACH-000004,-0.08767204634437686
ACH-000005,-0.6240741182986278
ACH-000007,0.11240528470942704
ACH-000009,-0.10549375233471572
ACH-000011,-0.1458338299942777
ACH-000012,-0.12930840917590447
ACH-000013,0.004083417359122695
ACH-000014,-0.1985999108722037
ACH-000015,-0.10710246686177424
ACH-000017,-0.1640094652240313
ACH-000018,-0.11983060047325275
ACH-000019,-0.2362955708902477
ACH-000021,-0.07103682611187374
ACH-000022,-0.1409780624402956
ACH-000025,-0.01091039347324014
ACH-000028,0.0021193845079810125
ACH-000030,-0.1160324168954922
ACH-000035,-0.14891758917638112
ACH-000036,-0.12739849920269405
ACH-000037,-0.013504915727486431
ACH-000039,-0.197184093427804
ACH-000040,-0.1569430681161197
ACH-000041,-0.08763711252713699
ACH-000042,-0.09426418968377856
ACH-000045,-0.1722405288975467
ACH-000047,-0.0925761374256641
ACH-000052,-0.058163124057756185
ACH-000053,-0.014987401710208606
ACH-000054,-0.08992518011367648
ACH-000055,-0.006117169050025496
ACH-000060,-0.02599405663820485
ACH-000067,-0.06952164092157745
ACH-000070,0.10568331668719756
ACH-000075,-0.19158839427985688
ACH-000078,-0.10195445618281604
ACH-000082,-0.01774796924961484
ACH-000085,-0.21394168482039305
ACH-000086,0.011359259949510156
ACH-000087,-0.3945539355453637
ACH-000092,-0.0599222769326647
ACH-000095,-0.19157504796567965
ACH-000097,-0.10324216387584577
ACH-000098,0.009447389808389729
ACH-000099,-0.2373174957246469
ACH-000108,-0.07422562456538273
ACH-000113,0.04805753221362846
ACH-000116,-0.0856346251719106
ACH-000118,0.01680819326061601
ACH-000120,-0.2716208853504105
ACH-000123,-0.05852339911994064
ACH-000127,-0.09611775025775547
ACH-000128,-0.03123918025182377
ACH-000132,-0.17040776642594688
ACH-000133,-0.09436390634821903
ACH-000137,-0.11532598323442465
ACH-000138,-0.1341028380055172
ACH-000142,-0.12260742953312068
ACH-000143,-0.10487303777812587
ACH-000146,-0.017850626880616918
ACH-000148,-0.0825084015343462
ACH-000150,-0.2900469381199397
ACH-000152,-0.1418643497176677
ACH-000153,-0.12922011555122045
ACH-000159,0.0029492476861441123
ACH-000160,-0.04090550861352904
ACH-000163,0.025857867952010692
ACH-000167,-0.16102648382505533
ACH-000168,-0.0007202039531155102
ACH-000169,-0.08735754921546031
ACH-000178,0.007988348995094744
ACH-000183,-0.013123601989414145
ACH-000188,-0.1061610860074182
ACH-000189,-0.188778282864252
ACH-000190,-0.09677758995655396
ACH-000198,0.0452992446612097
ACH-000203,-0.07094898620369194
ACH-000204,-0.17201341027439498
ACH-000206,-0.08629612887901274
ACH-000207,0.11937685787873238
ACH-000208,-0.05549879227854642
ACH-000210,0.3525317835022609
ACH-000211,-0.1613429420699247
ACH-000215,-0.15787611452100067
ACH-000221,-0.0838157789243087
ACH-000222,-0.2277557749085111
ACH-000223,-0.11480168116496467
ACH-000226,-0.026653847170227233
ACH-000227,-0.2559389409974282
ACH-000228,-0.10742342262264128
ACH-000231,-0.10936825711118853
ACH-000232,-0.13332191087739415
ACH-000233,0.0515500372520151
ACH-000234,-0.34379245834308714
ACH-000235,-0.13641147147927926
ACH-000237,-0.11182359489014386
ACH-000238,-0.10786832142653753
ACH-000242,-0.05658169535888341
ACH-000243,-0.20801872989741
ACH-000244,-0.32387692198354423
ACH-000246,-0.15935216471997504
ACH-000248,-0.1961050020638404
ACH-000250,-0.1476402854518061
ACH-000251,-0.3835384252744769
ACH-000252,-0.07266481350247876
ACH-000253,-0.2288507634833854
ACH-000255,-0.20459927003877396
ACH-000256,-0.3050924609231303
ACH-000257,0.06620885898421787
ACH-000258,-0.0357373532687231
ACH-000259,-0.11578959118030355
ACH-000260,-0.08349213834586099
ACH-000261,-0.13560448280827864
ACH-000262,0.033665569257403674
ACH-000263,-0.2531360680239995
ACH-000264,-0.34091340009634913
ACH-000265,-0.10767975348668188
ACH-000266,-0.1306728058193416
ACH-000272,-0.003895727784514902
ACH-000274,-0.181102326947138
ACH-000277,-0.1365681348494886
ACH-000278,-0.16033263333836248
ACH-000279,-0.21036341687997595
ACH-000280,-0.05039806697732487
ACH-000281,-0.3002895518949082
ACH-000288,-0.16604242372061165
ACH-000291,-0.2017273414184377
ACH-000293,-0.12085227741721632
ACH-000294,0.016839708259872733
ACH-000295,-0.2469079330399761
ACH-000296,-0.14803033730487242
ACH-000302,-0.06335577065777433
ACH-000304,0.032748896618294346
ACH-000307,-0.11205164707823201
ACH-000308,-0.18118187632495802
ACH-000310,-0.17013999399939864
ACH-000311,-0.040452202889570334
ACH-000312,-0.15362160228075775
ACH-000315,-0.2743143494396184
ACH-000316,-0.11969373495054238
ACH-000317,0.08267050953565881
ACH-000318,-0.0077595023581427894
ACH-000319,-0.3523642671221425
ACH-000320,-0.10538410738821982
ACH-000322,0.1151991177515584
ACH-000323,-0.1671109314027773
ACH-000324,-0.1257098818509079
ACH-000329,-0.13266958379642407
ACH-000330,-0.3314795743435617
ACH-000331,-0.11683700274004782
ACH-000332,-0.1293402418446954
ACH-000334,-0.13690546075371465
ACH-000335,-0.06989759936994275
ACH-000336,0.07038719946763236
ACH-000337,-0.3482415478589429
ACH-000338,0.9044889284029451
ACH-000339,-0.07048744654119406
ACH-000341,-0.2326352339409869
ACH-000348,-0.17148193587687102
ACH-000350,-0.07293172584524009
ACH-000352,-0.19611039561711766
ACH-000356,-0.2274001627904138
ACH-000361,-0.10001243580742783
ACH-000362,0.02246508006619129
ACH-000363,-0.1228906342724632
ACH-000364,-0.10504943117615284
ACH-000365,0.010740510218856528
ACH-000366,-0.12401674335722415
ACH-000368,0.0036093358509091547
ACH-000374,-0.15816199081747725
ACH-000375,-0.13682117049854034
ACH-000376,-0.10081983478258434
ACH-000381,0.027242094656015257
ACH-000383,-0.1206754561404882
ACH-000387,-0.0958264767537625
ACH-000389,-0.4789377689643837
ACH-000390,-0.09661335023011754
ACH-000393,-0.16274603472371324
ACH-000395,0.044122353445836066
ACH-000396,0.318166934588734
ACH-000397,-0.19064711544520066
ACH-000401,0.08779641432205025
ACH-000402,0.3815848633029885
ACH-000403,-0.1214865334423389
ACH-000404,-0.06634946332567136
ACH-000406,-0.08762959469015481
ACH-000407,-0.139359999231445
ACH-000408,-0.028805021704736183
ACH-000410,0.005816348276467915
ACH-000411,-0.04218352511842818
ACH-000414,-0.18237094445632065
ACH-000415,-0.202436324470154
ACH-000416,-0.13800485782751096
ACH-000420,-0.29366757618003303
ACH-000421,-0.060835945761055985
ACH-000424,-0.12067687698119535
ACH-000425,-0.11782705037617518
ACH-000426,-0.03151702449737158
ACH-000427,-0.268443118291244
ACH-000433,-0.2940515807859812
ACH-000435,-0.5221930244653966
ACH-000436,-0.25068105081750336
ACH-000444,-0.13476727602246882
ACH-000445,-0.2453050383342902
ACH-000448,-0.1494466178292501
ACH-000450,-0.124911248586977
ACH-000452,-0.11911061672543738
ACH-000454,-0.08021198173256233
ACH-000458,-0.17102640142411024
ACH-000459,0.04674429657491643
ACH-000460,-0.06263763341021926
ACH-000461,0.009285810374506952
ACH-000463,-0.13656180774258392
ACH-000464,-0.11408183936169165
ACH-000466,-0.2348113831721009
ACH-000467,0.07271447498084457
ACH-000468,-0.24677680209907216
ACH-000469,-0.08854435773394838
ACH-000470,-0.07149049539954395
ACH-000471,-0.06781380237240234
ACH-000472,-0.059272669828519364
ACH-000473,-0.30568894154107
ACH-000475,-0.12840904788414328
ACH-000476,-0.1828828022129465
ACH-000477,-0.02776562025215229
ACH-000479,-0.2268909103945639
ACH-000480,-0.058047632533431315
ACH-000481,-0.08840833995556299
ACH-000483,-0.07325486197314794
ACH-000484,0.014249109959883391
ACH-000485,0.06411156484052756
ACH-000486,-0.016416903417140975
ACH-000487,0.0299242335103537
ACH-000488,-0.18670392654628007
ACH-000490,-0.10234829865382868
ACH-000491,-0.2322814779141409
ACH-000495,-0.009667530032112794
ACH-000496,-0.009580575932582776
