,SEC22C (9117)
ACH-000004,0.1620082067439792
ACH-000005,0.17181019991703034
ACH-000007,-0.017063758072551137
ACH-000009,0.021047565655661786
ACH-000011,-0.0426780220621997
ACH-000012,0.0897169026172941
ACH-000013,-0.03854606474609502
ACH-000014,0.08001241022938818
ACH-000015,0.07556675975844672
ACH-000017,0.16651380349439432
ACH-000018,0.13696473109622598
ACH-000019,0.055619820350071285
ACH-000021,0.1656986722361511
ACH-000022,-0.00017843142514293274
ACH-000025,-0.02063938197423787
ACH-000028,0.09948368088005398
ACH-000030,0.09128761049313107
ACH-000035,0.26601433315004325
ACH-000036,0.051829635698990434
ACH-000037,0.15704389636237645
ACH-000039,0.13835850914271675
ACH-000040,0.03140603527229072
ACH-000041,0.11730353808939745
ACH-000042,0.0579733810436299
ACH-000045,0.049779363720524585
ACH-000047,0.07005698723200356
ACH-000052,0.16370307452353064
ACH-000053,0.0694618980630244
ACH-000054,0.08672627823927098
ACH-000055,0.2740030788409725
ACH-000060,0.19920476715274985
ACH-000067,0.07459944771295257
ACH-000070,-0.04527502402352645
ACH-000075,0.18262340883946335
ACH-000078,0.02141847669572982
ACH-000082,0.1561355005286269
ACH-000085,-0.008275042000440267
ACH-000086,-0.0358370659822006
ACH-000087,0.17676672198399965
ACH-000092,0.11493177927190774
ACH-000095,0.08424831317611584
ACH-000097,0.15735364568307966
ACH-000098,-0.03002685279753124
ACH-000099,0.1147779438196427
ACH-000108,0.13453224411306025
ACH-000113,0.03660000879823329
ACH-000116,0.040225840234635935
ACH-000118,0.18023012445254954
ACH-000120,0.2287608210460109
ACH-000123,0.012236613783292159
ACH-000127,0.07122819746374018
ACH-000128,-0.014509283122964982
ACH-000132,0.07889824443731301
ACH-000133,-0.017967091779994962
ACH-000137,-0.034439343649853155
ACH-000138,-0.0026459660852339744
ACH-000142,-0.04875356530017858
ACH-000143,-0.01809724247352084
ACH-000146,-0.0022173380750169893
ACH-000148,0.18412285281286286
ACH-000150,-0.08066632973073845
ACH-000152,0.08350828799669158
ACH-000153,0.2331896159936529
ACH-000159,0.0564334381083145
ACH-000160,0.08313125536379702
ACH-000163,0.04340584362972569
ACH-000167,0.2500806349501512
ACH-000168,-0.1338875361133662
ACH-000169,0.20500014658901816
ACH-000178,0.1231575149736884
ACH-000183,0.052185229484720284
ACH-000188,0.06523518369576455
ACH-000189,0.1103828431358597
ACH-000190,0.2911639258681916
ACH-000198,0.030598716047358518
ACH-000203,-0.2937434901952851
ACH-000204,0.14828112991707534
ACH-000206,0.11984407062984775
ACH-000207,0.14735052432581933
ACH-000208,0.14274373722921682
ACH-000210,0.15956528157175348
