,LHX2 (9355)
ACH-000004,-0.008539430944512386
ACH-000005,0.3923335967891626
ACH-000007,0.43967285799709377
ACH-000009,0.005608515935616922
ACH-000011,0.08854960953151098
ACH-000012,0.016914313502916646
ACH-000013,0.08917636187232421
ACH-000014,0.19006475300461131
ACH-000015,-0.14820896629416502
ACH-000017,0.2189541979599849
ACH-000018,0.19376905489110388
ACH-000019,0.16484189476465527
ACH-000021,0.07221144426805445
ACH-000022,0.17038018943695402
ACH-000025,0.1810292181229804
ACH-000028,0.30371390718198865
ACH-000030,0.1474343715902426
ACH-000035,0.11230383239463737
ACH-000036,0.11429227331171445
ACH-000037,0.03490759168331894
ACH-000039,0.03854100136690071
ACH-000040,0.022514198885486773
ACH-000041,-0.0876347671868447
ACH-000042,0.11984715001760192
ACH-000045,0.1576029172271956
ACH-000047,0.12054418995328947
ACH-000052,0.12443492498919155
ACH-000053,0.0464897725462461
ACH-000054,0.13832223006505007
ACH-000055,0.034725797730713874
ACH-000060,-0.011852963391098882
ACH-000067,0.1083564756449722
ACH-000070,0.2787356299963028
ACH-000075,-0.0770423525256305
ACH-000078,0.07725306546222863
ACH-000082,0.09228932304519452
ACH-000085,0.08755388465478392
ACH-000086,0.15545119469223698
ACH-000087,-0.11980054223244113
ACH-000092,-0.08601861334028357
ACH-000095,0.006213977444053935
ACH-000097,0.1271677534420088
ACH-000098,0.16597105065013398
ACH-000099,0.10110464900628377
ACH-000108,0.021300989321057912
ACH-000113,-0.07306924629652656
ACH-000116,0.131722996147114
ACH-000118,0.13549906330664022
ACH-000120,0.10047626419461632
ACH-000123,0.13882807577395334
ACH-000127,-0.0014717106305939794
ACH-000128,0.10395557550156836
ACH-000132,-0.05747968437163359
ACH-000133,0.01683843464673374
ACH-000137,0.1135870665660989
ACH-000138,0.03882588600233287
ACH-000142,0.07291298904697159
ACH-000143,0.4022470250410375
ACH-000146,0.0851780872568892
ACH-000148,0.03827721375531699
ACH-000150,0.35290830416749003
ACH-000152,0.0636499819386149
ACH-000153,0.11185025358755744
ACH-000159,0.030546589148819275
ACH-000160,0.08988430117921167
ACH-000163,-0.08197015595204613
ACH-000167,0.2840426077712958
ACH-000168,-0.012525227107851587
ACH-000169,0.03887076816671459
ACH-000178,0.054329287344364686
ACH-000183,-0.012218331236804093
ACH-000188,-0.03847395908049209
ACH-000189,0.41142567095796
ACH-000190,0.2942759418326374
ACH-000198,0.043256265120290384
ACH-000203,-0.07375008081958967
ACH-000204,-0.04460523553118317
ACH-000206,0.04782909423050715
ACH-000207,0.1857378420574146
ACH-000208,0.10530587903004164
ACH-000210,0.07493291201717063
ACH-000211,0.10076698026358537
ACH-000215,0.1309810980428221
ACH-000221,0.08036885276129949
ACH-000222,-0.17302614505899844
ACH-000223,0.0639745906902187
ACH-000226,0.028399104174669718
ACH-000227,0.14248070227534282
ACH-000228,0.11892985298122642
ACH-000231,0.12365331492027093
ACH-000232,0.16254451474012144
ACH-000233,0.17575585435152927
ACH-000234,0.23778779593590985
ACH-000235,0.06174779724706291
ACH-000237,-0.033150092684780544
ACH-000238,-0.006234455730624721
ACH-000242,0.19137094247234626
ACH-000243,0.20128888870961706
ACH-000244,0.286583359821669
ACH-000246,0.18246164556815173
ACH-000248,0.1906056456509063
ACH-000250,0.10729922110709696
ACH-000251,-0.024543513594817715
ACH-000252,0.16890750179343805
ACH-000253,0.10859681183601493
ACH-000255,0.09056676464956144
ACH-000256,0.18245141494908768
ACH-000257,0.02656424879084672
ACH-000258,0.15149029528934946
ACH-000259,-0.014009903803111071
ACH-000260,0.23497413253204785
ACH-000261,0.2290096122064787
ACH-000262,0.3011501268540459
ACH-000263,0.06103797939541795
ACH-000264,0.07098362595321536
ACH-000265,0.2560101513450949
ACH-000266,0.1041538878488802
ACH-000272,0.016983503142580566
ACH-000274,0.02898800586474983
ACH-000277,0.16718161075960647
ACH-000278,0.00019639307273002613
ACH-000279,0.06548385696590445
