,RPH3AL (9501)
ACH-000004,0.15502210160588412
ACH-000005,0.21314470711806366
ACH-000007,0.27674099125832496
ACH-000009,0.029343955848471718
ACH-000011,0.1105027726521129
ACH-000012,0.12087814663928052
ACH-000013,-0.03048491418694493
ACH-000014,0.01539444774568661
ACH-000015,0.011180611774186352
ACH-000017,0.13244632006997806
ACH-000018,0.2594489442951017
ACH-000019,0.20654408332160795
ACH-000021,0.16609957355120136
ACH-000022,0.12095808474932772
ACH-000025,0.23261485395080306
ACH-000028,0.05667603987288219
ACH-000030,0.13613068579015594
ACH-000035,0.05796318879951154
ACH-000036,0.17306022118841752
ACH-000037,0.16823265446196234
ACH-000039,-0.005359074493771407
ACH-000040,0.015379149463583241
ACH-000041,0.11364521449836007
ACH-000042,0.2064041751370647
ACH-000045,0.03966355715162121
ACH-000047,0.1032835981892736
ACH-000052,0.3259482237270221
ACH-000053,0.02027715649419604
ACH-000054,0.10368734774929353
ACH-000055,-0.04111387327585715
ACH-000060,0.044549141927639764
ACH-000067,0.0748388720457615
ACH-000070,0.17714357647637166
ACH-000075,0.1571057382601656
ACH-000078,0.10033508213306863
ACH-000082,0.14453865997982096
ACH-000085,0.021118040634389625
ACH-000086,0.15633142040778364
ACH-000087,-0.25795266605435424
ACH-000092,0.18196474341161567
ACH-000095,0.010568991128771466
ACH-000097,0.06264744528744264
ACH-000098,0.16385888827949366
ACH-000099,0.019743821019287275
ACH-000108,0.11885983643211925
ACH-000113,0.2788809089632043
ACH-000116,0.14030201626283126
ACH-000118,0.11284392423172802
ACH-000120,-0.01228855623260748
ACH-000123,0.12954244989686106
ACH-000127,0.08533003683012895
ACH-000128,0.1642293191117963
ACH-000132,0.033883781182385185
ACH-000133,0.04210144706160016
ACH-000137,0.06569253963454766
ACH-000138,0.1523933309504153
ACH-000142,0.06196858296629362
ACH-000143,0.13005625039590266
ACH-000146,0.1420283781082374
ACH-000148,0.09840227162867377
ACH-000150,0.0018287866906897198
ACH-000152,0.09727886134179252
ACH-000153,0.038134293073022525
ACH-000159,0.16717199665407464
ACH-000160,0.21787275202234868
ACH-000163,0.1315619357865967
ACH-000167,0.016209472198933466
ACH-000168,-0.04018440308665526
