,TUBA1B (10376)
ACH-000701,-0.3805121597529408
ACH-000706,-0.452159369755857
ACH-000711,-0.6665784872662711
ACH-000713,-0.7681256500642338
ACH-000714,-0.5153869642792035
ACH-000718,-0.2863284917406426
ACH-000720,-0.4256664574193473
ACH-000721,-0.6386768364581705
ACH-000724,-0.653464977521248
ACH-000725,-0.7985207672880168
ACH-000732,-0.5772053790807696
ACH-000734,-0.4966994267184703
ACH-000735,-0.7327265130243515
ACH-000736,-0.4289239971237772
ACH-000738,-0.4306566012456382
ACH-000746,-0.14011687029862502
ACH-000747,-0.8658659397185562
ACH-000748,-0.7185820904825407
ACH-000753,-0.4903170552494235
ACH-000756,-0.7117015769289816
ACH-000757,-0.7568670844857038
ACH-000758,-0.7213788413780409
ACH-000760,-0.2937763464745401
ACH-000762,-0.5287529214232077
ACH-000763,-0.4706715259232537
ACH-000764,-0.6498224370921336
ACH-000765,-0.8281750855259742
ACH-000766,-0.4852877926016497
ACH-000767,-0.06067962806897941
ACH-000768,-0.6492705720466004
ACH-000769,-0.4127715125398949
ACH-000770,-0.4154160726948217
ACH-000771,-0.5971415870701702
ACH-000773,-0.6044682644492669
ACH-000776,-0.5207473836128618
ACH-000777,-0.7247022540403878
ACH-000778,-0.2842068928503038
ACH-000781,-0.4527947515658285
ACH-000782,-0.4689657545422518
ACH-000783,-0.7239491195510341
ACH-000784,-0.4612905068791199
ACH-000785,-0.24070923462774174
ACH-000787,-0.2805839392781358
ACH-000788,-0.6277149192058761
ACH-000791,-0.30936984481720964
ACH-000792,-0.6233749933939865
ACH-000794,-0.6446097375396769
ACH-000796,-0.6323317789535612
ACH-000798,-0.197235093393946
ACH-000799,-0.539921366820687
ACH-000800,-0.348028086507686
ACH-000802,-0.4818652698333583
ACH-000804,-0.3599185081322624
ACH-000805,-0.6102738201998089
ACH-000809,-0.13211507236469008
ACH-000810,-0.6659730238812446
ACH-000811,-0.4713782281875272
ACH-000817,-0.6147222137777171
ACH-000819,-0.5268705325352149
ACH-000820,-0.8344674798813428
ACH-000821,-0.34062298708634364
ACH-000822,-0.2946510807159153
ACH-000823,-0.2588165435724993
ACH-000824,-0.28961643964662154
ACH-000827,-0.7747095821917267
ACH-000829,-0.3423223557391406
ACH-000831,-0.5689258020505288
ACH-000832,-0.6572294407344528
ACH-000833,-0.44173781975713106
ACH-000834,-0.4358958141371968
ACH-000835,-0.5774881371051895
ACH-000836,-0.4913858754209791
ACH-000837,-0.52568251752709
ACH-000838,-0.3224207238686881
ACH-000839,-0.3156534409022353
ACH-000840,-0.7173028141969243
ACH-000841,-0.32445297992034056
ACH-000843,-0.7479415305238494
ACH-000846,-0.5179811910216261
ACH-000847,-0.398860333515632
ACH-000848,-0.4898930874787133
ACH-000849,-0.5129319388167357
ACH-000851,-0.8150745061236724
ACH-000855,-0.5891482719368013
ACH-000856,-0.4773010522778656
ACH-000858,-0.2747430609202328
ACH-000859,-0.7568127960807886
ACH-000861,-0.7490275897577535
ACH-000862,-0.7277299676914303
ACH-000865,-0.3415679775092136
ACH-000866,-0.08051491351141883
ACH-000867,-0.4211145616212799
ACH-000869,-0.2047773654916828
ACH-000872,-0.534172812997397
ACH-000873,-0.6677734358702327
ACH-000876,-0.6498670184928639
ACH-000878,-0.7709466002348643
ACH-000880,-0.2784761898785857
ACH-000881,-0.4768718313819641
ACH-000882,-0.909082303151302
ACH-000884,-0.7877957943111231
ACH-000885,-0.4045592551294402
ACH-000887,-0.6641827167969764
ACH-000889,-0.5316150204674085
ACH-000896,-0.7676018875348373
ACH-000898,-0.012842375656799809
ACH-000900,-0.6655007068065188
ACH-000901,-0.6077949183105484
ACH-000905,-0.21886679379786608
ACH-000906,-0.4657381137990653
ACH-000907,-0.5155664237972963
ACH-000910,-0.359558203972742
ACH-000911,-0.6084683286529609
ACH-000912,-0.5889103066865278
ACH-000913,-0.6103251379809127
ACH-000915,-0.6858611112175597
ACH-000916,-0.9340580159554732
ACH-000917,-0.4761742652882746
ACH-000920,-0.5134858488002694
ACH-000921,-0.6702174267370014
ACH-000924,-0.858342700416588
ACH-000926,-0.2361407615234889
ACH-000928,-0.4890051601299138
ACH-000929,-0.2708466867867331
ACH-000932,-0.4674062106013832
ACH-000935,-0.6881816547787077
ACH-000936,-0.22457703368730847
ACH-000937,-0.4906476809767016
ACH-000938,-0.4966220912798972
ACH-000939,-0.4225638436414408
ACH-000941,-0.07315849765861952
ACH-000943,-0.32988472936767066
ACH-000946,-0.16402582196022694
ACH-000947,-0.453437489546973
ACH-000948,-0.3828990846514563
ACH-000950,-0.7307996023273748
ACH-000953,-0.6064611318318511
ACH-000954,-0.8239066587471803
ACH-000957,-0.4908641688507229
ACH-000958,-0.6025987387232428
ACH-000960,-0.5839903028835168
ACH-000963,-0.4726260349393756
ACH-000968,-0.4453153680559977
ACH-000969,-0.5568529463767095
ACH-000972,-0.8316712468456939
ACH-000973,-0.6029081702313976
ACH-000974,-0.25753366092924085
ACH-000978,-0.2991029319424846
ACH-000984,-0.5227188938584579
ACH-000986,-0.5658911901016639
ACH-000988,-0.10463355726480048
ACH-000993,-0.3624191145201293
ACH-000994,-0.3678071293251963
ACH-000996,-0.7517029018143992
ACH-001001,-0.5024041513470278
ACH-001020,-0.5000184788905546
ACH-001028,-0.6096553691783742
ACH-001031,-0.11567389242917556
ACH-001038,-0.5997147983743751
ACH-001048,-0.4979874336681076
ACH-001050,-0.6243568620186395
ACH-001053,-0.6463820840792723
ACH-001054,-0.573869903842114
ACH-001061,-0.3470599511411877
ACH-001067,-0.6428183766046681
ACH-001075,-0.24569250653851415
ACH-001096,-0.21229345816673295
ACH-001111,-0.5819611737665727
ACH-001119,-0.593311731148544
ACH-001128,-0.8311662631450645
ACH-001134,-0.6330512744893881
ACH-001151,-0.27329538918391344
ACH-001163,-0.4638141245246909
ACH-001164,-0.3180727356045879
ACH-001183,-0.5136229637098064
ACH-001192,-0.3824355608230784
ACH-001193,-0.6700308106927295
ACH-001196,-0.7423317240674695
ACH-001197,-0.5887115246876762
ACH-001205,-0.4585157947052567
ACH-001211,-0.5162647948735275
ACH-001212,-0.6228299830066396
ACH-001228,-0.2773896725507082
ACH-001232,-0.560323476740329
ACH-001239,-0.42732468124861495
ACH-001270,-0.8101191966511959
ACH-001274,-0.6281166754916532
ACH-001275,-0.4731319228706235
ACH-001277,-0.5541455291958499
ACH-001278,-0.6017083498630188
ACH-001280,-0.16871044642248206
ACH-001283,-0.3634584721317887
ACH-001289,-0.33777051947162384
ACH-001300,-0.17611689975532865
ACH-001301,-0.3457512325407375
ACH-001302,-0.4372976349666703
ACH-001306,-0.5119836611012102
ACH-001318,-0.5377869209941234
ACH-001322,-0.5732730221170417
ACH-001328,-0.97265493544059
ACH-001332,-0.6815498111461264
ACH-001336,-0.4944319974570187
ACH-001346,-0.4892813835261602
ACH-001353,-0.07262933762226678
ACH-001354,-0.4621766067129297
ACH-001367,-0.55573791404971
ACH-001368,-0.5434704023492063
ACH-001374,-0.7156484440167066
ACH-001377,-0.29449176756637824
ACH-001380,-0.4101116655823885
ACH-001391,-0.024916102584642462
ACH-001408,-0.21404025800389906
ACH-001430,-0.3951528473345469
ACH-001431,-0.2305514232206764
ACH-001450,-0.4577247897402145
ACH-001496,-0.5933008336212651
ACH-001500,-0.8527476745029972
ACH-001523,-0.5881780636183858
ACH-001532,-0.5201302179443866
ACH-001550,-0.4871814682749277
ACH-001552,-0.5460592080778475
ACH-001554,-0.4158248056123325
ACH-001654,-0.4424117523989605
ACH-001735,-0.3373763762104421
ACH-001736,-0.7113585336823564
ACH-001737,-0.20690534964960974
ACH-001740,-0.4773757410186724
ACH-001745,-0.4809884919178077
ACH-001765,-0.6197127449800516
