,RCL1 (10171)
ACH-000257,-0.5187919393293327
ACH-000258,-0.7802015700012546
ACH-000259,-0.5825964881514542
ACH-000260,-0.7824006889309847
ACH-000261,-0.7768277633012974
ACH-000262,-0.6791850343284561
ACH-000263,-0.5742327168131741
ACH-000264,-0.5986663522540985
ACH-000265,-0.631917715831391
ACH-000266,-0.7780336562713168
ACH-000272,-0.655769727923062
ACH-000274,-0.6525415651447841
ACH-000277,-0.6228072101821633
ACH-000278,-0.7022010095333276
ACH-000279,-0.4324571192822552
ACH-000280,-0.91880774924971
ACH-000281,-0.7842417656988407
ACH-000288,-0.3404847276764817
ACH-000291,-0.7403476784374775
ACH-000293,-0.6261036857739337
ACH-000294,-0.12620831775025187
ACH-000295,-0.7929545917437197
ACH-000296,-0.4624269788423578
ACH-000302,-0.5495654408866787
ACH-000304,-0.6435556970542738
ACH-000307,-1.1107287629771392
ACH-000308,-0.9278385385311032
ACH-000310,-0.497752434409999
ACH-000311,-0.7040774970259944
ACH-000312,-0.6847350530998016
ACH-000315,-0.8821602921049015
ACH-000316,-0.9334427347162152
ACH-000317,-0.5492158504977922
ACH-000318,-1.0510781629771813
ACH-000319,-0.8470217584442307
ACH-000320,-0.7941680531491027
ACH-000322,-0.6778706264530283
ACH-000323,-0.7534111061457841
ACH-000324,-0.5089759148512096
ACH-000329,-0.5550086246100615
ACH-000330,-0.6233943615458197
ACH-000331,-0.7696775107547544
ACH-000332,-0.7271382399067592
ACH-000334,-0.2330839052063933
ACH-000335,-0.6259952143624454
ACH-000336,-0.7353524014596062
ACH-000337,-1.0928975171980124
ACH-000338,-0.8328479792771337
ACH-000339,-0.6214559706313078
ACH-000341,-0.58294818382393
ACH-000348,-0.6231249719181181
ACH-000350,-0.3606620431888529
ACH-000352,-1.1002586548985875
ACH-000356,-0.8212707780535327
ACH-000361,-0.5256577488636762
ACH-000362,-0.42348709639716337
ACH-000363,-0.8888406886627993
ACH-000364,-1.0342747613612326
ACH-000365,-0.5237169077640721
ACH-000366,-0.7298906443460169
ACH-000368,-0.5155776412623508
ACH-000374,-1.0845183476208105
ACH-000375,-0.613427668385688
ACH-000376,-0.7993942104764411
ACH-000381,-0.8468048136385352
ACH-000383,-0.5471852385123168
ACH-000387,-0.6661531880822059
ACH-000389,-0.925706970918782
ACH-000390,-0.7243156565469816
ACH-000393,-0.4781907401424794
ACH-000395,-0.5006709890159167
ACH-000396,-0.6555896982168841
ACH-000397,-0.8574654482132364
ACH-000401,-0.5472103243442621
ACH-000402,-0.41034599231657104
ACH-000403,-0.425519422024836
ACH-000404,-1.0954688023716606
ACH-000406,-0.6541252326829736
ACH-000407,-0.5358862301672717
ACH-000408,-0.9026225204589812
ACH-000410,-0.6861177747854704
ACH-000411,-0.6598241412089115
ACH-000414,-0.5937476034576102
ACH-000415,-0.6354820479114035
ACH-000416,-0.7801474137005697
ACH-000420,-0.5394690433140071
ACH-000421,-0.5599748336920308
ACH-000424,-0.5846148944609926
ACH-000425,-0.7535002883059904
ACH-000426,-0.33857707800206194
ACH-000427,-0.5405352168557472
ACH-000433,-0.6305940397705733
ACH-000435,-0.9339286769666736
ACH-000436,-0.5445175246597921
ACH-000444,-1.0666143986851129
ACH-000445,-0.8225873332575131
ACH-000448,-0.5665704185913801
ACH-000450,-0.6644615817680334
ACH-000452,-0.8587185815236977
ACH-000454,-0.6371859819130387
ACH-000458,-0.6582367073541572
ACH-000459,-0.275941999520584
ACH-000460,-0.5268713883386104
ACH-000461,-0.4716532305077514
ACH-000463,-0.7134271429955996
ACH-000464,-0.5086444755075663
ACH-000466,-0.7575848033913647
ACH-000467,-0.6436157468927812
ACH-000468,-0.7246870354778842
ACH-000469,-0.5688137395337259
ACH-000470,-0.560819779286973
ACH-000471,-0.6779013119068983
ACH-000472,-0.4641344829480965
ACH-000473,-0.6376659938435925
ACH-000475,-0.90936903139149
ACH-000476,-0.5839325682264865
ACH-000477,-0.6023677069928859
ACH-000479,-0.6480539320235711
ACH-000480,-0.9926701027272992
ACH-000481,-0.5608198287809876
ACH-000483,-0.6459892983848331
ACH-000484,-0.2720560322966584
ACH-000485,-0.5112077413566833
ACH-000486,-0.5500270394342036
ACH-000487,-0.2707244172713577
ACH-000488,-0.5461772765162058
ACH-000490,-0.7155013866693349
ACH-000491,-0.7911883418287545
ACH-000495,-0.5812465530356452
ACH-000496,-0.7191414450976563
ACH-000499,-0.7260421634142948
ACH-000500,-0.9477653811743051
ACH-000502,-0.6855584743888079
ACH-000503,-0.8356694194940634
ACH-000505,-0.5363345587625383
ACH-000507,-0.5388971992665604
ACH-000510,-0.5187925937455222
ACH-000511,-0.6384113808379105
ACH-000512,-0.5432572906709247
ACH-000516,-0.7045630941579015
ACH-000517,-0.7227526571363927
ACH-000518,-0.6892112529414313
ACH-000520,-0.7073077465015674
ACH-000521,-0.7200034414925265
ACH-000522,-0.4869688955834099
ACH-000524,-0.5093937603975734
ACH-000527,-0.6598482747088508
ACH-000528,-0.8766991735221837
ACH-000537,-0.7364940415319838
ACH-000541,-0.6502437923449572
ACH-000542,-0.6965043909817976
ACH-000544,-0.5593504262359673
ACH-000545,-0.727996683562986
ACH-000547,-0.5916140189012429
ACH-000548,-0.5943736224200351
ACH-000549,-0.7559141297038607
ACH-000550,-0.7555200561645171
ACH-000552,-0.6299806004847586
ACH-000556,-0.7694259963861062
ACH-000557,-0.45454287279228295
ACH-000569,-0.8484655729881764
ACH-000570,-0.6944157888438246
ACH-000571,-0.6119657080667387
ACH-000573,-0.702038175311741
ACH-000576,-0.6608941871649593
ACH-000579,-0.5652211883963537
ACH-000580,-1.1009515581080622
ACH-000584,-0.6915845353083769
ACH-000585,-0.6208991239358576
ACH-000588,-0.7240665825348939
ACH-000589,-0.8930264460561025
ACH-000591,-0.6658620230259201
ACH-000593,-0.5631459492382487
ACH-000600,-0.3523566522991592
ACH-000601,-0.7685418650386223
ACH-000605,-0.8551539206976896
ACH-000606,-0.6648903605529699
ACH-000608,-0.5400761935553231
ACH-000614,-0.5015815528545313
ACH-000616,-0.8621522853305488
ACH-000618,-0.7537461397038454
ACH-000619,-0.6498892507001599
ACH-000620,-0.5967450648355435
ACH-000621,-0.4273031374686981
ACH-000622,-0.7544494834718874
ACH-000623,-0.5674679063379118
ACH-000624,-0.8870309878991991
ACH-000627,-0.25810773922037983
ACH-000630,-0.4729754761398528
ACH-000631,-0.9784170573245288
ACH-000632,-0.5460804901899745
ACH-000633,-0.5901300723344246
ACH-000637,-0.9400808381169896
ACH-000638,-0.3731365425506704
ACH-000646,-0.5205780596669668
ACH-000647,-0.8182275294663409
ACH-000648,-1.080954973059043
ACH-000649,-0.5174108105748346
ACH-000651,-0.7985046593794695
ACH-000652,-0.6177847191500989
ACH-000653,-0.5687003174312272
ACH-000657,-0.6003099229225043
ACH-000658,-0.4585047950673472
ACH-000661,-0.6043806747202274
ACH-000662,-0.22224051821573898
ACH-000663,-0.7826686004429201
ACH-000665,-0.4583832989815682
ACH-000671,-0.5798838549033505
ACH-000672,-0.17016932978298782
ACH-000673,-0.6584312420229883
ACH-000676,-0.7966134666977209
ACH-000677,-0.4641408706892423
ACH-000681,-0.4775275933741712
ACH-000683,-0.5443345926639341
ACH-000684,-0.6595118912632906
ACH-000688,-0.6888179325020108
ACH-000693,-0.6763815868760462
ACH-000694,-0.8741074094189033
ACH-000695,-0.7206159852069222
ACH-000696,-0.8057266791751007
ACH-000697,-0.6640558068899788
ACH-000699,-0.4190867347992193
ACH-000701,-0.957761411994942
ACH-000706,-0.6941125243619924
ACH-000711,-0.6308880863239734
ACH-000713,-0.8605534289224352
ACH-000714,-0.6507548284215261
ACH-000718,-0.5965638372555395
ACH-000720,-0.6839853560789629
ACH-000721,-0.6397995493508528
ACH-000724,-0.6182047896425104
ACH-000725,-0.1859743914073768
ACH-000732,-0.8730403395605482
ACH-000734,-0.7305510106270182
ACH-000735,-0.5847262770684756
ACH-000736,-0.6310301911875018
ACH-000738,-1.0744032339583278
ACH-000746,-0.6910586044187288
ACH-000747,-0.9271630362341584
ACH-000748,-0.9086235910772248
ACH-000753,-0.5969297148353269
ACH-000756,-0.8202017345860644
ACH-000757,-0.8829256567180728
ACH-000758,-0.9315901305748872
ACH-000760,-0.7752623622141815
ACH-000762,-0.7035796798630308
ACH-000763,-0.5066985941800709
ACH-000764,-1.2125135397217088
ACH-000765,-0.9701638040107932
ACH-000766,-1.0011745696038663
ACH-000767,-0.4292575302052698
ACH-000768,-1.0381552907418377
ACH-000769,-0.5875150369552675
ACH-000770,-0.6675841674840445
ACH-000771,-0.7632437522771559
ACH-000773,-0.4860096980977957
ACH-000776,-0.5554067241418781
ACH-000777,-1.0683710465462637
ACH-000778,-0.4830650633520016
ACH-000781,-0.7918957433768298
ACH-000782,-0.5131481201777007
ACH-000783,-0.43083520711400897
ACH-000784,-0.421768509887114
ACH-000785,-0.6734611868175454
ACH-000787,-0.5345326861933279
ACH-000788,-0.6577872789503036
ACH-000791,-0.6276124514742162
ACH-000792,-0.4776599245610607
ACH-000794,-0.5641078283777221
ACH-000796,-0.5203640985126677
ACH-000798,-0.7861903596798571
ACH-000799,-0.6710984399239418
ACH-000800,-0.5193835238926529
ACH-000802,-1.0306792120887776
ACH-000804,-0.5957269418282152
ACH-000805,-0.6158754014649023
ACH-000809,-0.7113677456100259
ACH-000810,-0.7656793782867292
ACH-000811,-0.7787652114015201
ACH-000817,-0.7297560944764948
ACH-000819,-0.8443799380768312
ACH-000820,-0.9062576368530976
ACH-000821,-0.5396491909158208
ACH-000822,-0.4897323502864262
ACH-000823,-0.6840919226932679
ACH-000824,-0.5623109907568743
ACH-000827,-0.9569566768677688
ACH-000829,-0.5857337319587278
ACH-000831,-0.5686054639601299
ACH-000832,-0.5177063058868145
ACH-000833,-1.01308069915901
ACH-000834,-0.6030317141281962
ACH-000835,-0.8783697403187629
ACH-000836,-0.7312149195390096
ACH-000837,-0.7678228224529337
ACH-000838,-0.5547154377389161
ACH-000839,-0.7673057151031767
ACH-000840,-0.4656168636894135
ACH-000841,-0.7593332000152234
ACH-000843,-0.8577715183837651
ACH-000846,-0.6349685056770137
ACH-000847,-0.468880948207031
ACH-000848,-0.9920807267622068
ACH-000849,-0.7428160033197668
ACH-000851,-0.5497096434606036
ACH-000855,-1.3339958553319604
ACH-000856,-0.5878562067055177
ACH-000858,-0.6510452279041494
ACH-000859,-0.4389082678955867
ACH-000861,-0.6950885101224971
ACH-000862,-0.6674293652805982
ACH-000865,-0.5258067862718901
ACH-000866,-0.6474218643885404
ACH-000867,-0.7015499716996835
ACH-000869,-0.547228908222376
ACH-000872,-0.7241351138915181
ACH-000873,-0.6375083048859318
ACH-000876,-0.4284550067240921
ACH-000878,-0.8713648586150475
ACH-000880,-0.7839579653883909
ACH-000881,-0.8819962480430215
ACH-000882,-0.5673612767982681
ACH-000884,-0.4607573037985953
ACH-000885,-0.5895005916838618
ACH-000887,-0.9342148481150064
ACH-000889,-0.6978997939394699
ACH-000896,-0.7822434523414228
ACH-000898,-0.7329229754721062
ACH-000900,-0.8026958627632492
ACH-000901,-0.5695336491851458
ACH-000905,-0.5083564865985502
ACH-000906,-0.4957915531624419
ACH-000907,-0.8728816279974615
ACH-000910,-0.9052203467036538
ACH-000911,-0.7047398829405314
ACH-000912,-0.5324113769027846
ACH-000913,-0.7647556184499789
ACH-000915,-0.8480244354084289
ACH-000916,-0.5226256064757601
ACH-000917,-1.0256334519074986
ACH-000920,-0.597855600236905
ACH-000921,-0.7583982359603446
ACH-000924,-0.5579962424214279
ACH-000926,-0.6851860957404157
ACH-000928,-0.6599471954453697
ACH-000929,-0.5208295696176283
ACH-000932,-0.6694536403546539
ACH-000935,-0.5777898486999621
ACH-000936,-1.072273085361459
ACH-000937,-0.4949592032592277
ACH-000938,-0.5520269389720329
ACH-000939,-0.9675294789550206
ACH-000941,-0.6234489796511359
ACH-000943,-0.7280949727598925
ACH-000946,-0.6493497820564436
ACH-000947,-0.5570434434919088
ACH-000948,-0.550176020604273
ACH-000950,-0.8160815870096121
ACH-000953,-0.5211759914118562
ACH-000954,-0.8627950345235749
ACH-000957,-0.4888450350028168
ACH-000958,-0.7734846705384271
ACH-000960,-0.5428010376313512
ACH-000963,-0.7188201912864932
ACH-000968,-0.726379429711991
ACH-000969,-0.5432178958615489
ACH-000972,-0.7466122865154109
ACH-000973,-0.750474640069803
ACH-000974,-0.5912029654481779
ACH-000978,-0.7360147237133208
ACH-000984,-0.4971803366978517
ACH-000986,-0.588814605287361
ACH-000988,-0.7310099493983969
ACH-000993,-0.6564637454779552
ACH-000994,-0.5735785340754544
ACH-000996,-0.6491525016133451
ACH-001001,-0.5701506046361546
ACH-001020,-0.8209514807832226
ACH-001028,-0.771694786469519
ACH-001031,-0.7020300952092892
ACH-001038,-0.7194889971731461
ACH-001048,-0.5199534896743303
ACH-001050,-0.541118503218827
ACH-001053,-0.7457343259810505
ACH-001054,-0.8850461257587009
ACH-001061,-0.9567993078234209
ACH-001067,-0.6868834069503854
ACH-001075,-0.8326420125551763
ACH-001096,-0.5731330466403625
ACH-001111,-0.7883121051643056
ACH-001119,-0.7511565754505893
ACH-001128,-0.9867826951375488
ACH-001134,-0.8281867532618605
ACH-001151,-0.6768529739484659
ACH-001163,-0.4091473083987717
ACH-001164,-0.6205893865810815
ACH-001183,-0.6124178112747187
ACH-001192,-0.9481300973022782
ACH-001193,-0.7725134115657676
ACH-001196,-0.7555098455327238
ACH-001197,-0.3162452739536567
ACH-001205,-0.5716518716536835
ACH-001211,-0.7355192220769673
ACH-001212,-0.6598858578590672
ACH-001228,-0.5474977164502652
ACH-001232,-0.6526342364365064
ACH-001239,-0.786280937920004
ACH-001270,-0.6662057192944566
ACH-001274,-1.2498791115162449
ACH-001275,-0.5039225464367272
ACH-001277,-0.3438168630306517
ACH-001278,-0.5891597729795369
ACH-001280,-0.2979103959339875
ACH-001283,-0.8073113132231117
ACH-001289,-0.6971567451215839
ACH-001300,-0.512959501817863
ACH-001301,-0.8672268703217464
ACH-001302,-0.5261101952707656
ACH-001306,-0.5885191859541892
ACH-001318,-0.9258011170682252
ACH-001322,-0.7112231543846605
ACH-001328,-0.4539853850019573
ACH-001332,-0.5377101973930631
ACH-001336,-0.5087884866710956
ACH-001346,-1.1396904064363578
ACH-001353,-0.6215993836147992
ACH-001354,-0.6104281351991843
ACH-001367,-1.1299263849377523
ACH-001368,-0.9283664444443852
ACH-001374,-0.8272407140327541
ACH-001377,-0.8384050844482842
ACH-001380,-0.4472037945340256
ACH-001391,-0.6433064894662915
ACH-001408,-0.4821875083754736
ACH-001430,-0.7685117440492244
ACH-001431,-0.7110460496279473
ACH-001450,-0.8386420043385985
ACH-001496,-0.9555570588487484
ACH-001500,-0.5132642361948375
ACH-001523,-0.7716709617806848
ACH-001532,-0.6756449158008081
ACH-001550,-0.8673803764722957
ACH-001552,-0.6487190911072304
ACH-001554,-0.6253024457287668
ACH-001654,-0.920150112241499
ACH-001735,-0.6094903357669005
ACH-001736,-0.5666803971312172
ACH-001737,0.2967776571183252
ACH-001740,-0.494197272584092
ACH-001745,-0.5213416224336546
ACH-001765,-0.5165757484849299
