,DNM3 (26052)
ACH-000004,-0.3344213459149933
ACH-000005,-0.4892861197350922
ACH-000007,-0.03754439625601129
ACH-000009,-0.2899087161275193
ACH-000011,-0.2956825075333552
ACH-000012,-0.20986862020844446
ACH-000013,-0.2845041460643856
ACH-000014,-0.2327515978660504
ACH-000015,-0.2279817139108145
ACH-000017,-0.21542634668968064
ACH-000018,-0.11510463491125147
ACH-000019,-0.2040162251302776
ACH-000021,-0.2636911527271834
ACH-000022,-0.2578902161266422
ACH-000025,-0.2934109263480829
ACH-000028,-0.344500079213415
ACH-000030,-0.0944784508159917
ACH-000035,-0.2172743762925348
ACH-000036,-0.2021468983452823
ACH-000037,-0.11983267702406315
ACH-000039,-0.11170469185362153
ACH-000040,-0.2357781906055653
ACH-000041,-0.1871822798991321
ACH-000042,-0.14134142583567122
ACH-000045,-0.1821329852571802
ACH-000047,-0.20013337117089464
ACH-000052,-0.5286702364514083
ACH-000053,-0.257928867356957
ACH-000054,-0.2557047336554553
ACH-000055,-0.3950807426132792
ACH-000060,-0.03218384444123905
ACH-000067,0.02591556981473356
ACH-000070,-0.10459238879462926
ACH-000075,-0.0029574289797681275
ACH-000078,-0.11536232767089975
ACH-000082,-0.1032053107726041
ACH-000085,-0.2062487537021742
ACH-000086,-0.3735941268518349
ACH-000087,-0.0794468997612286
ACH-000092,-0.2610858194838687
ACH-000095,-0.16451913632689444
ACH-000097,-0.06720620533233837
ACH-000098,-0.189529141154543
ACH-000099,-0.10590223143922296
ACH-000108,-0.1814565685851827
ACH-000113,-0.20349760341909648
ACH-000116,-0.2735388553852638
ACH-000118,-0.11742197501352293
ACH-000120,-0.23391214509994354
ACH-000123,-0.16014770913806733
ACH-000127,-0.12498675697019067
ACH-000128,-0.14400201767365756
ACH-000132,-0.12066170708130496
ACH-000133,-0.2687556118238736
ACH-000137,-0.17555359097534273
ACH-000138,-0.2626745774248409
ACH-000142,-0.3244016065527248
ACH-000143,-0.24782569950663605
ACH-000146,-0.06402847413725071
ACH-000148,-0.3709391315297825
ACH-000150,-0.02309944636978004
ACH-000152,-0.26570037688128023
ACH-000153,-0.06284446122727358
ACH-000159,-0.1958581900727064
ACH-000160,-0.10920950541417716
ACH-000163,-0.1614409651106241
ACH-000167,-0.3932439164798966
ACH-000168,-0.01937992737176909
ACH-000169,-0.2223752422133418
ACH-000178,-0.09444063868270737
ACH-000183,-0.3192818647877911
ACH-000188,-0.23195185168842206
ACH-000189,-0.3211721814152611
ACH-000190,-0.3601033994940596
ACH-000198,-0.16940641718663485
ACH-000203,-0.10256800356053004
ACH-000204,-0.3871689255456273
ACH-000206,-0.06105832294529109
ACH-000207,-0.30896955089823586
ACH-000208,-0.12285916943203645
ACH-000210,-0.24680726268582176
ACH-000211,-0.21565359198051987
ACH-000215,-0.1868696068336284
ACH-000221,-0.2364912447020889
ACH-000222,0.013372743756594516
ACH-000223,-0.2400889046188987
ACH-000226,-0.1410685933104312
ACH-000227,-0.17555643408480295
ACH-000228,-0.2410061332003423
ACH-000231,-0.2581403200234521
ACH-000232,-0.20724061798968044
ACH-000233,-0.1961392613523524
ACH-000234,-0.21486944135401545
ACH-000235,-0.17574936413979006
ACH-000237,-0.20425397758447844
ACH-000238,-0.042498423655246094
ACH-000242,-0.07418558134851504
ACH-000243,-0.2035831899643393
ACH-000244,-0.24141039787529364
ACH-000246,-0.18470174848470952
ACH-000248,-0.25878461176215833
ACH-000250,-0.17563672575276426
ACH-000251,-0.21266490388761414
ACH-000252,-0.04720416120670888
ACH-000253,-0.2753006306308906
ACH-000255,-0.22126662566361915
ACH-000256,-0.15511030458626862
ACH-000257,-0.14443747478855426
ACH-000258,-0.17087236479507315
ACH-000259,-0.14467719657027753
ACH-000260,-0.2525518011176877
