,ELFN2 (114794)
ACH-000004,-0.07940078917083705
ACH-000005,-0.4200261785093861
ACH-000007,-0.0019731961123584272
ACH-000009,0.22259524848024356
ACH-000011,0.03129056877363138
ACH-000012,-0.06463256905592102
ACH-000013,-0.08738935335262359
ACH-000014,-0.058143817580946534
ACH-000015,-0.10588151230967738
ACH-000017,0.05099951966416097
ACH-000018,0.132337139880386
ACH-000019,-0.038917132750806036
ACH-000021,-0.039478194463584984
ACH-000022,-0.11663804416267212
ACH-000025,-0.04965345905073016
ACH-000028,0.112247292378951
ACH-000030,-0.07043228769822953
ACH-000035,-0.02617274768803352
ACH-000036,0.03228177143358101
ACH-000037,0.03477559989043535
ACH-000039,0.32515782738305743
ACH-000040,-0.06283942185123821
ACH-000041,0.0947607303525364
ACH-000042,-0.3684171188462427
ACH-000045,0.010004689356475223
ACH-000047,0.008655997649131334
ACH-000052,-0.04322954570947976
ACH-000053,-0.01765603985617847
ACH-000054,0.028832342447103924
ACH-000055,-0.09355701222347912
ACH-000060,-0.2548250300225093
ACH-000067,-0.022790362405964142
ACH-000070,-0.05114671942258015
ACH-000075,0.029641715074515795
ACH-000078,0.11010302119611086
ACH-000082,0.09072819206384307
ACH-000085,0.17024474931459946
ACH-000086,0.04189868469293567
ACH-000087,0.06623801939872283
ACH-000092,-0.12896993572568952
ACH-000095,-0.02332267382874481
ACH-000097,-0.004934296917021293
ACH-000098,0.017226890426904038
ACH-000099,0.047515776473773766
ACH-000108,-0.02949141792666525
ACH-000113,0.021131612511500773
ACH-000116,0.08926403941417155
ACH-000118,-0.06550463683539277
ACH-000120,-0.05291537676928727
ACH-000123,0.14785030490159684
ACH-000127,0.03117436456570255
ACH-000128,-0.01575290627503102
ACH-000132,-0.01530848247477601
ACH-000133,-0.152736707109314
ACH-000137,0.021725377001526585
ACH-000138,0.12165237897859987
ACH-000142,-0.011475584103625836
ACH-000143,-0.03623082257627452
ACH-000146,-0.0211432771576674
ACH-000148,0.0011272498975071874
ACH-000150,0.04856372153198813
ACH-000152,-0.0169362891904047
