,CCKAR (886)
ACH-000004,0.12991103487454628
ACH-000005,-0.08776876621194367
ACH-000007,-0.023172972732899345
ACH-000009,-0.0009990053534886818
ACH-000011,0.027574413496979727
ACH-000012,-0.04044323297450229
ACH-000013,0.15202426516046788
ACH-000014,-0.1734237797351059
ACH-000015,0.039917788894122064
ACH-000017,0.06239400067081086
ACH-000018,0.14286442945384106
ACH-000019,0.052008744300386885
ACH-000021,0.013663457057144323
ACH-000022,0.008650572903775128
ACH-000025,0.11755612735625955
ACH-000028,0.02796563897003066
ACH-000030,0.011491924415445836
ACH-000035,0.2155726827644291
ACH-000036,0.05888987406251424
ACH-000037,-0.035112689632452884
ACH-000039,0.2891857592695701
ACH-000040,-0.0729056214592586
ACH-000041,-0.09401576562444833
ACH-000042,-0.00513782052005014
ACH-000045,0.05369885356126674
ACH-000047,0.06007930536364565
ACH-000052,-0.0538498779152996
ACH-000053,0.024090665710382028
ACH-000054,0.07159089097492298
ACH-000055,0.20738960845892404
ACH-000060,0.020694931644031054
ACH-000067,0.028760073602973814
ACH-000070,0.057474836072710776
ACH-000075,0.09007271022313333
ACH-000078,0.07026531709136584
ACH-000082,-0.02443958094359648
ACH-000085,0.24840424625487895
ACH-000086,0.020560281027870973
ACH-000087,0.007704039106446937
ACH-000092,-0.013647289887745592
ACH-000095,0.004607116206931393
ACH-000097,-0.07300257616775455
ACH-000098,0.07856659935831135
ACH-000099,0.016793684136577613
ACH-000108,0.14999428213830152
ACH-000113,0.13649756766110485
ACH-000116,0.014997351515743
ACH-000118,0.06527327112048187
ACH-000120,-0.040287681869488425
ACH-000123,0.1531707841743644
ACH-000127,0.06718996180537698
ACH-000128,0.1371749739599386
ACH-000132,0.000342252406267323
ACH-000133,-0.18381748613227966
ACH-000137,0.01149949739584282
ACH-000138,-0.029285306964941537
ACH-000142,0.08642012970384799
ACH-000143,-0.028975327547726432
ACH-000146,0.044534335853743605
ACH-000148,-0.010311353802938465
ACH-000150,0.012034647166113644
ACH-000152,0.03135547164720369
ACH-000153,0.2955580554140141
ACH-000159,0.05433697766686861
ACH-000160,-0.08500639883135927
ACH-000163,0.16777430083625924
ACH-000167,0.19865057376328027
ACH-000168,0.020199896205022088
ACH-000169,0.023559287807746444
ACH-000178,0.0425453883792286
ACH-000183,-0.09032448889964667
ACH-000188,-0.01791508328651918
ACH-000189,0.09803136604283376
ACH-000190,-0.04793860776397416
ACH-000198,0.027196174989591
ACH-000203,-0.3273114735962138
ACH-000204,-0.12662563955897296
ACH-000206,-0.25500373931586484
ACH-000207,0.07985322454498696
ACH-000208,-0.09983406946865236
ACH-000210,-0.02011050162379269
ACH-000211,0.02300304177169236
ACH-000215,-0.04677579835507414
ACH-000221,0.046065039234457386
ACH-000222,0.0531244034750084
ACH-000223,-0.06700355718734709
ACH-000226,0.003690477974094437
ACH-000227,-0.040293899101201285
ACH-000228,0.0636380318346975
ACH-000231,0.044871548885484364
ACH-000232,0.1019961604371966
ACH-000233,0.0021239871929490933
ACH-000234,-0.030052201474918064
ACH-000235,0.010287934385889584
ACH-000237,-0.03346771298507019
ACH-000238,-0.04468271586393928
ACH-000242,0.050847597457753815
ACH-000243,-0.003464240927637786
ACH-000244,-0.027824127056789227
ACH-000246,-0.029916212967145226
ACH-000248,0.12742014208271654
ACH-000250,0.015128716401830337
ACH-000251,0.003778308664207223
ACH-000252,0.09874010047425656
ACH-000253,0.030657089588547463
ACH-000255,0.17667817737775307
ACH-000256,0.2744164812551408
ACH-000257,0.16405980633725528
ACH-000258,-0.09655625193360937
ACH-000259,-0.0939229127070587
ACH-000260,0.04979015364733965
ACH-000261,0.024690054932088
ACH-000262,0.09904618622637898
ACH-000263,-0.2982657052478518
ACH-000264,0.0405246010543726
ACH-000265,0.06625915026781226
ACH-000266,0.04284367985018461
