,SLX4IP (128710)
ACH-000004,-0.18816988917517172
ACH-000005,-0.2468525183832378
ACH-000007,0.0252922256606084
ACH-000009,0.04396280533008615
ACH-000011,0.13693343785623116
ACH-000012,-0.02530454396743041
ACH-000013,0.04828564683062389
ACH-000014,0.06677650163961947
ACH-000015,0.17395623030447585
ACH-000017,-0.1809789423915205
ACH-000018,0.06416366605069107
ACH-000019,0.06708531901970376
ACH-000021,0.0968825788200918
ACH-000022,0.015922534822117168
ACH-000025,0.10912336967699916
ACH-000028,-0.0484523506355681
ACH-000030,0.035039621192144946
ACH-000035,-0.001480629775692847
ACH-000036,0.004006871344860555
ACH-000037,0.06994657529914462
ACH-000039,-0.09051716638757054
ACH-000040,-0.16135494648722604
ACH-000041,-0.03852286468552659
ACH-000042,-0.05502879179988289
ACH-000045,0.04108319296567756
ACH-000047,-0.1072599849808593
ACH-000052,-0.0830644881433725
ACH-000053,-0.04637808348785458
ACH-000054,-0.0465861439595495
ACH-000055,0.14685695412473854
ACH-000060,0.024852022076878973
ACH-000067,-0.0816273998945212
ACH-000070,0.028242292622455523
ACH-000075,0.1364124004115345
ACH-000078,0.00735437278090353
ACH-000082,-0.07290706061676766
ACH-000085,-0.005767200494115151
ACH-000086,0.021958243314307603
ACH-000087,-0.016826775622027317
ACH-000092,0.040967717293328806
ACH-000095,-0.01953477899797295
ACH-000097,0.07415019554777827
ACH-000098,0.16326891039660724
ACH-000099,0.032730579724144185
ACH-000108,0.10821946032255272
ACH-000113,0.00957867910671518
ACH-000116,0.05900562499414885
ACH-000118,0.005663937922804036
ACH-000120,0.13312238735949258
ACH-000123,0.08635030896644134
ACH-000127,0.01016197699177676
ACH-000128,0.008939772813272715
ACH-000132,0.16145189138892954
ACH-000133,-0.0726834940053186
ACH-000137,-0.15032529289334678
ACH-000138,0.07571617326293606
ACH-000142,0.18097478966257446
ACH-000143,-0.2080345733920695
ACH-000146,0.09472664841682757
ACH-000148,-0.08398081350159659
ACH-000150,-0.0534085825342704
ACH-000152,-0.021293423464121237
ACH-000153,0.15888850758662246
ACH-000159,-0.016423548493748368
ACH-000160,-0.09761044527742284
ACH-000163,0.13838394788903488
ACH-000167,0.03426797950120332
ACH-000168,-0.06400758680620426
ACH-000169,0.022545462809138567
ACH-000178,-0.12488595636136472
ACH-000183,0.008131410245466649
ACH-000188,0.1237538194027815
ACH-000189,0.07697481493439033
ACH-000190,-0.04095701739838789
ACH-000198,0.02188856594683545
ACH-000203,-0.10576132909292743
ACH-000204,0.010056866590878934
ACH-000206,0.08254918445067895
ACH-000207,0.1022202281259231
ACH-000208,-0.20455030056850032
ACH-000210,0.2749479840177218
ACH-000211,0.02273883425878223
ACH-000215,-0.04110130208871543
ACH-000221,0.12894792085641066
ACH-000222,-0.132665706005319
ACH-000223,-0.013624517595270379
ACH-000226,0.05877023022719531
ACH-000227,-0.0186168936342522
ACH-000228,0.16388462994924985
ACH-000231,-0.07840811370491171
ACH-000232,0.014503962450649825
ACH-000233,0.14409160077353195
ACH-000234,0.06821659247666481
ACH-000235,-0.0350672707017299
ACH-000237,-0.044550331614021534
ACH-000238,-0.04065118549964725
ACH-000242,-0.15624192380894886
ACH-000243,0.032776177672531666
ACH-000244,-0.050052100704118065
ACH-000246,-0.0661702000349214
ACH-000248,-0.20388293129098173
ACH-000250,0.06153859566775725
ACH-000251,0.21736283084412492
ACH-000252,0.05548006433763975
ACH-000253,0.0059576261253703215
ACH-000255,0.1057359589757676
ACH-000256,-0.07080639064878361
ACH-000257,-0.1919621308563132
ACH-000258,-0.028925198655330706
ACH-000259,-0.017754631462522992
ACH-000260,0.02044041337032059
ACH-000261,-0.03839599483517223
ACH-000262,0.052292037276634167
ACH-000263,-0.0779730778748346
ACH-000264,-0.03148180398835038
ACH-000265,0.03351474809166353
ACH-000266,0.048281792463181365
ACH-000272,-0.13641398604317273
ACH-000274,-0.03731678811486069
ACH-000277,0.04536729236061458
ACH-000278,-0.06753775564439769
ACH-000279,-0.07244148128744571
ACH-000280,0.0840245484883123
ACH-000281,0.06758052162376131
ACH-000288,0.033153154572602365
ACH-000291,0.054881610976942115
ACH-000293,0.02884134734243572
ACH-000294,0.003845834498120611
ACH-000295,0.16792011078097216
ACH-000296,0.015734213551071845
ACH-000302,0.04094870484428282
ACH-000304,-0.18406330118783013
ACH-000307,0.060560333589557175
ACH-000308,0.0058846695565872645
ACH-000310,-0.02535200160644647
ACH-000311,0.06610343423723185
ACH-000312,0.03669042792757303
ACH-000315,0.1878555286769697
ACH-000316,0.11283397164709195
ACH-000317,-0.140082317439604
ACH-000318,-0.10578599452567557
ACH-000319,0.18050693556752653
ACH-000320,-0.09408315852781277
ACH-000322,-0.18230720822230734
ACH-000323,0.20895751524974954
ACH-000324,0.08590919569967753
ACH-000329,-0.1247035893318076
ACH-000330,0.0853940678148099
ACH-000331,-0.003338241027638823
ACH-000332,-0.053066615373113066
ACH-000334,-0.1337287500384609
ACH-000335,-0.009088422336883877
ACH-000336,0.04701837681629769
ACH-000337,0.12566388581154736
ACH-000338,-0.4530180115404314
ACH-000339,-0.11152046004657516
ACH-000341,0.07633221038366768
ACH-000348,0.03623501929770066
ACH-000350,0.07264206605302051
ACH-000352,-0.1084853912857417
ACH-000356,-0.025402652896169442
ACH-000361,0.2224159282203532
ACH-000362,0.04279258732285965
ACH-000363,0.09722108908479664
ACH-000364,-0.036439203706500216
ACH-000365,-0.022409952384018845
ACH-000366,0.09020102605335648
ACH-000368,-0.0885041664731651
ACH-000374,0.002832105607893348
ACH-000375,-0.07510489607738813
ACH-000376,-0.0521907111911492
ACH-000381,0.10547481814830964
ACH-000383,-0.0856540213935649
ACH-000387,-0.05205787472792765
ACH-000389,-0.023204190574838256
ACH-000390,0.0789704786612491
ACH-000393,-0.1109076774631092
ACH-000395,-0.039832986128796696
ACH-000396,0.0603252785041026
ACH-000397,-0.15153695694288916
ACH-000401,0.054718364462274606
ACH-000402,0.302687572118621
ACH-000403,0.06528311695720247
ACH-000404,-0.20238513380526915
ACH-000406,0.04710013396221799
ACH-000407,-0.04466094243261957
ACH-000408,-0.13422191549377946
ACH-000410,-0.20971875383834834
ACH-000411,-0.09757379308620846
ACH-000414,0.02469392913556319
ACH-000415,0.09058405177127134
ACH-000416,0.0031138280574114266
ACH-000420,-0.1381400725558917
ACH-000421,0.04805268762363664
ACH-000424,0.11577438896400882
ACH-000425,0.0357233098211188
ACH-000426,0.011384716671546693
ACH-000427,0.03467495371624039
ACH-000433,0.11821632062584575
ACH-000435,-0.009954945229550968
ACH-000436,0.12124764916431442
ACH-000444,-0.017474462991058776
ACH-000445,0.07389202964251365
ACH-000448,0.003607475248046017
ACH-000450,0.21178947220355665
ACH-000452,-0.03684620481212509
ACH-000454,-0.008195865454057248
ACH-000458,-0.036896927405080826
ACH-000459,0.31388079372742417
ACH-000460,0.06799336276152194
ACH-000461,-0.1433051963579945
ACH-000463,-0.004578009306026904
ACH-000464,-0.006868727959498036
ACH-000466,-0.028707149719970525
ACH-000467,0.07169804583977289
ACH-000468,0.014400123762919003
ACH-000469,-0.05361032153100338
ACH-000470,0.0062535690719627895
ACH-000471,0.005916029982011161
ACH-000472,-0.09885487694576782
ACH-000473,0.023256716342880426
ACH-000475,-0.019144078025513687
ACH-000476,-0.030808312851519783
ACH-000477,-0.001042481646580408
ACH-000479,0.06918414156214005
ACH-000480,-0.0866603923484098
ACH-000481,0.005242270646801921
ACH-000483,0.04870824020667449
ACH-000484,-0.1929064023678458
ACH-000485,0.020014843540782132
ACH-000486,-0.008699771098040805
ACH-000487,-0.09316428170766304
ACH-000488,0.04786543803230085
ACH-000490,0.01241861685723847
ACH-000491,0.0790103507444772
ACH-000495,0.1259877560411794
ACH-000496,-0.046586264168630584
ACH-000499,-0.010404078230812828
ACH-000500,0.11430658505411699
ACH-000502,0.10938577181263734
ACH-000503,0.034116827945733987
ACH-000505,0.011540211001855441
ACH-000507,0.05358998169206181
ACH-000510,-0.00803900045788265
ACH-000511,-0.010536895853953085
ACH-000512,-0.02710197032347056
ACH-000516,-0.021286816459069928
ACH-000517,-0.05527177709444159
ACH-000518,0.14818880297399498
ACH-000520,-0.17551780309478274
ACH-000521,-0.010541200529767905
ACH-000522,-0.11366985106392485
ACH-000524,-0.08091727295222792
ACH-000527,-0.08143022949029577
ACH-000528,-0.08731400970637754
ACH-000537,-0.06648095093891343
ACH-000541,-0.07019993613741869
