,AHSP (51327)
ACH-000004,-0.09550466025684684
ACH-000005,0.2094340549298417
ACH-000007,-0.1702416750619566
ACH-000009,-0.01170582528944372
ACH-000011,0.04236973862565812
ACH-000012,-0.042161903816257285
ACH-000013,-0.13057371762542636
ACH-000014,0.09078549134890856
ACH-000015,-0.13943912642390713
ACH-000017,-0.005007517044160662
ACH-000018,0.026217766367166332
ACH-000019,-0.09882897047001406
ACH-000021,-0.07972426723794734
ACH-000022,-0.042985727284270976
ACH-000025,-0.1044830261760368
ACH-000028,-0.015044213577354025
ACH-000030,0.09770938823005312
ACH-000035,0.011042666371023252
ACH-000036,-0.1043598781035613
ACH-000037,-0.08959834574756077
ACH-000039,0.03496917397951238
ACH-000040,-0.06290080594688745
ACH-000041,-0.060933662986768514
ACH-000042,0.07236520179032646
ACH-000045,-0.0735021020384247
ACH-000047,-0.16342524245859086
ACH-000052,-0.013485771414063171
ACH-000053,-0.02866732549108184
ACH-000054,-0.08322415528820197
ACH-000055,-0.12132051535110246
ACH-000060,0.18872785070460768
ACH-000067,-0.104143760324533
ACH-000070,0.022131219446776842
ACH-000075,-0.16669075220889895
ACH-000078,0.035018395526663554
ACH-000082,-0.07370327459628871
ACH-000085,-0.124574250362949
ACH-000086,0.15107299323662318
ACH-000087,-0.04283231657919013
ACH-000092,-0.1087767472763724
ACH-000095,-0.01654672099648899
ACH-000097,-0.09781534600328108
ACH-000098,-0.1648879238066525
ACH-000099,0.01542040281406023
ACH-000108,0.08982285593253984
ACH-000113,0.05981455650011235
ACH-000116,-0.07170736162299582
ACH-000118,-0.08835579933573864
ACH-000120,-0.10431898714760234
ACH-000123,-0.10514783633086687
ACH-000127,-0.06881392841998481
ACH-000128,-0.07148323346610314
ACH-000132,-0.1359637807834979
ACH-000133,-0.0806621164260142
ACH-000137,-0.044928359636602806
ACH-000138,0.036482664111674834
ACH-000142,-0.05923939466956505
ACH-000143,0.12732199146126275
ACH-000146,-0.1640551127200711
ACH-000148,-0.052073754890037516
ACH-000150,-0.10432745524428756
ACH-000152,0.0136338102700233
ACH-000153,-0.13682330604625334
ACH-000159,-0.02290218126870201
ACH-000160,-0.04190876670083998
