,WLS (79971)
ACH-000004,0.10068937166794956
ACH-000005,-0.2583459265682658
ACH-000007,0.16214606974392365
ACH-000009,0.19155571100569294
ACH-000011,0.23610063473691756
ACH-000012,0.07456237829982205
ACH-000013,0.11921416464028305
ACH-000014,0.1333521924826053
ACH-000015,0.12425567244694308
ACH-000017,0.2490343358545709
ACH-000018,0.11833329137672635
ACH-000019,-0.0018792851722646859
ACH-000021,0.028965521127635143
ACH-000022,-0.4531584290707544
ACH-000025,0.08951345092719537
ACH-000028,0.1820802973470044
ACH-000030,0.15203751713951294
ACH-000035,0.0033490935556249146
ACH-000036,0.210997437471984
ACH-000037,0.10041497228902106
ACH-000039,0.27538618595100384
ACH-000040,0.081771084727713
ACH-000041,0.22119965553942653
ACH-000042,0.08769846219389857
ACH-000045,0.22092374698372907
ACH-000047,0.060727276892671773
ACH-000052,0.3131524410278605
ACH-000053,0.11344165601679965
ACH-000054,0.0936703073544102
ACH-000055,0.1704766254510903
ACH-000060,-0.013405952587727142
ACH-000067,0.10388955980598988
ACH-000070,0.09380210512862686
ACH-000075,-0.015607636659931815
ACH-000078,0.2255975198484593
ACH-000082,0.11571216102519855
ACH-000085,0.12861453218576
ACH-000086,-0.05760532685561912
ACH-000087,0.09694522160925327
ACH-000092,0.03476248946918335
ACH-000095,0.059066389853010666
ACH-000097,0.11519426127505555
ACH-000098,0.08549851382218247
ACH-000099,0.2599156947687433
ACH-000108,0.05789744927081824
ACH-000113,0.08542417073924925
ACH-000116,0.1806856184360936
ACH-000118,0.15194867890184874
ACH-000120,0.1237767587003894
ACH-000123,0.20912209657660905
ACH-000127,0.21565684244782315
ACH-000128,0.1755306204978042
ACH-000132,0.3142217952323127
ACH-000133,0.1632997054436538
ACH-000137,0.04097499957858981
ACH-000138,0.002515938776877957
ACH-000142,-0.04992285044938373
ACH-000143,0.15464007574694896
ACH-000146,0.16815917282587395
ACH-000148,0.17561263616760986
ACH-000150,0.025884568066948083
ACH-000152,0.06537397244483859
ACH-000153,0.3029743088190321
ACH-000159,0.09430719238176208
ACH-000160,0.19527973153970132
ACH-000163,0.0521134575451657
ACH-000167,-0.03361637655334962
ACH-000168,0.09924149919495888
ACH-000169,0.02788546948426773
ACH-000178,0.12537786614821556
ACH-000183,0.05703702605098054
ACH-000188,0.2243622855492204
ACH-000189,0.1328193111151668
ACH-000190,0.31747233951683845
ACH-000198,0.022781337691812162
ACH-000203,0.1986719166559792
ACH-000204,0.17791217056232134
ACH-000206,0.17733572371519712
ACH-000207,0.19379455703115286
ACH-000208,-0.13158347042628746
ACH-000210,0.3957883648149115
ACH-000211,0.20851295806829867
ACH-000215,0.06357983415410183
ACH-000221,0.21215401556205515
ACH-000222,-0.34279789908831704
ACH-000223,0.20551570983256875
ACH-000226,0.13006719833716274
ACH-000227,0.18913864828173005
ACH-000228,0.12707937985712747
ACH-000231,0.1296940456623849
ACH-000232,0.0821749623743764
ACH-000233,0.15637513472235168
ACH-000234,0.10283120302105622
ACH-000235,0.09678868593624232
ACH-000237,-0.003872126252498924
ACH-000238,0.10581173038675068
ACH-000242,-0.15405183768719125
ACH-000243,0.1216564372287461
ACH-000244,0.08800100930766848
ACH-000246,0.1230076952738046
ACH-000248,0.14356592837562238
ACH-000250,0.16742595895663787
ACH-000251,0.04966033955105315
ACH-000252,0.0746543773409314
ACH-000253,0.12717738406519505
ACH-000255,0.04692806219993618
ACH-000256,0.11128095960168934
ACH-000257,-0.1466771745015271
ACH-000258,0.04684798521748508
ACH-000259,0.1466458461967543
ACH-000260,0.09043592616158083
ACH-000261,0.13590674959013455
ACH-000262,0.14833119794253036
ACH-000263,0.0853995270220217
ACH-000264,0.13116006264692898
ACH-000265,0.17094954785752606
ACH-000266,0.05579682635881506
ACH-000272,0.022986924380461203
ACH-000274,0.12601472139029535
ACH-000277,0.18450206312215173
ACH-000278,0.11250720567105936
ACH-000279,0.011848688974808107
ACH-000280,-0.03053032405577308
ACH-000281,-0.5719107758229814
ACH-000288,0.0896966712860733
ACH-000291,0.07745407712564838
ACH-000293,0.06340902066202915
ACH-000294,0.08387651010145344
ACH-000295,0.17486810969446134
ACH-000296,0.2578135364094481
ACH-000302,0.06496478249608037
ACH-000304,0.0306267336073785
ACH-000307,0.06874124305741441
ACH-000308,0.16870129938205206
ACH-000310,0.2504033099633755
ACH-000311,-0.4520135803686767
ACH-000312,0.04888440380551323
ACH-000315,-0.0004795849313474175
ACH-000316,0.09000342727227469
ACH-000317,-0.00019489516417601122
ACH-000318,0.13970865317637549
ACH-000319,0.10303499544674533
ACH-000320,-0.11476076719031685
ACH-000322,0.10060511717842706
ACH-000323,-0.03109068745925069
ACH-000324,0.1812060347205377
ACH-000329,0.12907783018636176
ACH-000330,0.21161446234977171
