,HGF (3082)
ACH-000004,0.008804767419206735
ACH-000005,0.14329390502145165
ACH-000007,0.2071209410507804
ACH-000009,0.19554918492579734
ACH-000011,0.182052042883586
ACH-000012,0.09958317865592667
ACH-000013,0.14809481095449073
ACH-000014,0.2673221477159205
ACH-000015,0.2557774500221386
ACH-000017,0.218125610632988
ACH-000018,0.13324597697440965
ACH-000019,0.17284249744765046
ACH-000021,0.10186251320042113
ACH-000022,0.20660257982939345
ACH-000025,0.1036879445951486
ACH-000028,0.20108371945653275
ACH-000030,0.13584188623817867
ACH-000035,0.049556343179908334
ACH-000036,-0.03095213492455905
ACH-000037,0.17744173960799284
ACH-000039,0.14742022364588125
ACH-000040,0.17745440172148888
ACH-000041,0.056211687289842126
ACH-000042,0.11441515962794055
ACH-000045,0.200142490183459
ACH-000047,0.23061015322865236
ACH-000052,0.0932808605953027
ACH-000053,0.18915599306858386
ACH-000054,0.03645730571145215
ACH-000055,0.18836167532323586
ACH-000060,0.2346573635181093
ACH-000067,0.11441691439416705
ACH-000070,0.2037512914563344
ACH-000075,0.099421686764486
ACH-000078,0.14323476398371338
ACH-000082,0.1015151310025741
ACH-000085,0.1532734818040164
ACH-000086,0.19885987557824214
ACH-000087,0.2417982538592241
ACH-000092,0.15312399047713596
ACH-000095,0.11598003474335652
ACH-000097,0.0256971574261066
ACH-000098,0.13889578404446773
ACH-000099,0.16893741051759187
ACH-000108,0.19109119430065985
ACH-000113,0.19352072878001686
ACH-000116,0.18276063856932
ACH-000118,0.16975286791816752
ACH-000120,0.10900753321569992
ACH-000123,0.19004006990187167
ACH-000127,0.09949461627433932
ACH-000128,0.15355910463651665
ACH-000132,0.1577159986647525
ACH-000133,0.16143660676897292
ACH-000137,0.14407164374561782
ACH-000138,0.08990520822212412
ACH-000142,0.059305272328719384
ACH-000143,0.11652620006720993
ACH-000146,0.17688131170284982
ACH-000148,0.08529007403321791
ACH-000150,0.2332263093481176
ACH-000152,0.06718023780558237
ACH-000153,0.21208401964656254
ACH-000159,0.061413859569718
ACH-000160,0.0992685634421644
ACH-000163,0.16013988134825025
ACH-000167,-0.1071623654792316
ACH-000168,-0.07451803062973503
ACH-000169,0.08547250007632098
ACH-000178,0.10877891275462806
ACH-000183,0.13773739670193255
ACH-000188,0.1457299458753458
ACH-000189,0.03304709041652908
ACH-000190,-0.0923522437563567
ACH-000198,0.07159928664468068
ACH-000203,0.24126797846969364
ACH-000204,0.1255893269939879
ACH-000206,0.13479415949057869
ACH-000207,0.2441130375370079
ACH-000208,0.1735056777550492
ACH-000210,0.13201707623395706
ACH-000211,0.12097987126442902
ACH-000215,0.11710879517620648
ACH-000221,0.03105191802014129
ACH-000222,0.026572289755425745
ACH-000223,0.11611314997208233
ACH-000226,0.09835601477142564
ACH-000227,-0.02014654581840346
ACH-000228,0.07745192510490191
ACH-000231,0.13430340083297587
ACH-000232,0.057247400304934325
ACH-000233,0.2504321974449621
ACH-000234,0.08542042894166392
ACH-000235,0.11980357983307308
ACH-000237,0.14738368755787434
ACH-000238,0.09011064841324544
ACH-000242,0.07812130905996745
ACH-000243,0.1346041077267402
ACH-000244,0.021635400523533983
ACH-000246,0.1479815720658749
ACH-000248,0.03884415300795016
ACH-000250,0.06972223607201916
ACH-000251,0.07077648933663368
ACH-000252,0.05668611093727983
ACH-000253,0.1989723808887408
ACH-000255,0.02737984120369156
ACH-000256,0.3638582291868034
ACH-000257,0.05365453747217468
ACH-000258,0.2711461541861376
