,RPL23A (6147)
ACH-000004,-0.8274231013669411
ACH-000005,-1.188317944393823
ACH-000007,-1.0590645143319632
ACH-000009,-0.9824664658234202
ACH-000011,-0.9646221473419296
ACH-000012,-0.9078023103665392
ACH-000013,-0.9114438057332246
ACH-000014,-1.127786609789028
ACH-000015,-1.0148321560882472
ACH-000017,-0.5690930698021542
ACH-000018,-0.8580743595023844
ACH-000019,-0.9367497280101806
ACH-000021,-1.0706711484065523
ACH-000022,-0.7359116327080774
ACH-000025,-0.7219385426397114
ACH-000028,-0.8918337744554241
ACH-000030,-0.9925737956748136
ACH-000035,-0.8996761940155256
ACH-000036,-0.8459780926990481
ACH-000037,-1.3579629977337442
ACH-000039,-0.9006296431977076
ACH-000040,-0.7560447708219133
ACH-000041,-0.9928166055355816
ACH-000042,-0.8688958000397882
ACH-000045,-1.0677205176658195
ACH-000047,-0.9006220794592116
ACH-000052,-0.6887146519655963
ACH-000053,-0.7840631673619389
ACH-000054,-0.7476988298539992
ACH-000055,-0.7679317818611975
ACH-000060,-0.9606502694934954
ACH-000067,-0.7552908679616422
ACH-000070,-0.8613566419194351
ACH-000075,-0.8094061788279879
ACH-000078,-0.9334430051666592
ACH-000082,-0.8589528035867551
ACH-000085,-0.8123533013104481
ACH-000086,-1.0178700102006222
ACH-000087,-0.9430514930883548
ACH-000092,-0.9160488276564409
ACH-000095,-0.8810517388321875
ACH-000097,-0.8038364568376667
ACH-000098,-0.8608760359643627
ACH-000099,-0.9653972894727806
ACH-000108,-0.8120907179855203
ACH-000113,-0.90094239218455
ACH-000116,-0.594376323718067
ACH-000118,-1.022924430440251
ACH-000120,-1.0445313044567537
ACH-000123,-0.9886876226572612
ACH-000127,-0.7490527538130878
ACH-000128,-0.6979558348747417
ACH-000132,-0.8945462273923878
ACH-000133,-0.8128548988396428
ACH-000137,-0.8624468917181761
ACH-000138,-0.9927933552072349
ACH-000142,-0.7364720929365512
ACH-000143,-0.9126917676997685
ACH-000146,-1.1125766694039152
ACH-000148,-1.0558658933218883
ACH-000150,-1.1740152164504978
ACH-000152,-0.9433134841799146
ACH-000153,-0.7754005509394606
ACH-000159,-0.9611974740406529
ACH-000160,-0.7851721114511451
ACH-000163,-0.8364992866640142
ACH-000167,1.0896974168629794
ACH-000168,-1.1558825930840733
ACH-000169,-0.8840118329790294
ACH-000178,-0.9103144868555744
ACH-000183,-0.9900585603053246
ACH-000188,-0.9860356096823608
ACH-000189,-1.06667704547667
ACH-000190,-0.8155492362359141
ACH-000198,-0.9638220002801904
ACH-000203,-0.9359270086147964
ACH-000204,-1.0540141396558829
ACH-000206,-1.2815425553173592
ACH-000207,-0.5880284922892842
ACH-000208,-1.045182174126082
ACH-000210,-0.5820008191384851
ACH-000211,-0.9348307420569798
ACH-000215,-0.8594922447081031
ACH-000221,-0.902788064673524
ACH-000222,-1.0557585543011805
ACH-000223,-0.924818144839037
ACH-000226,-0.9958166604943692
ACH-000227,-1.0569000341273551
ACH-000228,-0.7914457111890618
ACH-000231,-0.999711669163508
ACH-000232,-0.948966400366194
ACH-000233,-0.8356624781424803
ACH-000234,-0.9375903943542868
ACH-000235,-0.9513947896422892
ACH-000237,-0.7871705928274061
ACH-000238,-1.0119599858692576
ACH-000242,-0.977708234280678
ACH-000243,-0.8864982864919012
ACH-000244,-0.8639745641974879
ACH-000246,-0.89029995364495
ACH-000248,-0.589920984921203
ACH-000250,-0.8868362967069513
ACH-000251,-0.9982900759742828
ACH-000252,-1.1013484729734242
ACH-000253,-0.7031640397195889
ACH-000255,-0.8490777696847744
ACH-000256,-0.968389622195159
ACH-000257,-1.2315553238774886
ACH-000258,-0.849983750930154
ACH-000259,-1.0425326813795324
ACH-000260,-0.9302956703878441
ACH-000261,-0.9203647168809032
ACH-000262,-0.6959520086572497
ACH-000263,-0.8959727681040344
ACH-000264,-0.8824052406415467
ACH-000265,-1.0419827495671834
ACH-000266,-0.6689246133911864
ACH-000272,-0.8664862933519161
ACH-000274,-0.9480224613784444
ACH-000277,-0.7526254378662793
ACH-000278,-0.8496812630766968
ACH-000279,-0.8167821753651209
ACH-000280,-0.909196845276235
ACH-000281,-0.7737930357685726
ACH-000288,-0.9254595432520871
ACH-000291,-0.8120985278957084
ACH-000293,-0.8555948280013284
ACH-000294,-0.8243500895518202
ACH-000295,-0.7884348800004953
ACH-000296,-1.0814801140750028
ACH-000302,-0.7681594368043441
ACH-000304,-1.05989074873542
ACH-000307,-0.7633443375926112
ACH-000308,-0.9733548103416876
