,ZG16B (124220)
ACH-000004,0.08784710694032427
ACH-000005,-0.1630053375961179
ACH-000007,-0.10049942123397704
ACH-000009,0.09469886715361132
ACH-000011,-0.023815429907937044
ACH-000012,-0.030003973717558013
ACH-000013,-0.0595169068691796
ACH-000014,0.13092693508142508
ACH-000015,-0.10516872997271433
ACH-000017,0.10394977286898632
ACH-000018,-0.013108302133206356
ACH-000019,0.03530095984052972
ACH-000021,-0.12753941981505046
ACH-000022,-0.03784599021645463
ACH-000025,-0.023299885539120557
ACH-000028,-0.05756934372709752
ACH-000030,0.07625461758386386
ACH-000035,0.09423227561472464
ACH-000036,-0.02511545069910464
ACH-000037,-0.13289295474882115
ACH-000039,-0.007992382118260283
ACH-000040,-0.006053227582767109
ACH-000041,-0.05495856625621503
ACH-000042,-0.03389269686778032
ACH-000045,-0.08490041948293205
ACH-000047,-0.127609942364166
ACH-000052,-0.2122355099498784
ACH-000053,-0.008431589992204513
ACH-000054,0.07825949557144214
ACH-000055,0.1289923602765916
ACH-000060,-0.08382689150701786
ACH-000067,0.12616813082143832
ACH-000070,-0.0494949374413339
ACH-000075,0.07174329851215762
ACH-000078,-0.04221460567392249
ACH-000082,-0.13432070570376672
ACH-000085,0.12188957583251588
ACH-000086,-0.05063271084710036
ACH-000087,-0.195709766063492
ACH-000092,-0.04108082534587616
ACH-000095,0.054301782196951316
ACH-000097,0.0006097634339036513
ACH-000098,-0.026876586178464702
ACH-000099,0.012802038978148328
ACH-000108,0.01665544471868027
ACH-000113,0.03822453428693046
ACH-000116,-0.02939562860303377
ACH-000118,-0.02885815352363334
ACH-000120,-0.1192427946482379
ACH-000123,-0.06401247145454297
ACH-000127,0.00804653389604702
ACH-000128,0.011853416939753236
ACH-000132,-0.1932815701005599
ACH-000133,0.012372822668664678
ACH-000137,-0.010932170684592771
ACH-000138,0.008161053258793847
ACH-000142,0.10803660917924936
ACH-000143,0.09457561625464793
ACH-000146,0.02019339667818464
ACH-000148,-0.07288507529675538
ACH-000150,-0.06899887424044274
ACH-000152,0.10270578749825883
ACH-000153,-0.06820273161082661
ACH-000159,1.3220664805207651e-05
ACH-000160,0.032558755101902336
ACH-000163,-0.07446547037573982
ACH-000167,-0.4210632605234509
ACH-000168,-0.01439704708909955
ACH-000169,0.023455363175126684
ACH-000178,-0.05961212493695513
ACH-000183,-0.09774513559999302
ACH-000188,0.024719030259550183
ACH-000189,-0.03631426261044969
ACH-000190,-0.15853244191400168
ACH-000198,0.09534790739635607
ACH-000203,0.4940384991264579
ACH-000204,0.12826429785623142
ACH-000206,0.06256218441278988
ACH-000207,-0.0006462574261438273
ACH-000208,-0.20065494373927908
ACH-000210,-0.23058628111955584
ACH-000211,-0.04132102749048521
ACH-000215,-0.02564724615356082
ACH-000221,0.02667689530837641
ACH-000222,-0.08294504010830027
ACH-000223,0.15021938545271066
ACH-000226,-0.12593734940305204
ACH-000227,-0.17657147867356807
ACH-000228,-0.06369257354755962
ACH-000231,-0.0701545394991875
ACH-000232,0.09068579494649057
ACH-000233,-0.13109841596243574
ACH-000234,0.0425824839843276
ACH-000235,0.0050672845284220475
ACH-000237,-0.03986511410218232
ACH-000238,0.023464609714136848
ACH-000242,0.07159734232827401
ACH-000243,-0.04310404267644431
ACH-000244,-0.15201183327292933
ACH-000246,0.07398328740285906
ACH-000248,-0.10379967597189273
ACH-000250,-0.0679315711538517
ACH-000251,0.05004804070902676
ACH-000252,0.09458376674542628
ACH-000253,-0.02637315109867509
ACH-000255,0.15155709481782628
ACH-000256,0.07165494008809
ACH-000257,-0.10334969101669622
ACH-000258,-0.20808184491741466
ACH-000259,0.024991849770932658
ACH-000260,-0.06565732640552507
ACH-000261,-0.05999291632997756
ACH-000262,-0.1417740742615444
ACH-000263,-0.040417321183769256
ACH-000264,0.008514218745303368
ACH-000265,-0.11069807817205647
ACH-000266,0.012889136186545195
ACH-000272,-0.0445462265609458
ACH-000274,-0.04846029886869358
ACH-000277,-0.04221402262080974
ACH-000278,0.009010427890909849
ACH-000279,0.022324206454874897
ACH-000280,-0.05215159174740335
ACH-000281,0.08525796156045286
ACH-000288,-0.11389351023544245
ACH-000291,0.04659184070322942
ACH-000293,0.09763290806853746
ACH-000294,0.021645756525528373
ACH-000295,-0.1010475868268284
ACH-000296,0.15250344977074862
ACH-000302,-0.08411860782015486
ACH-000304,0.08841752798198067
ACH-000307,0.08469817827982519
ACH-000308,-0.09374318713607377
ACH-000310,0.07151364093176224
ACH-000311,-0.032000832752487766
ACH-000312,-0.011914897918746652
ACH-000315,0.059205970738790276
ACH-000316,-0.18484552553319253
ACH-000317,-0.016557130526933
ACH-000318,0.012445306937528851
ACH-000319,-0.00972494196730918
ACH-000320,0.21097194876914632
ACH-000322,0.03548860222731556
ACH-000323,-0.018165060909091525
ACH-000324,-0.02101592877414201
ACH-000329,0.01877490505772068
ACH-000330,0.21125537283245968
ACH-000331,-0.030236148695686683
ACH-000332,-0.07479826913328706
ACH-000334,-0.06993450046229265
ACH-000335,0.09823609318441424
ACH-000336,-0.03360441801284983
ACH-000337,0.0012227702397620743
ACH-000338,0.08012926848412337
ACH-000339,0.04002611298351477
ACH-000341,-0.03449918070670757
ACH-000348,0.01085280993906637
ACH-000350,-0.010755316462496016
ACH-000352,0.0320535133684521
ACH-000356,0.1904285947434617
ACH-000361,-0.2505108824734641
ACH-000362,0.04289172351080453
ACH-000363,-0.12244727236726614
ACH-000364,-0.09657729088371962
ACH-000365,-0.042841706003422284
ACH-000366,-0.03300364579652963
ACH-000368,-0.13585977260748872
ACH-000374,0.040431849350346265
ACH-000375,-0.02000303100903397
ACH-000376,-0.011216578990827465
ACH-000381,0.1387188548491101
ACH-000383,0.016887992973939052
ACH-000387,-0.005400955438767862
ACH-000389,0.06300190690136484
ACH-000390,-0.08482823080459369
ACH-000393,0.043121907548416334
ACH-000395,0.04315709640662313
ACH-000396,0.17391391604251558
ACH-000397,0.022772270247545856
ACH-000401,0.09685677103692472
ACH-000402,-0.06985412410386528
ACH-000403,0.02406299847345192
ACH-000404,0.10684354292698682
ACH-000406,0.018247328361274254
ACH-000407,-0.0058890129292099675
ACH-000408,-0.1402563087451487
ACH-000410,-0.019009412387648892
ACH-000411,0.0377584119302335
ACH-000414,-0.0846702985138163
ACH-000415,-0.022893730108423226
ACH-000416,-0.023579393715718558
ACH-000420,-0.04251067395847863
ACH-000421,-0.0226210322107884
ACH-000424,-0.04332017969352872
ACH-000425,-0.02342040982227442
ACH-000426,0.043634326809507004
ACH-000427,-0.0883159710861418
ACH-000433,0.04817793941909355
ACH-000435,-0.20363924376898296
ACH-000436,0.026994723681276128
ACH-000444,-0.07968066879551823
ACH-000445,-0.05252075121357847
ACH-000448,0.04483754202060264
ACH-000450,0.07364646065897164
ACH-000452,0.02295238700096266
ACH-000454,0.037487494054892094
ACH-000458,0.05077028116752239
ACH-000459,0.011047833121328184
ACH-000460,0.017447722900816216
ACH-000461,0.07162547387076386
ACH-000463,-0.0045817131838802394
