,CANT1 (124583)
ACH-000004,0.011238922225110002
ACH-000005,-0.06469880783355901
ACH-000007,-0.12165613116677187
ACH-000009,-0.3246666685715381
ACH-000011,-0.14239421160015853
ACH-000012,-0.09747344822959568
ACH-000013,-0.13278275341846998
ACH-000014,-0.013121670513421462
ACH-000015,-0.2468449058708842
ACH-000017,-0.22280910425577566
ACH-000018,0.0659068059752715
ACH-000019,-0.15150876102725014
ACH-000021,-0.06725192096601615
ACH-000022,-0.09509625068704926
ACH-000025,-0.051476630585800494
ACH-000028,-0.1353524421604329
ACH-000030,-0.06361913711984345
ACH-000035,-0.1894118089988361
ACH-000036,-0.22637577717266136
ACH-000037,-0.03600183799401803
ACH-000039,-0.2491280789284165
ACH-000040,-0.05675138152120196
ACH-000041,-0.2058155996355594
ACH-000042,-0.04783375834942757
ACH-000045,-0.2370093606054552
ACH-000047,-0.2659563573066271
ACH-000052,-0.17130414807086858
ACH-000053,-0.19401056937114755
ACH-000054,-0.28097379145312645
ACH-000055,-0.3510367573683964
ACH-000060,-0.21551510925974096
ACH-000067,-0.049563956669222885
ACH-000070,-0.1904154900153779
ACH-000075,-0.06320018175091797
ACH-000078,-0.1412033218316569
ACH-000082,-0.08214486413986717
ACH-000085,-0.2085288232524904
ACH-000086,-0.11162210323638996
ACH-000087,-0.3124959679971113
ACH-000092,-0.17127645412375508
ACH-000095,-0.25513395077250034
ACH-000097,-0.18176657177563849
ACH-000098,-0.11896762621123318
ACH-000099,-0.3029946362457282
ACH-000108,-0.2445121443959397
ACH-000113,-0.1136048499973902
ACH-000116,-0.17243859565465114
ACH-000118,-0.04651423402925272
ACH-000120,-0.3290219851382482
ACH-000123,-0.08148293057871664
ACH-000127,-0.19824154940275127
ACH-000128,-0.20803415036599654
ACH-000132,-0.049658372228911694
ACH-000133,-0.1441600362212176
ACH-000137,-0.03109804365062936
ACH-000138,-0.08470066201176099
ACH-000142,-0.30925148976263955
ACH-000143,0.09376955670419376
ACH-000146,-0.18215842324581047
ACH-000148,-0.12406379629749137
ACH-000150,-0.3535496874626928
ACH-000152,-0.1250850867411618
ACH-000153,-0.01204956727214633
ACH-000159,-0.09717539547267352
ACH-000160,-0.2021344050537024
ACH-000163,-0.03618273911695085
ACH-000167,-0.1477013762205516
ACH-000168,-0.2642119277536634
ACH-000169,-0.10440862905626387
ACH-000178,-0.06167318790063438
ACH-000183,0.06388065782599019
ACH-000188,-0.1168801974954204
ACH-000189,-0.1173593311757918
ACH-000190,-0.19612662378464468
ACH-000198,-0.06241747946289575
ACH-000203,-0.3681741194780742
ACH-000204,-0.04991870516436015
ACH-000206,-0.1726186550974678
ACH-000207,-0.2781149431668343
ACH-000208,-0.048517066960910266
ACH-000210,0.012577069884223878
ACH-000211,-0.1594599866399393
ACH-000215,-0.2456028211020557
ACH-000221,-0.2730400270277749
ACH-000222,-0.3020966060155782
ACH-000223,-0.10861292185056733
ACH-000226,0.12069952173429582
ACH-000227,-0.2458074798214303
ACH-000228,-0.14183397847016022
ACH-000231,-0.16471518871151547
ACH-000232,-0.012879874085387013
ACH-000233,-0.1532713501533976
ACH-000234,-0.25950255527002736
ACH-000235,-0.02155943129053915
ACH-000237,-0.21705029120234573
ACH-000238,-0.15908089476073714
ACH-000242,0.18262307219462465
ACH-000243,-0.2014596896468928
ACH-000244,-0.352975479920409
ACH-000246,-0.1595408825985269
ACH-000248,-0.08741276147557185
ACH-000250,-0.22133988188660408
ACH-000251,-0.22828406493627246
ACH-000252,-0.09357820853110553
ACH-000253,-0.09963051913502413
ACH-000255,-0.1542669912372576
ACH-000256,-0.1180851681279446
ACH-000257,-0.2342763203875611
ACH-000258,-0.1075648578683535
ACH-000259,-0.08179130632716827
ACH-000260,-0.3740170051587971
ACH-000261,-0.21775096431039867
ACH-000262,-0.20535392345726333
ACH-000263,-0.2466182868991299
ACH-000264,-0.10664535793110592
ACH-000265,-0.133552258767331
ACH-000266,-0.13916929025623107
ACH-000272,-0.1582762168890033
ACH-000274,-0.15368947683495254
ACH-000277,-0.14766826521021173
ACH-000278,-0.07244149666602873
ACH-000279,-0.04140131594633383
ACH-000280,-0.2608433171749933
ACH-000281,-0.18505906265778616
ACH-000288,-0.2041590165994465
ACH-000291,-0.15147926692528174
ACH-000293,-0.02053760319815197
ACH-000294,0.20627797033012868
ACH-000295,-0.2917533125989151
ACH-000296,-0.049434475978822834
ACH-000302,-0.1476133081375543
ACH-000304,-0.36785791838070375
ACH-000307,0.012924475565934498
ACH-000308,-0.03192730742260852
ACH-000310,-0.2546493783488797
ACH-000311,0.033656762011175866
ACH-000312,-0.22259162363933271
ACH-000315,-0.09797773026862107
ACH-000316,-0.25470249971315184
ACH-000317,0.05456113555264346
ACH-000318,-0.07013429792580754
ACH-000319,-0.2206373638720843
ACH-000320,-0.009852082006834474
ACH-000322,0.05907190062851642
ACH-000323,-0.07944340070826664
ACH-000324,-0.1017277867810455
ACH-000329,-0.15340614902939442
ACH-000330,-0.4312963486273792
ACH-000331,0.00838612484594672
ACH-000332,-0.050660366963118944
ACH-000334,-0.00445898229249689
ACH-000335,-0.2528887841258657
ACH-000336,-0.1513189533854154
ACH-000337,-0.3318851613176557
ACH-000338,0.058049579649275325
ACH-000339,-0.14846373611455074
ACH-000341,-0.1124197490759666
ACH-000348,-0.12461256605411165
ACH-000350,-0.1640889722817456
ACH-000352,-0.13710531212133778
ACH-000356,-0.3365262616914958
ACH-000361,-0.13785767496538934
ACH-000362,-0.025588695772223103
ACH-000363,-0.07547206290360466
ACH-000364,-0.26175262170437963
ACH-000365,-0.06606956840973564
ACH-000366,-0.25882966937358504
ACH-000368,-0.16958794362608706
ACH-000374,-0.15854135747636938
ACH-000375,-0.2561862329801417
ACH-000376,-0.1799461762335917
ACH-000381,-0.18375962649400554
ACH-000383,-0.0993357727021349
ACH-000387,-0.10263776550028156
ACH-000389,-0.09660034481442904
ACH-000390,-0.06941019263974732
ACH-000393,-0.10961947181853204
ACH-000395,-0.11756034762340653
ACH-000396,-0.3098549848704201
ACH-000397,-0.14877630937614028
ACH-000401,-0.13988973990217934
ACH-000402,-0.07982415656598177
ACH-000403,-0.11417721781819952
ACH-000404,-0.3298698053892956
ACH-000406,-0.046436993115228316
ACH-000407,-0.17070093791965646
ACH-000408,-0.17325386836011866
ACH-000410,-0.08168942802554835
ACH-000411,-0.10510810325931333
ACH-000414,-0.12854826399831015
ACH-000415,-0.24125450641704885
ACH-000416,-0.10325597314343887
ACH-000420,-0.27023242510898593
ACH-000421,-0.2352988259703492
ACH-000424,-0.330247223108972
ACH-000425,-0.12446017992920227
ACH-000426,-0.2794049332885777
ACH-000427,-0.23220538376706898
ACH-000433,-0.34510856597844713
ACH-000435,-0.39817574295269104
ACH-000436,0.017967236470864116
ACH-000444,-0.11386741243329747
ACH-000445,-0.14788375916953464
ACH-000448,-0.09249121071331697
ACH-000450,0.20223256350867053
ACH-000452,0.004354655595007838
ACH-000454,0.10433918567231974
ACH-000458,-0.1360238718352771
ACH-000459,-0.0560547847324322
ACH-000460,-0.2302761634022469
ACH-000461,-0.20586572952625667
ACH-000463,-0.018935061528057427
ACH-000464,-0.03281171758827312
ACH-000466,-0.11659640950781312
ACH-000467,0.058607125624078625
ACH-000468,-0.3498005916657735
ACH-000469,-0.1301696069002436
ACH-000470,-0.16914002742551115
ACH-000471,-0.12711625506094607
ACH-000472,-0.1506959017889633
ACH-000473,-0.1807004328755759
ACH-000475,-0.12553758933560388
ACH-000476,-0.10293084014209383
ACH-000477,-0.2473700707358377
ACH-000479,0.06644649108648328
ACH-000480,-0.0486725917505656
ACH-000481,-0.05391347119733965
ACH-000483,-0.1097372904713224
ACH-000484,-0.08745304936592557
ACH-000485,-0.11814321771529995
ACH-000486,-0.1293434949729893
ACH-000487,-0.030389515040521637
ACH-000488,-0.2272127058469533
ACH-000490,0.010041949571155638
ACH-000491,-0.09702283462389452
ACH-000495,-0.13807665420740806
ACH-000496,-0.24978470266558445
ACH-000499,0.02256900173082648
ACH-000500,-0.32481614841104856
ACH-000502,-0.18892048363157296
ACH-000503,-0.353646866311265
ACH-000505,-0.13137162708398462
ACH-000507,-0.06697394995935765
ACH-000510,-0.18368702385923252
ACH-000511,-0.13955838113172492
ACH-000512,-0.1275780660469227
ACH-000516,-0.14312923617619486
ACH-000517,-0.23612292318967204
ACH-000518,-0.0940974579451578
ACH-000520,-0.19125624676257955
ACH-000521,-0.4039677658453647
ACH-000522,-0.1485299104617527
ACH-000524,-0.253863836791789
ACH-000527,-0.13880096586089494
ACH-000528,-0.028199859064135836
ACH-000537,-0.2086636260262397
ACH-000541,-0.035713937314552635
ACH-000542,-0.22219919604634536
ACH-000544,-0.06964140230297271
ACH-000545,-0.16761644737082812
ACH-000547,-0.14094353206582602
ACH-000548,-0.1638462950809264
ACH-000549,0.04714377538308166
ACH-000550,-0.2009729442053175
ACH-000552,0.08402095156237475
ACH-000556,-0.14160016395586691
ACH-000557,0.10143554890340176
ACH-000569,-0.04956737871783686
ACH-000570,-0.0660933042509733
ACH-000571,-0.07986049928674396
ACH-000573,-0.10023510930663773
ACH-000576,-0.014071397872381323
ACH-000579,-0.11491008762915525
ACH-000580,-0.13643885437186062
ACH-000584,-0.19987186762304796
ACH-000585,-0.25262165713988444
ACH-000588,0.10313169614524567
ACH-000589,-0.1148592157646238
ACH-000591,0.05722500167306861
ACH-000593,-0.2734877923537906
ACH-000600,-0.1928153127413334
ACH-000601,-0.14524957371275596
ACH-000605,-0.2542301874702492
ACH-000606,-0.15857817299025992
ACH-000608,-0.09141003769022564
ACH-000614,0.07128385630195053
ACH-000616,-0.11313525165200658
ACH-000618,-0.05966559425495375
ACH-000619,-0.12824517401898636
ACH-000620,-0.0788483022129723
ACH-000621,-0.210239778977434
ACH-000622,-0.18946251311726725
ACH-000623,-0.17117446093578467
ACH-000624,-0.14013120423103384
ACH-000627,-0.04398914614960929
ACH-000630,-0.07579393152858661
ACH-000631,0.18128317217014975
ACH-000632,-0.13829021692857724
ACH-000633,-0.27920491392592983
ACH-000637,-0.2174112219269014
ACH-000638,-0.10083599461411563
ACH-000646,-0.13194361296181972
ACH-000647,-0.06001205816110626
ACH-000648,0.05080044516819788
ACH-000649,-0.1711549829730343
ACH-000651,-0.18903827961831213
ACH-000652,-0.13503424994692284
ACH-000653,-0.18155289537559144
ACH-000657,-0.25896716016457383
ACH-000658,-0.2384472143761364
ACH-000661,-0.0905471393322036
ACH-000662,0.20462305954757185
ACH-000663,-0.17536865482599096
ACH-000665,-0.0709896514822303
ACH-000671,-0.01509384752077426
ACH-000672,-0.02510600511507633
ACH-000673,-0.193764821675439
ACH-000676,-0.12008439617584765
ACH-000677,-0.02928699520427588
ACH-000681,-0.18980002274275706
ACH-000683,-0.1373269306060769
ACH-000684,-0.03717715193901399
ACH-000688,-0.14425247968972485
ACH-000693,-0.1354868453793477
ACH-000694,-0.1081812736005272
ACH-000695,0.12098116677645687
ACH-000696,-0.03753764934731288
ACH-000697,0.07136294084712409
ACH-000699,-0.08968497618346379
ACH-000701,-0.13738174643183718
ACH-000706,-0.07319455194683339
ACH-000711,-0.17742575566150026
ACH-000713,-0.11746260250982213
ACH-000714,-0.21123574768157274
ACH-000718,-0.07607534008397758
ACH-000720,-0.15488586192699255
ACH-000721,-0.02860319419039687
ACH-000724,-0.0032265286894308373
ACH-000725,-0.08293476294857223
ACH-000732,-0.2492136685742612
ACH-000734,-0.005007447826708451
ACH-000735,-0.13554084111517362
ACH-000736,-0.1458487927718039
ACH-000738,-0.11765730312917674
ACH-000746,-0.11008711958089568
ACH-000747,-0.09348649578888146
ACH-000748,-0.1542180095642851
ACH-000753,-0.10773034502925104
ACH-000756,-0.27096676598047825
ACH-000757,-0.20369808007262166
ACH-000758,0.00706378370143918
ACH-000760,-0.16476386300922605
ACH-000762,-0.01596263571816241
ACH-000763,-0.12803573527284634
ACH-000764,-0.037935073762474604
ACH-000765,-0.06885250261069398
ACH-000766,-0.2313455404476508
ACH-000767,-0.2493871665139805
ACH-000768,-0.007695931994257712
ACH-000769,-0.15720708708264974
ACH-000770,-0.1059361469060166
ACH-000771,-0.11734227959386245
ACH-000773,-0.29920917055982466
ACH-000776,-0.03045095574769568
ACH-000777,-0.16151217509819596
ACH-000778,-0.10404895487183204
ACH-000781,-0.1114475541094296
ACH-000782,-0.06659547553070227
ACH-000783,-0.16497840398089736
ACH-000784,-0.13336898068680392
ACH-000785,-0.1883541102024903
ACH-000787,-0.23479185167509145
ACH-000788,-0.18806488065433535
ACH-000791,-0.25013206024399337
ACH-000792,-0.15692136916839472
ACH-000794,-0.2048180550639024
ACH-000796,-0.08808239978915987
ACH-000798,-0.127562358250263
ACH-000799,-0.07486697982912603
ACH-000800,-0.018807221430476785
ACH-000802,-0.08815474662369129
ACH-000804,-0.013876315976115172
ACH-000805,-0.17247546248097842
ACH-000809,-0.12798538687694816
ACH-000810,-0.006572898484133671
ACH-000811,-0.13340682541655907
ACH-000817,0.1525148433257791
ACH-000819,-0.10095744669663884
ACH-000820,0.0942462999092407
ACH-000821,-0.07431677289840935
ACH-000822,-0.17227697073028045
ACH-000823,-0.1901035538548387
ACH-000824,-0.08682434979233064
ACH-000827,-0.050873948123892565
ACH-000829,-0.028553675483682633
ACH-000831,-0.2629484358268265
ACH-000832,-0.14429236490310868
ACH-000833,-0.0902335889669787
ACH-000834,-0.2403582209376057
ACH-000835,-0.08445248747509455
ACH-000836,-0.15783040611407545
ACH-000837,-0.10092496954933504
ACH-000838,-0.03339864174550218
