,MEF2BNB (729991)
ACH-000316,-0.16662073240770145
ACH-000317,-0.14700136034963548
ACH-000318,-0.567324566872313
ACH-000319,-0.20386315217823084
ACH-000320,-0.4156388818771302
ACH-000322,-0.21377518263518785
ACH-000323,-0.27030624274281784
ACH-000324,-0.1856812996622986
ACH-000329,-0.19861387132149302
ACH-000330,-0.12392871728107993
ACH-000331,-0.4912486834361017
ACH-000332,-0.22202233812185715
ACH-000334,-0.5062796064209928
ACH-000335,-0.23186298662947136
ACH-000336,0.016803713328818862
ACH-000337,-0.530485720012999
ACH-000338,-0.2029607358087225
ACH-000339,-0.3934995790171631
ACH-000341,-0.3510952140604384
ACH-000348,-0.4225817039217897
ACH-000350,-0.2786254687066732
ACH-000352,-0.3049081181014232
ACH-000356,-0.07644086897824286
ACH-000361,-0.12333528378515995
ACH-000362,-0.4372405547027392
ACH-000363,-0.3800326630638327
ACH-000364,-0.3694354444564697
ACH-000365,-0.07727244607362893
ACH-000366,-0.3094941135199285
ACH-000368,-0.167965468981838
ACH-000374,-0.21633903817075503
ACH-000375,-0.36340223270483774
ACH-000376,-0.031291610943492795
ACH-000381,-0.1710547577357196
ACH-000383,-0.25187805659815
ACH-000387,-0.3194145010398683
ACH-000389,-0.33877050252829155
ACH-000390,-0.22380947733030312
ACH-000393,-0.2463116805098649
ACH-000395,-0.2718358368628609
ACH-000396,-0.5680825470703309
ACH-000397,-0.2027018081694668
ACH-000401,-0.5300351550375291
ACH-000402,-0.5134584648863112
ACH-000403,-0.3193519608783002
ACH-000404,-0.5272914955883069
ACH-000406,-0.3618632127317492
ACH-000407,-0.3792938291852657
ACH-000408,-0.21802577004498927
ACH-000410,-0.3516236237292519
ACH-000411,-0.3615753911500582
ACH-000414,-0.2885144868747073
ACH-000415,-0.2707933373307018
ACH-000416,-0.3261105989893404
ACH-000420,-0.4020750771539021
ACH-000421,-0.1793496899362057
ACH-000424,-0.3847880565340177
ACH-000425,-0.20765251830288947
ACH-000426,-0.5277440705016208
ACH-000427,-0.20722854379570854
ACH-000433,-0.5506869340614468
ACH-000435,-0.3529849658230544
ACH-000436,-0.17012322326416784
ACH-000444,-0.12260001044123706
ACH-000445,-0.3706752653688821
ACH-000448,-0.4855514877047174
ACH-000450,-0.3589964834050882
ACH-000452,-0.21314529534204693
ACH-000454,-0.5847574948176707
ACH-000458,-0.4174167373824567
ACH-000459,-0.4548928889375226
ACH-000460,-0.3015198662798014
ACH-000461,-0.4076036182284025
ACH-000463,-0.487643381641013
ACH-000464,-0.2525297893364751
ACH-000466,-0.3010196927629894
ACH-000467,-0.38953158333659016
ACH-000468,-0.20290920347531025
ACH-000469,-0.4140163600368709
ACH-000470,-0.3168031946071141
ACH-000471,-0.40960585218928
ACH-000472,-0.233970021904126
ACH-000473,-0.322205440379685
ACH-000475,-0.4197182049267325
ACH-000476,-0.3608263619681553
ACH-000477,-0.25667620166256605
ACH-000479,-0.3809309980709357
ACH-000480,-0.4764523899229096
ACH-000481,-0.3683318257192823
ACH-000483,-0.1274046383433941
ACH-000484,-0.06727656853727079
ACH-000485,-0.3919776451150751
ACH-000486,-0.2549895009103593
ACH-000487,-0.5057566806653927
ACH-000488,-0.11522737075798332
ACH-000490,-0.3094560466556948
ACH-000491,-0.2803000156153124
ACH-000495,-0.3919731743000025
ACH-000496,-0.4776401938205078
ACH-000499,-0.7854007677841763
ACH-000500,-0.02212240904146041
ACH-000502,-0.4604191255728536
ACH-000503,-0.015126266644174215
ACH-000505,-0.2924164055223604
ACH-000507,-0.21800299710343196
ACH-000510,-0.20237493157891626
ACH-000511,-0.33573883679903604
ACH-000512,-0.12530641587825864
ACH-000516,-0.2396861767749431
ACH-000517,-0.3745908869658416
ACH-000518,-0.2442901852632727
ACH-000520,-0.4635444955811436
ACH-000521,-0.22425382099468605
ACH-000522,-0.3971544194564733
ACH-000524,-0.3612079886796956
ACH-000527,-0.2806788726204226
ACH-000528,-0.23447474326122816
ACH-000537,-0.44730630428196816
ACH-000541,-0.22090151055732074
ACH-000542,-0.23237539217766734
ACH-000544,-0.3243210070142265
ACH-000545,-0.3132586897972696
ACH-000547,-0.20298185767291987
ACH-000548,-0.4366430142622984
ACH-000549,-0.3131795185713456
ACH-000550,-0.211865864357336
ACH-000552,-0.4034326130158614
ACH-000556,-0.31622315302332665
ACH-000557,-0.3062982253575314
ACH-000569,-0.4791811657860554
ACH-000570,-0.18391199211619524
ACH-000571,-0.3703216271506032
ACH-000573,-0.2541543778093714
ACH-000576,-0.1662039247547982
ACH-000579,-0.1650969277867083
ACH-000580,-0.3898352271366985
ACH-000584,-0.3793508946850958
ACH-000585,-0.40836158775645065
ACH-000588,-0.20065059364178756
ACH-000589,-0.16197593843824815
ACH-000591,-0.4823890982155708
ACH-000593,-0.3839293411992827
ACH-000600,-0.30593416156291314
ACH-000601,-0.32712738453763746
ACH-000605,-0.2770703587244228
ACH-000606,-0.28426771844758136
ACH-000608,-0.43393118560440896
ACH-000614,-0.15512928430629344
ACH-000616,-0.32259132381670164
ACH-000618,-0.3969597012340952
ACH-000619,-0.13130002447354436
ACH-000620,-0.3866111276655836
ACH-000621,-0.42540101951099607
ACH-000622,-0.18589054715057574
ACH-000623,-0.23610902087076904
ACH-000624,-0.16097232719699975
ACH-000627,-0.35289843765936263
ACH-000630,-0.36147985676087
ACH-000631,-0.4874282757676222
ACH-000632,-0.256550027435909
ACH-000633,-0.48897368664221896
ACH-000637,-0.3616524676911565
ACH-000638,-0.2206879024600084
ACH-000646,-0.21174177458674615
ACH-000647,-0.24791528589514794
ACH-000648,-0.31588437463358504
ACH-000649,-0.3517804650633409
ACH-000651,-0.2205974168894654
ACH-000652,-0.3993992513943508
ACH-000653,-0.269628449667494
ACH-000657,-0.2568855808865512
ACH-000658,-0.17868687317662674
ACH-000661,-0.4093304135604393
ACH-000662,-0.2294524675858336
ACH-000663,-0.12543776623343236
ACH-000665,-0.355363333083276
ACH-000671,-0.5217927220005639
ACH-000672,-0.518874230589577
ACH-000673,-0.24816328580696445
ACH-000676,-0.1727965566874838
ACH-000677,-0.41351978014576657
ACH-000681,-0.3407283156912453
ACH-000683,-0.3125451156905706
ACH-000684,-0.3856571989005327
ACH-000688,-0.31221352257140883
ACH-000693,-0.2743532903663166
ACH-000694,-0.14055585849785454
ACH-000695,-0.08518268221736429
ACH-000696,-0.2865729295725037
ACH-000697,-0.16580932186508962
ACH-000699,-0.2758471243125698
ACH-000701,-0.3950405603447813
ACH-000706,-0.2528778967985414
ACH-000711,-0.3525285263813806
ACH-000713,-0.08636858406299726
ACH-000714,-0.3085404680265413
ACH-000718,-0.22058595518253846
ACH-000720,-0.3064154503397416
ACH-000721,-0.2777806066764433
ACH-000724,-0.2566729520228197
ACH-000725,-0.39229450523768544
ACH-000732,-0.3152921521015929
ACH-000734,-0.4296712561732631
ACH-000735,-0.2590430155684732
ACH-000736,-0.3047984554184857
ACH-000738,-0.14955340757165514
ACH-000746,-0.09500505433005477
ACH-000747,-0.2844125220433747
ACH-000748,-0.35030758389136724
ACH-000753,-0.2983751024107776
ACH-000756,-0.2900670901549755
ACH-000757,-0.10874308414607738
ACH-000758,-0.4558885726988188
ACH-000760,-0.2289298158414213
ACH-000762,-0.20291129890752832
ACH-000763,-0.2565838258421331
ACH-000764,-0.4130878468074065
ACH-000765,-0.27968355719498256
ACH-000766,-0.4559573586390741
ACH-000767,-0.2797576830978785
ACH-000768,-0.4479970187533342
ACH-000769,-0.2961714989389614
ACH-000770,-0.2754340123401258
ACH-000771,-0.3464974643491225
ACH-000773,-0.02642791332405739
ACH-000776,-0.3510085213997708
ACH-000777,-0.2833828790502229
ACH-000778,-0.4038941325115071
ACH-000781,-0.2951369529700903
ACH-000782,-0.11065109221033148
ACH-000783,-0.16964928834299509
ACH-000784,-0.2853361763231897
ACH-000785,-0.2306054554145797
ACH-000787,-0.17832434913925335
ACH-000788,-0.23185447915783966
ACH-000791,-0.34369602541202193
ACH-000792,-0.4876737069522255
ACH-000794,-0.2108494708568832
ACH-000796,-0.29526629253730763
ACH-000798,-0.19254581200135845
ACH-000799,-0.3212045350667645
ACH-000800,-0.35615975953618617
ACH-000802,-0.3194619450712397
ACH-000804,-0.5314631395969794
ACH-000805,-0.30123191742434985
ACH-000809,-0.1647645996541945
ACH-000810,-0.5803666232123251
ACH-000811,-0.18301663443878327
ACH-000817,-0.3470855605149248
ACH-000819,-0.25212896384357586
ACH-000820,-0.10267758472465142
ACH-000821,-0.4740761575227594
ACH-000822,-0.27173292679353706
ACH-000823,-0.5208196303108042
ACH-000824,-0.24922056148331004
ACH-000827,-0.4678606097208794
ACH-000829,-0.5068881170528206
ACH-000831,-0.21515171597046245
ACH-000832,-0.4599423596256853
ACH-000833,-0.2612046200603975
ACH-000834,-0.33455353683946043
ACH-000835,-0.1671289342220644
ACH-000836,-0.4392599169773939
ACH-000837,-0.4173979134268392
ACH-000838,-0.30149233535124875
ACH-000839,-0.1461481304479224
ACH-000840,-0.5535868407331239
ACH-000841,-0.31055830349356084
ACH-000843,-0.3196588217899498
ACH-000846,-0.3169115305085697
ACH-000847,0.055386212322862886
ACH-000848,-0.2923397810859796
ACH-000849,-0.4394318582477974
ACH-000851,-0.30996088748542683
ACH-000855,-0.2620977916344424
ACH-000856,-0.20955152550679693
ACH-000858,-0.3663446908907752
ACH-000859,-0.4445237184179845
ACH-000861,-0.38546178019764415
ACH-000862,-0.1546888354904535
ACH-000865,-0.3294576648968945
ACH-000866,-0.3831121209898721
ACH-000867,-0.27970343387670393
ACH-000869,-0.36340097787553466
ACH-000872,-0.2785834904545139
ACH-000873,-0.21418731442835487
ACH-000876,-0.3347337001302138
ACH-000878,-0.4898846381242373
ACH-000880,-0.3979059066905576
ACH-000881,-0.18772724076405645
ACH-000882,-0.3502177414827317
ACH-000884,-0.07649047920699346
ACH-000885,-0.29835553783433705
ACH-000887,-0.3783761012231529
ACH-000889,-0.2214703060168756
ACH-000896,-0.3155807994280702
ACH-000898,-0.16491636295708054
ACH-000900,-0.19969435630802745
ACH-000901,-0.2769052026182523
ACH-000905,-0.24187295313080265
ACH-000906,-0.2660052561975772
ACH-000907,-0.2223702179507345
ACH-000910,-0.11293595550502135
ACH-000911,-0.36911790694055896
ACH-000912,-0.12839547048999594
ACH-000913,-0.3965659378170015
ACH-000915,-0.3951468372359682
ACH-000916,-0.014521418273215509
ACH-000917,-0.4438677699195304
ACH-000920,-0.38165956548250063
ACH-000921,-0.1699209346330233
ACH-000924,-0.14930752989306376
ACH-000926,-0.1292229609385976
ACH-000928,-0.3241171073769823
ACH-000929,-0.2516596110587692
ACH-000932,-0.2327869193287897
ACH-000935,-0.10608027850345493
ACH-000936,-0.3541113028361391
ACH-000937,-0.2769216461802081
ACH-000938,-0.2812612409257244
ACH-000939,-0.4234163300435124
ACH-000941,-0.4386009655436388
ACH-000943,-0.30906381630875396
ACH-000946,-0.22581836425727256
ACH-000947,-0.31902630895689565
ACH-000948,-0.5211616872536387
ACH-000950,-0.5076850216742798
ACH-000953,-0.12932170201824872
ACH-000954,0.00785192423758067
ACH-000957,-0.480611737007425
ACH-000958,-0.4712530605670962
ACH-000960,-0.3557474968612471
ACH-000963,-0.2077948457111272
ACH-000968,-0.4386394955158166
ACH-000969,-0.32695926778277673
ACH-000972,-0.3335452833371688
ACH-000973,-0.14838471512710644
ACH-000974,-0.2610644431467204
ACH-000978,-0.1974297445914255
ACH-000984,-0.4668797250697223
ACH-000986,-0.16883731935889684
ACH-000988,-0.1438532453826348
ACH-000993,-0.4380094878368272
ACH-000994,-0.22146058115150308
ACH-000996,-0.2612970138200257
ACH-001001,-0.19737671667191412
ACH-001020,-0.4997024883981938
ACH-001028,-0.34641065263733073
ACH-001031,-0.12786901335359613
ACH-001038,-0.2503300325782873
ACH-001048,-0.2439903715444179
ACH-001050,-0.3994966910449004
ACH-001053,-0.20884089513379872
ACH-001054,-0.21315658585977534
ACH-001061,-0.2425901107335857
ACH-001067,-0.1700556976762434
ACH-001075,-0.1469480467889867
ACH-001096,-0.1419235814106304
ACH-001111,-0.4121067925884218
ACH-001119,-0.26505034616193424
ACH-001128,-0.34539460512383297
ACH-001134,-0.3080923409199153
ACH-001151,-0.28003471754564896
ACH-001163,-0.17118585153331595
ACH-001164,-0.30250299940563186
ACH-001183,-0.2192373192068301
ACH-001192,-0.29505233039125583
ACH-001193,0.017549413495897084
ACH-001196,-0.2686054964477912
ACH-001197,-0.20560565994081675
ACH-001205,-0.4705761076898512
ACH-001211,-0.19855705858164147
ACH-001212,-0.23819869674976346
ACH-001228,-0.3325335508055248
ACH-001232,-0.10264530141214492
ACH-001239,-0.1662141652732809
ACH-001270,-0.08903664627092663
ACH-001274,-0.31006956670042884
ACH-001275,-0.13591046118441627
ACH-001277,-0.25954989579939586
ACH-001278,-0.3973640842595528
ACH-001280,-0.5521303110104105
ACH-001283,-0.2991203998363485
ACH-001289,-0.3859261987771132
ACH-001300,-0.2664947305241585
ACH-001301,-0.0775727633536613
ACH-001302,-0.3885426014284841
ACH-001306,-0.4947727192519895
ACH-001318,-0.26764668745302106
ACH-001322,0.0487506476797035
ACH-001328,-0.16565542750789872
ACH-001332,-0.44399776726234697
ACH-001336,-0.3032199401874884
ACH-001346,-0.3185684154055276
ACH-001353,-0.3569689500250369
ACH-001354,-0.3077743179470613
ACH-001367,-0.3105623930154382
ACH-001368,-0.2253234262193905
ACH-001374,-0.28671063458808194
ACH-001377,-0.32108564079033464
ACH-001380,-0.31750364217948285
ACH-001391,-0.32269182932859103
ACH-001408,-0.24826024500296826
ACH-001430,-0.1409747369787471
ACH-001431,-0.4212021505524001
ACH-001450,-0.12517404941531754
ACH-001496,-0.5666062451400786
ACH-001500,-0.3622529408394662
ACH-001523,-0.30062134933757545
ACH-001532,-0.3561653417706129
ACH-001550,-0.1971865268438304
ACH-001552,-0.3532344563639649
ACH-001554,-0.5234300380792389
ACH-001654,-0.3116802673010925
ACH-001735,-0.3736629392455787
ACH-001736,-0.3151462694466706
ACH-001737,-0.8795540660598726
ACH-001740,-0.5632257277857614
ACH-001745,-0.436751602080725
ACH-001765,-0.2916037155658475
