,HBG1 (3047)
ACH-000004,0.05537233005653452
ACH-000005,-0.07063088199011927
ACH-000007,0.0009147117054173232
ACH-000009,0.04799769948559582
ACH-000011,-0.09385807350581823
ACH-000012,-0.06291803229767205
ACH-000013,0.035095316587582776
ACH-000014,0.062088658622446335
ACH-000015,0.03987292991643982
ACH-000017,-0.007139278444436879
ACH-000018,0.056354172151369376
ACH-000019,-0.15702448497986873
ACH-000021,-0.05324936379640744
ACH-000022,0.0024810508744428483
ACH-000025,0.07051111032728362
ACH-000028,-0.15043581705823428
ACH-000030,-0.05411595087217781
ACH-000035,0.08939516708585045
ACH-000036,-0.05479335844058515
ACH-000037,0.011038507693646588
ACH-000039,0.003691022805392509
ACH-000040,0.04844758148595511
ACH-000041,0.050142047003017255
ACH-000042,-0.03027814941700095
ACH-000045,0.08913288753917238
ACH-000047,-0.029254226837071438
ACH-000052,0.1310301272350138
ACH-000053,0.035068514737461275
ACH-000054,-0.0020629799513296465
ACH-000055,0.01628377156433651
ACH-000060,-0.05360589949947865
ACH-000067,0.02415354409884207
ACH-000070,-0.03787955560362438
ACH-000075,-0.11869748193693798
ACH-000078,0.04029146270684097
ACH-000082,-0.07390375553385037
ACH-000085,0.056256848820412035
ACH-000086,-0.032364607101684505
ACH-000087,-0.0924999107568394
ACH-000092,0.010395947828736374
ACH-000095,0.04266239714983434
ACH-000097,-0.04522954353651264
ACH-000098,-0.010869547197038604
ACH-000099,0.02382762032358312
ACH-000108,0.003604010687153177
ACH-000113,0.05644344598044802
ACH-000116,-0.05344304071300434
ACH-000118,-0.039118249180891816
ACH-000120,-0.07751621464151996
ACH-000123,-0.004746489221102815
ACH-000127,0.04879884283646748
ACH-000128,0.06829301440293885
ACH-000132,0.046366174537707694
ACH-000133,0.0066173858297731755
ACH-000137,-0.05609155166293108
ACH-000138,-0.02077605372632101
ACH-000142,0.007179559864294291
ACH-000143,0.0018640616563491226
ACH-000146,0.004598391039155982
ACH-000148,-0.013978739739776062
ACH-000150,-0.055852595200933726
ACH-000152,0.0541986441384598
ACH-000153,0.023095523862301855
ACH-000159,-0.016126405681454018
ACH-000160,-0.038145225056935336
ACH-000163,-0.004416620986306523
ACH-000167,-0.005505698559156382
ACH-000168,0.03807094778773769
ACH-000169,-0.053627571063412885
ACH-000178,-0.03570912484883691
ACH-000183,0.0075841699651582545
ACH-000188,-0.01994350779093844
ACH-000189,-0.03725713975093215
ACH-000190,-0.12431227032023047
ACH-000198,-0.009413738022648341
ACH-000203,0.12135915785643901
ACH-000204,-0.03265859246958553
ACH-000206,-0.07241941430199351
ACH-000207,0.07988763465418684
ACH-000208,0.010106594327953224
ACH-000210,-0.07541497182038673
ACH-000211,-0.007962648439347067
ACH-000215,-0.07825436975956193
ACH-000221,0.07694779660534316
ACH-000222,-0.07433869277910432
ACH-000223,-0.036285891279611786
ACH-000226,-0.0948970761763969
ACH-000227,0.007626930617580684
ACH-000228,0.026590289958884624
ACH-000231,0.012298692123297034
ACH-000232,-0.09355369642195403
ACH-000233,0.034696636655523576
ACH-000234,-0.040865494987235185
ACH-000235,0.04564202705300688
ACH-000237,-0.08588060042003733
ACH-000238,0.006150896553227564
ACH-000242,0.060271397717159565
ACH-000243,-0.025335276201294343
ACH-000244,-0.08819958352061166
ACH-000246,-0.01973229086248451
ACH-000248,-0.0036969710224992853
ACH-000250,-0.02518564247776747
ACH-000251,-0.07743961969671406
ACH-000252,0.006801668731039586
ACH-000253,0.12943025837257474
ACH-000255,0.004545257418328008
ACH-000256,0.0485558186820661
ACH-000257,0.027992608845795863
ACH-000258,-0.027217194732161814
ACH-000259,-0.039490033186452514
ACH-000260,0.004458588168144671
ACH-000261,-0.1212080181101107
ACH-000262,0.03589260043171578
ACH-000263,0.04552383826308305
ACH-000264,0.037978020538728834
ACH-000265,-0.002859439513130421
ACH-000266,0.040527423543422605
ACH-000272,-0.0025648804513937642
ACH-000274,-0.0048037178338785754
ACH-000277,0.030053429195520575
ACH-000278,-0.037184856225090886
ACH-000279,-0.022843358150186902
ACH-000280,-0.03511036082381172
ACH-000281,0.015326106248794725
ACH-000288,-0.0488270491955452
ACH-000291,-0.09868545301094793
ACH-000293,0.014431494835953925
ACH-000294,0.11497672478171378
ACH-000295,-0.026990223505128155
ACH-000296,-0.011931944443975568
ACH-000302,0.013637353563857342
ACH-000304,-0.12791124449328073
ACH-000307,0.0822502023367462
ACH-000308,0.02135141776129652
ACH-000310,-0.003185338731589501
ACH-000311,-0.11720115032190816
ACH-000312,0.05520377494366917
ACH-000315,-0.0548979350204971
ACH-000316,-0.0004975776987379456
ACH-000317,-0.02203763566655413
ACH-000318,-0.06792423040725871
ACH-000319,-0.08572325325022381
ACH-000320,0.03637843124263207
ACH-000322,0.007049809605299288
ACH-000323,-0.0900265257927591
ACH-000324,-0.0335846785884262
ACH-000329,0.022795152710513262
ACH-000330,0.0011634190981269403
ACH-000331,-0.07462008194991587
ACH-000332,-0.07200446248110211
